1	1690	21800	290	39	135	46	255	32	100	100	0	222	5.349	23216	281	47	131	53	100	100	0	244	38	206	4.397	22479	110	1.079	1.06	1.043	1.055	1.669	1.03	0.851	80	656	428	499	0.11	257	242	0.008974661	0.009299187	0.965101638	-0.015426947	0
2	1950	21810	93	33	22	7	94	32	100	100	0	62	7.857	7467	69	39	12	8	96	85	0	69	38	31	3.667	5581	100	1.996	1.961	1.844	2.068	2.35	2.1	0.497	80	560	93	92	0.997	61	31	0.002130172	0.001191218	1.788230247	0.252423436	0
3	2200	21810	258	33	122	7	242	31	99	99	0	210	29.429	31039	197	40	82	12	98	97	0	187	38	149	12.286	23808	120	1.409	1.423	1.359	1.412	1.868	1.446	0.871	120	798	359	385	0.495	226	159	0.007892114	0.006109797	1.291714724	0.11116661	0
4	2450	21810	102	33	34	7	101	31	98	97	0	69	9	12346	117	39	31	12	100	97	0	113	37	76	6.071	14113	120	0.918	0.889	0.842	0.836	1.929	0.884	0.737	120	802	145	149	-0.124	70	79	0.00244446	0.003035685	0.805241676	-0.094073756	0
5	2700	21810	124	32	29	7	124	31	99	99	0	92	12	14975	117	38	30	8	99	98	0	113	37	76	9.556	14095	120	1.219	1.163	1.148	1.186	1.766	1.119	0.765	120	792	168	171	0.286	92	79	0.003212719	0.003035685	1.058317631	0.024616031	0
6	2950	21810	1703	33	472	7	1664	31	100	100	0	1633	218.571	204358	1477	38	526	8	99	99	0	1421	37	1384	174.444	177312	120	1.18	1.161	1.173	1.261	1.835	1.123	0.964	120	792	3017	3110	0.239	1671	1439	0.058352755	0.05529558	1.055287882	0.023370951	0
7	3190	21800	262	33	112	9	252	31	100	100	0	220	23.333	21002	204	38	72	9	100	100	0	200	37	163	18.1	16325	110	1.351	1.387	1.342	1.351	1.713	1.462	0.886	80	656	383	397	0.434	231	166	0.008066718	0.006378781	1.264617499	0.101959187	0
8	3440	21790	51	33	13	8	49	31	75	48	0	17	2	2683	62	38	11	9	94	69	0	62	37	24	2.6	3262	90	0.705	0.794	0.746	0.702	2.904	0.842	0.27	52	420	41	43	-0.504	19	24	0.000663496	0.000922233	0.719445092	-0.143002346	0
9	3690	21800	305	33	112	8	305	32	100	100	0	272	31.125	24410	224	38	76	9	100	100	0	235	37	197	20.3	17969	110	1.378	1.459	1.395	1.46	1.531	1.471	0.922	80	656	469	458	0.462	272	186	0.009498474	0.007147309	1.328957998	0.123511255	0
10	3940	21800	952	39	561	68	1038	31	90	86	0	1007	13.286	76180	813	43	456	51	96	88	0	833	37	795	14.982	65074	110	1.266	1.187	1.18	1.112	1.87	1.211	0.943	80	656	1802	1695	0.34	920	775	0.03212719	0.029780455	1.078801198	0.03294142	0
11	4190	21800	189	33	87	8	185	32	100	98	0	152	17.875	15216	178	37	74	9	100	100	0	162	36	125	15.4	14263	110	1.216	1.106	1.115	1.054	1.794	1.136	0.879	80	656	277	299	0.283	157	142	0.005482575	0.005456548	1.00476987	0.002066603	0
12	4440	21800	82	33	42	7	72	32	94	87	0	39	6.429	9900	87	37	40	8	98	87	0	80	36	43	6	10472	130	0.893	0.996	0.928	0.92	2.723	1.003	0.598	120	902	82	100	-0.164	50	50	0.001746043	0.00192132	0.908772748	-0.041544705	0
13	4700	21810	91	33	28	7	90	32	96	95	0	57	7.571	11002	82	37	19	8	97	92	0	83	36	46	5.444	9939	120	1.237	1.286	1.19	1.27	2.237	1.343	0.615	120	814	103	103	0.307	58	45	0.00202541	0.001729188	1.171307098	0.068670775	0
14	4940	21800	558	34	136	18	545	32	100	100	0	512	28.235	44645	461	38	98	12	100	100	0	466	36	429	33	36967	110	1.193	1.236	1.23	1.229	1.422	1.238	0.942	80	656	941	950	0.254	525	425	0.018333451	0.016331217	1.12260163	0.050225669	0
15	5190	21810	552	33	242	9	486	32	100	100	0	453	52.778	66209	111	38	30	9	99	99	0	111	36	75	8	13427	120	6.039	6.91	6.641	6.901	1.781	8.177	0.769	120	798	528	594	2.594	519	75	0.018123926	0.002881979	6.288707418	0.79856139	0
16	5440	21800	93	34	89	9	79	32	94	87	0	46	6	11211	93	37	37	8	95	90	0	91	35	55	6.778	11262	120	0.839	1.058	0.956	0.951	2.449	1.825	0.596	120	814	101	118	-0.253	61	57	0.002130172	0.002190304	0.972546275	-0.012089725	0
17	5690	21800	64	33	20	7	63	32	86	80	0	30	4	5188	72	37	17	8	92	87	0	71	36	34	4.222	5823	100	0.877	0.885	0.926	0.806	3.097	0.818	0.353	80	560	64	66	-0.189	31	35	0.001082547	0.001344924	0.804913006	-0.094251055	0
18	5950	21810	201	33	84	12	182	31	100	100	0	150	14	24209	177	37	68	10	100	100	0	164	36	127	12.75	21373	130	1.182	1.206	1.172	1.213	1.631	1.202	0.865	120	904	277	311	0.241	170	141	0.005936546	0.005418121	1.095683455	0.039685104	0
19	1700	22050	814	33	1063	7	530	32	100	100	0	497	102.286	97790	790	40	988	8	100	99	0	516	40	476	90.889	94766	120	1.044	1.043	1.023	1.065	1.513	1.066	0.988	120	820	973	1531	0.062	782	749	0.027308112	0.028781368	0.948812135	-0.022819769	0
20	1950	22060	271	33	63	7	267	32	100	100	0	234	31.143	21715	247	40	48	8	100	100	0	247	39	208	25.111	19801	110	1.127	1.148	1.158	1.135	1.557	1.145	0.881	80	656	442	446	0.173	238	208	0.008311164	0.00799269	1.039845741	0.016968917	0
21	2200	22050	136	33	38	7	134	32	100	99	0	101	13.429	16354	156	39	41	8	100	99	0	155	38	117	14.222	18772	120	0.865	0.877	0.875	0.87	1.765	0.863	0.824	120	798	218	221	-0.21	103	118	0.003596848	0.004534314	0.793250789	-0.100589487	0
22	2450	22050	74	33	19	7	72	32	97	92	0	39	5.286	5926	82	38	18	8	97	93	0	82	37	44	5.333	6570	110	0.875	0.923	0.892	0.901	2.549	0.849	0.414	80	656	83	85	-0.193	41	44	0.001431755	0.001690761	0.84681097	-0.072213525	0
23	2700	22050	49	33	16	7	46	32	67	45	0	14	2	5870	75	38	20	8	95	89	0	74	37	36	4.444	9024	120	0.387	0.435	0.466	0.441	2.958	0.394	0.292	120	798	50	53	-1.37	16	37	0.000558734	0.001421777	0.39298281	-0.405626446	0
24	2950	22050	259	33	130	7	252	32	100	100	0	219	29.571	31128	593	37	296	9	100	100	0	583	36	547	60.7	71314	120	0.401	0.407	0.395	0.39	1.576	0.411	0.938	120	792	766	783	-1.319	226	557	0.007892114	0.021403501	0.368730056	-0.433291461	0
25	3190	22040	49	32	14	7	44	32	65	45	0	12	2.143	3903	56	38	13	8	75	51	0	55	37	18	2.222	4573	100	0.655	0.85	0.814	0.758	3.37	0.709	0.241	80	560	30	35	-0.611	16	19	0.000558734	0.000730101	0.765282314	-0.116178323	0
26	3440	22050	39	33	9	7	38	31	45	20	0	6	0.714	3138	57	37	10	8	83	55	0	56	37	19	2.444	4612	110	0.34	0.379	0.45	0.552	4.045	0.19	0.033	80	656	25	27	-1.556	7	20	0.000244446	0.000768528	0.318070462	-0.49747666	0
27	3690	22040	194	33	91	8	197	32	98	95	0	164	18.375	15568	194	37	77	10	100	100	0	194	36	157	15.545	15572	110	1.045	1.024	1.001	0.946	1.881	1.057	0.858	80	656	321	318	0.063	161	157	0.005622258	0.006032944	0.931926194	-0.030618481	0
28	3930	22050	85	34	26	8	84	32	94	90	0	51	5.75	4427	103	38	27	9	100	100	0	102	37	65	7.1	5402	80	0.788	0.794	0.728	0.707	2.516	0.75	0.611	52	340	116	117	-0.344	52	65	0.001815885	0.002497716	0.727018199	-0.138454718	0
29	4190	22050	86	33	28	7	82	32	97	91	0	50	6.857	6857	94	37	21	9	98	93	0	94	37	56	6.2	7576	110	0.883	0.941	0.892	0.857	2.33	0.903	0.592	80	656	106	109	-0.179	53	56	0.001850806	0.002151878	0.860088494	-0.065456862	0
30	4440	22050	616	32	149	6	628	32	100	100	0	595	89.167	73943	580	38	135	9	100	100	0	609	37	571	59.1	69590	120	1.042	1.076	1.078	1.081	1.528	1.075	0.955	120	802	1166	1125	0.059	583	542	0.020358861	0.020827105	0.97751755	-0.009875437	0
31	4680	22060	74	33	22	8	70	32	97	87	0	38	4.625	5952	76	38	20	9	97	86	0	73	36	36	4.1	6114	110	1.042	1.052	1.033	1.017	2.413	0.964	0.548	80	656	74	80	0.059	41	39	0.001431755	0.001498629	0.955376479	-0.019825455	0
