1	1480	2330	117	31	75	6	93	30	95	95	0	62	13.333	14026	131	36	55	6	97	94	0	122	35	87	14.429	15750	120	0.722	0.903	0.845	0.787	2.847	1.035	0.669	120	804	149	181	-0.471	86	95	0.003709399	0.004460906	0.831534757	-0.080119593	0
2	1730	2320	99	31	23	6	101	30	98	98	0	70	10.5	7904	135	36	28	6	100	100	0	137	35	102	15.143	10874	110	0.689	0.68	0.682	0.676	1.59	0.672	0.786	80	656	172	168	-0.538	68	100	0.002933013	0.004695691	0.624617969	-0.204385526	0
3	1980	2330	278	31	152	6	261	30	98	98	0	230	38.5	33356	187	37	79	8	98	97	0	181	36	145	17.778	22533	120	1.585	1.639	1.576	1.561	1.683	1.766	0.867	120	804	375	397	0.664	247	150	0.010653738	0.007043537	1.512555277	0.179711255	0
4	2230	2340	75	31	24	6	73	30	97	92	0	42	6.833	6072	81	36	19	5	100	98	0	79	35	44	8	6504	110	0.968	0.975	1.02	0.944	1.997	0.989	0.631	80	656	86	89	-0.047	44	45	0.001897832	0.002113061	0.898143484	-0.046654276	0
5	2480	2330	83	31	25	6	81	29	96	95	0	51	8	9981	76	36	21	6	96	91	0	74	35	38	6.143	9259	120	1.332	1.292	1.288	1.27	2.264	1.272	0.643	120	798	89	94	0.413	53	41	0.002286025	0.001925233	1.187401447	0.074597574	0
6	2730	2330	522	31	170	6	507	30	100	100	0	476	76.667	62675	570	36	232	6	99	99	0	556	36	519	81.286	68363	120	0.918	0.922	0.932	0.959	1.523	0.876	0.952	120	792	995	1024	-0.124	491	533	0.021178079	0.025028033	0.846174326	-0.072540156	0
7	2970	2330	143	31	82	6	136	30	97	95	0	105	17.5	17239	127	36	55	6	95	92	0	129	36	92	13.857	15273	120	1.137	1.243	1.195	1.197	2.071	1.332	0.882	120	804	197	203	0.186	113	90	0.004873977	0.004226122	1.153297883	0.061941495	0
8	3230	2330	45	31	10	6	45	30	76	60	0	14	2.167	3650	55	36	9	5	96	78	0	54	36	17	3.333	4438	110	0.838	0.796	0.831	0.878	2.451	0.66	0.227	80	656	31	32	-0.255	14	18	0.000603856	0.000845224	0.714432317	-0.146038909	0
9	3470	2330	279	31	142	7	284	30	100	98	0	253	33.143	22382	249	37	117	7	100	100	0	231	36	195	28.25	19960	110	1.301	1.167	1.133	1.107	1.484	1.181	0.954	80	656	448	460	0.38	248	212	0.010696871	0.009954865	1.074537016	0.031221381	0
10	3730	2330	518	31	311	6	537	30	100	99	0	506	76	62230	436	37	242	13	98	96	0	454	36	418	30.357	52273	120	1.211	1.22	1.192	1.159	1.723	1.242	0.958	120	814	924	886	0.277	487	399	0.021005549	0.018735807	1.121144592	0.049661626	0
11	3970	2330	99	31	39	6	94	30	98	96	0	63	10.5	7964	110	37	37	8	100	97	0	105	36	68	8.667	8821	110	0.935	0.921	0.928	0.901	1.88	0.922	0.724	80	656	131	142	-0.097	68	74	0.002933013	0.003474811	0.844078336	-0.073617246	0
