1005964_1	0.946	1.927	1	1	1	65	18	60	17	46	11	43	14	-50
1006372_1	-0.345	0.787	1	1	2	1748	747	61	18	2519	1128	42	20	0
1006780_1	0.100	1.072	1	1	3	162	49	60	16	153	45	43	8	0
1007188_1	1.031	2.044	1	1	4	2947	1271	61	18	1675	739	43	7	0
1007496_1	1.290	2.445	1	1	5	1642	398	62	17	791	162	44	8	0
1007904_1	-0.553	0.682	1	1	6	1093	250	60	15	1796	425	44	7	0
1008312_1	0.066	1.046	1	1	7	1486	355	61	16	1616	392	42	8	0
1008720_1	0.448	1.364	1	1	8	1508	623	60	16	1270	511	43	8	0
1009028_1	0.260	1.198	1	1	9	2391	237	63	16	2291	126	44	8	0
1009436_1	0.655	1.575	1	1	10	2209	884	62	17	1620	680	44	14	0
1009844_1	0.119	1.086	1	1	11	576	177	63	47	591	182	45	73	0
1005988_1	-0.013	0.991	1	2	1	76	24	64	16	58	20	44	8	-50
1006396_1	-0.901	0.536	1	2	2	83	22	64	17	85	32	44	8	0
1006804_1	0.411	1.330	1	2	3	1256	155	62	15	1082	94	44	7	0
1007112_1	1.057	2.081	1	2	4	72	20	63	17	49	11	44	8	-50
1007520_1	2.029	4.080	1	2	5	1911	510	65	16	567	139	44	8	0
1007928_1	0.195	1.145	1	2	6	696	101	64	17	682	75	44	8	0
1008336_1	0.220	1.165	1	2	7	3140	745	65	17	3094	834	43	8	0
1008644_1	1.431	2.697	1	2	8	71	20	64	16	47	10	44	8	-50
1009052_1	0.129	1.094	1	2	9	361	100	62	18	360	95	44	8	0
1009460_1	-0.038	0.974	1	2	10	1852	319	66	17	2164	341	44	8	0
1009868_1	0.119	1.086	1	2	11	358	92	64	18	357	61	44	9	0
1010163_1	-0.306	0.809	1	2	12	90	20	62	17	84	21	44	10	0
1006012_1	0.624	1.541	1	3	1	76	21	68	20	51	14	45	21	-50
1006420_1	0.188	1.139	1	3	2	343	54	69	19	323	44	45	8	0
1006728_1	1.624	3.082	1	3	3	76	19	68	18	47	9	44	8	-50
1007136_1	1.209	2.312	1	3	4	79	25	67	17	51	13	45	8	-50
1007544_1	0.283	1.216	1	3	5	772	97	69	16	713	78	45	8	0
1007952_1	0.698	1.623	1	3	6	3357	1645	68	18	2390	1204	47	9	0
1008260_1	0.058	1.041	1	3	7	1967	144	68	17	2155	113	46	11	0
1008668_1	-0.528	0.694	1	3	8	71	17	68	18	50	11	45	8	-50
1009076_1	0.209	1.156	1	3	9	77	33	67	18	55	50	45	9	-50
1009484_1	-0.133	0.912	1	3	10	3751	1780	68	18	4713	2256	45	9	0
1010153_1	-0.518	0.698	1	3	12	96	29	67	16	94	19	46	8	0
1006036_1	0.209	1.156	1	4	1	75	20	70	19	50	14	45	15	-50
1006344_1	0.698	1.622	1	4	2	564	118	70	19	398	90	46	9	0
