1005964_1	0.039	1.028	1	1	1	66	16	45	9	66	13	46	5	0
1006372_1	1.247	2.374	1	1	2	636	266	49	27	291	112	49	14	0
1006780_1	0.236	1.178	1	1	3	124	27	47	10	111	20	47	5	0
1007188_1	0.473	1.388	1	1	4	761	191	46	8	549	148	45	5	0
1007496_1	0.479	1.394	1	1	5	307	96	45	10	229	74	45	5	0
1007904_1	-1.186	0.440	1	1	6	596	193	44	8	1274	417	45	5	0
1008312_1	0.264	1.201	1	1	7	355	58	47	9	297	48	46	5	0
1008720_1	1.528	2.885	1	1	8	549	166	45	9	217	60	46	5	0
1009028_1	0.783	1.720	1	1	9	789	256	49	14	469	149	48	10	0
1009436_1	0.423	1.341	1	1	10	560	183	49	14	421	143	48	16	0
1009844_1	0.343	1.268	1	1	11	138	45	46	9	117	31	46	6	0
1005988_1	0.337	1.263	1	2	1	83	21	43	9	76	13	45	5	0
1006396_1	-0.600	0.660	1	2	2	79	19	48	10	94	22	48	6	0
1006804_1	-0.290	0.818	1	2	3	381	102	46	10	447	125	46	5	0
1007112_1	0.098	1.070	1	2	4	79	28	44	10	77	18	45	5	0
1007520_1	1.360	2.566	1	2	5	613	169	44	8	262	62	45	5	0
1007928_1	-0.105	0.930	1	2	6	139	42	44	9	144	42	44	6	0
1008336_1	0.344	1.269	1	2	7	389	110	44	8	311	90	45	5	0
1008644_1	-0.031	0.979	1	2	8	53	10	44	9	54	9	45	5	-50
1009052_1	-0.153	0.899	1	2	9	116	35	48	9	121	35	47	6	0
1009460_1	1.022	2.031	1	2	10	713	170	47	9	367	70	46	5	0
1009868_1	0.110	1.079	1	2	11	86	25	43	9	84	22	45	5	0
1010163_1	-0.353	0.783	1	2	12	47	9	43	8	49	7	44	5	-50
1006012_1	0.269	1.205	1	3	1	74	29	42	8	70	23	44	5	0
1006420_1	-0.008	0.995	1	3	2	108	29	46	10	108	23	47	6	0
1006728_1	-0.131	0.913	1	3	3	59	12	45	9	61	11	46	6	0
1007136_1	0.317	1.246	1	3	4	71	17	43	8	67	13	45	5	0
