1005964_1	-1.245	0.422	1	1	1	102	25	104	22	45	8	42	6	-50
1006372_1	2.609	6.101	1	1	2	6162	889	108	24	1298	226	42	5	0
1006780_1	-0.371	0.773	1	1	3	180	30	103	22	168	29	42	6	0
1007188_1	1.023	2.032	1	1	4	1817	242	102	20	1110	189	42	6	0
1007496_1	0.016	1.011	1	1	5	576	107	99	21	638	118	41	6	0
1007904_1	-1.129	0.457	1	1	6	624	76	101	23	1489	158	41	5	0
1008312_1	-0.062	0.958	1	1	7	1047	166	102	20	1290	202	41	6	0
1008720_1	-0.056	0.962	1	1	8	758	250	96	21	911	361	40	8	0
1009028_1	0.148	1.108	1	1	9	1284	144	94	19	1400	102	41	5	0
1009436_1	0.029	1.020	1	1	10	1037	152	94	22	1211	202	41	5	0
1009844_1	0.002	1.001	1	1	11	322	90	95	19	329	122	42	5	0
1005988_1	-2.660	0.158	1	2	1	107	23	105	22	58	19	42	6	-50
1006396_1	-3.748	0.074	1	2	2	109	25	108	23	59	25	42	6	-50
1006804_1	-0.286	0.820	1	2	3	621	79	111	23	829	90	42	6	0
1007112_1	-0.467	0.723	1	2	4	112	26	108	21	49	11	42	6	-50
1007520_1	1.292	2.448	1	2	5	756	219	106	24	379	142	43	7	0
1007928_1	-0.213	0.863	1	2	6	394	45	107	21	464	59	43	6	0
1008336_1	0.831	1.778	1	2	7	1882	180	106	23	1306	130	42	7	0
1008644_1	0.662	1.582	1	2	8	109	23	104	21	46	7	42	6	-50
1009052_1	-0.540	0.688	1	2	9	272	47	103	22	353	50	42	6	0
1009460_1	0.585	1.500	1	2	10	1003	233	99	20	805	212	42	5	0
1009868_1	0.161	1.118	1	2	11	280	55	98	20	248	37	42	6	0
1010163_1	-2.660	0.158	1	2	12	93	23	99	21	50	13	42	6	-50
1006012_1	-1.245	0.422	1	3	1	103	22	104	21	46	10	43	6	-50
1006420_1	-0.300	0.812	1	3	2	257	35	110	23	272	44	43	6	0
1006728_1	1.340	2.531	1	3	3	117	28	115	24	44	6	43	6	-50
1007136_1	1.477	2.784	1	3	4	128	32	117	24	48	11	43	6	-50
1007544_1	-0.237	0.849	1	3	5	341	56	115	24	380	48	43	6	0
1007952_1	0.212	1.158	1	3	6	1860	193	118	23	1947	226	43	5	0
1008260_1	0.999	1.999	1	3	7	1022	300	114	25	618	190	43	6	0
1008668_1	-2.245	0.211	1	3	8	110	26	111	23	48	14	42	5	-50
1009076_1	1.214	2.320	1	3	9	119	29	108	23	49	13	43	6	-50
1009484_1	0.397	1.316	1	3	10	2890	683	110	23	2715	567	42	6	0
1010153_1	-3.660	0.079	1	3	12	97	31	108	23	59	31	43	6	-50
1006036_1	-0.660	0.633	1	4	1	97	25	105	22	44	7	42	5	-50
1006344_1	0.155	1.114	1	4	2	288	59	112	25	243	43	43	6	0
1006752_1	1.169	2.248	1	4	3	10717	1292	115	23	6012	606	43	6	0
1007160_1	1.445	2.723	1	4	4	21504	1535	117	23	9986	1048	44	6	0
1007568_1	0.134	1.097	1	4	5	1052	272	121	26	1117	310	43	6	0
1007876_1	1.281	2.431	1	4	6	4299	807	126	27	2216	409	43	19	0
1008284_1	2.303	4.934	1	4	7	2203	302	125	60	576	59	43	18	0
1008692_1	-0.832	0.562	1	4	8	666	95	121	23	1271	234	43	7	0
1009100_1	0.632	1.550	1	4	9	4286	649	116	24	3449	610	43	7	0
1009804_1	1.620	3.074	1	4	10	149	61	115	23	57	28	43	6	-50
1006206_1	1.178	2.263	1	4	12	13472	1564	113	23	7515	1260	43	6	0
1005960_1	-1.245	0.422	1	5	1	100	22	104	21	46	8	43	5	-50
1006368_1	-1.535	0.345	1	5	2	110	32	107	23	54	16	43	6	-50
1006776_1	0.561	1.475	1	5	3	936	191	112	23	749	159	42	12	0
1007184_1	-1.245	0.422	1	5	4	113	23	114	23	46	7	43	6	-50
1007492_1	1.616	3.064	1	5	5	4369	2813	120	24	1799	1158	44	5	0
1007900_1	0.340	1.266	1	5	6	0	0	0	0	0	0	0	0	0
1008308_1	1.041	2.057	1	5	7	574	83	127	25	319	48	44	7	0
1008716_1	-1.982	0.253	1	5	8	123	28	122	24	48	11	43	6	-50
1009420_1	-0.057	0.961	1	5	9	363	54	123	32	359	59	43	28	0
1009828_1	-1.379	0.385	1	5	10	145	39	121	23	122	35	43	6	0
1010167_1	-0.750	0.594	1	5	12	149	27	118	24	110	23	44	6	0
1005984_1	-1.982	0.253	1	6	1	106	26	105	21	48	9	43	6	-50
1006392_1	-2.245	0.211	1	6	2	111	29	109	21	56	17	44	6	-50
1006800_1	-2.390	0.191	1	6	3	122	22	111	20	116	21	43	6	0
1007108_1	-0.286	0.820	1	6	4	550	134	110	22	722	173	43	6	0
1007516_1	1.463	2.757	1	6	5	2478	366	110	25	1130	152	43	6	0
1007924_1	0.001	1.001	1	6	6	2012	269	114	25	2443	216	43	6	0
1008332_1	0.050	1.035	1	6	7	2665	318	119	24	3156	392	44	7	0
1009036_1	1.124	2.179	1	6	8	682	97	119	23	371	64	44	6	0
1009444_1	-0.035	0.976	1	6	9	2194	651	130	26	2720	775	44	6	0
1009852_1	0.340	1.266	1	6	10	125	27	131	25	45	7	44	8	-50
1010159_1	-2.660	0.158	1	6	12	117	33	128	26	52	23	44	6	-50
1006008_1	-0.660	0.633	1	7	1	105	28	107	20	45	7	43	6	-50
1006416_1	-0.654	0.635	1	7	2	237	62	109	21	298	79	43	6	0
1006724_1	0.365	1.287	1	7	3	521	95	108	23	450	105	44	6	0
1007132_1	0.021	1.015	1	7	4	304	93	110	21	286	77	44	6	0
1007540_1	0.125	1.091	1	7	5	1088	261	110	23	1178	227	43	6	0
1007948_1	-0.326	0.798	1	7	6	741	159	114	23	1039	140	44	6	0
1008652_1	-0.689	0.620	1	7	7	321	47	120	23	454	67	44	7	0
1009060_1	-0.498	0.708	1	7	8	541	173	118	23	800	180	44	6	0
1009468_1	-1.338	0.395	1	7	9	600	135	126	26	1561	342	44	6	0
1009876_1	-0.239	0.847	1	7	10	203	43	126	24	159	30	44	6	0
1322226_1	-2.982	0.127	1	7	11	126	33	135	26	55	19	45	14	-50
1009317_1	1.308	2.475	1	7	12	56792	1824	136	28	29017	798	46	15	0
1006032_1	0.005	1.004	1	8	1	2242	778	104	21	2739	965	43	6	0
1006340_1	-1.531	0.346	1	8	2	148	43	110	22	183	42	44	6	0
1006748_1	-0.739	0.599	1	8	3	187	41	107	22	213	50	44	5	0
1007156_1	1.340	2.531	1	8	4	115	26	111	21	46	6	44	5	-50
1007564_1	-0.306	0.809	1	8	5	787	294	111	21	1103	309	45	5	0
1008268_1	0.377	1.298	1	8	6	669	237	114	21	586	201	45	6	0
1008676_1	0.348	1.273	1	8	7	297	52	113	23	226	44	43	6	0
1009084_1	0.091	1.065	1	8	8	621	164	112	23	649	180	44	6	0
1009492_1	-0.490	0.712	1	8	9	377	102	116	24	508	79	44	6	0
1009800_1	-0.086	0.942	1	8	10	7086	1792	124	23	9400	2180	45	6	0
