1005964_1	0.423	1.341	1	1	1	176	144	53	26	146	90	50	23	-50
1006372_1	0.131	1.095	1	1	2	973	456	53	13	930	456	51	9	0
1006780_1		0.953	1	1	3	180	34	58	61	188	28	54	63	-100
1007188_1	0.239	1.180	1	1	4	1291	424	54	13	1148	491	51	9	0
1007496_1	-0.165	0.892	1	1	5	567	162	54	14	653	219	51	9	0
1007904_1	-0.168	0.890	1	1	6	646	183	53	13	748	254	51	8	0
1008312_1	-0.313	0.805	1	1	7	855	97	52	15	1095	173	51	9	0
1008720_1	-0.175	0.886	1	1	8	842	156	54	14	982	234	51	8	0
1009028_1	-0.581	0.668	1	1	9	652	171	53	12	987	183	49	9	0
1009436_1	0.464	1.379	1	1	10	1225	255	52	13	942	251	52	8	0
1009844_1	-0.118	0.922	1	1	11	230	52	53	14	252	48	51	9	0
1005988_1	0.320	1.248	1	2	1	191	145	55	52	167	229	53	39	-50
1006396_1	-0.265	0.832	1	2	2	123	42	53	13	139	41	51	9	0
1006804_1	-0.720	0.607	1	2	3	469	119	53	32	769	163	52	31	0
1007112_1	0.238	1.179	1	2	4	142	70	53	13	130	66	51	8	0
1007520_1	0.049	1.035	1	2	5	403	231	53	14	405	133	51	9	0
1007928_1	-0.051	0.965	1	2	6	349	102	52	13	373	110	51	8	0
1008336_1	-0.190	0.877	1	2	7	1442	136	52	13	1711	161	52	9	0
1008644_1	-0.256	0.837	1	2	8	77	17	53	14	82	34	52	9	-50
1009052_1	-0.125	0.917	1	2	9	194	145	52	13	213	165	51	9	-50
1009460_1	0.037	1.026	1	2	10	803	127	52	13	817	170	51	9	0
1009868_1	-0.144	0.905	1	2	11	163	76	54	14	178	51	52	9	0
1010163_1	-0.586	0.666	1	2	12	82	37	54	13	95	58	51	8	0
1006012_1	0.028	1.020	1	3	1	92	42	54	14	90	36	51	8	-50
1006420_1	0.070	1.050	1	3	2	349	154	53	13	346	141	51	8	0
1006728_1	0.307	1.237	1	3	3	144	115	53	13	129	86	52	8	0
1007136_1	0.066	1.047	1	3	4	87	23	52	13	85	20	50	9	0
1007544_1	-0.643	0.641	1	3	5	236	46	53	13	350	70	51	8	0
1007952_1	-0.725	0.605	1	3	6	1085	365	53	13	1836	546	51	9	0
1008260_1	-0.209	0.865	1	3	7	850	110	54	12	1014	145	51	8	0
1008668_1	0.153	1.112	1	3	8	88	36	54	12	83	28	51	9	-50
1009076_1	0.228	1.171	1	3	9	128	170	53	12	118	143	51	8	-50
1009484_1	-1.327	0.399	1	3	10	875	392	54	13	2207	1169	51	9	0
1010153_1	-0.197	0.872	1	3	12	94	89	54	12	99	67	51	8	0
1006036_1	0.066	1.047	1	4	1	85	34	53	13	84	34	52	8	-50
1006344_1	0.539	1.453	1	4	2	271	67	53	12	208	71	51	13	0
1006752_1	0.121	1.088	1	4	3	6270	1314	53	13	6033	2112	51	9	0
1007160_1	-0.112	0.926	1	4	4	10758	3534	54	13	12154	4704	52	8	0
1007568_1	0.089	1.064	1	4	5	992	104	53	13	975	130	51	8	0
1007876_1	-0.288	0.819	1	4	6	2318	184	53	14	2944	231	50	8	0
1008284_1	0.812	1.756	1	4	7	1839	236	52	14	1116	275	51	8	0
1008692_1	-0.110	0.927	1	4	8	1026	181	53	13	1150	258	51	8	0
1009100_1	0.142	1.103	1	4	9	4274	1382	53	25	4055	1053	51	34	0
1009804_1	0.174	1.128	1	4	10	137	46	54	13	127	44	50	9	0
1006206_1	0.190	1.140	1	4	12	7009	1585	53	15	6434	2417	51	69	0
1005960_1	0.380	1.301	1	5	1	99	84	53	13	87	42	50	9	-50
1006368_1		1.169	1	5	2	121	48	54	15	111	43	51	12	-100
1006776_1	-0.174	0.886	1	5	3	839	263	54	14	979	262	52	8	0
1007184_1	0.310	1.240	1	5	4	130	48	53	13	116	54	51	9	0
1007492_1	-0.313	0.805	1	5	5	2684	239	54	13	3471	343	51	12	0
1007900_1	-0.379	0.769	1	5	6	162	86	54	13	198	139	51	8	0
1008308_1	0.393	1.313	1	5	7	428	67	54	14	349	68	51	9	0
1008716_1	0.439	1.356	1	5	8	109	37	52	13	95	33	51	8	0
1009420_1	-0.399	0.759	1	5	9	278	59	54	13	360	94	51	9	0
1009828_1	-0.293	0.816	1	5	10	146	48	54	13	169	51	51	9	0
1010167_1	-0.484	0.715	1	5	12	96	48	55	14	112	65	52	12	0
1005984_1	0.446	1.362	1	6	1	135	70	53	13	113	55	50	9	-50
1006392_1		0.978	1	6	2	139	97	54	13	142	66	51	10	-100
1006800_1	-0.060	0.959	1	6	3	153	41	54	14	159	36	51	8	0
