1005964_1	0.553	1.467	1	1	1	306	152	117	24	258	125	94	18	0
1006372_1	-0.169	0.889	1	1	2	1209	336	117	23	1658	585	95	17	0
1006780_1	-0.321	0.801	1	1	3	234	52	117	23	282	54	96	17	0
1007188_1	0.531	1.445	1	1	4	1677	911	119	23	1468	897	96	18	0
1007496_1	-0.246	0.843	1	1	5	820	245	119	23	1153	297	95	17	0
1007904_1	0.175	1.129	1	1	6	1401	287	118	24	1542	416	96	18	0
1008312_1	-0.660	0.633	1	1	7	1116	110	120	24	2098	313	95	18	0
1008720_1	-0.426	0.744	1	1	8	1094	236	120	23	1760	393	95	18	0
1009028_1	-0.408	0.754	1	1	9	1092	251	116	163	1742	386	94	19	0
1009436_1	0.162	1.119	1	1	10	1382	440	117	23	1535	442	96	18	0
1009844_1	-0.108	0.928	1	1	11	322	79	120	25	374	75	97	18	0
1005988_1	0.711	1.637	1	2	1	367	193	120	24	287	155	95	18	0
1006396_1	-0.206	0.867	1	2	2	231	97	122	24	255	94	95	18	0
1006804_1	-0.639	0.642	1	2	3	705	494	118	23	1258	595	95	18	0
1007112_1	0.551	1.465	1	2	4	303	181	120	24	253	176	94	16	0
1007520_1	0.503	1.417	1	2	5	853	221	118	23	755	195	95	18	0
1007928_1	-0.409	0.753	1	2	6	459	87	121	23	667	213	96	18	0
1008336_1	-0.766	0.588	1	2	7	1208	226	118	23	2457	483	98	18	0
1008644_1	0.793	1.732	1	2	8	169	42	120	23	131	27	95	17	0
1009052_1	-0.395	0.760	1	2	9	266	149	122	23	337	206	96	18	0
1009460_1	0.159	1.117	1	2	10	1299	150	118	23	1439	273	93	18	0
1009868_1	-0.901	0.535	1	2	11	181	72	120	24	242	92	97	17	0
1010163_1	-0.799	0.575	1	2	12	205	146	112	28	310	361	104	27	0
1006012_1	0.755	1.687	1	3	1	236	189	118	22	184	69	95	17	0
1006420_1	-0.560	0.678	1	3	2	355	132	120	25	536	139	95	16	0
1006728_1	0.835	1.784	1	3	3	271	137	121	23	203	99	96	17	0
1007136_1	0.632	1.549	1	3	4	204	69	120	23	163	82	94	18	0
1007544_1	-0.383	0.767	1	3	5	437	115	120	24	623	189	97	18	0
1007952_1	-0.176	0.885	1	3	6	2042	258	122	24	2857	791	97	17	0
1008260_1	-0.882	0.543	1	3	7	753	126	121	25	1578	255	96	17	0
1008668_1	0.408	1.327	1	3	8	195	108	122	26	168	64	98	21	0
1009076_1	0.382	1.303	1	3	9	209	139	123	23	179	97	95	18	0
1009484_1	-1.362	0.389	1	3	10	1469	166	119	23	4514	645	97	18	0
1010153_1	-1.138	0.455	1	3	12	135	42	115	25	159	55	103	26	0
1006036_1	0.094	1.067	1	4	1	173	43	121	23	157	49	95	17	0
1006344_1	0.017	1.012	1	4	2	353	71	120	24	388	80	95	18	0
1006752_1	-0.413	0.751	1	4	3	4810	1058	119	24	8042	1688	95	17	0
1007160_1	-0.520	0.697	1	4	4	9268	2053	121	22	16790	2466	96	17	0
1007568_1	-0.230	0.853	1	4	5	1113	148	120	24	1577	257	95	18	0
1007876_1	-0.921	0.528	1	4	6	1333	529	120	24	3019	1453	97	18	0
1008284_1	0.361	1.284	1	4	7	1433	490	121	25	1396	508	96	18	0
1008692_1	0.322	1.250	1	4	8	1483	550	121	25	1483	664	96	18	0
1009100_1	-0.247	0.843	1	4	9	4824	632	121	24	7199	835	97	18	0
1009804_1	-0.100	0.933	1	4	10	178	125	123	24	171	51	96	17	0
1006206_1	1.320	2.496	1	4	12	21090	2493	122	24	10789	2427	97	18	0
1005960_1	0.611	1.527	1	5	1	205	97	121	24	166	84	96	18	0
1006368_1	0.495	1.410	1	5	2	265	194	121	24	226	145	96	18	0
1006776_1	-0.170	0.889	1	5	3	855	259	121	24	1147	334	96	18	0
1007184_1	0.361	1.284	1	5	4	231	103	122	22	203	110	95	16	0
1007492_1	-0.960	0.514	1	5	5	2041	237	120	24	4854	937	98	18	0
1007900_1	-0.029	0.980	1	5	6	293	250	122	24	318	296	96	19	0
1008308_1	-0.038	0.974	1	5	7	446	108	120	25	523	133	97	17	0
1008716_1	0.473	1.388	1	5	8	266	230	122	24	231	167	99	18	0
1009420_1	-0.840	0.559	1	5	9	359	64	122	23	637	103	97	17	0
1009828_1	-0.014	0.991	1	5	10	286	162	121	21	307	170	95	16	0
1010167_1	-1.952	0.259	1	5	12	136	25	123	24	160	29	96	17	0
1005984_1	0.459	1.374	1	6	1	269	140	120	24	235	143	97	16	0
1006392_1	0.701	1.626	1	6	2	525	644	120	24	414	407	97	17	0
