1005964_1	0.564	1.478	1	1	1	83	22	79	21	44	7	41	6	-50
1006372_1	-0.436	0.739	1	1	2	1007	167	81	20	1429	213	40	6	0
1006780_1	-0.851	0.554	1	1	3	87	27	80	23	55	23	41	9	-50
1007188_1	1.422	2.680	1	1	4	3168	478	83	21	1318	167	42	10	0
1007496_1	2.077	4.218	1	1	5	787	293	83	21	226	79	41	7	0
1007904_1	-1.102	0.466	1	1	6	636	130	77	21	1370	273	40	7	0
1008312_1	-0.064	0.957	1	1	7	998	87	77	20	1108	78	41	6	0
1008720_1	0.627	1.544	1	1	8	1709	399	72	21	1215	311	40	7	0
1009028_1	1.194	2.287	1	1	9	3919	693	73	17	1905	335	41	6	0
1009436_1	0.045	1.032	1	1	10	1425	339	70	19	1497	291	41	6	0
1009844_1	0.246	1.186	1	1	11	381	59	76	19	326	71	41	7	0
1005988_1	0.886	1.848	1	2	1	92	25	87	23	45	9	42	7	-50
1006396_1	-4.606	0.041	1	2	2	88	23	87	22	69	22	42	7	0
1006804_1	0.293	1.225	1	2	3	862	253	86	19	744	253	42	7	0
1007112_1	1.471	2.771	1	2	4	90	21	85	23	44	8	42	7	-50
1007520_1	1.991	3.975	1	2	5	1590	701	84	19	462	181	42	6	0
1007928_1	0.286	1.220	1	2	6	513	106	85	22	430	99	41	7	0
1008336_1	1.015	2.021	1	2	7	2958	237	85	20	1618	111	42	7	0
1008644_1	1.564	2.956	1	2	8	90	22	82	22	44	7	41	7	-50
1009052_1	-0.007	0.995	1	2	9	373	78	84	23	363	73	41	7	0
1009460_1	0.155	1.113	1	2	10	1987	511	80	21	1941	463	42	7	0
1009868_1	0.304	1.235	1	2	11	254	60	78	19	199	45	41	8	0
1010163_1	-3.173	0.111	1	2	12	85	24	87	23	52	14	42	7	-50
1006012_1	-1.851	0.277	1	3	1	94	27	96	24	46	22	42	7	-50
1006420_1	-0.117	0.922	1	3	2	171	40	92	23	137	42	42	7	0
1006728_1	-1.436	0.370	1	3	3	96	28	95	24	45	15	42	7	-50
1007136_1	-1.436	0.370	1	3	4	96	24	97	26	45	8	42	7	-50
1007544_1	0.080	1.057	1	3	5	446	117	98	27	407	102	42	10	0
1007952_1	1.294	2.452	1	3	6	5223	847	98	25	2360	415	43	7	0
1008260_1	-0.094	0.937	1	3	7	1182	232	89	22	1336	213	43	7	0
1008668_1	-1.436	0.370	1	3	8	89	24	91	24	45	11	42	7	-50
1009076_1	0.827	1.774	1	3	9	95	25	87	24	47	10	42	7	-50
1009484_1	0.129	1.094	1	3	10	3878	2289	89	24	3883	2230	42	6	0
1010153_1	-3.659	0.079	1	3	12	91	24	94	24	56	17	42	7	-50
1006036_1	-0.851	0.554	1	4	1	110	28	110	27	45	7	43	7	-50
1006344_1	0.935	1.912	1	4	2	547	166	114	25	295	80	44	7	0
1006752_1	-0.391	0.763	1	4	3	3823	1189	116	26	5432	1752	43	8	0
1007160_1	-0.207	0.867	1	4	4	5624	4219	108	25	7099	5331	43	7	0
1007568_1	-0.017	0.988	1	4	5	1139	264	105	25	1202	299	42	7	0
1007876_1	1.792	3.464	1	4	6	5415	3336	103	23	1743	1084	43	7	0
1008284_1	-0.018	0.988	1	4	7	9067	2364	98	27	10108	2276	43	7	0
1008692_1	-1.159	0.448	1	4	8	385	66	93	23	765	110	42	6	0
1009100_1	0.025	1.018	1	4	9	3901	899	87	22	4198	873	43	8	0
1009804_1	-0.851	0.554	1	4	10	92	21	89	23	48	12	42	7	-50
1006206_1	-0.909	0.533	1	4	12	4409	2318	97	24	9017	4758	43	7	0
1005960_1	-0.851	0.554	1	5	1	111	27	118	27	45	7	43	7	-50
1006368_1	-2.659	0.158	1	5	2	113	28	115	27	50	15	43	7	-50
1006776_1	1.847	3.597	1	5	3	1507	408	115	26	472	111	43	6	0
1007184_1	1.734	3.326	1	5	4	111	28	102	24	46	8	43	7	-50
1007492_1	0.245	1.185	1	5	5	4582	1237	103	24	4231	1096	42	6	0
1007900_1	1.396	2.631	1	5	6	349	59	95	23	149	32	42	6	0
1008308_1	0.400	1.319	1	5	7	1639	406	100	25	1336	232	43	7	0
1008716_1	0.149	1.109	1	5	8	99	25	97	24	45	8	43	7	-50
1009420_1	-1.079	0.473	1	5	9	301	73	96	24	523	131	43	7	0
1009828_1	0.149	1.109	1	5	10	100	37	90	23	53	27	43	7	-50
1010167_1	-1.902	0.268	1	5	12	105	30	84	22	131	19	44	7	0
1005984_1	-0.436	0.739	1	6	1	108	30	106	28	46	11	43	7	-50
1006392_1	-2.659	0.158	1	6	2	99	25	104	26	50	13	43	7	-50
1006800_1	-0.436	0.739	1	6	3	109	42	103	26	52	32	43	11	-50
1007108_1	0.121	1.087	1	6	4	566	94	105	25	513	96	43	7	0
1007516_1	1.564	2.956	1	6	5	2771	692	107	27	1043	272	44	7	0
1007924_1	0.538	1.452	1	6	6	2470	855	105	24	1849	655	44	7	0
1008332_1	-0.909	0.533	1	6	7	1756	878	100	24	3491	1744	44	6	0
1009036_1	1.047	2.067	1	6	8	699	195	95	23	367	98	43	8	0
1009444_1	0.056	1.039	1	6	9	2735	709	88	21	2866	687	43	6	0
1009852_1	0.149	1.109	1	6	10	82	21	84	21	44	7	43	7	-50
1010159_1	-2.851	0.139	1	6	12	84	22	88	24	51	13	43	7	-50
1006008_1	0.149	1.109	1	7	1	107	25	104	25	46	7	43	7	-50
1006416_1	0.547	1.461	1	7	2	344	73	112	25	219	35	43	8	0
1006724_1	-0.459	0.727	1	7	3	173	48	110	24	139	59	43	7	0
1007132_1	0.280	1.214	1	7	4	400	71	102	23	316	38	44	7	0
1007540_1	-0.164	0.893	1	7	5	1125	434	99	26	1318	530	44	7	0
1007948_1	-0.226	0.855	1	7	6	678	111	92	24	803	124	43	6	0
1008652_1	-0.633	0.645	1	7	7	226	49	91	20	275	52	43	7	0
1009060_1	0.139	1.101	1	7	8	948	172	84	21	914	157	44	7	0
1009468_1	-0.710	0.611	1	7	9	256	48	90	23	344	41	43	7	0
1009876_1	-0.021	0.985	1	7	10	96	28	88	23	52	17	43	7	-50
1322226_1	-0.074	0.950	1	7	11	96	22	90	23	50	15	43	7	-50
1009317_1	0.941	1.920	1	7	12	35343	26123	94	22	20394	15124	44	7	0
1006032_1	-0.463	0.726	1	8	1	1037	492	101	24	1474	666	44	8	0
1006340_1	-0.191	0.876	1	8	2	177	49	94	24	149	40	44	7	0
1006748_1	-1.255	0.419	1	8	3	206	45	96	23	336	50	45	20	0
1007156_1	1.734	3.326	1	8	4	97	23	94	22	44	6	44	11	-50
1007564_1	0.742	1.673	1	8	5	3201	1157	94	22	2103	791	44	6	0
1008268_1	0.350	1.274	1	8	6	262	73	93	23	191	50	44	7	0
1008676_1	-0.044	0.970	1	8	7	102	24	95	24	52	16	44	7	-50
1009084_1	0.800	1.741	1	8	8	1442	250	102	25	898	153	45	8	0
1009492_1	0.590	1.506	1	8	9	668	109	88	22	471	58	44	7	0
1009800_1	1.061	2.086	1	8	10	5571	3266	90	21	2957	1694	44	6	0
1010173_1	0.149	1.109	1	8	12	193	30	87	21	150	25	44	7	0
1005956_1	-0.851	0.554	1	9	1	83	23	87	23	46	7	44	7	-50
1006364_1	-3.552	0.085	1	9	2	90	24	89	23	57	19	44	7	-50
1006772_1	0.472	1.387	1	9	3	375	95	91	23	271	61	44	7	0
1007180_1	-0.489	0.713	1	9	4	101	26	92	22	58	19	44	7	-50
1007884_1	-2.386	0.191	1	9	5	487	106	97	23	2304	406	44	7	0
1008292_1	1.758	3.383	1	9	6	1087	677	92	24	369	214	43	7	0
1008700_1	0.256	1.194	1	9	7	609	292	92	22	523	263	43	7	0
1009108_1	-0.505	0.705	1	9	8	1431	851	90	23	2153	1307	43	6	0
1009416_1	0.356	1.280	1	9	9	366	74	82	20	289	47	43	7	0
1009824_1	0.149	1.109	1	9	10	84	22	82	21	45	8	43	7	-50
1010163_2	-0.256	0.838	1	9	12	177	46	75	19	178	34	43	7	0
1005980_1	1.149	2.217	1	10	1	95	22	85	22	48	16	43	7	-50
1006388_1	-0.554	0.681	1	10	2	346	56	88	22	464	73	44	6	0
1006796_1	-0.439	0.737	1	10	3	393	128	85	22	506	172	43	6	0
1007500_1	-0.390	0.763	1	10	4	732	375	85	20	984	502	44	6	0
1007908_1	2.011	4.031	1	10	5	365	134	85	24	120	37	43	6	0
1008316_1	-1.562	0.339	1	10	6	1984	711	80	19	6274	2291	44	6	0
1008724_1	-0.901	0.535	1	10	7	705	402	79	21	1339	806	43	7	0
1009032_1	-0.481	0.717	1	10	8	151	43	76	18	160	33	44	6	0
1009440_1	-1.351	0.392	1	10	9	1256	297	75	18	3383	233	44	7	0
1009848_1	2.149	4.434	1	10	10	78	20	74	18	45	7	44	7	-50
1010155_1	-0.851	0.554	1	10	12	75	18	77	20	46	8	44	7	-50
1006004_1	-0.851	0.554	1	11	1	87	23	85	21	48	16	44	7	-50
1006412_1	-0.118	0.922	1	11	2	1914	901	86	19	2242	1020	43	6	0
1007116_1	-0.588	0.665	1	11	3	84	20	81	20	48	11	43	7	-50
1007524_1	-0.408	0.754	1	11	4	371	84	78	20	474	67	43	7	0
1007932_1	-0.764	0.589	1	11	5	482	144	80	20	800	138	43	7	0
1008340_1	-1.549	0.342	1	11	6	366	74	79	18	975	153	44	7	0
1008648_1	0.149	1.109	1	11	7	78	18	75	19	46	7	43	7	-50
1009056_1	-1.145	0.452	1	11	8	841	261	76	20	1920	476	44	7	0
1009464_1	-1.529	0.346	1	11	9	311	141	76	18	795	418	43	7	0
