1	4131	4424	1515	1831	2616	2593	null	null	67	63	.823	137	1429	.776	.795	88	101	163	176	0	6151	2546	3605	1.378	.726	.463
2	3751	4046	1464	1749	2287	2297	null	null	48	49	.993	137	1381	.765	.768	88	101	185	198	0	5626	2432	3194	1.397	.716	.482
3	2681	2918	1465	1749	1216	1169	null	null	43	38	.813	137	1390	.598	.64	88	101	208	221	0	4057	2432	1625	1.337	.748	.419
4	2511	2692	1646	1953	865	739	null	null	31	25	.789	137	1381	.56	.616	88	101	230	243	0	3743	2716	1028	1.188	.842	.248
5	2244	2638	2026	2400	218	238	null	null	18	20	1.088	137	1371	.479	.502	88	101	253	266	0	3668	3337	331	1.518	.659	.602
6	2546	2882	2384	2744	162	138	null	null	18	13	.768	137	1381	.435	.453	88	101	275	288	0	4007	3815	192	1.184	.844	.244
7	2755	2864	2379	2655	376	209	null	null	23	17	.748	137	1381	.379	.414	88	101	298	311	0	3982	3692	291	.773	1.294	-.372
8	2183	2333	1855	2117	328	216	null	null	23	16	.801	137	1394	.496	.537	88	101	320	333	0	3244	2944	300	.916	1.092	-.127
9	1899	2081	1587	1935	312	146	null	null	25	18	.857	137	1392	.546	.461	88	101	343	356	0	2893	2690	203	.651	1.537	-.62
10	34917	32597	1557	1892	33360	30705	null	null	87	80	.974	177	1335	.815	.857	87	102	366	381	0	45324	2631	42693	1.28	.781	.356
11	18352	16443	1709	2071	16643	14372	null	null	81	76	.854	177	1307	.752	.846	87	102	389	404	0	22863	2880	19983	1.201	.833	.264
12	12676	14555	1990	2328	10686	12227	null	null	71	67	.964	177	1296	1.06	.893	87	102	411	426	0	20238	3237	17001	1.591	.629	.67
13	2407	2649	2293	2535	114	114	null	null	15	16	.929	137	1336	.292	.382	88	101	433	446	0	3683	3525	159	1.39	.719	.476
14	2621	2455	2411	2681	210	-226	null	null	18	12	.579	137	1381	.228	.385	88	101	455	468	0	3414	3728	-314	null	null	null
15	2663	2676	2312	2641	351	35	null	null	16	14	.636	137	1381	.338	.439	88	101	478	491	0	3721	3672	49	.139	7.213	-2.851
16	2776	2785	2280	2552	496	233	null	null	22	18	.82	137	1386	.438	.517	88	101	500	513	0	3872	3548	324	.653	1.531	-.614
17	3355	3953	2104	2354	1251	1599	null	null	34	43	1.098	137	1381	.586	.59	88	101	523	536	0	5496	3273	2223	1.777	.563	.83
18	4614	6090	2071	2251	2543	3839	null	null	58	83	1.564	137	1381	1.052	.831	88	101	545	558	0	8468	3130	5338	2.099	.476	1.07
19	8338	8938	2361	2502	5977	6436	null	null	89	88	1.078	137	1464	.931	.857	87	100	568	581	0	12428	3479	8949	1.497	.668	.582
20	2241	2789	1495	1840	746	949	null	null	30	27	.986	137	1403	.714	.635	110	123	162	175	0	3878	2558	1320	1.769	.565	.823
21	2527	3036	1449	1729	1078	1307	null	null	36	31	1.093	137	1329	.869	.696	110	123	185	198	0	4221	2404	1817	1.686	.593	.753
22	2217	2431	1530	1803	687	628	null	null	28	26	.825	137	1338	.542	.571	110	123	207	220	0	3380	2507	873	1.271	.787	.346
23	12329	11000	1809	2103	10520	8897	null	null	82	70	.802	137	1298	.741	.84	110	123	232	245	0	15295	2924	12371	1.176	.85	.234
24	2582	3236	2003	2308	579	928	null	null	24	23	.955	137	1252	.574	.503	110	123	252	265	0	4499	3209	1290	2.229	.449	1.156
25	16008	12243	1968	2277	14040	9966	null	null	87	70	.725	137	1293	.628	.837	110	123	275	288	0	17023	3166	13857	.987	1.013	-.019
26	7890	6964	1926	2205	5964	4759	null	null	56	52	.766	137	1316	.614	.761	110	123	297	310	0	9683	3066	6617	1.11	.901	.15
27	7352	7952	1879	2167	5473	5785	null	null	63	57	.946	137	1338	.832	.796	110	123	320	333	0	11057	3013	8044	1.47	.68	.556
28	7070	7140	1736	2038	5334	5102	null	null	58	50	.891	137	1317	.84	.817	110	123	345	358	0	9928	2834	7094	1.33	.752	.411
