1	1684	2144	855	742	829	1402	null	null	42	47	1.226	225	1139	.435	.255	66	83	68	85	0	3680	1274	2406	2.903	.344	1.537
2	1678	1694	863	753	815	941	null	null	41	47	1.147	225	1009	.778	.495	66	83	90	107	0	2908	1292	1615	1.982	.505	.987
3	1330	1559	852	740	478	819	null	null	33	40	1.354	177	1070	.882	.332	67	82	114	129	0	2676	1270	1406	2.941	.34	1.556
4	1252	1539	814	710	438	829	null	null	33	42	1.124	177	1094	.489	.162	67	82	136	151	0	2642	1219	1423	3.249	.308	1.7
5	1058	1028	805	691	253	337	null	null	19	31	1.084	177	1082	1.032	.63	67	82	159	174	0	1765	1186	578	2.286	.437	1.193
6	1065	1731	863	757	202	974	null	null	14	36	2.144	177	1078	1.948	.25	67	82	181	196	0	2971	1299	1672	8.276	.121	3.049
7	813	739	818	722	-5	17	null	null	4	5	.944	137	1130	.547	.282	68	81	205	218	0	1268	1239	29	null	null	null
8	2489	2417	795	691	1694	1726	null	null	11	18	1.416	137	1164	.452	.375	68	81	227	240	0	4149	1186	2963	1.749	.572	.806
9	832	745	827	743	5	2	null	null	1	7	1.356	137	1144	2.378	.302	68	81	250	263	0	1279	1275	3	.687	1.456	-.542
10	1151	1132	862	767	289	365	null	null	33	42	1.251	177	1126	.373	.246	66	81	271	286	0	1943	1317	627	2.168	.461	1.116
11	948	830	877	760	71	70	null	null	6	5	1.125	177	1076	.304	.198	66	81	294	309	0	1425	1305	120	1.692	.591	.759
12	1016	1140	901	769	115	371	null	null	5	5	1.163	177	1055	1.412	.395	66	81	316	331	0	1957	1320	637	5.537	.181	2.469
13	971	838	925	782	46	56	null	null	5	5	1.299	177	1056	1.919	.495	66	81	339	354	0	1438	1342	96	2.09	.479	1.063
14	999	779	938	776	61	3	null	null	0	2	.772	177	1059	.63	.132	66	81	361	376	0	1337	1332	5	.084	11.846	-3.566
15	1028	1033	940	785	88	248	null	null	8	8	1.169	137	1100	.481	.078	67	80	385	398	0	1773	1347	426	4.837	.207	2.274
16	984	801	935	799	49	2	null	null	2	1	.887	137	1136	.068	.041	67	80	407	420	0	1375	1371	3	.07	14.274	-3.835
17	944	852	923	803	21	49	null	null	0	1	1.237	137	1122	.072	.032	67	80	430	443	0	1462	1378	84	4.005	.25	2.002
18	888	827	899	796	-11	31	null	null	0	5	1.323	137	1099	.701	.276	67	80	452	465	0	1420	1366	53	null	null	null
19	921	897	860	762	61	135	null	null	7	8	1.714	137	1247	.702	.277	67	80	475	488	0	1540	1308	232	3.799	.263	1.926
20	854	720	846	719	8	1	null	null	0	4	1.186	208	953	.698	.228	89	105	61	77	0	1236	1234	2	.215	4.661	-2.221
21	885	773	831	720	54	53	null	null	4	8	1.068	208	609	.435	.282	89	105	86	102	0	1327	1236	91	1.685	.594	.752
22	857	709	827	710	30	-1	null	null	1	3	1.294	208	636	2.332	.786	89	105	106	122	0	1217	1219	-2	null	null	null
23	813	724	812	707	1	17	null	null	2	4	1.222	208	724	2.298	.768	89	105	129	145	0	1243	1214	29	29.18	.034	4.867
24	823	755	801	703	22	52	null	null	1	4	1.25	208	689	1.979	.772	88	104	154	170	0	1296	1207	89	4.057	.246	2.02
25	1959	1549	814	701	1145	848	null	null	34	37	.856	208	612	.287	.305	88	104	176	192	0	2659	1203	1456	1.271	.787	.346
26	1183	853	809	698	374	155	null	null	32	22	.575	208	706	.37	.405	88	104	196	212	0	1464	1198	266	.711	1.406	-.491
27	1217	971	819	709	398	262	null	null	29	30	.657	208	797	.907	.228	88	104	219	235	0	1667	1217	450	1.13	.885	.176
28	1336	1781	852	757	484	1024	null	null	28	29	1.269	208	767	2.265	.396	88	104	243	259	0	3057	1299	1758	3.632	.275	1.861
29	1467	1246	889	796	578	450	null	null	33	34	.822	208	684	.677	.781	88	104	266	282	0	2139	1366	772	1.336	.748	.418
30	1469	1191	915	796	554	395	null	null	34	31	.678	208	633	.529	.379	86	102	291	307	0	2044	1366	678	1.224	.817	.291
31	3115	2731	938	787	2177	1944	null	null	58	59	.946	208	610	.731	.814	86	102	311	327	0	4688	1351	3337	1.533	.652	.616
32	2919	1704	967	800	1952	904	null	null	53	45	.485	208	647	.553	.71	86	102	333	349	0	2925	1373	1552	.795	1.258	-.331
33	3283	2588	985	789	2298	1799	null	null	50	38	.392	208	688	.556	.518	85	101	356	372	0	4442	1354	3088	1.344	.744	.426
34	3684	2124	995	810	2689	1314	null	null	65	50	.432	208	721	.349	.491	85	101	378	394	0	3646	1390	2255	.839	1.192	-.254
35	2692	1670	984	819	1708	851	null	null	61	52	.558	208	750	.442	.885	85	101	401	417	0	2866	1406	1461	.855	1.169	-.226
36	1491	1113	943	809	548	304	null	null	34	30	.712	208	709	.588	.827	85	101	426	442	0	1910	1389	522	.952	1.05	-.071
37	2122	1709	918	789	1204	920	null	null	50	46	.732	208	659	.459	.333	85	101	446	462	0	2933	1354	1579	1.312	.762	.391
38	3111	2351	881	764	2230	1587	null	null	68	59	.741	208	849	.598	.553	85	101	468	484	0	4035	1311	2724	1.222	.819	.289
39	5301	2331	875	728	4426	1603	null	null	75	64	.372	208	692	.32	.847	109	125	64	80	0	4001	1250	2751	.622	1.609	-.686
40	1709	1101	848	722	861	379	null	null	41	34	.46	208	591	.414	.513	109	125	89	105	0	1890	1239	651	.756	1.324	-.404
41	1706	1104	843	708	863	396	null	null	39	37	.477	208	602	1.256	.607	109	125	109	125	0	1895	1215	680	.788	1.27	-.344
42	2238	2055	868	742	1370	1313	null	null	39	51	.898	208	627	1.136	.707	109	125	133	149	0	3527	1274	2254	1.645	.608	.718
43	1281	1112	900	760	381	352	null	null	32	26	.683	208	575	.97	.669	109	125	156	172	0	1909	1305	604	1.586	.631	.665
44	4846	3033	904	764	3942	2269	null	null	81	72	.54	208	583	.645	.656	106	122	176	192	0	5206	1311	3895	.988	1.012	-.017
45	1294	935	855	731	439	204	null	null	29	26	.545	208	637	.692	.665	111	127	196	212	0	1605	1255	350	.798	1.254	-.326
46	1669	1148	832	716	837	432	null	null	44	39	.412	208	638	.332	.319	111	127	221	237	0	1971	1229	742	.886	1.129	-.175
47	1326	1215	840	725	486	490	null	null	32	35	.855	208	597	.795	.496	111	127	241	257	0	2086	1244	841	1.731	.578	.791
48	2158	2038	905	801	1253	1237	null	null	50	47	.892	208	589	.982	.851	108	124	268	284	0	3498	1375	2123	1.695	.59	.761
49	1187	1255	950	833	237	422	null	null	21	32	1.361	208	570	1.108	.358	108	124	291	307	0	2154	1430	724	3.056	.327	1.612
50	3249	2804	954	813	2295	1991	null	null	63	62	.91	208	580	.732	.814	106	122	313	329	0	4813	1395	3417	1.489	.672	.574
51	1864	1494	958	799	906	695	null	null	43	40	.756	208	607	.655	.77	108	124	334	350	0	2564	1371	1193	1.317	.759	.397
52	1724	1368	963	798	761	570	null	null	41	41	.648	208	617	.579	.615	108	124	358	374	0	2348	1370	978	1.286	.778	.363
53	1619	1439	962	817	657	622	null	null	44	49	.953	208	583	.8	.779	110	126	379	395	0	2470	1402	1068	1.625	.615	.7
54	2267	1919	988	821	1279	1098	null	null	47	53	.885	208	583	.756	.925	110	126	401	417	0	3294	1409	1885	1.474	.679	.559
55	1609	1289	984	810	625	479	null	null	29	32	.771	208	577	.632	.845	110	126	424	440	0	2213	1390	822	1.315	.76	.396
56	1413	1074	929	789	484	285	null	null	34	26	.663	208	552	.546	.762	108	124	444	460	0	1843	1354	489	1.011	.989	.015
57	1465	1270	887	757	578	513	null	null	30	28	1.045	208	807	.801	.848	108	124	466	482	0	2180	1299	881	1.523	.656	.607
58	1194	859	870	736	324	123	null	null	29	21	.482	208	609	.632	.291	134	150	64	80	0	1474	1263	211	.652	1.535	-.618
59	1214	1041	858	721	356	320	null	null	26	29	.935	208	543	.644	.4	134	150	87	103	0	1787	1238	549	1.543	.648	.626
60	1062	1030	866	705	196	325	null	null	23	22	.914	208	556	.884	.322	134	150	109	125	0	1768	1210	558	2.846	.351	1.509
61	5705	4590	897	744	4808	3846	null	null	75	77	.798	208	575	.652	.823	131	147	131	147	0	7879	1277	6602	1.373	.728	.457
62	1972	1777	916	770	1056	1007	null	null	52	57	.93	208	569	.649	.526	131	147	154	170	0	3050	1322	1728	1.637	.611	.711
63	3303	2483	908	755	2395	1728	null	null	72	69	.749	208	596	.67	.683	129	145	176	192	0	4262	1296	2966	1.238	.807	.309
64	2086	1293	852	703	1234	590	null	null	56	54	.449	208	577	.386	.47	131	147	201	217	0	2219	1207	1013	.821	1.219	-.285
65	1740	1553	832	691	908	862	null	null	42	44	.928	208	523	.773	.731	131	147	224	240	0	2666	1186	1480	1.63	.614	.704
66	1500	1724	855	717	645	1007	null	null	34	35	1.015	208	504	1.048	.279	131	147	246	262	0	2959	1231	1728	2.68	.373	1.422
67	2095	1426	898	771	1197	655	null	null	65	55	.596	208	530	.444	.76	131	147	266	282	0	2448	1323	1124	.939	1.065	-.09
68	2750	3588	944	813	1806	2775	null	null	68	75	1.419	208	554	1.181	.668	131	147	289	305	0	6159	1395	4763	2.637	.379	1.399
69	1516	1483	952	817	564	666	null	null	29	34	.948	208	558	.655	.307	131	147	311	327	0	2546	1402	1143	2.027	.493	1.019
70	1490	1115	957	838	533	277	null	null	39	21	.431	208	581	.406	.223	131	147	334	350	0	1914	1438	475	.892	1.121	-.165
71	1381	1056	974	844	407	212	null	null	34	19	.584	208	556	.901	.574	131	147	356	372	0	1813	1449	364	.894	1.118	-.162
72	1417	1179	995	838	422	341	null	null	26	23	.894	208	524	.987	.683	131	147	377	393	0	2024	1438	585	1.387	.721	.472
73	2605	2214	1030	852	1575	1362	null	null	46	47	.871	208	553	.83	.874	128	144	399	415	0	3800	1462	2338	1.484	.674	.57
74	2636	1623	1046	836	1590	787	null	null	44	36	.583	208	604	.473	.685	130	146	424	440	0	2786	1435	1351	.85	1.177	-.235
75	1393	1021	1021	834	372	187	null	null	27	20	.638	208	557	.496	.33	128	144	446	462	0	1753	1432	321	.863	1.159	-.213
76	1198	920	977	842	221	78	null	null	21	14	.607	208	811	.466	.562	128	144	466	482	0	1579	1445	134	.606	1.651	-.723
77	2119	1653	863	729	1256	924	null	null	49	42	.549	208	621	.803	.38	152	168	62	78	0	2837	1251	1586	1.263	.792	.337
78	1326	1083	871	735	455	348	null	null	31	31	.803	208	480	.701	.675	152	168	82	98	0	1859	1262	597	1.313	.762	.393
79	2483	1689	867	717	1616	972	null	null	51	44	.602	208	521	.613	.697	152	168	109	125	0	2899	1231	1668	1.032	.969	.046
80	1706	1344	856	721	850	623	null	null	50	50	.671	208	559	.675	.458	154	170	132	148	0	2307	1238	1069	1.258	.795	.331
81	1219	1717	853	716	366	1001	null	null	32	25	.922	208	576	.833	.184	154	170	152	168	0	2947	1229	1718	4.694	.213	2.231
82	2762	2222	847	701	1915	1521	null	null	57	62	.846	208	567	.643	.759	154	170	177	193	0	3814	1203	2611	1.363	.734	.447
83	1409	1031	832	683	577	348	null	null	33	30	.656	208	536	.497	.709	152	168	197	213	0	1770	1172	597	1.035	.966	.05
84	1267	1051	842	692	425	359	null	null	30	29	.713	208	543	2.235	.704	151	167	219	235	0	1804	1188	616	1.45	.69	.536
85	3269	2777	883	734	2386	2043	null	null	70	62	.607	208	541	1.277	.623	151	167	242	258	0	4767	1260	3507	1.47	.68	.556
86	1812	1375	912	772	900	603	null	null	44	42	.724	208	544	.64	.866	151	167	264	280	0	2360	1325	1035	1.15	.87	.202
87	1753	1430	939	801	814	629	null	null	45	42	.705	208	513	.631	.621	151	167	287	303	0	2455	1375	1080	1.326	.754	.407
88	1774	1374	972	837	802	537	null	null	45	39	.677	208	512	.484	.619	149	165	309	325	0	2358	1437	922	1.149	.87	.201
89	1907	5589	985	870	922	4719	null	null	39	62	4.395	208	559	4.919	.91	151	167	332	348	0	9593	1493	8100	8.785	.114	3.135
90	2707	2041	1017	883	1690	1158	null	null	45	43	.671	208	535	.401	.375	151	167	354	370	0	3503	1516	1988	1.176	.85	.234
