1	611	185	46	35	1281	406	167	614	-1.032	-1.017417053	0.494
2	685	201	108	762	1445	418	266	1730	-0.897	-1.038006323	0.487
3	43	14	45	15	124	29	128	30	16.61		0
4	83	72	46	15	393	510	127	29	-1.295	-2.775959726	0.146
5	73	61	46	15	369	493	126	30	-1.737	-3.070966521	0.119
6	73	75	47	16	290	433	124	30	-1.807	-2.582079992	0.167
7	61	37	46	15	252	282	124	29	-1.939	-2.921390165	0.132
8	114	173	46	15	222	232	126	31	-1	-0.50021788	0.707
9	113	163	45	15	207	204	124	30	-1.1	-0.279283757	0.824
10	100	115	45	14	204	181	125	53	-1	-0.541617996	0.687
11	97	106	44	14	210	185	127	33	-0.469	-0.671163536	0.628
12	1414	1807	44	14	9119	12027	126	30	-2.969	-2.717856771	0.152
13	802	962	45	14	4920	5529	128	31	-3.235	-2.662003536	0.158
14	1259	1184	45	14	7783	6797	126	30	-2.489	-2.652901329	0.159
15	1472	1429	47	18	10082	9927	163	258	-2.48	-2.795859283	0.144
16	45	13	45	14	140	34	132	31	1	-3.171368418	0.111
17	45	15	45	14	133	31	129	28	1	-2.582079992	0.167
18	566	135	45	14	1216	276	127	29	-1.032	-1.061902439	0.479
19	220	74	44	14	544	158	136	33	-1.075	-1.20756107	0.433
20	247	133	45	14	484	162	132	30	-0.945	-0.790858602	0.578
21	168	37	46	15	587	145	134	32	-1.852	-1.883635243	0.271
22	178	68	45	15	655	186	134	30	-2.021	-1.960159735	0.257
23	275	129	45	14	407	95	134	30	-0.417	-0.244685096	0.844
24	246	96	46	15	420	300	135	29	-0.36	-0.508403406	0.703
25	771	282	44	14	1570	507	135	31	-0.988	-0.979942348	0.507
26	789	274	47	17	1557	522	139	33	-0.869	-0.932361283	0.524
27	67	25	44	15	226	59	133	30	-2.276	-1.98279071	0.253
28	78	21	45	14	254	59	138	72	-1.729	-1.746615764	0.298
29	72	25	45	14	259	48	135	28	-2.12	-2.095419565	0.234
30	81	30	44	13	261	53	137	30	-1.966	-1.727379545	0.302
31	939	215	46	15	1306	288	135	30	-0.32	-0.392137097	0.762
32	1073	191	45	14	1507	280	129	28	-0.401	-0.424687669	0.745
33	406	89	46	15	1285	175	136	31	-1.709	-1.666576266	0.315
34	447	154	47	16	1338	395	135	32	-1.586	-1.582079992	0.334
35	145	45	45	15	322	62	124	28	-0.911	-0.977099598	0.508
36	140	45	44	14	349	63	123	29	-1.168	-1.227692025	0.427
37	138	34	46	15	411	85	131	50	-1.646	-1.603840511	0.329
38	150	45	45	15	458	122	131	31	-1.62	-1.63039393	0.323
39	95	28	46	16	222	49	134	32	-0.937	-0.81857936	0.567
40	107	37	43	12	233	43	131	31	-1.014	-0.713118852	0.61
41	103	67	43	13	263	102	134	30	-1.391	-1.080087911	0.473
42	92	47	44	14	247	77	133	30	-1.384	-1.214240226	0.431
43	326	85	43	14	395	165	134	31	0.126	0.116364757	1.084
44	417	430	45	14	519	618	136	31	0.231	-0.042456799	0.971
45	93	29	46	14	289	60	133	31	-1.868	-1.689659879	0.31
46	91	33	45	14	280	59	133	31	-1.772	-1.64385619	0.32
47	50	17	44	14	151	40	131	30	-1.663	-1.522840789	0.348
48	49	18	45	14	150	43	129	29	-1.907	-1.717856771	0.304
49	154	32	45	15	407	101	132	113	-1.358	-1.351074441	0.392
50	159	47	43	13	371	82	128	29	-1.115	-1.058893689	0.48
51	165	42	45	14	365	63	131	32	-1.012	-0.962969269	0.513
52	215	137	46	14	462	350	130	32	-1.054	-0.974262439	0.509
53	92	37	45	14	236	61	122	28	-1.391	-1.286304185	0.41
54	95	28	44	14	242	57	122	28	-1.419	-1.231074664	0.426
55	129	49	50	21	259	83	127	35	-0.707	-0.713118852	0.61
56	141	44	46	15	301	79	131	30	-0.774	-0.826232932	0.564
57	42057	13168	61	123	33956	7979	139	37	0.35	0.312665174	1.242
58	39545	17700	45	14	30159	13721	135	31	0.366	0.396159489	1.316
59	480	122	46	15	569	115	139	33	0.064	0.002882509	1.002
60	588	145	44	15	636	137	134	29	0.154	0.117695043	1.085
61	231	58	44	13	457	93	134	31	-0.885	-0.77349147	0.585
62	228	59	44	14	508	77	134	30	-1.015	-1.01449957	0.495
63	2875	1088	47	20	3178	877	139	32	-0.035	-0.103146927	0.931
64	3177	962	47	16	3341	794	130	30	0.034	-0.036525876	0.975
65	899	199	46	15	1045	185	131	30	-0.103	-0.106249498	0.929
66	951	137	46	15	1113	189	130	31	-0.106	-0.118726939	0.921
67	153	92	45	14	559	801	126	29	-1.755	-1.988504361	0.252
68	142	41	45	14	428	84	127	28	-1.634	-1.639354798	0.321
69	239	692	82	585	369	168	180	671	-1.115	-0.318325858	0.802
70	158	74	45	14	393	157	126	34	-1.367	-1.254977851	0.419
71	54	21	45	14	146	52	119	29	-2.138	-1.535331733	0.345
72	64	59	45	13	149	87	116	28	-0.862	-0.76611194	0.588
73	122	48	48	19	334	74	119	31	-1.715	-1.49410907	0.355
74	100	124	49	24	190	121	127	32	0.163	-0.263611599	0.833
75	375	152	53	34	619	222	129	32	-0.559	-0.584241333	0.667
76	552	154	46	14	892	173	130	29	-0.56	-0.584241333	0.667
77	216	60	48	16	461	130	152	35	-0.81	-0.870387262	0.547
78	191	58	43	13	417	96	136	30	-0.744	-0.924125133	0.527
79	340	170	45	15	780	190	129	29	-1.117	-1.139235797	0.454
80	278	81	45	14	588	137	131	29	-0.842	-0.968604804	0.511
81	54	25	45	17	147	39	132	34	-1.585	-0.788364747	0.579
82	56	23	46	15	142	46	126	31	-0.778	-0.736965594	0.6
83	401	90	46	14	754	140	124	28	-0.774	-0.828793173	0.563
84	386	143	45	15	748	171	124	30	-0.899	-0.870387262	0.547
85	688	199	46	14	1444	455	122	29	-1.061	-1.040971781	0.486
86	824	239	45	14	1675	518	122	29	-1.055	-0.994240731	0.502
87	320	55	89	650	745	112	180	744	-1.128	-1.181149439	0.441
88	300	87	46	15	790	114	117	33	-1.447	-1.411195433	0.376
89	286	93	45	14	468	105	113	27	-0.569	-0.560642822	0.678
90	319	100	44	14	517	125	109	26	-0.592	-0.569179503	0.674
