b0001	-1.205244764
b0002	0.00387652
b0003	-0.436471951
b0004	-1.030402807
b0005	-0.751448575
b0006	-0.462967923
b0007	-0.502811329
b0008	-0.626973504
b0009	-0.066428587
b0010	-0.095964566
b0011	-0.007407322
b0012	0.017863414
b0013	0.367099219
b0014	1.124737676
b0015	0.288737073
b0016	0.271095493
b0017	0.336537844
b0018	-0.409593441
b0019	0.151986526
b0020	-0.368903776
b0021	-0.179441628
b0022	-0.26235952
b0023	0.01615264
b0024	0.053994546
b0025	0.781955831
b0026	0.852816905
b0027	-0.061223152
b0028	-0.415903307
b0029	-0.020504816
b0030	-0.479771217
b0031	-0.44533603
b0032	-0.993258201
b0033	-1.675462544
b0034	-0.709981238
b0035	0.461064969
b0036	1.692085118
b0037	-0.85748021
b0038	0.133137626
b0039	-0.396078151
b0040	0.247437058
b0041	0.35809569
b0042	0.16243467
b0043	0.410442247
b0044	0.549229226
b0045	0.107592268
b0046	0.445797214
b0047	-0.035544253
b0048	0.382844106
b0049	-0.040834106
b0050	0.080251356
b0051	-0.022321173
b0052	0.016562844
b0053	0.74397119
b0054	0.920068981
b0055	0.366150539
b0056	-0.235569464
b0057	-1.565714195
b0058	-0.38777792
b0059	0.339849291
b0060	0.117514734
b0061	0.234135451
b0062	-0.337727971
b0063	0.014707149
b0064	-0.127838609
b0065	0.222056208
b0066	-0.795514676
b0067	0.129228689
b0068	0.178013757
b0069	-0.786293891
b0070	-1.459114146
b0071	-3.16408114
b0072	-1.644856499
b0073	-1.839113796
b0074	-0.382292893
b0075	-2.008275425
b0076	-0.583582909
b0077	0.339667751
b0078	-0.25076255
b0079	-0.313205004
b0080	-0.755582586
b0081	0.80699214
b0082	0.868244017
b0083	0.70064678
b0084	0.614913014
b0085	1.119206719
b0086	0.971029504
b0087	1.214197103
b0088	0.876109855
b0089	1.314437954
b0090	1.022104628
b0091	0.984226146
b0092	1.082102255
b0093	0.890370122
b0094	0.425280942
b0095	-0.141852271
b0096	1.389442504
b0097	1.040270394
b0098	0.789473315
b0099	0.082611809
b0100	0.099625755
b0101	0.118964978
b0102	0.124757709
b0103	0.250830251
b0104	-0.318001883
b0105	-0.46882667
b0106	0.201598364
b0107	0.032059131
b0108	1.009396307
b0109	-0.08492775
b0110	0.334885386
b0111	-0.089068111
b0112	-0.02394846
b0113	1.461380697
b0114	1.166824813
b0115	0.670327728
b0116	4.89277E-05
b0117	0.588306687
b0118	0.170616561
b0119	-0.506713027
b0120	-1.549249619
b0121	-0.560275696
b0122	-0.244683141
b0123	0.820808946
b0124	0.217768612
b0125	-0.06242384
b0126	0.356587654
b0127	0.440949035
b0128	0.120349539
b0129	0.257927413
b0130	0.07552441
b0131	-0.681956038
b0132	-0.493900764
b0133	-0.686433981
b0134	-0.559533301
b0135	0.448053253
b0136	1.28380546
b0137	0.75104426
b0138	0.181100474
b0139	1.179871952
b0140	-0.693153864
b0141	1.097141009
b0142	-0.395402578
b0143	0.099822591
b0144	-0.016588312
b0145	-0.830973294
b0146	-0.294134072
b0147	0.01547671
b0148	0.959332963
b0149	0.087456085
b0150	-0.125266871
b0151	-0.272243723
b0152	0.083422666
b0153	0.109869699
b0154	-0.263016016
b0155	-0.12856674
b0156	-0.189992948
b0157	-0.619006264
b0158	0.181930268
b0159	0.000399138
b0160	-0.620520446
b0161	0.952113085
b0162	0.162716877
b0163	-0.535414223
b0164	-0.309322881
b0165	-0.203221073
b0166	-1.174251258
b0167	0.118471515
b0168	0.083101219
b0169	-1.263307797
b0170	-1.394781087
b0171	0.26520076
b0172	-0.30665555
b0173	-0.055757106
b0174	0.651107328
b0175	-0.090325526
b0176	0.938394839
b0177	0.513199521
b0178	-1.109178594
b0179	-0.688892361
b0180	-0.170188035
b0181	-0.270383799
b0182	-0.375448428
b0183	0.209291566
b0184	0.453577288
b0185	-0.259536816
b0186	0.626545505
b0187	0.717073687
b0188	0.151460859
b0189	-0.132177526
b0190	0.048686514
b0191	1.071598134
b0192	0.092696545
b0193	-0.63942976
b0194	0.177545241
b0195	-0.053651027
b0196	0.092359183
b0197	-1.240195046
b0198	-1.374023729
b0199	-1.382387003
b0200	-0.27031408
b0207	-0.401201365
b0208	-0.226508955
b0209	0.25953255
b0210	-0.481463859
b0211	2.370715402
b0212	-0.604028765
b0213	-0.503350755
b0214	0.009241856
b0215	0.41070953
b0217	-0.36249422
b0218	-0.845306034
b0219	0.485989839
b0220	-0.668759488
b0221	0.480469603
b0222	-0.254886602
b0223	-0.479900252
b0224	0.433943101
b0225	0.883760152
b0226	0.998036875
b0227	0.039417225
b0228	-0.360089794
b0229	-0.067886576
b0230	-0.452385068
b0231	0.230798836
b0232	-0.191242133
b0233	-0.407819934
b0234	-0.275008786
b0235	0.051429329
b0236	0.016643549
b0237	-0.718678204
b0238	0.216140646
b0239	0.189175194
b0240	-0.269443006
b0241	-0.272701303
b0242	-0.305155654
b0243	-0.209299489
b0245	0.519477369
b0246	-0.411466003
b0247	0.201297609
b0248	0.047036145
b0249	-0.389116792
b0250	-0.40659047
b0251	0.582636597
b0252	0.629824055
b0253	-0.214275423
b0254	-0.0675941
b0255	-0.094142987
b0256	-0.432270935
b0257	-0.146292403
b0258	-0.185433011
b0259	0.158819422
b0260	0.237481782
b0261	-0.436665205
b0262	0.08864321
b0263	-0.279337952
b0264	0.156114155
b0265	-0.14435146
b0266	0.007132729
b0267	0.421133495
b0268	0.813561518
b0269	-0.321028105
b0270	0.213748672
b0271	-0.071636052
b0272	-0.173220589
b0273	-0.183254877
b0274	-0.144763972
b0275	-0.443392596
b0276	-0.650489477
b0277	-0.155902674
b0278	1.318063526
b0279	0.252273621
b0280	0.74468109
b0281	-0.228458746
b0282	0.180491805
b0283	0.430033425
b0284	-0.661816848
b0285	-0.115817758
b0286	0.526141618
b0287	-3.936407108
b0288	-1.117213386
b0289	0.205438879
b0290	0.601942115
b0291	-0.354818026
b0292	0.202485209
b0293	-0.121377511
b0294	1.310001927
b0295	-0.996192058
b0296	-6.159995487
b0297	0.403157544
b0298	-0.104682575
b0299	0.272771178
b0300	0.684189545
b0301	0.766123588
b0302	0.472386707
b0303	0.45696943
b0304	-0.525805024
b0305	0.093958405
b0306	0.300783884
b0307	0.005552945
b0308	0.223530197
b0309	0.621241494
b0310	1.687102044
b0311	0.707755216
b0312	1.379846814
b0313	1.191627107
b0314	0.396414366
b0315	-0.284084782
b0316	0.108245047
b0317	0.060031092
b0318	-1.558358442
b0319	-0.10436485
b0320	-0.153242754
b0321	0.038122297
b0322	0.004291611
b0323	-0.066578374
b0324	-0.00216954
b0325	0.715923468
b0326	-0.064521468
b0327	-0.108487804
b0328	0.447722026
b0329	-1.834408928
b0330	-0.6629138
b0331	-0.895085385
b0332	0.349720271
b0333	-0.044124337
b0334	-0.303660067
b0335	0.000178859
b0336	0.648788727
b0337	-0.041558866
b0338	0.236351536
b0339	0.013314933
b0340	-0.135320039
b0341	-0.051177502
b0342	-0.624535757
b0343	0.211369733
b0344	0.881407824
b0345	0.181484814
b0346	0.133053494
b0347	0.687699301
b0348	0.00187906
b0349	0.462120886
b0350	0.013962338
b0351	0.388106968
b0352	-0.145916963
b0353	0.204255258
b0354	0.111134748
b0355	0.557454911
b0356	-0.794753549
b0357	-0.412506306
b0358	-0.804693207
b0359	0.192683979
b0360	0.131649153
b0361	0.219389876
b0362	0.116333844
b0363	-0.36620505
b0364	0.029681591
b0365	-0.208225068
b0366	-0.178883146
b0367	0.659120387
b0368	-0.050210826
b0369	0.780609969
b0370	2.283046847
b0371	1.501654695
b0372	0.069354133
b0373	0.149141492
b0374	0.463109278
b0375	1.378928458
b0376	0.402327057
b0377	0.584033363
b0378	0.479454177
b0379	0.680400309
b0380	0.060110129
b0381	-0.739822776
b0382	-0.860580303
b0383	-0.409940721
b0384	0.551685476
b0385	-0.156531657
b0386	0.194405317
b0387	-0.538237072
b0388	-0.058611952
b0389	-0.498221281
b0390	-0.053513113
b0391	-0.857376072
b0392	-0.100385576
b0393	-0.416378781
b0394	-0.392368796
b0395	0.547804643
b0396	0.026633444
b0397	0.358901949
b0398	0.850808588
b0399	0.711127166
b0400	0.333550948
b0401	-0.005460961
b0402	-0.079037603
b0403	-0.406779298
b0404	0.089936675
b0405	0.523531595
b0406	-0.634653584
b0407	-0.114083387
b0408	0.404542049
b0409	-0.235101136
b0410	-1.168920753
b0411	-0.673599728
b0412	0.211477834
b0413	0.435991374
b0414	0.130000515
b0415	-0.366965067
b0416	-0.448362417
b0417	-0.079495942
b0418	-0.429891741
b0419	0.023097745
b0420	0.265375139
b0421	0.791599929
b0422	0.897737455
b0423	0.217351424
b0424	-0.148475491
b0425	-0.218220818
b0426	-0.188622551
b0427	0.409687719
b0428	1.185730783
b0429	1.418084012
b0430	1.943575685
b0431	2.085566039
b0432	2.242692092
b0433	0.341880633
b0434	0.030927459
b0435	-0.87969066
b0436	0.158200486
b0437	-0.064578755
b0438	-0.006618303
b0439	-0.299510918
b0440	-2.008661522
b0441	-0.415252605
b0442	-0.16591559
b0443	-0.123653363
b0444	0.131710101
b0445	0.679323766
b0446	-0.316311355
b0447	0.786581566
b0448	0.190446115
b0449	0.008610022
b0450	-0.367020146
b0451	-0.14545502
b0452	-1.446154897
b0453	0.222877584
b0454	-0.367812768
b0456	1.002868496
b0457	0.689369074
b0458	0.536529302
b0459	0.251088458
b0460	0.469458644
b0461	0.542818708
b0462	1.726302177
b0463	0.834250577
b0464	0.642553433
b0465	0.02550373
b0466	-0.311894329
b0467	-0.290258898
b0468	0.512474277
b0469	0.421049857
b0470	0.536480398
b0471	-0.014916309
b0472	-0.400466422
b0473	0.301518251
b0474	0.40504889
b0475	-0.187229328
b0476	-0.193187055
b0477	0.103232875
b0478	0.288488329
b0479	0.118172912
b0480	-0.51629216
b0481	-1.11430463
b0482	-0.078134145
b0483	-0.632515315
b0484	0.639505627
b0485	0.172975768
b0486	0.447714228
b0487	0.224260115
b0488	0.467179239
b0489	0.016755603
b0490	-0.578666738
b0491	-0.413421349
b0492	-0.306048764
b0493	0.121087687
b0494	-0.219754835
b0495	1.110537107
b0496	0.740255382
b0497	0.244948148
b0498	-0.849151038
b0499	-0.399707
b0500	-0.394786303
b0501	-0.160472596
b0502	-0.249390576
b0503	-0.422156003
b0504	0.23965741
b0505	-0.410121381
b0506	-0.524983206
b0507	-1.324604333
b0508	1.702131375
b0509	-0.224857317
b0510	-0.688800414
b0511	0.068657362
b0512	-0.488521711
b0513	0.440874639
b0514	-0.402738178
b0515	-0.901264382
b0516	-0.67213929
b0517	-0.181513125
b0518	-0.716095502
b0519	-0.527987947
b0520	-0.030992037
b0521	-0.003955512
b0522	-0.986717946
b0523	0.172636141
b0524	-0.093842317
b0525	-0.914872209
b0526	-0.301636958
b0527	-0.449643848
b0528	-0.127991306
b0529	-0.558447306
b0530	-0.239703009
b0531	1.596528764
b0532	-0.013669149
b0533	0.104103735
b0534	1.89601739
b0535	-0.264747697
b0537	-0.540934844
b0538	0.051823877
b0539	-2.292796139
b0540	-0.00652905
b0541	0.272593021
b0542	-3.020679432
b0543	1.280276842
b0544	
b0545	0.901722199
b0546	-0.031632204
b0547	1.346340161
b0548	3.125312765
b0549	-0.204270597
b0550	-0.264246529
b0551	-0.771617387
b0552	0.123388838
b0553	0.230568231
b0554	-1.280638012
b0555	-0.087977263
b0556	0.087935092
b0557	0.528503664
b0558	0.098075391
b0559	-1.592371497
b0560	-0.72735663
b0561	0.816752992
b0562	-0.583789231
b0563	-0.550688221
b0564	-0.872438779
b0565	-3.856019907
b0566	-3.454644731
b0567	0.120798608
b0568	0.182770675
b0569	0.825808095
b0570	3.100250695
b0571	2.516513735
b0572	2.476818542
b0573	0.691606751
b0574	1.377671328
b0575	0.482529424
b0576	-0.277692434
b0577	-1.039321025
b0578	-1.259379
b0579	-0.865699889
b0580	-0.551187113
b0581	0.017167149
b0582	0.047670334
b0583	-0.067054715
b0584	0.151443593
b0585	0.051930144
b0586	-0.11746427
b0587	-0.902201395
b0588	-0.737906088
b0589	-1.150574767
b0590	1.118907832
b0591	0.329268418
b0592	0.372082849
b0593	0.583078355
b0594	0.155607495
b0595	0.044131703
b0596	-0.005643646
b0597	-0.02237876
b0598	-0.047310124
b0599	-1.275803798
b0600	-2.288840315
b0601	-0.140425934
b0602	-0.189418843
b0603	-0.22482193
b0604	0.049058665
b0605	-0.200747307
b0606	-0.661767318
b0607	-0.952213754
b0608	0.76413972
b0609	0.34371445
b0610	-0.350587698
b0611	-0.511914602
b0612	-0.66355888
b0613	0.00632845
b0614	0.044091974
b0615	-0.035660029
b0616	0.318201809
b0617	0.261206599
b0618	0.35217397
b0619	-0.046339857
b0620	-0.115385041
b0621	-0.758762104
b0622	-0.745799717
b0623	-0.225810016
b0624	-0.165223258
b0625	0.05234818
b0626	0.006826009
b0627	0.153496729
b0628	0.816546384
b0629	1.201646412
b0630	0.122987685
b0631	1.001110233
b0632	-0.15135694
b0633	-0.332420523
b0634	0.281694144
b0635	0.41349249
b0636	0.095849926
b0637	-0.023304107
b0638	-0.660753296
b0639	-0.212691179
