1	0.437286497	1.19335	62536	1416	10591.86	790.2	27787	1285	13126.47	478.84	-1.193349296
2	1.263952607	-0.337942	8108	1772	2838.45	946.18	9302	1361	3725.9	499.91	0.337942369
3	0.776418996	0.365093	4811	2221	2036.07	993.36	3602	1608	1234.12	527.38	-0.365092679
4	0.849175469	0.235865	8319	2166	2791.94	1001.94	7089	1908	2563.37	710.38	-0.2358654
5	0.822233656	0.28238	4463	2308	2140.08	1199.28	3594	1837	1258.96	660.86	-0.282379669
6	0.763672687	0.388974	5622	2689	2173.13	1356.88	4034	1813	1719.49	714.36	-0.388973669
7	0.833453097	0.262827	13866	3593	4574.08	1264.29	10512	2022	3620.1	700.51	-0.262827082
8	0.852500808	0.230227	6576	2768	2500.67	1666.54	4845	1626	2360.74	1135.2	-0.230226893
9	0.732736993	0.448633	5717	1449	1948.49	844	4276	1175	1450.47	486.7	-0.448632641
10	1.336601556	-0.418569	7616	1435	2533.53	843.13	9390	1198	3472.02	513.1	0.418569459
11	1.119792088	-0.163231	36102	1300	7545.97	748.33	39782	1139	11138.28	482.78	0.163230892
12	2.185330686	-1.12785	13637	1333	3804.47	980.18	27840	1178	9403.35	501.66	1.127851606
13	0.953183937	0.0691735	58207	1404	16297.48	874.28	54899	1211	20864.49	502.69	-0.069173455
14	0.36084728	1.47054	11918	1214	4808.52	709.4	4973	1143	1752.88	458.19	-1.470539715
15	0.484872608	1.04432	1938	1079	927.76	703.89	1657	1244	639.72	559.15	-1.044322341
16	0.936089654	0.0952814	48014	1252	26923.89	740	44578	1173	28073.28	477.35	-0.095281384
17	1.32020404	-0.400761	13591	1229	5596.2	762.97	17405	1222	6950.08	486.52	0.400760918
18	0.86165327	0.214821	2808	1297	1454.43	733.13	2462	1171	871.59	456.62	-0.214820651
19	0.659070639	0.601495	2531	1339	1217.27	780.17	1996	1217	617.53	510.73	-0.601494993
20	0.416719809	1.26285	2307	1535	1477.53	918.89	1623	1304	769.07	525.99	-1.262850415
21	0.734531952	0.445103	4346	1898	1809.13	997.78	3305	1522	1187.58	533.68	-0.445102846
22	0.589916562	0.761417	2369	1957	1034.95	1036.38	1978	1737	723.28	561.46	-0.761417182
23	1.261210371	-0.334809	5856	2496	2115.29	1229.46	6055	1853	2193.52	654.14	0.334808938
24	1.004438927	-0.00638985	7046	3061	2299.16	1166.9	5874	1905	1243.55	609.86	0.006389847
25	0.819096121	0.287895	6522	3375	2418.54	1375.12	4574	2018	1639.65	636.12	-0.287895333
26	0.527244637	0.923456	3691	3121	1659.28	1583.68	2088	1790	748.13	697.92	-0.92345558
27	0.915534604	0.127314	14050	1660	3944.86	986.72	12471	1223	4366.69	529.04	-0.127313679
28	8.248209151	-3.04408	5145	1336	2013.23	811.33	32381	1228	11812.36	533.11	3.044080916
29	0.850337534	0.233892	3076	1265	2069.84	727.88	2701	1174	951.29	524.82	-0.233892475
30	0.903069384	0.147091	3092	1150	1669.43	715.19	2969	1230	1196.27	476.15	-0.147091259
31	0.678337446	0.559925	5999	1414	2117.98	943.95	4283	1199	1982.66	713.57	-0.55992496
32	1.185885201	-0.245964	6749	1246	2739.32	696.6	7654	1183	3121.63	498.27	0.245964358
33	0.936988235	0.0938972	8554	1149	3356.11	699.16	8158	1278	2961.57	547.29	-0.093897162
34	0.815869514	0.29359	6908	1243	3176.08	725.93	5820	1237	2471.02	538.19	-0.293589661
35	1.169546511	-0.225949	3421	1267	1360.77	807.72	3620	1122	1267.48	467.55	0.225949236
36	1.14735413	-0.198311	49406	1315	20557.65	810.22	55901	1188	20996.31	505.57	0.198310746
37	1.080554123	-0.111771	3527	1218	1481.51	804.83	3645	1171	1326.38	529.94	0.111771336
38	0.856414467	0.223619	8149	1219	8644.08	729.45	6998	1113	6321.04	457.99	-0.223618928
39	0.917744762	0.123835	4981	1558	1831.97	981.5	4305	1190	1498.26	506.22	-0.12383512
40	0.971032237	0.0424089	4495	1991	2162.36	1023.58	3911	1500	1729.98	569.58	-0.042408902
41	0.754735629	0.405957	6001	2599	2344.5	1135.59	4324	1778	1572.22	588.96	-0.405956713
42	0.787211301	0.345177	8251	3265	3082.13	1420.51	5765	1873	2113.99	674.12	-0.345177164
43	0.912494529	0.132112	5719	2998	1851.5	1607.79	4243	1781	1626.71	695.72	-0.132112186
44	0.79229473	0.335891	4847	2412	1972.22	1518.65	3572	1659	1396.11	756.49	-0.33589089
45	1.052902837	-0.0743723	6988	1811	2781.13	1289.09	6779	1374	2795.71	586.6	0.074372309
46	0.911913179	0.133032	15490	1403	6133.31	798.41	13913	1175	5933.98	533.63	-0.133031619
47	6.307643285	-2.6571	9780	1491	3831.47	883.98	52978	1134	23028.75	493.59	2.657101074
48	1.02148139	-0.0306629	14194	1465	4721.57	1443.8	14044	1151	4992.16	459.67	0.03066292
49	1.1906771	-0.251782	17881	1225	7994.26	727.76	20768	1103	9678.17	465.49	0.251782222
50	1.072727902	-0.101284	3930	1324	1641.45	762.82	3905	1133	2531.55	522.31	0.101284183
51	1.005692048	-0.00818861	7363	1592	6430.31	3502.3	7058	1303	5747.88	1127.27	0.008188606
52	0.788727178	0.342402	5628	1865	1778.79	5693.08	4755	1812	1149.71	4876.37	-0.342401738
53	1.096546888	-0.132968	7007	2071	3151.08	6957.07	7304	1937	3179.94	5085.46	0.132967503
54	0.853902302	0.227857	4635	1210	1794.86	819.24	4117	1217	1271.25	507.88	-0.227857079
55	0.789298474	0.341357	2165	1231	1204.28	727.4	1973	1242	790.4	529.32	-0.341357135
56	1.701569599	-0.766866	8244	1296	2695.36	916.91	12904	1181	4079.92	622.45	0.766866163
57	0.933178517	0.099775	62629	1190	10646.5	646.21	57961	1110	17860.62	468.92	-0.099774999
58	1.613791305	-0.690454	17033	1695	8536.81	922.62	25810	1266	11191.8	551.01	0.690454022
59	1.475226755	-0.560937	22502	2362	5095.7	1065.58	30966	1505	8970.66	485.02	0.560936726
60	1.041774381	-0.0590429	13139	2747	3770.05	1105.97	12587	1852	4615.76	621.52	0.059042864
61	0.633172037	0.659331	6123	3221	2509.52	1337.34	3785	1963	1545.63	678.72	-0.659330551
62	1.30288075	-0.381705	4769	2419	2373.74	1510.89	4512	1476	1245.56	631.79	0.381705043
63	0.62813969	0.670843	4068	1390	1602.34	816.04	2818	1150	1090.08	459.9	-0.670842663
64	1.110992715	-0.151849	10408	1455	4882.43	816.63	11104	1241	3612.81	512.99	0.151849356
65	1.038666431	-0.0547324	4422	1381	1910.31	782.03	4335	1203	2073.19	464.71	0.054732405
66	0.702776236	0.508863	15906	1378	5510.54	770.14	11271	1147	6100.66	529.51	-0.508862686
67	0.992354786	0.0110721	4511	1323	1806.16	746.58	4289	1152	1563.96	491.41	-0.011072091
68	1.038653026	-0.0547138	2493	1256	1281.86	788.29	2513	1239	1046.45	650.78	0.054713786
69	1.018321642	-0.0261933	3058	1212	1347.59	684.91	3079	1215	1150.62	501.45	0.026193316
70	0.953064286	0.0693546	3944	1251	1520.9	680.66	3734	1189	1513.47	518.8	-0.069354565
71	0.927072851	0.109245	4491	1258	2138.42	692.84	4187	1215	1275.88	548.55	-0.109245383
72	1.704372011	-0.76924	1586	1215	840.35	702.59	1732	1105	526.68	507.34	0.769240265
73	0.365510224	1.45202	1576	1198	864.31	716.42	1364	1227	627.83	501.39	-1.452016332
74	1.324622102	-0.405581	2771	1294	1544.03	776.72	3097	1157	5628.13	508.54	0.405580835
75	1.60819032	-0.685438	2082	1184	1161.98	693.5	2521	1089	6082.68	498.85	0.685438151
76	0.40101297	1.31828	1384	1130	947.73	666.85	1215	1114	468.06	489.48	-1.318279195
77	0.919433032	0.121184	3395	1719	1749.66	1019.09	2807	1279	1243.37	546.98	-0.121183597
78	0.320488845	1.64165	3011	2196	1533.34	1052.45	1840	1581	750.3	536.75	-1.641653952
79	1.605271263	-0.682817	3029	2762	1400.42	1227.94	2169	1744	774.04	595.22	0.682817108
80	0.975433507	0.0358846	4806	3250	1460.75	1320.83	3407	1902	1378.58	649.21	-0.035884564
81	null	-0	2385	2485	1107.14	1426.65	2114	1529	644.95	625.1	null
82	0.768870369	0.379188	3221	1487	2312.31	823.58	2463	1141	967.6	479.79	-0.379187713
83	0.920845649	0.118969	3122	1442	1439.35	778.55	2745	1211	2086.82	475.8	-0.118968741
84	0.580798019	0.783892	2075	1278	980.06	745.68	1582	1123	699.37	415.84	-0.783891562
85	0.435034067	1.2008	1602	1500	993.11	1381.7	1214	1170	498.68	657.9	-1.200799714
86	4.395973612	-2.13618	1430	1391	743.76	787.54	1366	1196	631.9	451.05	2.136182726
87	null	-0	1438	1312	757.49	859.91	1054	1120	621.95	485	null
88	null	-0	1508	1160	780.99	735.54	1142	1156	528.21	466.01	null
89	0.81583669	0.293648	2434	1230	1099.43	719.44	2146	1172	883.32	526.85	-0.293647706
90	0.8304533	0.268029	3075	1285	1787.97	737.47	2702	1228	1130.63	540.47	-0.268029054
91	0.952824762	0.0697172	2410	1794	1458.69	2451.88	2181	1599	846.45	2018.81	-0.069717189
92	1.10798016	-0.147932	1818	1372	972.43	846.03	1575	1085	636.15	430.62	0.147932048
93	0.848466418	0.237071	2389	1242	1255.92	662.65	2127	1162	705.59	581.97	-0.237070535
94	0.577939205	0.79101	3025	1116	2353.29	685.42	2155	1061	801.17	476.39	-0.791010356
95	0.686019503	0.543679	2929	1137	2071.57	675.26	2301	1082	1882.22	472.43	-0.543678502
96	0.836681926	0.257249	2380	1658	1781.85	933.41	1899	1300	996.56	571.42	-0.257248825
97	1.110584718	-0.151319	3375	2486	1345.45	1049.83	2608	1629	875.29	584.49	0.15131945
98	5.09163486	-2.34813	2956	2874	1120.68	1231.48	2197	1783	717.78	608.18	2.348128962
99	1.005301688	-0.00762851	3983	3350	1383.23	1345.8	2494	1863	883.36	626.78	0.007628515
100	1.052036412	-0.0731846	3178	2298	1461.53	1374.2	2382	1464	858.44	651.43	0.073184639
101	1.053318572	-0.0749418	4054	1512	1542.89	758.42	3796	1141	1460.52	500.15	0.07494184
102	1.217521385	-0.283947	48494	1532	16772.86	868.79	57962	1266	17676.23	492.7	0.283947112
103	1.133198556	-0.180401	4574	1307	2043.81	740.89	4899	1228	1613.12	545.04	0.180400669
104	0.224701104	2.15392	62046	1353	11423.63	855.23	14745	1222	5016.47	539.47	-2.153920884
105	0.620608039	0.688246	5030	1325	1948.29	770.35	3413	1133	1678.95	508.28	-0.688245709
106	0.959696791	0.0593494	63467	1252	8909.75	781.71	60334	1129	14448.51	492.81	-0.059349426
107	1.29639514	-0.374506	4924	1204	1939.05	651.16	5861	1079	1357.76	470.11	0.374505518
108	0.889009876	0.169729	4300	1236	1756.54	771.61	3816	1115	1361.84	483.68	-0.169728648
109	0.568895522	0.813764	6675	1309	3041.68	790.29	4143	1116	2570.34	494.38	-0.81376437
110	0.883131442	0.1793	63945	1307	7006.4	788.16	56054	1202	18512.3	483.79	-0.179299915
111	0.72351529	0.466905	27279	1392	7552	871.77	19764	1192	5768.06	458.02	-0.466904588
112	1.049921076	-0.0702809	5946	1224	3503.2	750.91	6105	1189	3964.06	484.51	0.070280883
113	0.964083661	0.0527697	5705	1140	2253.99	704.07	5496	1132	1640.32	440.07	-0.05276975
114	0.917396918	0.124382	4631	1210	2545.43	782.6	4189	1077	2055.06	466.85	-0.124382035
115	0.888140756	0.17114	8090	1780	3122.38	935.98	6859	1302	2454.37	569.44	-0.171139756
116	0.921072732	0.118613	9969	2747	3144.73	3244.45	8406	1810	2881.75	2344.27	-0.118613013
