1	51	30	335	782	758	52	24	53	1684	1738	.586	0	2.33	3.523	79	79	.442	.199	2.263	5.028	.708	1253	208	72	88	122	138
2	67	30	439	746	721	73	25	56	1602	1658	.667	0	1.868	2.737	81	80	.609	.274	1.642	3.65	.598	1166	208	72	88	144	160
3	46	30	577	641	616	44	25	56	1369	1424	.811	0	1.246	1.371	79	84	.937	.422	1.068	2.372	.463	1182	208	72	88	166	182
4	33	30	720	898	872	30	26	58	1938	1996	.81	0	1.428	1.656	82	85	.826	.372	1.211	2.691	.614	1158	208	73	89	188	204
5	38	29	580	819	794	31	25	56	1764	1820	.708	0	1.605	1.784	86	86	.73	.329	1.369	3.042	.599	1198	208	73	89	210	226
6	36	29	704	910	887	26	23	51	1971	2022	.819	0	1.485	1.598	82	86	.794	.357	1.26	2.8	.694	1151	208	74	90	234	250
7	34	29	1	22		31	23	51	-2	49	-.045	0		.7	17	8					-.026	1144	208	74	90	254	270
8	36	30		26	2	33	24	53	4	58	.039	0		.7	16	14					.025	1161	208	75	91	276	292
9	32	30		26	1	26	25	56	2	58	.074	0		.5	17	10					.044	1166	208	75	91	298	314
10	32	30		23		26	25	56	-4	51	.132	0		.55	11	4					.107	1153	208	76	92	320	336
11	31	30		26		27	26	58	0	58	.017	0		.469	16	9					.01	1155	208	76	92	342	358
12	36	30	3	29		41	29	64	0	64	.191	0		.8	16	9					.093	1094	208	77	93	364	380
13	38	30		28		48	29	64	-2	62	.001	0		.778	15	6					.001	1122	208	77	93	386	402
14	35	29	2	22		37	24	53	-4	49	.404	0		.5	17	7					.125	1168	208	78	94	408	424
15	40	29	1	23		65	23	51	0	51	.012	0		.471	18	8					.007	1186	208	78	94	431	447
16	33	30		26	2	26	24	53	4	58	.756	0		.526	16	8					.997	1131	208	79	95	453	469
17	37	29		23		25	23	51	0	51	.054	0		.556	13	8					.036	1158	208	79	95	475	491
18	35	28	2	23		24	23	51	0	51	.141	0		.625	23	11					.09	1308	208	79	95	497	513
19	71	30		22		69	23	51	-2	49	-.053	0		.571	14	10					-.029	1168	208	94	110	121	137
20	98	31		22		69	24	53	-4	49	.009	0		.667	9	7					.007	1051	208	94	110	143	159
21	74	30		23		41	25	56	-4	51	-.038	0		.667	8	6					-.026	1036	208	95	111	165	181
22	44	30		25		35	25	56	0	56	-.069	0		.667	13	7					-.043	989	208	95	111	187	203
23	32	28		24		25	24	53	0	53	-.03	0		.8	10	9					-.022	989	208	95	111	209	225
24	38	30		23		29	24	53	-2	51	.073	0		1	10	8					.055	1033	208	96	112	231	247
25	44	32	611	1169	1143	43	26	58	2540	2598	.975	0	2.056	1.871	95	97	.535	.241	1.871	4.157	1.776	1067	208	96	112	253	269
26	43	32	2195	4354	4325	48	29	64	9611	9676	0	0	2.13	1.959	94	99	.508	.228	1.97	4.379	0	1034	225	97	114	276	293
27	41	32	1877	3418	3391	45	27	60	7536	7596	.961	0	2.005	1.8	97	99	.554	.249	1.807	4.015	1.698	1019	208	97	113	298	314
28	41	33	5186	506	480	39	26	58	1067	1124	0	0	-2.282	.093	99	96	10.804	4.862	.093	.206	0	1016	225	98	115	320	337
29	61	33	3405	1491	1464	42	27	60	3253	3313	.943	0	-.066	.427	95	95	2.326	1.047	.43	.955	.391	1032	208	98	114	342	358
30	58	33	2753	460	433	49	27	60	962	1022	.971	0	-1.517	.159	97	95	6.358	2.861	.157	.35	.154	947	256	96	114	365	383
31	46	33	229	453	428	51	25	56	951	1007	.946	0	2.054	1.921	96	99	.535	.241	1.869	4.153	1.743	891	208	99	115	386	402
32	37	30	535	2285	2261	42	24	53	5024	5078	.963	0	3.231	4.206	95	98	.237	.106	4.226	9.391	4.093	992	208	100	116	408	424
33	47	31	610	811	786	78	25	56	1747	1802	.968	0	1.518	1.296	84	87	.776	.349	1.289	2.863	1.244	1065	208	100	116	430	446
34	39	31	4191	2159	2134	34	25	56	4742	4798	0	0	.178	.522	99	98	1.964	.884	.509	1.132	0	987	256	100	118	453	471
35	55	32	1177	341	316	35	25	56	702	758	.96	0	-.745	.267	92	87	3.725	1.676	.268	.597	.274	1029	208	101	117	474	490
36	51	32	2756	387	363	36	24	53	807	860	.934	0	-1.773	.132	99	96	7.592	3.417	.132	.293	.129	1233	225	102	119	498	515
37	119	34	646	1065	1040	129	25	56	2311	2367	.892	0	1.839	1.573	92	94	.621	.28	1.61	3.578	1.4	1182	208	116	132	120	136
38	162	38	3756	439	412	89	27	60	916	976	.927	0	-2.036	.111	100	100	9.117	4.102	.11	.244	.094	1033	225	116	133	143	160
39	131	35	2211	1014	988	59	26	58	2196	2253	.95	0	-.01	.45	100	100	2.238	1.007	.447	.993	.372	1002	225	117	134	165	182
40	61	31	502	2036	2011	46	25	56	4469	4524	.957	0	3.154	4.015	88	92	.25	.112	4.006	8.902	3.5	1010	225	115	132	187	204
41	36	30	628	440	415	29	25	56	922	978	.952	0	.554	.647	79	76	1.513	.681	.661	1.469	.64	1000	208	115	131	209	225
42	45	31	2416	896	871	34	25	56	1936	1991	.937	0	-.32	.365	100	100	2.774	1.248	.361	.801	.383	1031	225	118	135	229	246
43	43	33	2225	2830	2804	37	26	58	6231	6289	.962	0	1.486	1.265	100	100	.794	.357	1.26	2.8	1.112	1061	225	119	136	253	270
44	37	31	823	1067	1041	37	26	58	2313	2371	.936	0	1.491	1.261	94	94	.791	.356	1.265	2.811	1.21	1025	208	119	135	275	291
45	40	31	423	2553	2526	53	27	60	5613	5673	.928	0	3.73	6.145	92	96	.167	.075	5.972	13.27	5.141	1041	208	119	135	297	313
46	45	33	2864	1238	1212	47	26	58	2693	2751	.963	0	-.089	.421	98	95	2.363	1.063	.423	.94	.408	1036	208	120	136	319	335
47	64	34	1335	432	406	41	26	58	902	960	.956	0	-.565	.306	93	88	3.288	1.48	.304	.676	.297	1058	208	120	136	341	357
48	61	34	2226	1132	1106	41	26	58	2458	2516	.954	0	.143	.5	98	97	2.013	.906	.497	1.104	.51	1029	208	121	137	363	379
49	48	34	1168	569	544	36	25	56	1209	1264	.933	0	.05	.47	97	98	2.147	.966	.466	1.035	.495	940	256	118	136	384	402
50	43	31	370	1124	1100	36	24	53	2444	2498	.955	0	2.724	3.053	87	88	.336	.151	2.973	6.607	2.712	1005	225	120	137	405	422
51	42	31	764	120	95	37	25	56	211	267	.831	0	-1.856	.12	77	69	8.042	3.619	.124	.276	.124	1076	208	122	138	430	446
52	40	31	61	1103	1078	32	25	56	2396	2451	.87	0	5.295	17.23	67	80	.057	.025	17.672	39.271	12.96	998	225	123	140	452	469
53	54	35	1326	617	592	36	25	56	1316	1371	.959	0	-.011	.459	96	95	2.24	1.008	.446	.992	.401	1025	225	123	140	474	491
54	51	35	411	1279	1254	39	25	56	2787	2842	.946	0	2.761	3.06	85	87	.328	.147	3.051	6.78	2.926	1181	225	124	141	498	515
55	102	34	1271	1058	1033	103	25	56	2296	2351	.964	0	.853	.822	92	94	1.23	.554	.813	1.806	.781	1133	208	138	154	120	136
56	129	39	2505	1023	995	75	28	62	2211	2273	.948	0	-.18	.401	97	95	2.518	1.133	.397	.883	.439	1010	208	138	154	142	158
57	110	38	1392	626	599	57	27	60	1331	1391	.948	0	-.065	.438	93	93	2.324	1.046	.43	.956	.404	1015	208	139	155	164	180
58	67	33	1059	2239	2212	59	27	60	4916	4976	.953	0	2.215	2.11	95	96	.479	.215	2.089	4.642	1.946	1055	208	139	155	186	202
59	40	32	520	1044	1018	46	26	58	2262	2320	.932	0	2.121	1.947	92	95	.511	.23	1.958	4.35	1.702	1049	225	140	157	208	225
60	39	33	340	472	446	33	26	58	991	1049	.923	0	1.544	1.313	90	90	.762	.343	1.312	2.915	1.242	1021	208	140	156	230	246
61	39	32	1190	732	706	32	26	58	1569	1627	.907	0	.399	.594	98	98	1.686	.758	.593	1.318	.496	1024	225	141	158	252	269
62	36	30	1915	313	288	31	25	56	640	696	.889	0	-1.581	.151	97	97	6.649	2.992	.15	.334	.131	1034	208	141	157	275	291
63	41	30	488	261	236	43	25	56	524	580	.938	0	.104	.498	80	77	2.068	.931	.484	1.075	.471	1046	208	142	158	297	313
64	41	30	711	446	422	40	24	53	938	991	.943	0	.399	.581	80	80	1.685	.758	.594	1.319	.562	1030	225	142	159	319	336
65	41	32	1400	698	673	33	25	56	1496	1551	.932	0	.095	.491	92	94	2.08	.936	.481	1.068	.471	1018	225	143	160	341	358
66	41	33	1578	3071	3044	38	27	60	6764	6824	.942	0	2.1	1.915	93	98	.518	.233	1.929	4.287	1.622	1020	225	143	160	363	380
67	54	35	1849	430	403	44	27	60	896	956	.88	0	-1.046	.221	95	95	4.588	2.065	.218	.484	.232	1047	208	143	159	385	401
68	53	33	1516	744	718	52	26	58	1596	1653	.92	0	.074	.484	97	95	2.111	.95	.474	1.052	.486	1073	208	144	160	407	423
69	44	33	1276	722	695	45	27	60	1544	1604	.927	0	.275	.551	94	94	1.836	.826	.545	1.21	.54	1058	208	144	160	429	445
