1	90	84	1272	1191	1135	61	56	74	1493	1567	.863	0	.231	.874	88	90	1.121	.852	.892	1.174	.72	1253	208	39	55	73	89
2	91	84	1277	1192	1135	61	57	75	1493	1568	.883	0	.225	.862	87	87	1.125	.855	.889	1.169	.788	1165	208	39	55	95	111
3	91	84	1519	1406	1349	64	57	75	1775	1850	.881	0	.225	.883	89	89	1.126	.856	.888	1.169	.755	1172	208	39	55	117	133
4	93	86	2110	1811	1754	65	57	75	2308	2383	.912	0	.129	.807	90	91	1.203	.914	.831	1.094	.772	1152	208	40	56	139	155
5	101	85	2584	2225	2169	71	56	74	2854	2928	.927	0	.143	.831	89	89	1.191	.905	.839	1.104	.782	1158	208	40	56	161	177
6	127	92	3717	3751	3689	113	62	82	4854	4936	0	0	.385	.949	92	95	1.008	.766	.992	1.306	0	1181	208	40	56	183	199
7	115	88	7	72	12	103	60	79	16	95	.552	0	1.193	.824	9	14	.583	.438	1.714	2.286	1.002	1169	208	41	57	206	222
8	90	85	11	72	15	63	57	75	20	95	.482	0	.862	.761	13	16	.733	.55	1.364	1.818	.627	1148	208	41	57	228	244
9	219	93		63		164	63	83		83	.481	0		.921	8	9					.27	1173	208	41	57	250	266
10	430	103	254	316	245	319	71	93	323	416	.909	-100	.347	.97	43	50	1.037	.786	.965	1.272	.862	1184	208	42	58	272	288
11	462	96		62		334	66	87		82	.67	0		.655	5	4					.47	1190	208	42	58	294	310
12	106	95	1	70	7	74	63	83	9	92	.498	0	3.17	.909	7	8	.143	.111	7	9	.594	1193	208	42	58	316	332
13	104	90	9	78	16	75	62	82	21	103	.319	0	1.222	1.04	9	22	.563	.429	1.778	2.333	.286	1169	208	43	59	339	355
14	95	88	9	72	7	70	65	86	9	95	.484	0	0	.862	9	12	1.286	1	.778	1	.361	1165	208	43	59	361	377
15	99	93	6	69	2	73	67	88	3	91	.387	0	-1	.811	9	9	3	2	.333	.5	.285	1185	208	43	59	383	399
16	103	93	10	79	13	80	66	87	17	104	.622	0	.766	.843	14	15	.769	.588	1.3	1.7	.573	1198	208	44	60	405	421
17	107	95	27	93	25	88	68	89	33	122	.672	0	.29	.794	22	28	1.08	.818	.926	1.222	.588	1206	208	44	60	427	443
18	105	95	3	72	3	82	69	91	4	95	.563	0	.415	.912	6	10	1	.75	1	1.333	.516	1296	208	44	60	449	465
19	96	81	2	57	5	66	52	68	7	75	.648	0	1.807	.542	9	12	.4	.286	2.5	3.5	.97	1164	208	61	77	72	88
20	94	79	2	51		63	51	67		67	.435	0		.714	5	7					.28	1065	208	61	77	94	110
21	89	80	2	55	5	58	50	66	6	72	.322	0	1.585	.66	5	14	.4	.333	2.5	3	.227	1054	208	61	77	117	133
22	88	81		49		57	49	64		64	.331	0		.969	4	10					.228	1021	208	62	78	139	155
23	102	81		50		68	50	66		66	.449	0		.5	8	6					.28	1036	208	62	78	161	177
24	122	84	14	63	10	97	53	70	13	83	.861	0	-.107	.692	13	12	1.4	1.077	.714	.929	.663	1039	208	62	78	183	199
25	102	82	1977	1857	1805	78	52	68	2375	2443	.983	0	.265	.906	93	95	1.095	.832	.913	1.201	.886	1038	208	63	79	205	221
26	87	82	4508	4508	4457	60	51	67	5865	5932	0	0	.38	1.002	95	96	1.011	.769	.989	1.301	0	999	208	63	79	227	243
27	105	83	3517	3578	3527	81	51	67	4641	4708	.974	0	.4	1.003	88	88	.997	.758	1.003	1.32	.994	1029	225	63	80	247	264
28	110	80	1043	1023	974	89	49	64	1282	1346	.967	0	.298	.934	86	90	1.071	.814	.934	1.229	.877	1072	208	64	80	272	288
29	93	79	1935	1961	1909	71	52	68	2512	2580	.953	0	.377	.979	92	94	1.014	.77	.987	1.298	.954	1037	208	66	82	294	310
30	140	84	1993	2190	2135	110	55	72	2810	2882	.939	0	.496	1.075	92	95	.933	.709	1.071	1.41	1.031	1039	208	64	80	316	332
31	204	92	2258	2401	2342	180	59	78	3081	3159	.956	0	.448	1.034	99	100	.964	.733	1.037	1.364	.956	1028	208	65	81	338	354
32	155	89	1614	1594	1536	126	58	76	2021	2097	.965	0	.324	.951	90	93	1.051	.799	.952	1.252	.912	1015	208	65	81	360	376
33	103	89	1549	1410	1351	74	59	78	1777	1855	.946	0	.198	.833	85	86	1.147	.872	.872	1.147	.823	1044	208	65	81	383	399
34	99	88	5647	5682	5624	76	58	76	7400	7476	0	0	.39	.965	98	99	1.004	.763	.996	1.31	0	1040	208	68	84	405	421
35	112	90	5997	6665	6605	96	60	79	8691	8770	0	0	.535	1.089	96	98	.908	.69	1.101	1.449	0	1034	208	68	84	427	443
36	113	89	3023	2954	2892	99	62	82	3805	3887	.952	0	.332	.95	86	88	1.045	.794	.957	1.259	.928	1185	225	66	83	449	466
37	91	77	481	528	481	61	47	62	633	695	.913	0	.396	.997	91	91	1	.76	1	1.316	.943	1158	208	83	99	72	88
38	127	80	591	603	555	88	48	63	730	793	.928	0	.305	.923	91	91	1.065	.81	.939	1.235	.942	1071	208	83	99	94	110
39	140	80	2626	2900	2854	100	46	61	3755	3816	.953	0	.516	1.069	92	96	.92	.699	1.087	1.43	1.026	1017	225	83	100	118	135
40	103	78	2218	1851	1805	78	46	61	2375	2436	.915	0	.099	.816	92	93	1.229	.934	.814	1.071	.74	983	225	84	101	138	155
41	91	76	904	752	707	64	45	59	930	989	.928	0	.041	.751	87	89	1.279	.972	.782	1.029	.732	1041	208	84	100	161	177
42	99	75	2488	2042	1996	64	46	61	2626	2687	.887	0	.078	.81	100	100	1.246	.947	.802	1.055	.752	1052	208	84	100	183	199
43	110	80	3948	3519	3471	80	48	63	4567	4630	.92	0	.21	.856	96	97	1.137	.864	.879	1.157	.79	1064	208	85	101	205	221
44	97	82	1415	1255	1206	67	49	64	1587	1651	.954	0	.166	.836	92	93	1.173	.892	.852	1.122	.816	1027	208	85	101	227	243
45	109	81	1962	1734	1686	77	48	63	2219	2282	.951	0	.178	.853	86	88	1.164	.884	.859	1.131	.814	1024	208	85	101	249	265
46	105	79	1094	905	858	80	47	62	1129	1191	.928	0	.045	.774	90	92	1.275	.969	.784	1.032	.725	1059	208	86	102	271	287
47	96	78	789	690	643	70	47	62	846	908	.954	0	.101	.811	84	86	1.227	.933	.815	1.072	.768	1062	208	86	102	294	310
48	134	82	471	502	451	101	51	67	594	661	.899	0	.335	.981	92	95	1.044	.793	.958	1.261	.84	1053	208	86	102	316	332
49	206	90	1757	2085	2030	170	55	72	2671	2743	.944	0	.604	1.163	98	99	.866	.658	1.155	1.52	1.161	1039	208	87	103	338	354
50	178	90	2223	2059	2004	139	55	72	2637	2709	.955	0	.246	.892	90	93	1.109	.843	.901	1.186	.77	1029	225	85	102	360	377
51	110	89	695	637	580	77	57	75	763	838	.932	0	.135	.836	75	76	1.198	.911	.835	1.098	.756	1050	208	87	103	382	398
52	98	89	1368	1162	1104	68	58	76	1453	1529	.938	0	.087	.807	78	83	1.239	.942	.807	1.062	.748	1009	225	88	105	405	422
53	104	89	2223	1970	1912	81	58	76	2516	2592	.913	0	.179	.858	97	97	1.163	.884	.86	1.132	.719	1001	225	88	105	427	444
54	109	90	2189	1915	1856	90	59	78	2442	2520	.963	0	.158	.842	94	92	1.179	.896	.848	1.116	.868	1164	225	89	106	449	466
55	79	74	891	695	651	48	44	58	856	914	.922	0	-.058	.728	89	90	1.369	1.041	.731	.961	.706	1159	208	105	121	72	88
56	117	80	2227	2684	2638	78	46	61	3471	3532	.926	0	.64	1.173	92	94	.844	.642	1.185	1.559	1.151	1046	208	105	121	94	110
57	141	79	952	870	823	104	47	62	1083	1145	.924	0	.186	.867	85	87	1.157	.879	.864	1.138	.815	1014	208	105	121	116	132
58	109	78	3592	3287	3240	85	47	62	4263	4325	.954	0	.247	.913	95	94	1.109	.843	.902	1.187	.933	1003	208	106	122	138	154
59	93	77	1767	1533	1486	69	47	62	1955	2017	.951	0	.146	.839	94	95	1.189	.904	.841	1.106	.84	1045	208	106	122	160	176
60	100	77	853	1074	1027	63	47	62	1351	1413	.944	0	.663	1.205	83	87	.831	.631	1.204	1.584	1.079	1049	208	106	122	183	199
61	112	82	3406	2994	2945	79	49	64	3875	3939	.944	0	.186	.865	96	99	1.157	.879	.865	1.138	.833	1014	208	109	125	205	221
62	97	82	751	853	807	64	46	61	1061	1122	.9	0	.499	1.093	91	98	.931	.708	1.075	1.413	.917	1047	208	107	123	227	243
63	94	78	1069	1001	956	57	45	59	1258	1317	.908	0	.235	.883	85	86	1.118	.85	.894	1.177	.743	1064	208	107	123	249	265
64	89	78	1536	1380	1334	54	46	61	1755	1816	.955	0	.192	.877	82	91	1.151	.875	.868	1.143	.762	1044	208	108	124	271	287
65	106	78	2704	2589	2544	61	45	59	3348	3407	.902	0	.308	.931	97	99	1.063	.808	.941	1.238	.893	1055	208	110	126	293	309
66	109	80	4114	3583	3537	62	46	61	4653	4714	0	0	.178	.863	98	100	1.163	.884	.86	1.131	0	1065	208	109	125	316	332
67	106	81	1239	1024	977	59	47	62	1285	1347	.918	0	.053	.782	93	98	1.268	.964	.789	1.037	.657	1069	208	109	125	338	354
68	112	83	1417	1241	1192	68	49	64	1569	1633	.872	0	.147	.838	97	100	1.189	.903	.841	1.107	.588	1095	208	109	125	360	376
69	109	89	3117	3593	3537	77	56	74	4654	4728	.944	0	.578	1.129	96	97	.881	.67	1.135	1.493	1.065	1069	208	110	126	382	398
70	111	92	9127	9664	9605	80	59	78	12638	12716	0	0	.47	1.054	98	99	.95	.722	1.052	1.385	0	1030	225	110	127	404	421
71	107	89	2571	2135	2080	77	55	72	2737	2809	.942	0	.09	.8	93	93	1.236	.939	.809	1.065	.735	1058	208	112	128	426	442
72	122	90	9895	12717	12657	111	60	79	16654	16733	0	0	.751	1.273	97	99	.782	.594	1.279	1.683	0	1186	225	111	128	449	466
73	82	75	2690	1986	1941	51	45	59	2554	2613	.955	0	-.075	.722	92	92	1.386	1.053	.722	.949	.665	1163	225	127	144	71	88
74	89	77	2205	1830	1785	56	45	59	2349	2408	.95	0	.091	.814	90	91	1.235	.939	.81	1.065	.774	1042	208	127	143	94	110
75	92	75	3236	3110	3065	60	45	59	4033	4092	.956	0	.318	.944	88	88	1.056	.802	.947	1.246	.901	1055	208	127	143	116	132
76	85	75	670	833	788	55	45	59	1037	1096	.932	0	.63	1.176	87	91	.85	.646	1.176	1.548	1.083	1045	208	128	144	138	154
77	83	75	821	740	694	53	46	61	913	974	.931	0	.153	.854	89	92	1.183	.899	.845	1.112	.795	1045	208	128	144	160	176
78	84	76	1044	982	937	52	45	59	1233	1292	.944	0	.24	.899	87	89	1.114	.847	.898	1.181	.848	1043	208	128	144	182	198
79	81	76	612	569	525	49	44	58	691	749	.952	0	.175	.841	90	91	1.166	.886	.858	1.129	.786	974	208	129	145	204	220
80	102	78	1508	1501	1457	67	44	58	1917	1975	.955	0	.346	.967	82	81	1.035	.787	.966	1.271	.971	1015	225	129	146	224	241
