1	526	316	3649	4177	3687	809	490	803	6044	6848	0	0	.728	1.001	78	81	.99	.604	1.01	1.656	0	1253	208	74	90	51	67	.728
2	515	316	3530	3636	3136	798	500	820	5141	5961	0	0	.542	.903	76	80	1.126	.687	.888	1.456	0	1164	208	73	89	73	89	.542
3	368	339	3808	3493	2947	658	546	895	4831	5726	0	0	.343	.757	78	80	1.292	.788	.774	1.269	0	1158	208	73	89	95	111	.343
4	395	329	3187	3212	2677	637	535	877	4389	5266	.926	0	.462	.86	77	76	1.191	.726	.84	1.377	.729	1180	208	72	88	117	133	.462
5	384	282	3642	3968	3516	624	452	741	5764	6505	0	0	.662	.953	79	79	1.036	.632	.965	1.583	0	1164	208	72	88	139	155	.662
6	343	273	3573	3340	2914	600	426	698	4777	5475	0	0	.419	.848	79	76	1.226	.748	.816	1.337	0	1159	208	72	88	161	177	.419
7	347	288		471	22	592	449	736	36	772	.721	0		2.129	7	15					1.332	1192	208	71	87	183	199	
8	357	310		410		629	511	838	-166	672	.475	0		1.868	1	0					.708	1211	208	71	87	205	221	
9	496	356		467		764	603	989	-223	766	.651	0		1.912	0	1					1.208	1253	208	70	86	227	243	
10	470	323		409		697	521	854	-184	670	.65	0		1.554	1	0					1.11	1229	208	70	86	250	266	
11	325	269	21	508	95	575	413	677	156	833	.826	0	2.891	2.518	20	27	.221	.135	4.524	7.416	1.788	1174	208	70	86	272	288	2.891
12	489	341		432		778	609	998	-290	708	.808	0		1.938	1	2					1.547	1153	208	69	85	294	310	
13	501	337		572	3	793	569	933	5	938	.803	0		2.569	8	21					1.387	1149	208	69	85	316	332	
14	343	282		386		598	437	716	-84	633	.862	0		.953	2	1					.934	1177	208	69	85	338	354	
15	322	274		371		560	427	700	-92	608	.225	0		1.351	0	0					.321	1229	208	68	84	360	376	
16	384	295		377		658	454	744	-126	618	.454	0		1.38	1	1					.616	1222	208	68	84	382	398	
17	428	330	131	820	298	721	522	856	489	1344	.832	0	1.899	2.448	21	41	.44	.268	2.275	3.729	1.134	1236	208	67	83	404	420	1.899
18	363	293		409		610	459	752	-82	670	.704	0		1.346	5	4					.718	1328	208	67	83	426	442	
19	558	386	593	1408	799	839	609	998	1310	2308	.969	0	1.143	2.074	35	57	.742	.453	1.347	2.209	.871	1179	208	96	112	51	67	1.143
20	554	354	158	1070	527	804	543	890	864	1754	.63	0	2.451	3.463	35	88	.3	.183	3.335	5.468	1.301	1078	208	95	111	73	89	2.451
21	383	351	114	1018	372	665	646	1059	610	1669	.536	0	2.419	3.298	21	56	.306	.187	3.263	5.349	.961	1063	208	95	111	95	111	2.419
22	427	357	115	1070	361	682	709	1162	592	1754	.499	0	2.363	3	24	43	.319	.194	3.139	5.146	1.1	1056	208	95	111	117	133	2.363
23	438	367	132	1020	269	730	751	1231	441	1672	.828	0	1.74	1.808	22	16	.491	.299	2.038	3.341	1.571	1039	208	94	110	139	155	1.74
24	401	362	185	1236	593	742	643	1054	972	2026	.7	0	2.394	3.262	46	91	.312	.19	3.205	5.255	1.249	1071	208	94	110	161	177	2.394
25	404	363	3383	4228	3575	717	653	1070	5861	6931	0	0	.793	1.16	89	94	.946	.577	1.057	1.732	0	1135	208	93	109	184	200	.793
26	419	387	20539	15685	14922	739	763	1251	24462	25713	0	0	.252	.725	95	94	1.376	.84	.727	1.191	0	1075	208	95	111	208	224	.252
27	392	371	7414	20873	20156	729	717	1175	33043	34218	0	0	2.156	2.661	90	94	.368	.224	2.719	4.457	0	996	208	95	111	230	246	2.156
28	325	305	2545	2828	2348	586	480	787	3849	4636	.948	0	.597	.928	90	95	1.084	.661	.923	1.512	.71	953	208	94	110	252	268	.597
29	344	325	4783	7954	7327	625	627	1028	12011	13039	0	0	1.328	1.54	93	96	.653	.398	1.532	2.511	0	952	208	94	110	272	288	1.328
