1	128	119	1838	2429	2317	119	112	160	3310	3470	.961	0	.849	1.29	69	70	.793	.555	1.261	1.801	1.172	1158	256	99	117	63	81	.849
2	143	120	1881	2388	2270	163	118	169	3243	3411	.963	0	.786	1.26	69	69	.829	.58	1.207	1.724	1.104	1027	256	99	117	85	103	.786
3	167	140	2095	2453	2289	216	164	234	3270	3504	.952	0	.642	1.199	80	87	.915	.641	1.093	1.561	.928	1027	256	99	117	107	125	.642
4	159	137	3164	3692	3532	193	160	229	5046	5274	0	0	.673	1.137	83	88	.896	.627	1.116	1.595	0	1007	256	99	117	129	147	.673
5	169	140	3614	4216	4051	212	165	236	5787	6023	0	0	.679	1.133	79	84	.892	.624	1.121	1.601	0	1011	256	99	117	149	167	.679
6	150	123	3745	4312	4186	182	126	180	5980	6160	0	0	.675	1.112	76	80	.895	.626	1.118	1.597	0	1055	256	99	117	171	189	.675
7	115	109	8	102	6	106	96	137	9	146	.241	0	.1	.773	11	12	1.333	.933	.75	1.071	.215	1053	256	99	117	194	212	.1
8	109	103	1	89	3	91	86	123	4	127	.081	0	2.1	.8	5	7	.333	.233	3	4.286	.074	1027	256	99	117	216	234	2.1
9	108	103	2	90	2	91	88	126	3	129	.271	0	.515	.889	7	10	1	.7	1	1.429	.284	1027	256	99	117	238	256	.515
10	108	105	7	93	3	93	90	129	4	133	.196	0	-.708	.849	13	8	2.333	1.633	.429	.612	.162	1067	256	99	117	260	278	-.708
11	107	103	12	95	8	92	87	124	11	136	.35	0	-.07	.947	12	13	1.5	1.05	.667	.952	.304	1105	256	99	117	283	301	-.07
12	119	106	7	101	10	107	91	130	14	144	.301	0	1.029	.952	8	11	.7	.49	1.429	2.041	.298	1077	256	99	117	305	323	1.029
13	115	104	12	108	20	104	88	126	29	154	.559	0	1.252	1.167	14	19	.6	.42	1.667	2.381	.542	1041	256	99	117	327	345	1.252
14	105	99	12	89	4	88	85	121	6	127	.165	0	-1.07	.75	14	11	3	2.1	.333	.476	.138	1053	256	99	117	349	367	-1.07
15	112	105	9	95	4	96	91	130	6	136	.377	0	-.655	.765	11	10	2.25	1.575	.444	.635	.299	1053	256	99	117	372	390	-.655
16	113	108	3	96	1	102	95	136	1	137	.288	0	-1.07	.677	10	8	3	2.1	.333	.476	.228	1043	256	99	117	394	412	-1.07
17	112	106	6	106	8	106	98	140	11	151	.426	0	.93	1.163	10	14	.75	.525	1.333	1.905	.498	1091	256	99	117	416	434	.93
18	117	111	31	151	46	115	105	150	66	216	.534	0	1.084	1.255	25	35	.674	.472	1.484	2.12	.641	1234	256	99	117	438	456	1.084
