1	55	54	605	731	668	66	63	59	631	690	.964	0	.06	1.117	77	81	.906	.959	1.104	1.043	1.06	1260	208	57	73	65	81
2	55	54	602	767	701	68	66	62	662	724	.945	0	.137	1.186	75	79	.859	.909	1.164	1.1	1.073	1180	208	56	72	87	103
3	54	52	557	690	629	64	61	58	594	652	.956	0	.093	1.21	83	88	.886	.938	1.129	1.066	.92	1164	208	56	72	109	125
4	55	54	492	661	592	71	69	65	559	624	.925	0	.184	1.234	78	79	.831	.88	1.203	1.136	1.004	1158	208	56	72	131	147
5	57	55	433	590	513	77	77	73	484	557	.926	0	.162	1.226	76	76	.844	.894	1.185	1.119	.969	1190	208	56	72	153	169
6	58	57	546	752	673	80	79	75	636	710	.936	0	.219	1.289	80	80	.811	.859	1.233	1.164	1.045	1155	208	56	72	177	193
7	59	58	1	85		87	86	81	-1	80	.1	0		.818	8	1					.112	1133	208	56	72	197	213
8	60	59	3	90	4	87	86	81	4	85	-.044	0	.332	1.3	10	6	.75	.794	1.333	1.259	-.055	1165	208	56	72	219	235
9	60	59		86		86	86	81	0	81	-.034	0		1.025	7	5					-.043	1174	208	56	72	241	257
10	59	58	2	90	7	84	83	78	7	85	-.044	0	1.725	2.143	4	7	.286	.303	3.5	3.305	-.061	1174	208	56	72	264	280
11	58	56	3	86	6	81	80	76	6	81	.086	0	.917	1.5	7	7	.5	.529	2	1.889	.114	1158	208	56	72	286	302
12	56	55	3	82	3	79	79	75	3	77	.102	0	-.083	1.091	11	3	1	1.059	1	.944	.117	1158	208	56	72	308	324
13	57	56		80	2	78	78	74	2	76	-.024	0		1.625	3	5					-.032	1158	208	56	72	330	346
14	59	58	2	85	3	83	82	77	3	80	.086	0	.502	1.125	10	2	.667	.706	1.5	1.417	.085	1158	208	56	72	352	368
15	59	58		84		84	84	79	0	79	.001	0		1.778	5	4					.001	1158	208	56	72	374	390
16	57	55		81	6	78	75	71	6	76	.132	0		1.389	9	7					.167	1165	208	56	72	396	412
17	56	54		58		73	71	67	-12	55	.094	0		.652	5	1					.103	1165	208	56	72	418	434
18	57	55	5	80	7	74	73	69	7	76	.142	0	.403	1.176	8	9	.714	.756	1.4	1.322	.187	1276	208	56	72	440	456
19	57	56	1	78	4	75	74	70	4	74	.025	0	1.917	1.5	4	6	.25	.265	4	3.778	.035	1179	208	79	95	65	81
20	60	56		79	3	82	76	72	3	75	.096	0		1.455	5	3					.12	1087	208	79	95	87	103
21	56	51		56		70	64	60	-8	53	.186	0		.857	6	2					.233	1055	208	78	94	109	125
22	53	50	4	70	6	66	64	60	6	66	.02	0	.502	1.4	9	10	.667	.706	1.5	1.417	.024	1025	208	78	94	131	147
23	52	50		57		66	64	60	-7	54	.097	0		1	6	0					.105	1038	208	78	94	153	169
24	54	51		56		69	67	63	-10	53	.088	0		1	4	1					.102	1023	208	78	94	175	191
25	67	56	400	574	495	92	79	75	467	542	.96	0	.225	1.233	71	71	.808	.856	1.238	1.169	1.173	1047	208	78	94	197	213
26	69	58	1418	1668	1586	95	82	77	1498	1575	.965	0	.079	1.136	88	89	.894	.947	1.118	1.056	1.062	1059	208	78	94	220	236
27	58	57	1331	2485	2402	85	83	78	2268	2347	.954	0	.769	1.809	88	87	.554	.587	1.805	1.704	1.725	1024	208	78	94	242	258
28	58	57	135	219	135	86	84	79	127	207	.864	0	-.083	1.03	79	72	1	1.059	1	.944	.95	1024	208	78	94	264	280
29	59	57	363	518	436	84	82	77	412	489	.915	0	.182	1.215	86	83	.833	.882	1.201	1.134	1.091	1032	208	78	94	286	302
30	63	55	170	266	191	85	75	71	180	251	.87	0	.085	1.096	82	80	.89	.942	1.124	1.061	1.027	1032	208	78	94	308	324
31	68	53	362	622	554	93	68	64	523	587	.963	0	.531	1.597	91	94	.653	.692	1.53	1.445	1.381	1036	208	78	94	330	346
32	64	57	556	814	737	89	77	73	696	769	.927	0	.324	1.351	89	90	.754	.799	1.326	1.252	1.148	1040	208	78	94	352	368
33	58	58	178	303	222	83	81	76	210	286	.917	0	.236	1.214	72	71	.802	.849	1.247	1.178	1.2	1040	208	78	94	374	390
34	57	57	765	903	824	80	79	75	778	853	.951	0	.025	1.089	90	87	.928	.983	1.077	1.017	1.028	1053	208	78	94	396	412
35	58	57	538	319	241	80	78	74	228	301	.927	0	-1.241	.455	86	84	2.232	2.364	.448	.423	.411	1050	208	78	94	419	435
36	58	57	241	238	161	78	77	73	152	225	.911	0	-.665	.67	81	76	1.497	1.585	.668	.631	.634	1191	208	78	94	441	457
37	56	54	194	288	217	73	71	67	205	272	.836	0	.079	1.123	95	96	.894	.947	1.119	1.056	.915	1158	208	101	117	65	81
38	60	53	232	314	247	76	67	63	233	297	.849	0	.008	1.06	96	93	.939	.995	1.065	1.005	1	1034	208	103	119	87	103
39	63	51	611	732	670	78	62	59	633	691	.917	0	.05	1.076	94	92	.912	.966	1.097	1.036	1.023	1063	208	101	117	109	125
40	57	50	1217	1845	1783	74	62	59	1684	1742	.95	0	.468	1.45	88	88	.683	.723	1.465	1.384	1.369	1090	225	98	115	131	148
41	51	49	212	329	267	67	62	59	252	311	.926	0	.25	1.202	75	75	.794	.841	1.259	1.189	1.182	1057	208	100	116	156	172
42	56	52	461	605	536	74	69	65	506	571	.939	0	.135	1.176	86	83	.86	.911	1.163	1.098	1.118	1023	225	100	117	176	193
43	69	56	1091	1719	1640	95	79	75	1549	1623	.941	0	.506	1.524	88	88	.665	.704	1.503	1.42	1.398	1059	225	100	117	198	215
44	58	53	358	638	561	83	77	73	530	603	.935	0	.565	1.559	81	81	.638	.676	1.567	1.48	1.484	1050	208	100	116	222	238
45	53	51	583	846	774	73	72	68	731	799	.947	0	.326	1.339	87	89	.753	.798	1.328	1.254	1.216	989	208	100	116	244	260
46	55	54	171	255	178	77	77	73	168	241	.883	0	-.025	1.057	77	74	.961	1.017	1.041	.983	.937	991	208	100	116	264	280
47	58	57	109	184	103	82	81	76	97	174	.852	0	-.164	.966	75	67	1.058	1.121	.945	.892	.841	1034	208	100	116	286	302
48	61	54	66	136	64	83	72	68	60	128	.654	0	-.127	.946	75	67	1.031	1.092	.97	.916	.595	1037	208	100	116	308	324
