1_1_1	null	null	null	1770	25630	80	183	406	561	61	64	18	98	96	0	237	842	1193	84	85	17	98	90	0	0.797	0.455	0.801	1.637	2.491	0.225	0.230	52	314	275	1103	-0.327	122	153	345	758	0
1_1_2	null	null	null	1980	25640	80	445	512	380	65	67	17	96	94	0	504	883	1070	84	87	17	94	88	0	0.905	0.559	0.823	2.095	3.351	0.189	0.232	52	315	800	1246	-0.144	380	420	447	799	0
1_1_3	null	null	null	2150	25630	110	11865	10625	5835	65	67	17	100	100	0	7811	6806	3789	87	88	18	98	98	0	1.528	1.572	1.516	3.802	9.528	1.449	0.857	80	536	19524	17279	0.611	11800	7724	10560	6719	0
1_1_4	null	null	null	2320	25630	90	6147	9655	9109	64	66	16	100	100	0	4136	5938	5022	85	87	17	100	100	0	1.502	1.639	1.540	2.097	2.183	1.603	0.864	52	378	10134	15444	0.587	6083	4051	9591	5853	0
1_1_5	null	null	null	2500	25630	100	122	402	658	62	64	17	68	56	0	127	1021	1973	82	82	15	75	60	0	1.333	0.362	0.564	4.465	13.540	0.138	0.168	80	510	105	1279	0.415	60	45	340	939	-100
1_1_6	null	null	null	2700	25640	80	799	3296	5094	63	66	19	100	96	0	1278	2731	3342	85	86	16	96	92	0	0.617	1.222	1.608	3.489	7.720	1.138	0.643	52	310	1929	5879	-0.697	736	1193	3233	2646	0
1_1_7	null	null	null	2870	25640	120	50706	42282	23811	66	73	38	100	100	27	30650	25801	16179	86	88	20	99	96	0	1.657	1.642	1.571	5.399	12.812	1.477	0.870	120	571	81204	67931	0.728	50640	30564	42216	25715	0
1_1_8	null	null	null	3040	25630	110	39929	37906	8568	68	100	249	100	100	0	25537	24587	3847	90	100	83	100	100	0	1.566	1.545	1.608	1.565	0.397	1.499	0.867	80	482	65308	62335	0.647	39861	25447	37838	24497	0
1_1_9	null	null	null	3220	25630	120	20624	18335	8817	64	88	222	100	100	0	13127	11352	5611	85	94	75	94	93	0	1.576	1.622	1.626	3.264	9.922	1.532	0.907	120	601	33602	29538	0.657	20560	13042	18271	11267	0
1_1_10	null	null	null	3390	25640	110	5052	5751	3199	64	66	18	100	100	0	3343	4100	2732	83	86	20	100	100	0	1.530	1.416	1.381	2.288	3.248	1.125	0.748	80	490	8248	9704	0.614	4988	3260	5687	4017	0
1_1_11	null	null	null	3580	25630	110	2044	2772	2219	64	66	19	100	100	0	1445	2223	2000	83	85	20	100	100	0	1.454	1.265	1.377	1.767	1.430	0.905	0.578	80	509	3342	4848	0.540	1980	1362	2708	2140	0
1_1_12	null	null	null	3740	25640	110	1596	2060	1609	60	63	18	100	100	0	1079	1535	1413	82	84	21	100	98	0	1.541	1.376	1.577	2.152	2.166	0.991	0.635	80	497	2533	3453	0.624	1536	997	2000	1453	0
1_1_13	null	null	null	3930	25630	100	61	62	17	60	63	17	17	5	0	75	78	17	80	84	21	10	0	0	-0.200	-1.000	0.575	1.762	3.765	-0.031	0.001	80	474	-4	0	Error	1	-5	2	-2	-50
1_1_14	null	null	null	4110	25630	100	58	62	17	61	63	17	18	3	0	91	91	15	84	85	17	25	5	0	-0.429	0.143	1.050	2.485	5.544	0.010	0.000	80	464	4	8	Error	-3	7	1	7	-50
1_1_15	null	null	null	4290	25630	100	60	61	15	59	63	38	3	0	0	94	96	25	86	90	42	7	1	0	0.125	0.200	0.750	2.239	4.536	-0.046	0.004	80	474	9	12	-3.000	1	8	2	10	-50
1_1_16	null	null	null	4470	25630	100	58	59	15	56	68	95	0	0	0	88	90	19	85	100	134	0	0	0	0.667	0.600	0.739	2.424	5.834	0.062	0.002	80	464	5	8	-0.585	2	3	3	5	-50
1_1_17	null	null	null	4650	25630	100	55	57	17	58	59	16	15	3	0	85	84	17	86	88	17	13	1	0	3.000	0.500	0.818	4.874	11.542	0.017	0.000	80	452	-4	-3	1.585	-3	-1	-1	-2	-50
1_1_18	null	null	null	4820	25630	100	57	59	14	58	59	17	13	0	0	84	86	18	88	90	21	10	1	0	0.250	-0.500	0.690	1.708	3.105	0.147	0.034	80	452	-5	-1	-2.000	-1	-4	1	-2	-50
1_1_19	null	null	null	5000	25630	100	56	59	16	58	59	17	15	2	0	89	91	18	87	88	18	18	5	0	-1.000	0.250	1.000	2.409	2.972	-0.006	0.000	80	464	0	5	Error	-2	2	1	4	-50
1_1_20	null	null	null	5180	25630	100	61	63	15	56	57	15	30	8	0	84	88	18	87	89	17	15	5	0	-1.667	7.000	0.938	2.976	6.728	0.143	0.027	80	464	2	8	Error	5	-3	7	1	-50
1_1_21	null	null	null	5360	25630	100	59	61	16	55	57	15	22	11	0	87	89	18	88	90	18	17	5	0	-4.000	6.000	0.900	2.438	4.878	0.113	0.015	80	474	3	7	Error	4	-1	6	1	-50
1_1_22	null	null	null	5540	25630	100	56	56	14	57	59	15	13	2	0	91	90	22	89	90	17	20	6	0	-0.500	-1.000	0.800	1.419	1.658	-0.030	0.001	80	496	1	0	Error	-1	2	-1	1	-50
1_2_1	null	null	null	1780	25810	100	61	63	17	64	64	17	11	2	0	80	80	14	84	85	17	8	2	0	0.750	0.250	1.375	2.748	4.656	-0.011	0.000	80	466	-7	-5	-0.415	-3	-4	-1	-4	-50
1_2_2	null	null	null	1960	25810	100	55	57	16	63	66	21	8	0	0	83	85	18	84	85	17	17	6	0	8.000	-6.000	1.400	2.637	4.408	-0.088	0.006	80	460	-9	-5	3.000	-8	-1	-6	1	-50
1_2_3	5.236549e-01	0.384889536	10.864870	2150	25810	80	2195	2218	1033	64	66	20	100	100	0	1717	2000	992	85	87	19	100	100	0	1.306	1.125	1.096	1.379	1.103	0.981	0.781	52	322	3763	4069	0.385	2131	1632	2154	1915	0
1_2_4	4.546187e-01	0.320058768	10.890500	2320	25810	80	2184	2351	929	63	65	16	100	100	0	1782	1890	952	83	84	15	100	96	0	1.248	1.266	1.289	4.331	11.519	1.021	0.749	52	328	3820	4095	0.320	2121	1699	2288	1807	0
1_2_5	2.295360e-01	0.039680075	10.610427	2510	25810	80	1649	1769	996	64	65	18	100	100	0	1624	1648	909	82	82	15	100	100	0	1.028	1.089	1.119	1.390	0.981	0.982	0.810	52	334	3127	3271	0.040	1585	1542	1705	1566	0
1_2_6	4.999689e-01	0.289407853	10.519743	2700	25810	80	1685	1775	1021	62	65	19	100	100	0	1410	1465	769	82	84	17	100	100	0	1.222	1.239	1.271	1.898	2.627	1.113	0.776	52	320	2951	3096	0.289	1623	1328	1713	1383	0
1_2_7	3.454107e-01	0.264663325	11.424653	2870	25810	100	3079	3052	664	66	69	19	100	100	0	2594	2457	622	86	86	18	100	100	0	1.201	1.259	1.249	1.418	0.837	1.151	0.872	80	398	5521	5357	0.265	3013	2508	2986	2371	0
1_2_8	4.014692e-01	0.273298896	10.929440	3030	25810	80	2211	2247	775	67	69	20	100	100	0	1857	1824	802	83	86	18	100	98	0	1.209	1.252	1.193	4.061	10.583	1.081	0.829	52	306	3918	3921	0.273	2144	1774	2180	1741	0
1_2_9	6.920313e-01	0.631672293	12.095145	3220	25810	90	5511	5500	1386	65	68	21	100	100	0	3598	3621	1470	83	85	19	100	100	0	1.549	1.536	1.573	4.073	9.533	1.294	0.807	52	377	8961	8973	0.632	5446	3515	5435	3538	0
1_2_10	null	null	null	3390	25800	80	388	656	609	64	66	19	94	90	0	717	918	671	82	84	16	98	98	0	0.510	0.708	0.624	0.856	0.817	0.581	0.525	52	312	959	1428	-0.971	324	635	592	836	0
1_2_11	5.388169e-01	0.474820305	11.957654	3570	25800	90	4754	4393	1919	65	68	21	100	100	0	3456	3496	1383	82	85	18	100	100	0	1.390	1.268	1.282	1.447	1.256	1.193	0.820	52	386	8063	7742	0.475	4689	3374	4328	3414	0
1_2_12	4.027865e-01	0.352054337	12.451279	3750	25800	90	6390	5523	2181	63	66	20	100	100	0	5040	4750	1390	83	84	17	100	100	0	1.276	1.170	1.193	1.160	0.480	1.143	0.823	52	376	11284	10127	0.352	6327	4957	5460	4667	0
1_2_13	6.800779e-01	0.578974585	11.143576	3940	25810	100	2829	2654	1491	64	69	42	100	97	0	1931	1797	1107	80	82	18	93	90	0	1.494	1.508	1.476	4.072	9.757	1.335	0.846	80	471	4616	4307	0.579	2765	1851	2590	1717	0
1_2_14	4.241871e-01	0.368980861	12.293015	4120	25800	90	5769	5098	2141	66	71	44	100	100	0	4499	4366	1502	83	85	19	100	100	0	1.291	1.175	1.245	1.290	0.915	1.117	0.809	52	366	10119	9315	0.369	5703	4416	5032	4283	0
1_2_15	null	null	null	4290	25810	80	1409	1771	1218	67	68	17	100	100	0	2439	2579	1563	88	88	16	100	100	0	0.571	0.684	0.698	0.865	0.796	0.597	0.693	52	316	3693	4195	-0.809	1342	2351	1704	2491	0
1_2_16	1.988779e-01	0.142127093	12.234713	4470	25810	110	5125	4733	1473	62	65	21	100	100	0	4675	4567	749	87	88	16	100	100	0	1.104	1.043	1.115	1.027	0.304	1.037	0.883	80	504	9651	9151	0.142	5063	4588	4671	4480	0
1_2_17	6.431431e-02	-0.052492877	11.009240	4650	25810	110	2085	1938	628	61	64	18	100	100	0	2186	2159	264	87	88	17	100	100	0	0.964	0.906	0.959	0.888	0.286	0.912	0.851	80	478	4123	3949	-0.052	2024	2099	1877	2072	0
1_2_18	-9.801050e-03	-0.046067963	12.863615	4820	25810	110	7396	6808	2208	61	64	19	100	100	0	7662	7316	1276	89	90	19	100	100	0	0.969	0.934	0.980	0.915	0.285	0.927	0.868	80	511	14908	13974	-0.046	7335	7573	6747	7227	0
1_2_19	-8.374299e-02	-0.170660439	11.312344	5010	25810	100	2456	2304	734	59	61	18	100	100	0	2786	2739	564	88	89	17	100	100	0	0.888	0.847	0.872	0.879	0.394	0.808	0.840	80	452	5095	4896	-0.171	2397	2698	2245	2651	0
1_2_20	-3.664697e-02	-0.233901991	10.577407	5190	25810	110	1466	1432	605	57	59	16	100	100	0	1747	1677	475	90	92	19	100	100	0	0.850	0.866	0.874	0.874	0.415	0.858	0.870	80	492	3066	2962	-0.234	1409	1657	1375	1587	0
1_2_21	8.859487e-02	0.004922945	11.364953	5360	25810	90	2699	2672	780	57	59	15	100	100	0	2723	2848	1260	90	92	19	100	100	0	1.003	0.948	0.946	2.640	5.884	0.791	0.797	52	378	5275	5373	0.005	2642	2633	2615	2758	0
1_2_22	1.899402e-01	0.116314121	11.632278	5560	25810	100	3362	3263	1416	57	59	16	100	100	0	3139	3127	1447	90	90	17	100	98	0	1.084	1.056	1.058	2.465	6.642	0.939	0.823	80	490	6354	6243	0.116	3305	3049	3206	3037	0
1_3_1	6.034227e-01	0.501376764	11.134095	1780	25990	110	2737	2634	671	63	64	17	100	100	0	1975	1928	424	86	87	19	100	100	0	1.416	1.396	1.379	1.458	0.510	1.335	0.898	80	515	4563	4413	0.501	2674	1889	2571	1842	0
1_3_2	6.051205e-01	0.539369821	11.895850	1950	26000	100	4660	4415	1875	66	67	18	100	100	0	3248	2995	1610	87	89	26	98	93	0	1.453	1.496	1.534	4.209	9.689	1.297	0.868	80	440	7755	7257	0.539	4594	3161	4349	2908	0
1_3_3	3.962753e-01	0.327701770	11.804096	2140	25990	110	4070	3993	1286	64	66	18	100	100	0	3278	3212	859	86	89	25	100	100	0	1.255	1.257	1.305	1.315	0.465	1.200	0.880	80	528	7198	7055	0.328	4006	3192	3929	3126	0
1_3_4	3.809407e-01	0.268403857	11.042595	2330	25990	110	2377	2604	1196	62	63	17	100	100	0	2005	2217	860	83	84	16	100	100	0	1.204	1.191	1.180	1.257	0.688	1.157	0.886	80	516	4237	4676	0.268	2315	1922	2542	2134	0
