1_1_1	null	null	null	1870	23310	140	8077	23063	23264	166	241	831	98	96	5	5874	11879	9347	104	113	141	100	100	0	1.371	1.945	1.274	1.679	1.549	2.071	0.876	156	960	13681	34672	0.455	7911	5770	22897	11775	0
1_1_2	null	null	null	2080	23320	80	791	1066	733	164	1217	7446	0	0	0	842	1181	857	104	720	5741	0	0	0	0.850	0.838	0.876	0.976	0.631	0.718	0.725	52	334	1365	1979	-0.235	627	738	902	1077	0
1_1_3	null	null	null	2270	23310	130	39896	32960	22691	170	654	4841	82	69	8	16671	14136	8994	108	389	3697	85	62	0	2.398	2.337	2.198	5.031	11.311	2.263	0.889	120	818	56289	46818	1.262	39726	16563	32790	14028	0
1_1_4	null	null	null	2490	23320	50	5035	4877	1468	265	1306	3795	75	0	0	5404	4778	1397	184	864	2009	91	66	0	0.914	1.004	0.975	1.023	0.258	0.884	0.798	12	104	9990	9206	-0.130	4770	5220	4612	4594	0
1_1_5	null	null	null	2670	23310	100	8686	9877	3327	16313	13967	11600	0	0	0	8627	8531	1551	11463	8498	6703	0	0	0	2.689	2.195	2.485	2.555	1.299	2.070	0.324	80	528	-10463	-9368	1.427	-7627	-2836	-6436	-2932	-50
1_1_6	null	null	null	2880	23320	110	45696	42643	16186	193	3519	7344	93	90	7	21063	19296	8350	111	2401	5030	90	81	0	2.172	2.213	2.156	5.723	13.075	1.916	0.835	80	586	66455	61635	1.119	45503	20952	42450	19185	0
1_1_7	null	null	null	3060	23310	100	180	191	68	190	208	136	2	0	0	100	101	21	105	116	76	0	0	0	2.000	-0.250	2.615	9.360	15.980	0.865	0.106	80	470	-15	-3	1.000	-10	-5	1	-4	-50
1_1_8	null	null	null	3260	23310	100	179	186	68	182	379	2068	0	0	0	100	100	20	99	155	714	0	0	0	-3.000	4.000	3.158	4.742	4.664	1.079	0.068	80	518	-2	5	Error	-3	1	4	1	-50
1_1_9	null	null	null	3460	23310	100	183	199	79	178	680	4395	0	0	0	96	99	25	101	324	2588	0	0	0	-1.000	-10.500	1.924	4.782	10.499	1.378	0.466	80	525	0	19	Error	5	-5	21	-2	-50
1_1_10	null	null	null	3660	23320	100	174	205	144	182	359	2256	0	0	0	103	100	20	101	116	232	0	0	0	-4.000	-23.000	4.529	7.414	11.783	0.557	0.028	80	506	-6	22	Error	-8	2	23	-1	-50
