1	-0.02758	0.02758
2	0.25916	-0.25916
3	0.29882	-0.29882
4	0.15512	-0.15512
5	-0.10688	0.10688
6	0.11858	-0.11858
7	0.21079	-0.21079
8	0.30355	-0.30355
9	0.20563	-0.20563
10	0.18722	-0.18722
11	0.08945	-0.08945
12	0.15259	-0.15259
13	-0.03938	0.03938
14	0.17084	-0.17084
15	0.33314	-0.33314
16	0.23824	-0.23824
17	0.28615	-0.28615
18	0.20774	-0.20774
19	0.00065	-0.00065
20	0.14017	-0.14017
21	0.17552	-0.17552
22	0.07233	-0.07233
23	0.10813	-0.10813
24	0.0803	-0.0803
25	0.08543	-0.08543
26	0.07814	-0.07814
27	0.06436	-0.06436
28	0.16147	-0.16147
29	0.03308	-0.03308
30	0.16307	-0.16307
31	-0.12947	0.12947
32	0.03689	-0.03689
33	0.11708	-0.11708
34	0.12782	-0.12782
35	0.11768	-0.11768
36	0.11041	-0.11041
37	0.09007	-0.09007
38	0.12146	-0.12146
39	-0.2068	0.2068
40		0
41	0.22323	-0.22323
42	0.16649	-0.16649
43	0.3999	-0.3999
44	0.24163	-0.24163
45	0.28167	-0.28167
46	0.06555	-0.06555
47	0.15819	-0.15819
48	0.46483	-0.46483
49	0.03128	-0.03128
50	0.05662	-0.05662
51	0.29463	-0.29463
52	0.35577	-0.35577
53	0.09426	-0.09426
54	0.18886	-0.18886
55	0.12905	-0.12905
56	-0.04747	0.04747
57	-0.15043	0.15043
58	-0.01745	0.01745
59	-0.03825	0.03825
60	0.20597	-0.20597
61	0.08085	-0.08085
62	0.08906	-0.08906
63	0.1161	-0.1161
64	0.05387	-0.05387
65	-0.13282	0.13282
66	-0.19862	0.19862
67	0.08301	-0.08301
68	0.09064	-0.09064
69	0.1661	-0.1661
70	0.21647	-0.21647
71	0.17574	-0.17574
72	-0.023	0.023
73	0.2755	-0.2755
74	-0.06111	0.06111
75	0.01518	-0.01518
76	0.00728	-0.00728
77	0.07522	-0.07522
78	-0.09163	0.09163
79	0.08971	-0.08971
80	-0.07205	0.07205
81	-0.46802	0.46802
