1	598	1261	-0.746069582	1.1517351
2	906	398	0.822587301	2.720391983
3	688	519	0.281884955	2.179689637
4	144	1996	-2.629087157	-0.731282475
5	2248	1397	0.475713852	2.373518534
6				
7	1458	463	1.147093858	3.04489854
8	286	2449	-2.147443246	-0.249638564
9	153	2491	-2.790001594	-0.892196912
10	1383	2324	-0.519034786	1.378769896
11	46	929	-3.005467342	-1.10766266
12	492	9190	-2.927392499	-1.029587817
13	4426	5451	-0.208302836	1.689501845
14	1526	6374	-1.429577283	0.468227399
15	2318	2705	-0.154397167	1.743407515
16	3328	2303	0.368158902	2.265963584
17	898	2989	-1.202524094	0.695280588
18	1821	2400	-0.276082937	1.621721745
19	17	414	-3.19265263	-1.294847948
20	471	6583	-2.637387753	-0.739583072
21	646	7000	-2.382865924	-0.485061242
22	392	17009	-3.770236055	-1.872431373
23				
24	116	8126	-4.249233885	-2.351429204
25	338	5772	-2.837728024	-0.939923342
26	3652	237	2.734970101	4.632774783
27	582	771	-0.281217926	1.616586756
28	215	4095	-2.946883968	-1.049079286
29	73	1822	-3.217230637	-1.319425955
30	1738	4387	-0.925910595	0.971894087
31	1055	2732	-0.951493175	0.946311507
32	57	1601	-3.335332445	-1.437527763
33	1321	158	2.123549271	4.021353953
34	14	694	-3.903414631	-2.005609949
35	1393	546	0.936595998	2.83440068
36	42	1968	-3.847103459	-1.949298777
37	35	695	-2.988563784	-1.090759102
38	72	1416	-2.978925155	-1.081120473
39	3059	2052	0.399273138	2.29707782
40	3093	1453	0.755511109	2.653315791
41	74	4391	-4.083247177	-2.185442495
42	16	1352	-4.436751534	-2.538946852
43	1533	615	0.913359611	2.811164293
44	1173	379	1.129783644	3.027588326
45	3748	1301	1.058089165	2.955893847
46	842	130	1.868245564	3.766050246
47	87	908	-2.34533626	-0.447531578
48	1035	598	0.548565952	2.446370634
49	630	1394	-0.794212772	1.10359191
50	72	871	-2.492975858	-0.595171176
51	324	20		
52	140	515	-1.302524478	0.595280204
53	970	1612	-0.507934852	1.38986983
54	812	122	1.895479295	3.793283977
55	108	1541	-2.658055608	-0.760250926
56	38	989	-3.259108172	-1.36130349
57	24	453	-2.937838295	-1.040033613
58	125	239	-0.648149815	1.249654867
59	109	880	-2.088574025	-0.190769343
60	332	329	0.009077218	1.9068819
61	61	4970	-4.400301255	-2.502496573
62	34	313	-2.219842666	-0.322037984
63	10	3243	-5.781669013	-3.883864331
64	10	955	-4.559126247	-2.661321566
65	334	947	-1.0421581	0.855646582
66	167	310	-0.618578485	1.279226197
67	224	6689	-3.396573613	-1.498768931
68	50	2709	-3.992311837	-2.094507155
69	21	2731	-4.867900684	-2.970096002
70	74	4944	-4.201864906	-2.304060224
71	435	5377	-2.514539846	-0.616735164
72	232	802	-1.240371236	0.657433446
73	398	4462	-2.41690037	-0.519095688
74	10	277	-3.321432413	-1.423627731
75	55	3774	-4.228557541	-2.330752859
76	110	2733	-3.21267482	-1.314870138
77	571	2431	-1.448668765	0.449135917
