1	445.90085	467.56916	21.66831	287.45268	293.3183	5.86562	0.023238275	2.553902331
2	2092.56129	2114.16213	21.60084	1467.1433	1474.27085	7.12755	0.039430141	3.243575361
3	430.66132	449.74761	19.08629	235.92333	240.54092	4.61759	-0.049018857	2.503453378
4	1882.65204	1902.72073	20.06869	1151.71248	1156.85381	5.14133	-0.012812493	3.168057066
5	81.34433	99.81661	18.47228	54.81205	58.78086	3.96881	0.017521712	1.824601666
6	95.33883	113.83281	18.49398	60.93765	65.10207	4.16442	-0.003027429	1.88207776
7	106.60499	124.81027	18.20528	76.2065	80.3489	4.1424	0.049434429	1.954884775
8	846.62749	865.55357	18.92608	485.98404	490.81336	4.82932	-0.012305131	2.807157186
9	151.06515	168.24078	17.17563	94.71152	98.67822	3.9667	-0.00385757	2.077783546
10	48.3162	74.86262	26.54642	37.35708	42.484	5.12692	0.073243843	1.628232846
11	54.43006	70.93032	16.50026	36.08023	39.84402	3.76379	0.007489358	1.646554055
12	41.42417	60.12703	18.70286	27.57143	31.61688	4.04545		
13	2288.88987	2307.90981	19.01994	1522.05006	1528.56386	6.5138		
14	842.16848	859.39996	17.23148	480.86949	485.61064	4.74115		
15	57.1244	73.80589	16.68149	37.63037	41.43712	3.80675	0.005114187	1.66618007
16	130.89945	147.27309	16.37364	83.82193	87.76597	3.94404	0.004015489	2.020147739
17	2092.58597	2113.83692	21.25095	1275.20999	1282.62443	7.41444		
18	33.54978	53.63936	20.08958	22.66337	29.09108	6.42771	-9.71E-04	1.440507083
19	15.71382	34.36485	18.65103	13.68378	17.75836	4.07458	0.079436167	1.166243929
20	387.13676	405.88186	18.7451	252.55732	256.99017	4.43285	0.026612094	2.495112186
21	71.32292	89.23704	17.91412	51.52922	55.35547	3.82625	0.04673478	1.782641342
22	8.89774	27.10016	18.20242	8.00302	11.89359	3.89057	0.055270345	0.926266807
23	254.20071	272.06782	17.86711	149.60025	153.92522	4.32497		
24	579.62723	598.0417	18.41447	328.92623	334.1562	5.22997		
25	-2.10878	14.50896	16.61774	0.76717	4.65182	3.88465		
26	22.41712	43.77088	21.35376	19.1712	23.32952	4.15832	0.089370943	1.316614557
27	110.23929	126.29951	16.06022	60.64217	64.30162	3.65945	-0.066551269	1.912555571
28	280.56278	296.37545	15.81267	144.33721	148.35495	4.01774		
29	30.80075	46.80716	16.00641	21.22159	25.65074	4.42915		
30	425.03679	441.62765	16.59086	184.86241	189.33013	4.46772	-0.150842038	2.447637567
31	207.24431	223.49509	16.25078	138.55148	142.59548	4.044	0.025054674	2.229046892
32	11.08325	27.05229	15.96904	9.16525	13.00199	3.83674	0.031037814	1.003405723
33	3.54906	22.16207	18.61301	2.86087	8.94719	6.08632		
34	23.17042	42.04892	18.8785	16.89512	21.34149	4.44637	0.018064511	1.296347593
35	20.34722	38.53768	18.19046	15.83969	19.74187	3.90218		
36	-0.37981	17.92248	18.30229	0.23911	4.05254	3.81343		
37	103.9056	122.4745	18.5689	53.31651	57.26565	3.94914	-0.098980918	1.871750334
38	24.04016	42.29483	18.25467	18.19186	21.94974	3.75788	0.036627522	1.320407229
39	-0.26985	17.49972	17.76957	1.84801	6.16296	4.31495		
40	257.63586	275.35835	17.72249	157.26744	162.29324	5.0258	-0.011661647	2.303822565
41	229.56402	246.04241	16.47839	132.68237	136.84509	4.16272	-0.038092147	2.241858521
42	513.13724	529.29174	16.1545	296.45061	301.02223	4.57162		
43	42.78199	59.19435	16.41236	24.87141	28.88936	4.01795	-0.058918648	1.513480694
44	-2.20556	13.76922	15.97478	0.69148	4.53813	3.84665		
45	2.087	17.82693	15.73993	3.5368	7.14663	3.60983		
46	33.46523	49.18559	15.72036	22.77315	26.62536	3.85221	0.002271251	1.44100846
47	12.75107	28.07281	15.32174	10.8184	14.74872	3.93032		
48	64.63315	80.20099	15.56784	40.62572	44.71856	4.09284	-0.014901132	1.709628197
49	111.44801	128.90547	17.45746	57.80414	62.05685	4.25271	-0.092539214	1.904515631
50	114.3688	132.4202	18.0514	63.60458	68.12935	4.52477		
51	97.38808	115.28916	17.90108	76.43808	80.57156	4.13348	0.089081457	1.935907787
52	311.18895	329.27651	18.08756	214.89766	219.00268	4.10502	0.047882837	2.412627927
53	335.73278	353.68912	17.95634	217.59998	221.67748	4.0775	0.021470378	2.431826299
54	460.71156	478.02395	17.31239	237.69656	242.16268	4.46612	-0.07461222	2.519726003
55	362.42509	379.40388	16.97879	217.31349	221.70728	4.39379	-0.011365389	2.448152471
56	192.90685	209.99792	17.09107	96.7599	100.92307	4.16317	-0.100287874	2.13552153
57	9.32826	26.39856	17.0703	8.09459	11.99731	3.90272		
58	18.0433	35.55308	17.50978	13.6813	17.92769	4.24639	0.023261942	1.196221668
59	13.2667	29.81002	16.54332	8.42692	12.42146	3.99454	-0.080200004	1.02421589
60	840.20318	857.25754	17.05436	475.32605	479.96069	4.63464		
