1	283.98637	301.52281	17.53644	91.5809	95.30689	3.72599	0.430218911	2.207551202
2	1867.65733	1886.16029	18.50296	712.79108	717.337	4.54592	0.631197354	3.062129726
3	277.41816	294.99588	17.57772	22.74843	26.4125	3.66407	-0.202769042	1.900043158
4	1607.38726	1625.02603	17.63877	37.01706	40.43966	3.4226	-0.660379254	2.387261222
5	94.51501	111.10152	16.58651	9.2927	12.87727	3.58457	-0.170054792	1.471821351
6	111.34323	127.47404	16.13081	16.03778	19.4205	3.38272	0.001424052	1.625904034
7	109.20356	124.63409	15.43053	17.80802	21.1277	3.31968	0.05500553	1.644426216
8	678.91294	694.95107	16.03813	141.24293	144.68656	3.44363	0.300430392	2.490890402
9	126.80352	141.41355	14.61003	35.60026	39.03686	3.4366	0.316362005	1.82729224
10	52.60735	66.5922	13.98485	5.33856	8.80341	3.46485	-0.21613742	1.224235277
11	57.83261	72.15594	14.32333	16.52818	19.79809	3.26991	0.294987313	1.490198913
12	30.68356	44.34783	13.66427	5.8674	9.15981	3.29241		
13	1192.28317	1207.56053	15.27736	314.84293	318.67276	3.82983		
14	368.47031	383.23613	14.76582	63.6548	67.05028	3.39548		
15	57.44674	71.31963	13.87289	54.01846	57.39703	3.37857	0.825104815	1.745903794
16	155.92058	169.53634	13.61576	17.47072	20.72759	3.25687	-0.101507646	1.717607123
17	1072.78749	1090.62357	17.83608	239.03909	242.83783	3.79874		
18	35.94901	53.07117	17.12216	5.63186	9.60528	3.97342	-0.051885376	1.153169393
19	16.48001	33.94998	17.46997	4.71227	8.13077	3.4185	0.151961208	0.945093819
20	286.85599	304.22138	17.36539	64.81936	68.41542	3.59606	0.264609689	2.134684331
21	54.45043	70.89566	16.44523	10.86566	14.1448	3.27914	0.123722231	1.386028713
22	16.22625	31.78805	15.5618	16.49156	19.74339	3.25183	0.780934528	1.213739951
23	157.59316	173.62142	16.02826	26.25844	29.55657	3.29813		
24	460.3551	476.02319	15.66809	97.61146	101.11668	3.50522		
25	-2.08154	12.55426	14.6358	0.11612	3.51795	3.40183		
26	27.41315	41.99523	14.58208	2.57438	5.87115	3.29677	-0.337309885	0.924315798
27	80.46511	94.76053	14.29542	33.54029	36.7754	3.23511	0.468848391	1.715587211
28	189.71582	203.56801	13.85219	36.50589	39.76302	3.25713		
29	30.13324	44.52218	14.38894	8.40349	12.02292	3.61943		
30	497.30813	511.13986	13.83173	66.13737	69.5464	3.40903	0.057113269	2.25853624
31	192.60015	207.22526	14.62511	26.07748	29.44721	3.36973	0.00439432	1.850461121
32	9.98281	25.60851	15.6257	3.47049	6.81358	3.34309	0.181455531	0.769821801
