NT01SP0001A	-0.596271249	0.253354575	54	24	0	-0.596271249
NT01SP0001B	-0.24849785	0.564289735	23	35	-50	-0.24849785
NT01SP0001C	0.093924831	1.241437417	17	29	-50	0.093924831
NT01SP0002A	0.238258454	1.730846103	1540	2689	0	0.238258454
NT01SP0002B	0.226587217	1.684950774	1452	2542	0	0.226587217
NT01SP0002C	0.23031056	1.699458484	1102	1921	0	0.23031056
NT01SP0003A	0.06584974	1.163723326	2684	3262	0	0.06584974
NT01SP0003B	0.138444621	1.375449409	2014	2736	0	0.138444621
NT01SP0003C	0.145405316	1.397672163	1028	1460	0	0.145405316
NT01SP0004A	0.09017663	1.230769231	335	426	0	0.09017663
NT01SP0004B	0.163502132	1.457142857	248	369	0	0.163502132
NT01SP0004C	0.201706484	1.591133005	207	323	0	0.201706484
NT01SP0005A	0.345293781	2.214592275	238	578	0	0.345293781
NT01SP0005B	0.422242543	2.643884892	282	736	0	0.422242543
NT01SP0005C	0.462712059	2.902097902	147	449	0	0.462712059
NT01SP0006A	-0.161347674	0.689687454	22	13	-50	-0.161347674
NT01SP0006B	-0.054357662	0.882352941	78	75	0	-0.054357662
NT01SP0006C	-0.057991947	0.875	30	43	0	-0.057991947
NT01SP0007A	0.175221642	1.496999454	1754	2831	0	0.175221642
NT01SP0007B	0.201890376	1.591806876	1384	2273	0	0.201890376
NT01SP0007C	0.218957573	1.655608215	628	1062	0	0.218957573
NT01SP0008A	0.229190704	1.695081967	315	572	0	0.229190704
NT01SP0008B	0.281058915	1.91011236	283	512	0	0.281058915
NT01SP0008C	0.186949187	1.537974684	166	271	0	0.186949187
NT01SP0009A	0.544948074	3.507099391	508	1748	0	0.544948074
NT01SP0009B	0.580178753	3.803459119	652	2546	0	0.580178753
NT01SP0009C	0.580185597	3.803519062	339	1312	0	0.580185597
NT01SP0010A	0.253640584	1.793248945	969	1794	0	0.253640584
NT01SP0010B	0.263286761	1.833524684	872	1741	0	0.263286761
NT01SP0010C	0.295344605	1.973988439	364	718	0	0.295344605
NT01SP0011A	0.22926742	1.695381422	1875	3232	0	0.22926742
NT01SP0011B	0.262605511	1.830650805	1432	2636	0	0.262605511
NT01SP0011C	0.261424008	1.825677267	849	1595	0	0.261424008
NT01SP0012A	0.18190625	1.520219328	1442	2264	0	0.18190625
NT01SP0012B	0.242014468	1.745880312	1137	1967	0	0.242014468
NT01SP0012C	0.2856174	1.930267062	670	1350	0	0.2856174
NT01SP0013A	0.402267907	2.525037936	672	1708	0	0.402267907
NT01SP0013B	0.406040086	2.547065338	911	2398	0	0.406040086
NT01SP0013C	0.409731533	2.568807339	672	1833	0	0.409731533
NT01SP0014A	0.223864041	1.674418605	1580	2650	0	0.223864041
NT01SP0014B	0.241391953	1.743379571	1570	2991	0	0.241391953
NT01SP0014C	0.212533766	1.631299735	781	1251	0	0.212533766
NT01SP0015A	0.15048083	1.414102303	4787	6995	0	0.15048083
NT01SP0015B	0.203828803	1.598927614	3834	6037	0	0.203828803
NT01SP0015C	0.212403206	1.630809399	1913	3133	0	0.212403206
NT01SP0016A	0.103303563	1.268538238	4814	6194	0	0.103303563
NT01SP0016B	0.134978107	1.364514349	3537	4865	0	0.134978107
NT01SP0016C	0.167913925	1.472020725	1879	2748	0	0.167913925
NT01SP0017A	0.262201208	1.828947368	305	568	0	0.262201208
