1	-0.3525	1910888	2439845	0.783200572
2	0.0000	9.22E+18	9.22E+18	1
3	-0.1458	514482	569176	0.9039067
4	0.1666	70034	62396	1.122411693
5	-0.0740	1730542	1821593	0.950015728
6	0.0739	16463	15641	1.052554185
7	-1.5876	330239	992519	0.332728139
8	-0.0574	114923	119589	0.960983034
9	-0.1088	222430	239845	0.927390606
10	-0.0845	12390	13137	0.943137703
11		0	0	0
12		0	0	0
13		0	0	0
14		0	0	0
15		0	0	0
16		0	0	0
17		0	0	0
18		0	0	0
19		0	0	0
20		0	0	0
21		0	0	0
22		0	0	0
23		0	0	0
24		0	0	0
25		0	0	0
26		0	0	0
27		0	0	0
28		0	0	0
29		0	0	0
30		0	0	0
31		0	0	0
32		0	0	0
33		0	0	0
34		0	0	0
35		0	0	0
36		0	0	0
37		0	0	0
38		0	0	0
39		0	0	0
40		0	0	0
41		0.00E+00	0.00E+00	0
42		0	0	0
43		0	0	0
44	0.2578	26192	21906	1.195654159
45	0.3222	86015	68797	1.250272541
46	0.2069	158219	137077	1.154234481
47	0.1183	80507	74167	1.085482762
48		0	0	0
49	0.3040	52640	42640	1.234521576
50	0.0000	9.22E+18	9.22E+18	1
51		0	0	0
52		0	0	0
53		0	0	0
54		0	0	0
55		0	0	0
56		0	0	0
57		0	0	0
58		0	0	0
59		0	0	0
60		0	0	0
61		0	0	0
62		0	0	0
63		0	0	0
64		0	0	0
65		0	0	0
66		0	0	0
67		0	0	0
68		0	0	0
69		0	0	0
70		0	0	0
71		0	0	0
72		0	0	0
73		0	0	0
74		0	0	0
75		0	0	0
76		0	0	0
77		0	0	0
78		0	0	0
79		0	0	0
80		0	0	0
81	0.0059	54251	54031	1.004071737
82	0.3009	124559	101109	1.231927919
83	-0.2850	373513	455094	0.820738133
84		0	0	0
85		0	0	0
86	-0.0019	51169	51238	0.998653343
87	0.2410	9147	7740	1.181782946
88		0	0	0
89		0	0	0
90	-0.3689	54634	70554	0.77435723
91		0	0	0
92		0	0	0
93		0	0	0
94		0	0	0
95		0	0	0
96		0	0	0
97		0	0	0
98		0	0	0
99		0	0	0
100		0	0	0
101		0	0	0
102		0	0	0
103		0	0	0
104		0	0	0
105		0	0	0
106		0	0	0
107		0	0	0
108		0	0	0
109		0	0	0
110		0	0	0
111		0	0	0
112		0	0	0
113		0	0	0
114		0	0	0
115		0	0	0
116		0	0	0
117		0	0	0
118		0	0	0
119		0	0	0
120		0	0	0
121	0.3763	72910	56170	1.298023856
122	0.0686	104029	99196	1.048721723
123	0.0546	1036594	998112	1.038554791
124	0.3138	63719	51262	1.243006516
125	-0.0187	69600	70507	0.987136029
126	0.4388	1293395	954226	1.355438858
127	0.1308	37477	34228	1.094922286
128	0.0904	42311	39742	1.064641941
129		0	0	0
130	-2.0605	111492	465083	0.239724952
131		0	0	0
132		0	0	0
133		0	0	0
134		0	0	0
135		0	0	0
136		0	0	0
137		0	0	0
138		0	0	0
139		0	0	0
140		0	0	0
141		0	0	0
142		0	0	0
143		0	0	0
144		0	0	0
145		0	0	0
146		0	0	0
147		0	0	0
148		0	0	0
149		0	0	0
150		0	0	0
151		0	0	0
152		0	0	0
153		0	0	0
154		0	0	0
155		0	0	0
156		0	0	0
157		0	0	0
158		0	0	0
159		0	0	0
160		0	0	0
161	0.0064	54608	54365	1.004469788
162	0.6739	2744	1720	1.595348837
163	-0.2731	114843	138774	0.827554153
164	0.0182	228508	225639	1.012715001
165		0	0	0
166	-0.1813	68840	78060	0.881885729
167	-0.1052	34979	37626	0.92964971
168	-0.0802	353972	374213	0.945910484
169	0.0436	171687	166576	1.030682691
170	0.0549	66667	64177	1.038798947
171		0	0	0
172		0	0	0
173		0	0	0
174		0	0	0
175		0	0	0
176		0	0	0
177		0	0	0
178		0	0	0
179		0	0	0
180		0	0	0
181		0	0	0
182		0	0	0
183		0	0	0
184		0	0	0
185		0	0	0
186		0	0	0
187		0	0	0
188		0	0	0
189		0	0	0
190		0	0	0
191		0	0	0
192		0	0	0
193		0	0	0
194		0	0	0
195		0	0	0
196		0	0	0
197		0	0	0
198		0	0	0
199		0	0	0
200		0	0	0
201	-0.9909	477603	949196	0.503165837
202	-0.7113	4571	7484	0.610769642
203		0	0	0
204	0.4042	1495946	1130426	1.323347128
205	-0.0436	439743	453249	0.97020181
206	-0.0629	117173	122398	0.957311394
207	-0.0987	31281	33496	0.933872701
208	0.3746	3173965	2448201	1.296447882
209	0.1354	382060	347837	1.098388038
210		0	0	0
211		0	0	0
212		0	0	0
213		0	0	0
214		0	0	0
215		0	0	0
216		0	0	0
217		0	0	0
218		0	0	0
219		0	0	0
220		0	0	0
221		0	0	0
222		0	0	0
223		0	0	0
224		0	0	0
225		0	0	0
226		0	0	0
227		0	0	0
228		0	0	0
229		0	0	0
230		0	0	0
231		0	0	0
232		0	0	0
233		0	0	0
234		0	0	0
235		0	0	0
236		0	0	0
237		0	0	0
238		0	0	0
239		0	0	0
240		0	0	0
241	-1.5646	199263	589402	0.338076559
242	0.3689	260275	201550	1.291366906
243	-0.2569	2073926	2478196	0.836869239
244	0.0952	62882	58866	1.068222743
245	0.2217	289197	248007	1.166084022
246	0.2580	115532	96614	1.195810131
247	-0.4334	79973	107993	0.740538739
248	-0.1049	73513	79060	0.929838098
249	-0.2986	239308	294336	0.813043596
250	-2.2205	162438	757056	0.214565369
251		0	0	0
252		0	0	0
253		0	0	0
254		0	0	0
255		0	0	0
256		0	0	0
257		0	0	0
258		0	0	0
259		0	0	0
260		0	0	0
261		0	0	0
262		0	0	0
263		0	0	0
264		0	0	0
265		0	0	0
266		0	0	0
267		0	0	0
268		0	0	0
269		0	0	0
270		0	0	0
271		0	0	0
272		0	0	0
273		0	0	0
274		0	0	0
275		0	0	0
276		0	0	0
277		0	0	0
278		0	0	0
279		0	0	0
280		0	0	0
281		0	0	0
282	0.0405	148652	144540	1.028448872
283	0.1648	65324	58271	1.121037909
284	0.2254	31058	26565	1.169132317
285	0.0885	25181	23682	1.063297019
286	0.0530	71582	68998	1.037450361
287	0.0259	104679	102815	1.01812965
288	0.0806	40682	38471	1.057471862
289	-0.3913	57081	74865	0.762452414
290	-0.4434	6478	8809	0.735384266
291		0	0	0
292		0	0	0
293		0	0	0
294		0	0	0
295		0	0	0
296		0	0	0
297		0	0	0
298		0	0	0
299		0	0	0
300		0	0	0
301		0	0	0
302		0	0	0
303		0	0	0
304		0	0	0
305		0	0	0
306		0	0	0
307		0	0	0
308		0	0	0
309		0	0	0
310		0	0	0
311		0	0	0
312		0	0	0
313		0	0	0
314		0	0	0
315		0	0	0
316		0	0	0
317		0	0	0
318		0	0	0
319		0	0	0
320		0	0	0
321		0	0	0
322	-0.0849	128653	136451	0.94285128
323	0.1312	32852	29997	1.095176184
324	-0.1225	2144609	2334649	0.918600184
325		0	0	0
326		0	0	0
327	-0.2286	225039	263679	0.853458182
328		0	0	0
329	-0.1417	6540	7215	0.906444906
