1.1.1.1	0.497338264	752.8717949	486.8728324	156	519	117448	252687	583.2769356	312.399137	207.6666667	159.6184971	156	519	32396	82842	152.3446385	130.3886621
1.1.1.2	1.527327258	733.6883117	416.6410256	154	546	112988	227486	646.789489	294.6165312	168.1298701	173.2733945	155	545	25892	94434	160.1557968	130.819634
1.1.1.3	-0.761364578	917.7891156	427.7314286	147	525	134915	224559	880.718416	275.6372396	291.7414966	164.5352381	147	525	42886	86381	277.0494219	122.1076231
1.1.1.4	0.420402047	778.6038961	516.8385214	154	514	119905	265655	621.7966262	377.2002472	197.4379085	162.6602687	154	521	30208	84746	137.3094797	124.8371136
1.1.1.5	1.130327974	1694.25	398.8627787	84	583	142317	232537	700.0656411	171.6099182	250.8039216	144.5306513	153	522	38373	75445	211.908633	112.9187991
1.1.1.6	-0.551511912	1300.474359	423.0481696	156	519	202874	219562	1209.538969	233.7256259	447.7371795	177.2080925	156	519	69847	91971	389.9228903	123.9758626
1.1.1.7	1.110664113	3349	470.8685897	76	624	254524	293822	1310.846623	205.5232036	696.8211921	178.7486339	151	549	105220	98133	735.6270208	148.4396274
1.1.1.8	-0.443042269	833.6143791	514.210101	153	495	127543	254534	567.9681608	290.9456756	232.6339869	155.1777778	153	495	35593	76813	175.5816013	128.8114773
1.1.1.9	-2.537009055	532.5193798	446.444227	164	511	68695	228133	499.3986166	326.6002726	272.3618421	183.3728489	152	523	41399	95904	289.1024802	190.9192731
1.1.1.10	-0.395986357	2757.181818	585.7178503	154	521	424606	305159	2725.78368	395.6113409	1377.022472	156.1786942	89	582	122555	90896	714.9373977	110.5051927
1.1.1.11	-0.708975815	1474.677419	596.3376147	155	545	228575	325004	1234.066323	282.2680874	503.1612903	181.2201835	155	545	77990	98765	502.5627418	139.3982321
1.1.1.12	-0.54614109	760.3483871	430.6211538	155	520	117854	223923	535.6988513	189.1797495	238.3246753	154.6019231	155	520	36702	80393	156.1593377	113.5814059
1.1.1.13	1.560234557	1072.877778	346.4540636	90	566	96559	196093	433.2573992	160.600036	193.9423077	152.3198459	156	519	30255	79054	130.8479368	134.2550768
1.1.1.14	0.137837218	2985.932584	296.5796064	89	559	265748	165788	1669.447758	148.6201905	1175.505495	124.2477231	91	549	106971	68212	676.1158359	96.20731551
1.1.1.15	0.519579005	1892.695238	370.8694158	105	582	198733	215846	732.7749362	186.5430682	458.2039474	177.1405109	152	548	69647	97073	350.1986154	133.2662267
1.1.1.16	-0.459033878	579.0645161	281.0211538	155	520	89755	146131	428.318779	161.5905365	208.0451613	134.7634615	155	520	32247	70077	157.0830207	98.47410735
1.1.1.17	-0.148763562	1294.385321	286.6478102	109	548	141088	157083	676.9706796	135.3586142	384.7171053	150.0535373	152	523	58477	78478	393.6702704	115.0222067
1.1.1.18	0.622612601	543.525974	354.7005758	154	521	83703	184799	308.9248259	196.0062736	141.6103896	153.8349328	154	521	21808	80148	111.4834629	119.9914089
1.1.2.1	-0.655610755	2217.884298	417.7643885	121	556	268364	232277	778.6869133	177.7832735	1322.811475	153.2052632	122	570	161383	87327	561.2693216	108.1696279
1.1.2.2	-0.454007438	959.5741935	336.2677485	155	493	148734	165780	853.7200565	178.2003605	282.3870968	145.0263692	155	493	43770	71498	230.9596358	107.1409818
1.1.2.3	0.221036189	4605.386555	366.5217391	119	552	548041	202320	2833.814177	160.6360531	1895.59375	155.4559585	96	579	181977	90009	993.5457922	120.3227355
1.1.2.4	0.225363349	2252	426.6036036	124	555	279248	236765	957.5245554	169.9074088	722.5779817	160.2725724	109	587	78761	94080	355.2787068	119.7254268
1.1.2.5	-0.368938894	2198.083871	640.7119266	155	545	340703	349188	2837.71747	871.4365802	990.0193548	240.8366972	155	545	153453	131256	1354.739801	475.2951695
1.1.2.6	1.23989613	2168.180723	442.8440066	83	609	179959	269692	758.8534812	190.9668004	306.0641026	142.3180147	156	544	47746	77421	241.1678232	118.4851379
1.1.2.7	0.678273592	2153.431579	448.6123894	95	565	204576	253466	1294.249774	202.3199259	463.94	160.8458574	156	519	69591	83479	509.5364852	120.3217561
1.1.2.8	-0.359084389	907.0980392	442.2969697	153	495	138786	218937	691.7814529	224.8552636	244.0784314	151.3555556	153	495	37344	74921	169.380051	119.412767
1.1.2.9	1.437096128	2119.208333	369.4585448	96	591	203444	218350	985.6358239	160.8423824	281.3157895	145.1806569	152	548	42760	79559	250.8276411	115.8725161
1.1.2.10	1.17101838	1444.825581	465.8023649	86	592	124255	275755	525.8629053	180.3368183	224.2051282	157.0790441	156	544	34976	85451	171.2463632	115.7672424
1.1.2.11	0.431557274	1749.735632	564.2086207	87	580	152227	327241	708.8090458	203.4770162	361.5833333	183.7533719	156	519	56407	95368	283.1338353	129.3060955
