1.1.1.1	-1.29397	1333.228571	1060.377049	175	488	233315	517464	917.2926589	704.5803783	1062.582857	921.3669355	175	496	185952	456998	625.0713356	1173.302041	1.293973707
1.1.1.2	-1.97126	929.2954545	801.1723447	176	499	163556	399785	747.3045603	628.0056118	914.4715909	851.2364729	176	499	160947	424767	601.7249346	735.0309716	1.971255749
1.1.1.3	0.834493	884.994382	776.1187123	178	497	157529	385731	621.1029922	554.7149539	760.1404494	743.6418511	178	497	135305	369590	617.1606855	618.5928964	-0.83449262
1.1.1.4	-0.829988	904.301676	716.91258	179	469	161870	336232	667.9159939	529.4007261	812.5810056	770.8081023	179	469	145452	361509	631.7885916	672.9769917	0.829987729
1.1.1.5	0.687988	892.1564246	692.2600806	179	496	159696	343361	777.5336369	490.8301383	593.2849162	607.0887097	179	496	106198	301116	527.6753831	612.5410357	-0.687988092
1.1.1.6	-1.66086	918.3764045	589.0442656	178	497	163471	292755	730.2381241	454.4266227	880.1516854	501.5633803	178	497	156667	249277	783.9081038	500.4898209	1.660857321
1.1.1.7	-0.440418	957.1771429	670.068	175	500	167506	335034	776.8975425	511.918489	623.3657143	570.024	175	500	109089	285012	552.2329767	500.5343099	0.440418376
1.1.1.8	0.929455	1317.707865	793.6455939	178	522	234552	414283	877.3262907	572.9086128	921.1067416	845.3754789	178	522	163957	441286	710.3980012	687.4925878	-0.929455298
1.1.1.9	1.24724	1119.711864	685.6424474	177	523	198189	358591	907.7318611	528.9577727	781.3257143	756.5296367	177	523	136732	395665	599.6164128	625.1285639	-1.247235118
1.1.1.10	0.844779	1037.378531	569.7515924	177	471	183616	268353	738.5527596	442.8667227	591.4632768	543.627409	177	467	104689	253874	493.2906915	583.283314	-0.844779337
1.1.1.11	-1.81613	903.700565	606.9477912	177	498	159955	302260	724.195697	485.549237	896.4576271	516.6767068	177	498	158673	257305	683.7665125	503.5387124	1.816127725
1.1.1.12	0.963687	958.3314286	650.428	175	500	167708	325214	717.3446941	545.4510545	669.8128655	655.942	175	500	114538	327971	540.3659363	586.4014893	-0.963686688
1.1.1.13	1.97513	1438.988701	746.9859438	177	498	254701	371999	1079.068876	536.5139015	630.3333333	597.9497992	177	498	111569	297779	540.4652491	504.9042411	-1.975133545
1.1.1.14	-0.203304	2579.831461	658.0523139	178	497	459210	327052	2725.380719	454.9287353	1168.831461	645.6458753	178	497	208052	320886	870.3330143	509.440581	0.203304255
1.1.1.15	0.679231	3873.664671	839.8128898	167	481	646902	403950	1432.337605	556.0656962	1147.877095	705.8997868	179	469	205470	331067	882.7781733	617.7277854	-0.679231018
1.1.1.16	0.370677	1392.79661	814.9216867	177	498	246525	405831	1106.519557	566.7407309	776.3220339	612.9738956	177	498	137409	305261	638.1151564	610.6290072	-0.370677215
1.1.1.17	-0.260205	4366.402299	772.00998	174	501	759754	386777	4572.681294	578.07551	1791.063218	688.2235529	174	501	311645	344800	1713.630505	571.4955255	0.260205171
1.1.1.18	-0.230049	1025.806818	729.3967936	176	499	180542	363969	684.6545555	539.9387285	987.375	647.2665331	176	499	173778	322986	689.9291517	551.3362699	0.230049343
1.1.2.1	-0.559172	1487.248555	788.1932271	173	502	257294	395673	930.4494914	595.5193024	1109.837209	762.6474104	173	502	190892	382849	748.9564191	585.0112925	0.559172048
1.1.2.2	-1.52168	1130.977273	875.9719439	176	499	199052	437110	796.7912992	642.7226276	1041.630682	791.1122244	176	499	183327	394765	752.1653174	605.6976198	1.521675904
1.1.2.3	-0.50004	1212.843575	707.0907258	179	496	217099	350717	781.8451947	528.3680385	1030.26257	769.9596774	179	496	184417	381900	747.4322325	674.6042137	0.500039803
1.1.2.4	-0.839964	1100.446328	656.1974522	177	471	194779	309069	773.2602114	562.4792492	1020.903955	731.8067941	177	471	180700	344681	796.4711697	635.6994466	0.839964295
1.1.2.5	2.79152	1420.842593	518.2782765	114	557	153451	288681	614.1034893	453.5364408	604.2247191	628.2586207	178	522	107552	327951	507.7024421	547.3737439	-2.791520971
1.1.2.6	-0.0668082	926.6271186	573.7762906	177	523	164013	300085	740.8845202	459.6725762	664	576.1166348	177	523	117528	301309	580.3805979	553.5749242	0.066808166
1.1.2.7	-0.208836	1130.271676	561.376673	177	523	195537	293600	995.4311589	480.091783	737.819209	497.9732314	177	523	130594	260440	646.2973211	523.7615889	0.208835674
1.1.2.8	-2.02307	1056.558659	875.1592742	179	496	189124	434079	728.5246442	644.6906366	1099.726257	913.3266129	179	496	196851	453010	730.7478743	810.648644	2.023072622
1.1.2.9	-0.754506	1231.217877	693.5415778	179	469	220388	325271	864.8369062	551.1038515	1156.256983	820.2409382	179	469	206970	384693	995.4122365	684.1070313	0.75450598
1.1.2.10	1.87659	1065.089888	521.167002	178	497	189586	259020	865.9303127	427.4317415	564.0674157	549.7162978	178	497	100404	273209	489.6434336	521.632681	-1.876588702
1.1.2.11	0.866202	932.1657143	649.582	175	500	163129	324791	821.9355074	574.1871117	703.08	690.5947581	175	496	123039	342535	583.6019724	635.3820535	-0.866202264
1.1.2.12	1.40497	1154.491429	736.814	175	500	202036	368407	871.7878043	552.2701145	629.2228571	699.308	175	500	110114	349654	532.5857265	610.7089431	-1.404969584
1.1.2.13	1.29825	1835.706215	697.2710843	177	498	324920	347241	1767.179464	503.9551886	742.8870056	572.8453815	177	498	131491	285277	690.7606539	521.6022333	-1.298246904
1.1.2.14	-0.825879	1599.350282	596.3481953	177	471	283085	280880	1357.837797	462.873245	1061.920904	583.6985138	1.77E+02	471	187960	274922	936.0195773	599.7624746	0.825878547
1.1.2.15	-0.904392	12131.34109	754.9626866	129	536	1564943	404660	5577.997851	620.2016422	11031.69231	580.6135084	130	533	1434120	309467	5261.411902	558.6464854	0.904392363
1.1.2.16	0.349742	2525.230769	731.5850467	117	535	295452	391398	1072.575783	467.6579785	853.0228571	495.828	175	500	149279	247914	824.1020114	484.2055043	-0.349741704
1.1.2.17	1.39034	1621.201149	683.8063872	174	501	282089	342587	1379.986236	684.9807408	738.0632184	608.0638723	174	501	128423	304640	716.4451768	537.9374671	-1.390337029
1.1.2.18	-0.47071	6625.791209	643.3958333	91	576	602947	370596	3458.59893	493.664113	3206.41573	521.8230241	89	582	285371	303701	1577.166509	450.0018877	0.470709644
1.1.3.1	-0.216072	1482.062147	946.6932039	177	515	262325	487547	1048.706344	813.7439085	965.3559322	739.3021033	177	523	170868	386655	783.701757	562.7228435	0.216071901
1.1.3.2	-0.408775	1041.318436	664.9462572	179	521	186396	346437	798.8772318	518.5901575	928.6089385	756.7543186	179	521	166221	394269	668.9826622	630.2277085	0.40877524
1.1.3.3	0.501221	1099.497175	683.5252525	177	495	194611	338345	769.7467565	501.2975838	807.2259887	751.0565657	177	495	142879	371773	624.9472247	593.2020086	-0.501221115
1.1.3.4	2.8658	2281.388889	609.7576792	90	586	205325	357318	908.7121741	439.7832339	801	717.2096154	180	520	143379	372949	735.6011033	583.2693799	-2.865801915
1.1.3.5	1.96012	1245.724719	615.6156942	178	497	221739	305961	1050.771075	463.9120624	598.988764	630.8148893	178	497	106620	313515	522.2334059	561.9776071	-1.960123784
1.1.3.6	0.0974522	1042.636364	669.1442886	176	499	183504	333903	756.0508443	513.099438	680.5257143	597.5330661	176	499	119092	298169	672.651171	523.4251965	-0.09745217
1.1.3.7	-2.30696	742.2259887	585.4799197	177	498	131374	291569	546.7046578	469.189518	662.7118644	522.1626506	177	498	117300	260037	540.5241352	480.7454299	2.306955328
1.1.3.8	0.286873	2143.464646	715.860687	99	524	212203	375111	858.157638	496.872691	1191.687151	873.6098081	179	469	213312	409723	787.4425703	702.9907775	-0.286872588
1.1.3.9	0.034567	1167.259887	666.0943775	177	498	206605	331715	914.0191064	512.599722	1002.028249	822.9718876	177	498	177359	409840	659.9094051	636.0118549	-0.034566993
1.1.3.10	1.58603	1512.410256	505.245283	117	530	176952	267780	657.6525354	415.9136433	650.7231638	528.7570281	177	498	115178	263321	599.716842	468.4293966	-1.586027172
1.1.3.11	-1.18825	1186.971591	616.1703407	176	499	208907	307469	822.3685819	506.584331	948.2102273	513.7915832	176	499	166885	256382	901.7024467	478.4040274	1.188253897
1.1.3.12	-0.00473203	1281.5625	707.8537074	176	499	225555	353219	1002.550172	602.5199925	711.5113636	502.3206413	176	499	125226	250658	683.9055872	537.1179468	0.004732028
1.1.3.13	-1.50494	1632.957317	731.9341826	177	471	267805	344741	1356.228618	583.0212965	1397.988439	738.9490446	177	471	241852	348045	1503.227103	678.3989532	1.504937689
1.1.3.14	0.938174	2851.184783	530.4713043	92	575	262309	305021	1135.004328	440.7586844	847.8218391	545.6966068	174	501	147521	273394	661.1115747	496.9051241	-0.938173768
1.1.3.15	0.912371	2929.238636	650.7807487	88	561	257773	365088	953.6523213	444.0234333	1008.262857	705.234	175	500	176446	352617	791.7217834	576.091138	-0.91237054
1.1.3.16	0.177911	3834.880503	919.8333333	159	516	609746	474634	1449.257248	646.9719296	1436.321839	830.6506986	174	501	249920	416156	1005.891587	685.1207389	-0.177911371
1.1.3.17	-0.688112	2012.508571	857.83	175	500	352189	428915	1692.659037	631.7744511	1294.714286	808.932	175	500	226575	404466	971.3715538	695.4741889	0.688112335
1.1.3.18	0.0729094	1364.909605	695.0502008	177	498	241589	346135	1181.684804	513.1026572	903.2146893	668.6004016	177	498	159869	332963	759.2632313	621.4404783	-0.072909417
1.1.4.1	0.309842	1319.621469	793.5160643	177	498	233573	395171	932.7284066	561.6078045	960.8135593	806.3072289	177	498	170064	401541	665.0025141	578.197608	-0.309841538
1.1.4.2	1.84304	1241.731844	662.5351812	179	469	222270	310729	894.5180817	516.9211969	821.0955056	829.8081023	179	469	146155	389180	640.607004	614.3656439	-1.843042079
1.1.4.3	2.21647	2092.692308	655.4954463	104	549	217640	359867	828.2873906	479.7201887	960.9333333	846.6356275	181	494	172968	418238	666.5755488	606.0093438	-2.216472199
1.1.4.4	1.30271	1237.887006	616.0080321	177	498	219106	306772	912.6123915	521.4703686	811.5762712	735.0401606	177	498	143649	366050	644.5669471	595.3556718	-1.30271307
1.1.4.5	0.873588	1067.144509	619.7131474	173	502	184616	311096	800.9656866	524.5236744	666.9710983	635.0956175	173	502	115386	318818	564.2087347	572.3025755	-0.87358812
1.1.4.6	0.405854	1097.533708	576.8993964	178	497	195361	286719	825.6355751	468.475302	676.3728814	535.694165	178	497	119718	266240	599.3858316	498.9313641	-0.405854257
