1.1.1.1	1.12999	415.4463277	252.0963855	177	498	73534	125544	318.3780908	163.9948658	176.9943182	152.5180723	177	498	31151	75954	143.1784685	120.5072973	-1.129986466
1.1.1.2	0.389476	537.8079096	237.7289157	177	498	95192	118389	469.0146389	154.0986254	293.0169492	168.9759036	177	498	51864	84150	236.7311397	127.7090986	-0.389475706
1.1.1.3	0.327428	647.3575419	238.4968017	179	469	115877	111855	603.3759638	147.8764629	335.3407821	168.0085288	179	469	60026	78796	329.4243177	140.4966819	-0.327428115
1.1.1.4	-0.10444	523.6497175	277.2771084	177	498	92686	138084	369.7256295	168.7028099	291.0169492	146.9297189	177	498	51510	73171	217.8637286	126.149323	0.104440304
1.1.1.5	1.05227	542.1896552	267.1277445	174	501	94341	133831	402.0966941	166.1030019	244.316092	170.748503	174	501	42511	85545	191.1248255	129.8191765	-1.052270653
1.1.1.6	1.00817	1429.284211	238.6437613	95	553	135782	131970	771.998891	149.6194741	530.6	178.192	175	500	92855	89096	520.45165	145.8447775	-1.008171472
1.1.1.7	0.0293324	2247.673469	259.3681319	98	546	220272	141615	1246.375404	165.5126624	1542.804348	155.5607477	92	535	141938	83225	876.452214	126.6875159	-0.029332364
1.1.1.8	1.24155	380.4545455	256.50501	176	499	66960	127996	244.3641521	144.317152	190.3028571	169.993988	176	499	33303	84827	146.7804765	127.1322586	-1.241548563
1.1.1.9	-1.12134	896.1079545	251.3967936	176	499	157715	125447	943.2401391	143.3712856	1004.938144	134.0213144	97	563	97479	75454	644.8359787	91.47783845	1.121343346
1.1.1.10	-0.435422	2162.30303	265.7923497	99	549	214068	145920	1083.082651	156.1838294	2022.901961	171.728281	102	541	206336	92905	1140.470616	130.2777288	0.435422254
1.1.1.11	0.875221	1841.737374	224.5501792	99	558	182332	125299	1129.8597	131.1416243	747.9435028	173.7228916	177	498	132386	86514	818.5170462	142.768269	-0.875221361
1.1.1.12	-0.123657	578.8135593	239.997992	177	498	102450	119519	454.1077353	139.7063113	361.3220339	171.3574297	177	498	63954	85336	309.060419	150.546597	0.12365734
1.1.1.13	0.401125	455.4494382	262.2765957	178	470	81070	123270	357.0659308	149.7882622	258.252809	177.0617021	178	470	45969	83219	193.5933945	140.0694449	-0.401125233
