1.1.1.1	0.234503	736.2322581	528.625969	159	516	114116	272771	441.863164	316.3504239	245.6753247	178.1711538	155	520	37834	92649	169.3721747	123.8290056	-0.234503391
1.1.1.2	-1.09171	621.7254902	421.159596	153	495	95124	208474	414.6332853	199.754073	370.4379085	190.9090909	153	495	56677	94500	335.5980873	125.0009205	1.091710109
1.1.1.3	-0.0500312	943.2662338	383.7101727	154	521	145263	199913	874.0831043	194.2592369	397.8571429	185.0095969	154	521	61270	96390	326.2895382	118.4516467	0.050031198
1.1.1.4	-0.255583	691.1273885	428.4362934	157	518	108507	221930	406.5926415	181.3544568	322.7898089	190.5637066	157	518	50678	98712	236.0534872	126.8091427	0.25558286
1.1.1.5	0.0915461	797.9605263	495.5766129	152	496	121290	245806	509.328465	258.8095696	317.3684211	198.1895161	152	496	48240	98302	261.9023694	134.7376647	-0.09154613
1.1.1.6	0.0773175	1366.427632	592.4435946	152	523	207697	309848	1063.804534	236.7347391	516.4701987	236.7954111	152	523	77987	123844	502.1394335	136.9040159	-0.077317527
1.1.1.7	-0.16688	1577.621795	676.5275735	156	544	246109	368031	1424.617247	441.7160794	655.5576923	219.572744	157	543	102267	119228	631.9502601	179.8081589	0.166879718
1.1.1.8	1.91904	796.9736842	608.9251825	152	548	121140	333691	432.4807259	273.490622	221.2236842	229.350365	152	548	33626	125684	152.8559779	151.8315957	-1.919037298
1.1.1.9	-1.03681	1011.075342	629.373494	150	498	147617	313428	739.6630859	293.6267558	503.3133333	214.4849095	151	497	75497	106599	517.5929693	163.96362	1.036805894
1.1.1.10	-0.936646	3069.714286	630.350937	84	587	257856	370016	1365.418613	228.8164486	2405.345238	212.7785349	84	587	202049	124901	1235.10642	125.5788994	0.936646209
1.1.1.11	-0.279752	1441.147436	663.7090559	156	519	224819	344465	1255.170367	496.7458713	621.6282051	240.2292871	156	519	96974	124679	620.427574	161.6583359	0.279751826
1.1.1.12	0.114375	885.5419355	564.8539554	155	493	137259	278473	485.268336	245.0979499	373.6774194	250.7768763	155	493	57920	123633	285.4374331	156.7847548	-0.114375289
1.1.1.13	-0.0756699	850.7483444	587.6865385	155	520	128463	305597	486.3790555	220.4702226	338.9144737	220.8420039	156	519	51515	114617	245.2462764	143.1232478	0.075669873
1.1.1.14	-0.0612054	2730.119266	489.3790036	113	562	297583	275031	1579.682169	197.2305869	1288.743243	200.996587	74	586	95367	117784	587.827334	118.2763727	0.061205441
1.1.1.15	0.764134	1787.294737	406.2614841	95	566	169793	229944	604.0256508	176.0324682	562.7115385	201.8477842	156	519	87783	104759	463.1905795	157.2644213	-0.764133951
1.1.1.16	1.52755	843.6103896	398.0668016	154	494	129916	196645	616.7934184	186.6415018	273.2532468	207.1558704	154	494	42081	102335	197.9310375	131.7694204	-1.527548676
