1	3041	1194	35	11	1954	790	51	23	0.59	1.58
2	182	49	35	10	137	38	50	19	0.62	1.64
3	185	46	37	11	247	58	49	19	-0.51	0.75
4	264	77	37	12	250	87	49	15	0.08	1.13
5	68	19	35	11	70	18	49	15	0.96	1.59
6	65	19	35	11	76	23	48	15	0.33	1.07
7	289	96	35	10	201	61	48	13	0.74	1.65
8	84	27	35	11	64	18	47	14	1.62	2.78
9	67	20	35	11	68	18	50	15	0.80	1.70
10	908	228	35	10	812	256	51	15	0.22	1.15
11	172	42	35	11	218	61	48	14	-0.21	0.81
12	425	100	36	11	447	124	49	14	-0.01	0.98
13	41	16	36	11	53	16	48	14	-1.00	1.00
14	40	14	36	11	52	17	48	16	1.00	1.00
15	1805	565	35	11	1622	452	46	12	0.18	1.12
16	792	276	35	11	520	194	48	14	0.73	1.60
17	2485	1047	34	10	1623	606	47	14	0.57	1.56
18	2910	1157	34	11	1868	875	48	13	0.64	1.58
19	32	10	36	12	61	20	49	14	null	-0.14
20	542	271	39	14	289	113	51	16	1.16	2.11
21	337	100	37	13	276	87	50	14	0.41	1.32
22	37	11	35	11	59	20	48	14	-2.59	0.29
23	88	23	35	12	88	30	49	15	0.42	1.37
24	39	12	35	12	51	15	48	14	0.32	1.00
25	67	19	36	11	76	19	48	13	0.14	1.10
26	37	11	36	11	48	15	47	14	0.00	1.00
27	160	46	35	11	149	43	48	14	0.31	1.23
28	68	18	37	12	67	17	51	16	0.81	1.74
29	131	44	35	11	166	41	49	15	-0.28	0.82
30	99	31	36	11	90	25	50	14	0.54	1.55
31	96	25	35	10	93	28	48	14	0.50	1.34
32	292	70	35	11	192	63	49	19	0.91	1.77
33	82	21	35	11	94	22	49	16	0.07	1.02
34	2465	1022	35	11	1685	700	47	14	0.59	1.48
35	35	9	35	11	48	14	48	14	null	0.50
36	39	13	35	11	53	17	49	15	-0.32	1.20
37	43	15	36	11	59	17	49	15	-0.87	0.82
38	102	27	35	11	123	34	49	15	-0.26	0.92
39	188	42	36	11	123	30	49	14	1.13	2.05
40	73	19	35	12	58	14	47	13	1.52	3.08
41	72	19	36	11	80	32	48	15	0.59	1.12
42	121	32	35	11	118	35	47	14	0.26	1.22
43	227	52	35	11	132	36	47	14	1.14	2.23
44	34	10	35	10	50	17	47	15	null	0.17
45	74	44	34	10	80	23	47	14	0.04	1.17
46	1167	338	35	11	835	286	48	15	0.58	1.44
47	4779	1460	35	11	5840	1999	49	15	-0.26	0.82
48	134	37	35	11	104	30	49	15	0.75	1.74
49	150	48	35	11	198	54	50	13	-0.36	0.78
50	58	16	35	11	89	18	48	14	-0.83	0.58
51	36	10	36	11	51	14	47	14	null	0.33
52	83	36	35	11	140	81	48	14	-0.47	0.52
53	70	19	35	11	67	20	49	14	1.34	1.85
54	69	21	35	11	83	22	48	15	-0.22	0.92
55	178	60	35	11	257	57	47	14	-0.60	0.68
56	37	13	35	11	57	17	48	14	-2.17	0.36
57	303	82	35	10	255	89	49	14	0.44	1.29
58	41	13	35	11	52	18	48	14	1.42	1.33
59	56	10	36	12	81	18	49	15	-0.59	0.65
60	511	141	36	11	339	119	48	14	0.70	1.63
61	38	11	35	11	52	13	48	14	-2.32	0.67
62	575	168	35	11	356	120	47	14	0.81	1.75
63	81	21	36	11	64	22	47	14	2.17	2.47
64	1234	359	35	11	970	293	50	15	0.45	1.30
65	43	16	35	11	53	16	49	15	0.49	1.43
66	730	166	37	12	205	66	47	15	2.14	4.32
67	65	23	35	11	81	24	59	154	-0.14	0.89
68	7073	2344	36	11	1994	869	48	14	1.84	3.61
69	86	44	35	11	125	79	47	12	-0.26	0.68
70	44	15	35	11	55	16	48	14	1.00	1.38
71	74	23	35	10	87	21	48	14	0.04	1.00
72	75	13	37	11	75	15	49	14	0.81	1.48
73	41	14	36	11	60	32	47	14	-1.26	0.47
74	73	18	36	12	71	17	48	14	0.49	1.56
75	35	11	34	11	49	15	49	14	0.00	1.50
76	34	11	35	12	64	24	48	14	null	0.06
77	61	17	36	12	84	16	48	13	-0.64	0.71
78	114	33	36	11	102	31	49	13	0.43	1.48
79	44	14	36	12	54	15	47	13	0.15	1.11
80	2491	823	36	11	2106	872	46	14	0.21	1.19
81	1882	547	36	11	1449	545	48	14	0.36	1.32
82	435	134	35	11	873	216	48	15	-0.93	0.48
83	392	137	36	12	286	94	48	14	0.50	1.49
84	2311	682	36	12	970	339	47	14	1.30	2.46
85	5781	1925	38	12	1628	673	49	15	1.83	3.63
86	43	22	35	11	69	45	49	14	-0.49	0.45
87	82	22	34	10	94	26	49	14	0.00	1.04
88	36	10	35	11	65	19	50	15	-4.00	0.12
89	267	65	34	11	155	50	50	15	1.03	2.22
