NT05SP0001_rep1	-0.683486175	520.263158	131.8	497.478261	114.043478
NT05SP0001_rep2	-0.490105096	518.2	134.268421	491.070652	118.603261
NT05SP0005_rep1		497.168421	128.468421	492.233696	120.853261
NT05SP0005_rep2		505.236842	142.005263	523.11413	114.016304
NT05SP0055_rep1	-0.506407606	631.442105	314.436842	504.326087	115.771739
NT05SP0055_rep2	-0.171209467	530.642105	138.036842	504.168478	112.217391
NT05SP0065_rep1	-0.019160428	1907.105263	1667.957895	483.494565	101.217391
NT05SP0065_rep2	-0.228429355	674.847368	311.778947	511.76087	107
NT05SP0142_rep1	0.372044985	611.915789	347.852632	495.423913	116.913043
NT05SP0142_rep2	0.304482966	618.526316	325.378947	518.375	119.266304
NT05SP0154_rep1	-0.697577374	510.878947	113.578947	491.61413	103.940217
NT05SP0154_rep2	-0.733175604	497.226316	121.878947	466.836957	106.293478
NT05SP0169_rep1	-1.029111074	508.573684	130.257895	500.597826	121.130435
NT05SP0169_rep2	-0.222635532	519.894737	130.510526	490.76087	114.554348
NT05SP0181_rep1		512.752632	131.626316	508.282609	114.282609
NT05SP0181_rep2		531.226316	133.636842	526.548913	115.152174
NT05SP0194_rep1	-0.403737661	502.621053	121.363158	492.831522	114.081522
NT05SP0194_rep2	-0.841894912	522.878947	121.668421	503.777174	110.63587
NT05SP0195_rep1	-0.649629128	499.884211	128.089474	494.951087	123.983696
NT05SP0195_rep2		491.526316	135.578947	503.869565	120.652174
NT05SP0196_rep1	-0.555686569	509.436842	134.142105	507.016304	117.967391
NT05SP0196_rep2		503.421053	129.6	490.896739	119.163043
NT05SP0197_rep1		521.257895	127.742105	498.152174	119.244565
NT05SP0197_rep2	-0.841488245	517.194737	128.505263	511.907609	120.375
NT05SP0198_rep1	-0.573463286	515.342105	123.989474	499.173913	114.23913
NT05SP0198_rep2	-0.603716123	498.826316	121.152632	479.48913	108.173913
NT05SP0199_rep1	-0.709910257	536.878947	160.157895	502.206522	127.038043
NT05SP0199_rep2	-1.600081996	530.921053	128.168421	502.75	116.108696
NT05SP0200_rep1		493.757895	127.452632	507.815217	112.25
NT05SP0200_rep2	-2.075735623	517.189474	116.210526	493.880435	110.146739
NT05SP0217_rep1		506.305263	118.763158	511.119565	103.652174
NT05SP0217_rep2		522.342105	115.152632	497.597826	117.690217
NT05SP0225_rep1	-0.003229628	560.010526	243.831579	484.597826	105.016304
NT05SP0225_rep2	-0.214671777	560.636842	228.994737	475.483696	98.576087
NT05SP0236_rep1	1.552025599	566.621053	345.115789	472.195652	127.586957
NT05SP0236_rep2	0.230967504	514.826316	159.063158	507.798913	127.630435
NT05SP0256_rep1	0.414490972	1128.078947	1293.826316	494.88587	101.456522
NT05SP0256_rep2	0.442700141	1098.952632	1257.847368	473.233696	106.73913
NT05SP0263_rep1	1.108639675	497.142105	131.852632	493.358696	116.559783
NT05SP0263_rep2		510.526316	131.689474	500.141304	119.483696
NT05SP0273_rep1	1.046866721	509.989474	153.636842	506.36413	105.304348
NT05SP0273_rep2	3.078663874	523.342105	191.568421	505.880435	104.61413
NT05SP0285_rep1		541.505263	132.389474	497.36413	119.211957
NT05SP0285_rep2	-1.286929134	494.884211	130.173684	510.152174	118.521739
NT05SP0289_rep1	0.084338615	706.963158	433.852632	497.211957	116.108696
NT05SP0289_rep2	0.018286643	681.110526	400.6	511.097826	122.603261
NT05SP0301_rep1		496.468421	127.963158	518.032609	118.652174
NT05SP0301_rep2		498.121053	125.642105	503.663043	112.755435
NT05SP0306_rep1	0.200921759	567.826316	293.9	506.163043	126.413043
NT05SP0306_rep2	0.376315458	535.968421	214.163158	494.891304	118.646739
NT05SP0333_rep1	0.168075128	532.894737	181.273684	522.451087	103.706522
NT05SP0333_rep2	2.892491004	531.657895	192.373684	491.472826	107.836957
NT05SP0334_rep1	0.510352393	935.894737	1245.110526	505.429348	148.255435
NT05SP0334_rep2	0.56241441	591.315789	371.489474	505.75	122.315217
NT05SP0356_rep1	-0.882545366	496.1	122.005263	513.847826	115.826087
NT05SP0356_rep2		511.605263	127.273684	485.630435	113.576087
NT05SP0407_rep1	-0.064502269	1901.384211	1456.578947	492.494565	115.88587
NT05SP0407_rep2	-0.047685474	1428.315789	1088.542105	506.75	115.51087
NT05SP0415_rep1		503.215789	119.863158	488.766304	109.315217
NT05SP0415_rep2	0.017498462	490.915789	105.273684	494.353261	99.586957
NT05SP0426_rep1		495.652632	118.757895	495.853261	113.440217
NT05SP0426_rep2	-0.96026084	513.589474	122.431579	506.777174	116.771739
NT05SP0428_rep1		516.715789	141.2	485.554348	123.548913
NT05SP0428_rep2	-0.616688928	517.321053	131.847368	523.021739	116.326087
NT05SP0430_rep1	0.767871991	562.8	290.294737	503.059783	112.586957
NT05SP0430_rep2	0.625806876	559.468421	269.931579	515.646739	122.657609
NT05SP0435_rep1	-0.367673139	2026.042105	1453.526316	515.119565	123.092391
NT05SP0435_rep2	-0.434338525	1279.363158	845.384211	497.63587	122.092391
NT05SP0451_rep1	0.141236237	517.763158	148.605263	507.961957	109.304348
NT05SP0451_rep2	1.681172251	506.242105	147.252632	486.630435	107.951087
NT05SP0461_rep1	0.317979997	855.663158	810.068421	519.304348	108.75
NT05SP0461_rep2	0.461717851	875.642105	800.378947	482.711957	106.152174
NT05SP0471_rep1	0.448028851	561.284211	219.094737	504.956522	118.657609
NT05SP0471_rep2	-0.269058508	556.768421	220.231579	523.456522	122.972826
NT05SP0484_rep1		499.778947	126.105263	512.184783	113.157609
NT05SP0484_rep2		485.210526	132.110526	482.342391	105.505435
NT05SP0493_rep1		484.294737	117.605263	489.423913	108.146739
NT05SP0493_rep2		492.473684	110.505263	522.755435	107.733696
NT05SP0502_rep1	1.099388565	531.321053	358.231579	524.907609	119.836957
NT05SP0502_rep2	3.488775481	526.521053	292.073684	496.130435	124.853261
NT05SP0539_rep1		499.705263	112.989474	475.581522	110.407609
NT05SP0539_rep2	-3.280501866	489.084211	112.478947	502.505435	103.320652
NT05SP0541_rep1	-0.796619449	477.026316	126.773684	498.826087	118.918478
NT05SP0541_rep2		506.810526	116.457895	490.771739	106.375
NT05SP0550_rep1	-0.457230957	1087.657895	689.931579	494.01087	111.804348
NT05SP0550_rep2	-0.39178641	824.068421	419.036842	509.875	114.548913
NT05SP0579_rep1	-0.494739192	657.510526	299.847368	511.418478	128.184783
NT05SP0579_rep2	-0.282120251	574.563158	231.321053	501.619565	121
NT05SP0584_rep1	-0.445100324	1362.568421	992.915789	492.369565	112.5
NT05SP0584_rep2	-0.437360104	1168.9	780.363158	508.048913	106.668478
NT05SP0631_rep1		512.310526	143.189474	520.38587	121.722826
NT05SP0631_rep2		518.884211	146.242105	513.01087	129.918478
NT05SP0655_rep1	-0.68047965	564.557895	180.526316	497.538043	111.815217
NT05SP0655_rep2	-0.336836015	529.468421	174.331579	480.728261	111.342391
NT05SP0674_rep1	-0.861639179	629.836842	247.668421	493.858696	125.76087
NT05SP0674_rep2	-0.784040144	672.126316	269.963158	514.13587	125.934783
NT05SP0675_rep1	-0.075354074	561.015789	219.568421	510.402174	114.353261
NT05SP0675_rep2	0.182829108	551.168421	215.173684	512.619565	118.798913
NT05SP0707_rep1	0.364687725	529.563158	152.252632	507.070652	115.016304
NT05SP0707_rep2	-0.27852452	527.163158	131.510526	502.597826	110.11413
NT05SP0711_rep1	-0.035292143	691.005263	388.873684	488.168478	103.184783
NT05SP0711_rep2	-0.08838944	674.426316	377.963158	500.983696	112.266304
NT05SP0775_rep1	1.210882644	526.573684	273.673684	496.244565	98.467391
NT05SP0775_rep2	3.298009183	533.663158	287.373684	526.309783	104.26087
NT05SP0777_rep1	-0.78678224	515.036842	145.205263	489.913043	109.625
NT05SP0777_rep2	-0.212429365	509.868421	139.110526	475.766304	108.108696
NT05SP0804_rep1	-0.159321172	613.421053	274.978947	485.494565	119.179348
