1	-0.910204786	893	7262	0.122968879	0
2	-0.982271233	430	4128	0.104166667	0
3	-0.66943982	2148	10034	0.214072155	0
4	-1.204634129	1108	17749	0.062426052	0
5	-0.848535828	2966	20927	0.141730778	0
6	-0.328419421	1997	4254	0.469440527	0
7	-0.5839187	1931	7408	0.260664147	0
8	-0.887356277	1992	15369	0.129611556	0
9	-0.940623091	1364	11897	0.114650752	0
10	-0.596066321	4560	17990	0.253474152	0
11	-0.831430302	996	6756	0.147424512	0
12	-1.023106717	1356	14301	0.094818544	0
13	-0.334378904	6985	15085	0.463042758	0
14	-1.037626046	2116	23075	0.091700975	0
15	-0.752380459	2592	14656	0.176855895	0
16	-0.833254567	2071	14107	0.14680655	0
17	-1.07469764	1071	12720	0.084198113	0
18	-0.781164581	2298	13884	0.165514261	0
19	-0.943526427	620	5444	0.113886848	0
20	-0.955057755	2188	19729	0.110902732	0
21	-0.874727995	1912	14329	0.13343569	0
22	-1.130987802	1966	26581	0.073962605	0
23	-1.144385045	428	5968	0.071715818	0
24	-1.179779516	1493	22586	0.066102896	0
25	-1.022527316	1142	12028	0.094945128	0
26	0.104735351	4116	3234	1.272727273	0
27	-0.00646955	7929	8048	0.985213718	0
28	-0.965182348	1629	15035	0.10834719	0
29	-1.114344972	582	7573	0.076851974	0
30	-0.606873208	3163	12793	0.247244587	0
31	-0.520538791	1861	6170	0.301620746	0
32	-1.16586559	424	6212	0.06825499	0
33	-0.187414289	1590	2448	0.649509804	0
34	-1.250924507	145	2584	0.056114551	0
35	0.260056413	7540	4143	1.819937244	0
36	-0.934088804	370	3179	0.116388802	0
37	-1.110304612	378	4873	0.077570285	0
38	-1.013475327	898	9263	0.096944834	0
39	-0.33158378	6908	14823	0.466032517	0
40	-0.117399731	4852	6358	0.763133061	0
41	0.200678618	17623	11102	1.587371645	0
42	-1.112396009	757	9806	0.077197634	0
43	-0.550576006	3113	11060	0.281464738	0
44	-0.512747414	2472	8050	0.307080745	0
45	-0.240709738	3794	6604	0.574500303	0
46	0.223375014	5986	3579	1.672534227	0
47	-0.873116368	373	2785	0.133931777	0
48	-0.582124264	1120	4279	0.261743398	0
49	-0.886314204	1534	11807	0.129922927	0
50	-1.198222865	190	2999	0.063354451	0
51	-1.257550432	824	14910	0.055264923	0
52	-0.941626853	1498	13096	0.114386072	0
53	-1.123977908	543	7224	0.075166113	0
54	-0.954978228	983	8862	0.110923042	0
55	-0.191199344	5565	8643	0.643873655	0
56	-0.091616838	6736	8318	0.80981005	0
57	-0.629374594	2796	11910	0.234760705	0
58	-0.148552512	3445	4850	0.710309278	0
59	-1.155518435	1415	20243	0.069900706	0
60	-1.118870087	890	11702	0.076055375	0
61	-0.826749195	1844	12374	0.149022143	0
62	-0.601756946	3584	14326	0.250174508	0
63	-1.167978962	1758	25882	0.067923654	0
64	-1.178121269	683	10293	0.066355776	0
65	-0.985386174	2463	23815	0.103422213	0
66	-0.158950733	3566	5142	0.693504473	0
67	-1.280654236	72	1374	0.052401747	0
68	-0.862953349	902	6579	0.137102903	0
69	-0.324325433	1724	3638	0.473886751	0
70	-1.130703381	870	11755	0.074011059	0
71	-1.167410415	1206	17732	0.068012633	0
72	-1.27247876	499	9345	0.053397539	0
73	-0.959027923	1063	9673	0.109893518	0
74	0.175761457	11847	7904	1.498861336	0
75		2489	1862	N/A	-50
76	-0.462713098	5036	14615	0.344577489	0
77	-0.72144458	964	5076	0.189913318	0
78	-0.752759139	1259	7125	0.176701754	0
79	-1.177989817	913	13755	0.066375863	0
80	-0.995796348	1007	9973	0.100972626	0
81	-1.002324592	913	9179	0.099466173	0
82	-0.821571757	2441	16186	0.150809341	0
83	-0.992692939	941	9253	0.101696747	0
84	-0.962753145	539	4947	0.108954922	0
85	-0.48950608	2754	8501	0.323961887	0
86	0.785482235	13681	2242	6.102140946	0
87	0.863273118	20080	2751	7.29916394	0
88	0.475024054	7437	2491	2.985547973	0
89	0.921815714	18317	2193	8.35248518	0
90	1.070792345	37736	3206	11.77043044	0
91	-0.626828552	2083	8821	0.236141027	0
92	-0.491344835	1662	5152	0.322593168	0
93	-0.584274294	3894	14951	0.260450806	0
94	-1.114136974	690	8974	0.07688879	0
95	-0.862308737	834	6074	0.137306553	0
96	0.456039094	15058	5269	2.857847789	0
97	-1.170431794	690	10216	0.067541112	0
98	-0.635111455	724	3125	0.23168	0
99	-0.949354535	963	8570	0.112368728	0
100	-0.5744296	1671	6272	0.266422194	0
