1	1790	22960	130	466	561	291	413	425	99	33	20	0	1534	1584	883	254	259	57	98	97	0	0.041	0.111	0.127	0.541	0.873	0.034	0.02	120	712	-4.594	53	1280	148	1330	0	0.073090323	-3.774175777	-6.746795179	2.381475739	32
2	1950	22970	100	473	663	449	417	426	93	42	35	0	274	353	177	263	266	59	37	28	0	5.091	2.733	2.071	5.569	11.9	1.862	0.588	80	374	2.348	56	11	246	90	-50	-10000	-10000	-0.32737014	0.72350537	33
3	2120	22970	100	516	605	296	426	427	86	50	33	0	351	370	101	264	269	55	63	38	0	1.034	1.689	1.925	3.826	7.599	1.146	0.252	80	434	0.049	90	87	179	106	-50	-10000	-10000	-0.822752867	0	1
4	2300	22970	100	505	762	579	421	431	89	48	40	0	283	345	197	259	268	60	31	22	0	3.5	3.965	2.686	6.839	12.878	2.228	0.584	80	444	1.807	84	24	341	86	-50	-10000	-10000	-0.32737014	0.72350537	33
5	2470	22970	100	515	709	434	418	426	87	52	40	0	363	411	168	249	256	51	77	56	0	0.851	1.796	1.946	3.687	7.572	1.458	0.44	80	411	-0.233	97	114	291	162	-50	-10000	-10000	-0.362958236	0.588071257	8
6	2660	22960	120	6625	6434	2421	420	426	91	100	100	0	5159	5143	2445	252	258	50	100	100	0	1.265	1.23	1.274	1.337	0.605	1.119	0.907	120	542	0.339	6205	4907	6014	4891	0	1.54468799	0.627315459	0.60138257	0.169997887	15
7	2830	22960	110	1358	1446	408	422	429	95	100	100	0	771	789	194	255	261	60	100	100	0	1.814	1.918	1.857	2.006	0.688	1.693	0.795	80	450	0.859	936	516	1024	534	0	2.172210525	1.119163932	0.806497182	0.297288958	15
8	3000	22970	100	488	807	705	413	418	90	43	30	0	279	383	259	248	248	54	45	31	0	2.419	2.919	2.336	4.378	8.676	2.203	0.704	80	411	1.275	75	31	394	135	-50	-10000	-10000	-0.32737014	0.72350537	33
9	3190	22960	120	670	772	399	410	411	89	87	67	0	5069	5329	2204	247	249	50	99	99	0	0.054	0.071	0.048	0.103	0.139	0.05	0.207	120	510	-4.213	260	4822	362	5082	0	0.071903103	-3.797802163	-3.882739074	0.084936911	2
10	3360	22950	110	2951	3112	728	414	429	165	100	100	0	1600	1602	326	249	259	82	100	100	0	1.878	1.994	2.002	2.025	0.387	1.956	0.946	80	454	0.909	2537	1351	2698	1353	0	2.276860813	1.187046101	0.922596958	0.264449143	2
11	3520	22970	100	480	673	455	409	428	166	38	26	0	267	329	158	251	263	81	32	18	0	4.438	3.385	2.59	3.734	4.02	1.826	0.464	80	401	2.15	71	16	264	78	-50	-10000	-10000	-0.32737014	0.72350537	33
12	3700	22970	100	539	711	462	427	437	91	53	36	0	289	343	165	255	262	50	43	31	0	3.294	3.227	2.789	5.499	10.561	1.966	0.536	80	413	1.72	112	34	284	88	-50	-10000	-10000	-0.32737014	0.72350537	33
13	3870	22970	100	469	685	463	449	455	94	36	28	0	287	349	175	271	271	53	33	27	0	1.25	3.026	2.086	2.813	2.702	1.756	0.483	80	432	0.322	20	16	236	78	-50	-10000	-10000	-0.32737014	0.72350537	33
14	4050	22970	100	546	631	291	449	453	94	50	28	0	295	326	117	278	281	57	37	17	0	5.706	3.792	2.218	3.46	3.437	1.448	0.37	80	427	2.512	97	17	182	48	-50	-10000	-10000	-0.32737014	0.72350537	33
15	4220	22970	100	490	592	310	447	445	89	36	21	0	412	448	144	282	285	57	81	61	0	0.331	0.873	0.751	1.213	1.542	0.75	0.224	80	432	-1.596	43	130	145	166	-50	-10000	-10000	-0.136754046	0	1
16	4400	22970	100	469	597	348	426	430	86	40	26	0	319	335	122	271	274	55	43	21	0	0.896	2.672	1.758	2.565	2.418	1.613	0.419	80	444	-0.159	43	48	171	64	-50	-10000	-10000	-0.336427804	0.419877794	3
17	4570	22970	100	434	529	247	394	404	87	41	23	0	264	308	127	256	257	51	40	21	0	5	2.596	2.1	3.667	4.968	1.082	0.299	80	433	2.322	40	8	135	52	-50	-10000	-10000	-0.173616152	0.150496194	3
18	4750	22970	100	416	536	316	372	381	82	38	31	0	262	292	109	233	238	49	33	27	0	1.517	2.78	2.516	5.146	8.144	1.486	0.34	80	444	0.601	44	29	164	59	-50	-10000	-10000	-0.05462166	0.603954622	6
19	4950	22950	100	489	656	467	377	382	92	53	35	0	569	639	310	245	248	50	88	78	0	0.346	0.708	0.675	1.181	1.454	0.702	0.42	80	456	-1.532	112	324	279	394	0	0.48003282	-1.058795048	-1.570336162	1.581832667	15
20	5130	22930	110	6358	6157	2752	409	413	106	100	100	0	3412	3551	1674	256	262	81	100	100	0	1.885	1.744	1.749	1.78	0.32	1.669	0.961	80	495	0.915	5949	3156	5748	3295	0	2.296557588	1.199472961	0.968261429	0.164987772	19
21	5310	22940	110	546	822	608	413	418	109	57	42	0	813	809	195	258	266	84	100	98	0	0.24	0.742	0.63	0.881	0.847	0.678	0.284	80	439	-2.061	133	555	409	551	0	0.333123204	-1.585872247	-1.437032673	0.148839574	2
22	5450	22960	100	470	627	469	413	432	157	23	13	0	265	318	143	262	270	72	23	15	0	19	3.821	2.446	4.447	8.253	2.18	0.603	80	379	4.248	57	3	214	56	-50	-10000	-10000	-0.32737014	0.72350537	33
23	5620	22960	100	428	660	614	411	448	244	21	17	0	267	314	169	259	270	90	17	11	0	2.125	4.527	3.349	6.213	10.35	2.65	0.605	80	427	1.087	17	8	249	55	-50	-10000	-10000	-0.32737014	0.72350537	33
24	5800	22960	100	480	613	416	390	418	205	28	17	0	278	334	162	250	259	75	32	18	0	3.214	2.655	1.923	4.131	7.755	1.405	0.469	80	471	1.684	90	28	223	84	-50	-10000	-10000	0.364494047	0.849072703	16
25	1800	23150	130	3138	3329	1478	413	419	97	99	99	0	4333	4678	2191	248	253	50	100	99	0	0.667	0.658	0.657	0.705	0.379	0.647	0.952	120	604	-0.584	2725	4085	2916	4430	0	0.818213542	-0.28945068	-0.258130687	0.031319993	2
