1	2280	24150	130	70	89	65	62	62	10	43	23	0	236	761	1268	42	43	9	100	100	0	0.041	0.038	0.044	0.051	2.977	0.013	0.071	120	671	-4.6	8	194	27	719	0	0.115541025	-3.113522895	-4.804778885	2.002489628	31
2	2440	24150	100	81	146	229	61	61	10	63	48	0	56	67	42	44	45	10	55	33	0	1.667	3.696	1.375	1.698	2.996	5.891	0.709	80	367	0.737	20	12	85	23	-50	-10000	-10000	0.418271875	0.982336954	23
3	2630	24150	120	110	134	105	61	62	10	99	96	0	84	88	25	44	45	10	95	82	0	1.225	1.659	1.273	1.381	2.102	3.634	0.453	120	525	0.293	49	40	73	44	0	1.006032212	0.008676499	-0.278441548	0.287118047	2
4	2800	24140	80	114	263	410	63	64	10	94	88	0	82	116	92	45	46	10	96	82	0	1.378	2.817	1.356	1.506	2.495	4.412	0.825	52	280	0.463	51	37	200	71	-50	-10000	-10000	0.418271875	0.982336954	23
5	2980	24140	130	219	220	38	64	65	10	99	99	0	170	167	33	46	47	9	100	97	0	1.25	1.289	1.269	1.307	1.354	1.284	0.887	120	540	0.322	155	124	156	121	0	1.078111678	0.10850663	-0.026978158	0.499713961	16
6	3150	24120	130	28387	27163	4320	68	87	237	100	100	0	49441	47638	6316	47	63	241	100	100	0	0.573	0.569	0.572	0.566	1.101	0.572	0.989	120	515	-0.803	28319	49394	27095	47591	0	0.501742896	-0.99497981	-1.108597992	0.172380395	16
7	3340	24120	140	25119	21602	8147	69	86	222	98	97	0	50281	42225	17190	46	61	227	96	95	0	0.499	0.511	0.506	0.584	1.782	0.501	0.989	156	583	-1.004	25050	50235	21533	42179	0	0.436447996	-1.196118333	-1.246845632	0.092814802	16
8	3490	24110	100	91	173	293	68	70	17	60	37	0	98	110	59	46	48	10	90	83	0	0.442	1.641	0.547	0.594	3.384	4.852	0.6	80	360	-1.177	23	52	105	64	-50	-10000	-10000	0.418271875	0.982336954	23
9	3690	24110	130	18928	18291	3366	68	70	23	100	100	0	485	475	91	46	48	11	100	100	0	42.961	42.478	42.572	42.747	1.173	42.943	0.964	120	548	5.425	18860	439	18223	429	0	35.83687318	5.16337286	4.996606417	0.166766444	2
10	3850	24100	130	4319	4396	711	67	68	13	100	100	0	911	923	152	47	48	10	100	100	0	4.921	4.942	5.005	4.951	1.121	5.01	0.969	120	544	2.299	4252	864	4329	876	0	4.232539611	2.08152357	0.653380295	1.428143275	2
11	4020	24090	100	86	183	302	66	67	12	63	42	0	57	69	50	47	49	9	50	32	0	2	5.318	2.467	2.167	4.245	6.423	0.81	80	379	1	20	10	117	22	-50	-10000	-10000	0.418271875	0.982336954	23
12	4190	24090	100	82	207	402	65	66	10	67	42	0	51	73	73	47	49	11	30	15	0	4.25	5.462	3.643	2.603	3.471	5.638	0.909	80	399	2.087	17	4	142	26	-50	-10000	-10000	0.418271875	0.982336954	23
13	4370	24080	100	78	215	442	65	65	11	53	36	0	52	71	74	46	48	12	32	16	0	2.167	6	2.268	2.281	3.955	6.198	0.904	80	413	1.115	13	6	150	25	-50	-10000	-10000	0.418271875	0.982336954	23
14	4540	24080	100	79	213	417	66	66	10	56	41	0	52	76	86	46	47	9	35	21	0	2.167	4.9	2.588	2.47	3.723	5.001	0.906	80	396	1.115	13	6	147	30	-50	-10000	-10000	0.418271875	0.982336954	23
