1	0	0	0	0	0	0	0	0.12	null
2	0	392	179	276	132	392	408	0.196	null
3	0	501	149	346	140	501	497	-0.16	null
4	0	700	159	431	122	700	603	-0.28	null
5	0	418	144	261	112	418	386	-0.19	null
6	0	431	216	365	130	431	527	0.784	null
7	1	546	145	309	165	546	445	-0.839	-0.839
8	1	773	122	612	157	773	842	-0.033	-0.033
9	0	362	199	200	152	362	312	-0.319	null
10	0	366	148	304	153	366	449	0.209	null
11	0	290	141	284	118	290	434	0.99	null
12	0	443	157	170	101	443	264	-1.12	null
13	0	605	161	467	150	605	656	0.058	null
14	1	692	104	716	175	692	983	0.361	0.361
15	0	405	120	347	120	405	504	0.297	null
16	0	487	163	325	154	487	469	-0.278	null
17	0	502	213	368	164	502	527	0.134	null
18	0	400	154	245	138	400	367	-0.392	null
19	0	463	175	147	154	463	232	0.12	null
20	0	330	179	297	146	330	444	0.867	null
21	0	280	131	286	132	280	440	0.912	null
22	0	421	109	253	148	421	375	-0.831	null
23	1	448	140	629	102	448	883	1.305	1.305
24	1	525	189	952	119	525	1307	1.798	1.798
25	0	459	224	361	121	459	520	0.672	null
26	0	449	195	424	150	449	607	0.727	null
27	0	473	120	558	147	473	786	0.76	null
28	0	745	197	739	151	745	1013	0.582	null
29	1	306	171	463	125	306	673	1.995	1.995
30	1	309	160	441	118	309	642	1.779	1.779
31	0	266	134	343	105	266	517	1.603	null
32	1	240	205	859	104	240	1224	5.238	5.238
33	0	318	136	308	114	318	461	0.814	null
34	0	583	136	428	111	583	604	0.047	null
35	0	581	118	624	126	581	866	0.606	null
36	1	642	148	813	109	642	1115	0.988	0.988
37	0	492	119	397	108	492	567	0.203	null
38	1	804	144	489	113	804	677	-0.316	-0.316
39	1	703	168	741	166	703	1016	0.586	0.586
40	1	1074	157	1014	132	1074	1388	0.406	0.406
41	0	325	152	248	96	325	381	0.622	null
42	0	491	160	436	111	491	620	0.545	null
43	0	493	162	351	150	493	505	-0.097	null
44	0	324	172	429	139	324	624	1.608	null
45	1	889	165	436	129	889	604	-0.734	-0.734
46	1	944	188	479	110	944	660	-0.547	-0.547
47	1	729	158	400	117	729	561	-0.482	-0.482
48	0	633	160	431	133	633	606	-0.123	null
49	0	0	0	0	0	0	0	0.12	null
50	0	602	237	378	160	602	536	-0.14	null
51	0	501	191	350	157	501	503	-0.049	null
52	0	406	138	339	101	406	493	0.456	null
53	0	428	107	454	119	428	649	0.633	null
54	0	451	120	434	134	451	620	0.437	null
55	1	818	121	446	143	818	619	-0.694	-0.694
56	0	684	131	496	105	684	691	0.006	null
57	0	243	117	224	102	243	367	1.01	null
58	0	379	121	201	104	379	311	-0.582	null
59	0	619	149	387	134	619	547	-0.333	null
60	0	561	141	293	125	561	422	-0.706	null
61	0	283	148	341	124	283	511	1.459	null
62	0	320	134	286	131	320	431	0.516	null
63	0	417	146	404	116	417	582	0.693	null
64	0	441	118	502	122	441	713	0.792	null
65	0	424	214	409	114	424	588	1.121	null
66	0	421	170	264	92	421	390	0.134	null
67	0	421	156	412	128	421	592	0.709	null
68	0	416	186	402	137	416	579	0.837	null
69	0	489	204	489	172	489	692	0.743	null
70	0	509	176	520	172	509	732	0.627	null
71	0	457	215	396	161	457	568	0.598	null
72	0	518	144	318	98	518	458	-0.166	null
73	0	0	0	0	0	0	0	0.12	null
74	0	715	233	581	170	715	802	0.283	null
75	0	403	181	282	144	403	416	0.075	null
76	0	479	120	388	188	479	556	-0.23	null
77	0	631	117	404	154	631	570	-0.487	null
78	0	560	133	464	104	560	654	0.289	null
79	1	663	105	482	154	663	673	-0.247	-0.247
80	0	583	135	307	139	583	441	-0.806	null
81	0	299	121	298	107	299	451	0.832	null
82	0	567	122	461	122	567	649	0.145	null
83	1	858	153	614	131	858	842	-0.068	-0.068
84	1	2033	207	937	135	2033	1293	-0.723	-0.723
85	1	657	137	432	109	657	606	-0.16	-0.16
86	1	668	171	682	170	668	939	0.537	0.537
87	1	423	131	259	134	423	383	-0.51	-0.51
88	0	426	125	317	106	426	462	0.115	null
89	0	360	199	236	122	360	359	0.468	null
90	0	357	146	270	132	357	405	0.164	null
91	0	506	174	331	154	506	477	-0.271	null
92	0	594	128	362	173	594	515	-0.71	null
93	0	444	164	357	101	444	516	0.485	null
94	0	470	188	292	98	470	425	0.106	null
95	1	619	147	417	94	619	588	-0.011	-0.011
96	1	792	137	520	127	792	718	-0.244	-0.244
97	0	622	216	711	187	622	980	0.875	null
98	0	799	137	539	120	799	743	-0.172	null
99	0	397	191	306	112	397	449	0.607	null
100	0	353	137	350	118	353	513	0.76	null
101	0	638	167	347	126	638	493	-0.517	null
102	0	465	146	420	109	465	600	0.543	null
103	1	738	144	590	146	738	814	0.072	0.072
104	0	793	149	897	114	793	1226	0.748	null
105	0	520	154	564	125	520	790	0.794	null
106	1	636	120	588	109	636	815	0.388	0.388
107	1	1087	179	589	118	1087	805	-0.477	-0.477
108	1	774	143	749	151	774	1026	0.396	0.396
109	0	488	141	302	121	488	438	-0.31	null
110	0	507	157	380	138	507	543	0.064	null
111	0	425	169	299	131	425	437	0.073	null
112	0	411	138	351	136	411	510	0.292	null
113	0	481	143	264	163	481	386	-1.013	null
114	0	401	184	321	138	401	469	0.45	null
115	0	977	240	575	154	977	788	-0.326	null
116	0	490	166	504	123	490	712	0.79	null
117	0	413	147	255	170	413	378	-0.775	null
118	0	291	114	222	104	291	353	0.319	null
119	0	429	251	144	112	429	231	-0.834	null
120	0	308	116	175	91	308	287	-0.161	null
121	0	0	0	0	0	0	0	0.12	null
122	1	781	190	796	104	781	1089	0.698	0.698
123	1	735	166	583	147	735	804	0.111	0.111
124	1	671	144	583	113	671	807	0.33	0.33
125	0	777	156	611	142	777	840	0.08	null
126	1	835	118	622	138	835	853	-0.09	-0.09
127	1	2313	149	1030	108	2313	1426	-0.765	-0.765
128	1	794	155	763	120	794	1044	0.48	0.48
129	0	623	129	492	133	623	688	0.062	null
130	1	2052	164	852	121	2052	1174	-0.905	-0.905
131	1	2422	117	1570	118	2422	2182	-0.2	-0.2
132	1	912	169	1092	162	912	1494	0.786	0.786
133	0	391	169	330	114	391	482	0.624	null
134	0	429	162	436	111	429	624	0.877	null
135	1	7258	159	2188	145	7258	3052	-1.331	-1.331
136	1	1790	151	906	133	1790	1247	-0.621	-0.621
137	0	748	161	503	143	748	697	-0.198	null
138	1	754	147	549	120	754	758	-0.008	-0.008
139	0	618	153	434	113	618	611	0.004	null
140	0	492	124	285	122	492	414	-0.54	null
141	0	697	137	412	177	697	578	-0.702	null
142	0	718	133	554	112	718	766	0.088	null
143	1	888	197	903	111	888	1234	0.661	0.661
144	1	1141	192	867	138	1141	1186	0.082	0.082
145	0	0	0	0	0	0	0	0.12	null
146	0	499	154	366	163	499	525	-0.148	null
147	0	549	153	351	143	549	502	-0.33	null
148	0	579	151	517	159	579	724	0.278	null
149	0	471	175	406	137	471	581	0.465	null
150	0	441	119	388	145	441	558	0.199	null
151	0	351	223	355	108	351	520	1.699	null
152	0	374	151	251	109	374	377	0.099	null
153	0	294	107	285	137	294	435	0.455	null
154	0	332	116	178	133	332	288	-0.948	null
155	0	485	135	290	125	485	422	-0.446	null
156	0	463	132	370	108	463	532	0.257	null
157	1	724	133	465	103	724	648	-0.201	-0.201
158	1	614	123	702	108	614	968	0.76	0.76
159	1	780	132	619	111	780	851	0.128	0.128
160	1	1105	119	909	162	1105	1244	0.061	0.061
161	0	575	161	371	104	575	528	-0.065	null
162	0	535	145	476	128	535	671	0.383	null
163	0	842	194	509	104	842	702	-0.186	null
164	1	562	127	401	113	562	569	-0.04	-0.04
165	0	553	133	395	103	553	561	0.033	null
166	0	578	118	364	134	578	518	-0.427	null
167	0	599	136	472	119	599	663	0.138	null
168	1	691	185	661	99	691	910	0.638	0.638
169	0	0	0	0	0	0	0	0.12	null
170	1	1112	211	967	135	1112	1324	0.347	0.347
171	0	860	227	622	164	860	853	0.019	null
172	1	761	210	634	133	761	872	0.351	0.351
173	1	994	194	529	108	994	726	-0.448	-0.448
174	1	628	167	477	137	628	668	0.094	0.094
175	0	393	174	343	120	393	500	0.687	null
176	0	425	270	333	102	425	484	1.294	null
177	1	817	122	453	120	817	628	-0.561	-0.561
178	1	1621	137	911	120	1621	1252	-0.444	-0.444
179	1	2532	161	1110	144	2532	1539	-0.829	-0.829
180	1	1400	140	1043	140	1400	1434	-0.017	-0.017
181	0	575	179	561	114	575	783	0.697	null
182	1	924	167	661	117	924	905	-0.006	-0.006
183	1	609	166	466	127	609	654	0.152	0.152
184	1	987	113	922	121	987	1261	0.336	0.336
185	1	1224	158	952	155	1224	1305	0.043	0.043
186	1	919	152	703	125	919	961	0.06	0.06
187	1	1732	210	790	124	1732	1085	-0.73	-0.73
188	1	1718	163	1000	143	1718	1378	-0.396	-0.396
189	0	447	123	282	104	447	413	-0.225	null
190	0	418	167	295	108	418	432	0.242	null
191	1	3062	129	1740	112	3062	2422	-0.383	-0.383
192	1	1132	140	1335	109	1132	1836	0.769	0.769
193	0	0	0	0	0	0	0	0.12	null
194	1	739	243	823	161	739	1126	0.896	0.896
195	1	866	145	627	157	866	860	-0.139	-0.139
196	1	684	149	801	193	684	1098	0.664	0.664
