MAD_SA_00001	20383.5	2312.5	60	45	11.94164469
MAD_SA_00002	2851.5	960	60	50	10.59833739
MAD_SA_00003	33320.4	2604.5	59	52	12.17905746
MAD_SA_00004	1967	461	57	45	9.499803421
MAD_SA_00006	18550.4	1092	57	45	10.82007541
MAD_SA_00007	10180	1242	55	49	11.00123821
MAD_SA_00008	33969.6	1314.5	58	45	11.12149866
MAD_SA_00009	46982.9	1582	52	46	11.43991508
MAD_SA_00010	32690.3	1292	61	46.5	11.09123681
MAD_SA_00011	15196	666	54	55	10.0981235
MAD_SA_00012	40161.2	1578	62.5	39	11.41575977
MAD_SA_00013	15826	1112	58	50.5	10.84431564
MAD_SA_00014	6907.5	3937	59.5	48	12.67616963
MAD_SA_00016	891	163	54	49.5	7.955203391
MAD_SA_00017	505	191	55.5	41.5	8.182864923
MAD_SA_00018	852	366	59	41	9.147888608
MAD_SA_00019	2840	1097	57.5	46	10.79567313
MAD_SA_00020	30293.8	3861.5	60	48	12.77060795
MAD_SA_00021	3401	1746	54.5	48	11.47929087
MAD_SA_00022	17424.5	3701.5	61	50	12.64784632
MAD_SA_00023	375	175	51.5	44.5	8.059817261
MAD_SA_00024	14304.5	3774	61	45	12.65922264
MAD_SA_00025	392	180	51	45	8.099736367
MAD_SA_00026	4193	1336	57	50	11.09176667
MAD_SA_00027	906	591	61.5	46.5	9.851770847
MAD_SA_00028	35029.4	14594	63.5	53	14.70593616
MAD_SA_00029	1454	1094	54	46	10.76269044
MAD_SA_00030	41688.8	4747.5	65	44.5	13.09330359
MAD_SA_00031	381.5	220.5	53	49	8.389028751
MAD_SA_00032	28642.1	3944.5	59	45	12.79947663
MAD_SA_00033	975	450.5	62.5	45.5	9.456395635
MAD_SA_00034	14869	1596.5	61.5	51	11.37025174
MAD_SA_00035	7295	1464	55	49.5	11.23530958
MAD_SA_00036	5498	921	50	50	10.55313347
MAD_SA_00037	18875.5	4363	61.5	46.5	12.91700733
MAD_SA_00038	1554	1096	51	51	10.76808207
