1	null	1	1	HI
2	null	1	1	HI
3	null	1	1	HI
4	-0.355124598	2655	3396	HI
5	-0.304798269	1220	1507	HI
6	0.021898773	6439	6342	HI
7	-0.209658931	569	658	HI
8	0.215975085	14356	12360	HI
9	0.073027802	7881	7492	HI
10	-0.704716677	1710	2787	HI
11	-0.513481187	793	1132	HI
12	-0.122626871	1409	1534	HI
13	null	1	1	HI
14	-0.596189756	768	1161	HI
15	-0.141385858	641	707	HI
16	-0.344479937	4824	6125	HI
17	-0.643824707	1833	2864	HI
18	-0.319310565	331	413	HI
19	-0.393481356	590	775	HI
20	null	1	1	HI
21	0.389270169	3015	2302	HI
22	null	1	1	HI
23	0.300370557	548	445	HI
24	-0.375537869	7322	9499	HI
25	null	1	1	HI
26	-0.350529799	869	1108	HI
27	-0.150203099	802	890	HI
28	-0.053305026	8794	9125	HI
29	-0.116290484	4229	4584	HI
30	0.013286018	3709	3675	HI
31	-0.101984032	5966	6403	HI
32	-0.07772493	1915	2021	HI
33	-0.272462678	2059	2487	HI
34	0.421712441	2383	1779	HI
35	-0.682191372	306	491	HI
36	-0.237791909	20381	24033	HI
37	0.099516855	10952	10222	HI
38	null	1	1	HI
39	null	1	1	HI
40	null	1	1	HI
41	null	1	1	HI
42	null	1	1	HI
43	-0.145850866	188	208	HI
44	-0.338812588	3143	3975	HI
45	-0.528384439	7038	10151	HI
46	-0.451323806	3877	5301	HI
47	0.036641844	3509	3421	HI
48	-0.186110948	1881	2140	HI
49	-0.106305169	4224	4547	HI
50	-0.044058055	3773	3890	HI
51	-0.245810227	323	383	HI
52	0.082619407	13493	12742	HI
53	0.130835838	2353	2149	HI
54	0.077076223	519	492	HI
55	0.314628367	5027	4042	HI
56	-0.369573467	1233	1593	HI
57	-0.219781208	316	368	HI
58	null	1	1	HI
59	null	1	1	HI
60	-0.258734268	168	201	HI
61	null	1	1	HI
62	null	1	1	HI
63	-0.183329428	369	419	HI
64	-0.363165865	269	346	HI
65	0.046376334	569	551	HI
66	0.713612373	4841	2952	HI
67	null	1	1	HI
68	0.285091327	435	357	HI
69	-0.386233471	215	281	HI
70	0.232751839	396	337	HI
71	0.082670687	1221	1153	HI
72	null	1	1	HI
73	0.642354165	1500	961	HI
74	-0.184424571	352	400	HI
75	null	1	1	HI
76	null	1	1	HI
77	-0.448357572	214	292	HI
78	-0.25005486	428	509	HI
79	-0.158697746	172	192	HI
80	-0.154577037	336	374	HI
81	-0.316145742	400	498	HI
82	-0.089916637	311	331	HI
83	null	1	1	HI
84	null	1	1	HI
85	-0.25753143	394	471	HI
86	-0.623740828	416	641	HI
