1	0.25992064	1021055	561214	115656	38552	C	C
2	0.456595071	927435	324107	122608	36972	C	C
3	0.050761326	142870	127110	136196	36656	C	C
4	0.004584516	236841	234354	164004	38236	C	C
5	0.028476689	90079	84362	177908	38552	C	C
6	0.113046898	111262	85763	176644	40764	C	C
7	0.127520752	306191	228282	186440	38868	C	C
8	0.123105892	355150	267489	186440	37604	C	C
9	0.124813417	286440	214892	206664	39816	C	C
10	0.262779847	280387	153101	210456	42976	C	C
11	0.141549083	104989	75787	226256	42660	C	C
12	0.205143056	172720	107696	223412	40448	C	C
13	0.111100738	210741	163173	231628	44872	C	C
14	0.176494045	293953	195787	245216	44872	C	C
15	0.624365329	627086	148923	243320	48032	C	C
16	0.381162145	678969	282285	246164	46768	C	C
17	0.094862295	89237	71727	255012	46136	C	C
18	-0.202993673	63705	101664	272076	44556	C	C
19	0.364537397	363270	156925	280924	39500	C	C
20	-0.069606122	109013	127963	205400	41396	C	C
21	-0.750987589	31296	176391	190864	41080	C	C
22	-0.566613134	30031	110709	183912	38868	C	C
23	0.036724916	54498	50079	200976	39500	C	C
24	0.567227306	186003	50384	209824	42344	C	C
25	0.376273361	148520	62447	146308	39500	C	C
26	0.630233908	507583	118925	129560	41396	C	C
27	0.071268304	211201	179237	124504	42660	C	C
28	0.718823716	760624	145327	117868	39500	C	C
29	0.413716042	224058	86426	114708	39816	C	C
30	0.638921692	546360	125475	114076	39500	C	C
31	-0.312408214	40892	83955	109968	37920	C	C
32	0.610808888	928171	227415	110284	42660	C	C
33	0.452779616	716194	252494	116288	38236	C	C
34	-0.140860235	194445	268941	114708	42976	C	C
35	0.111641655	224147	173337	116604	41080	C	C
36	1.447020182	1140302	40738	127664	38552	C	C
37	0.630700415	248952	58266	129244	39500	C	C
38	-0.129085132	173848	234021	129560	42976	C	C
39	-0.476894549	46627	139808	126716	41712	C	C
40	0.659593385	693585	151882	123872	36656	C	C
41	0.554441844	343169	95734	123556	43924	C	C
42	0.499209654	591022	187238	125768	41712	C	C
43	0.438249522	239167	87187	123556	42028	C	C
44	0.153069972	47549	33425	123556	44872	C	C
45	-0.002295619	271517	272956	135248	43924	C	C
46	0.304428603	426938	211805	137776	45504	C	C
47	0.749272293	570764	101668	141252	44240	C	C
48	0.013016133	72038	69911	143464	41712	C	C
49	-0.172789124	86121	128203	148204	40132	C	C
50	0.51651976	241291	73455	152312	44872	C	C
51	0.424751926	402391	151320	163372	49296	C	C
52	-0.121861868	173626	229867	170956	46768	C	C
53	0.964951364	2250896	244008	172536	44556	C	C
54	0.17811121	169062	112185	169060	43292	C	C
55	-0.113673616	81272	105588	173484	40448	C	C
56	0.536662438	104749	30443	170008	43608	C	C
57	0.198817817	274791	173854	168428	43924	C	C
58	-0.034645578	272390	295010	175696	46136	C	C
59	-0.012091699	321003	330066	163688	42976	C	C
60	-0.57256987	89601	334875	156104	44872	C	C
61	0.352846681	611535	271378	158948	49296	C	C
62	-0.336095538	125026	271079	158316	42976	C	C
63	0.122963896	108098	81443	153576	44872	C	C
64	-0.220431139	429968	714278	156104	49612	C	C
65	0.207571343	1272532	789037	147572	46136	C	C
66	0.101633177	798775	632108	141568	51824	C	C
67	0.220352789	677773	408067	147572	46768	C	C
68	0.013666207	450938	436969	140620	42660	C	C
69	-0.051035112	240874	270910	138408	46136	C	C
70	-0.494691628	312521	976272	126084	44556	C	C
71	-0.235082189	431776	741892	121976	41712	C	C
72	-0.411806975	230494	594931	125768	39816	C	C
73	-0.223261823	408589	683201	121344	43292	C	C
74	0.159650232	236441	163709	121660	42028	C	C
75	-0.319448254	28473	59413	120712	41396	C	C
76	-0.755414128	144133	820687	121028	44240	C	C
77	-0.238542202	157718	273164	125452	40764	C	C
78	-0.066555668	187898	219017	146308	37604	C	C
79	-0.062524715	122656	141649	170324	35392	C	C
80	0.604326866	578363	143838	192444	37604	C	C
81	-0.598920407	12807	50859	198132	41396	C	C
82	null	null	null	null	null	U	U
83	-0.337552173	78004	169695	218040	40764	C	C
84	-0.467127254	35459	103957	232892	39184	C	C
85	0.349084623	306307	137111	230048	40132	C	C
86	0.068550413	131862	112608	237000	41396	C	C
87	0.426633133	236153	88422	249640	43608	C	C
88	0.153121284	248748	174839	246796	40764	C	C
89	0.098869409	146895	116987	246164	42344	C	C
90	0.053133518	135876	120229	250272	38236	C	C
91	-0.039980009	147665	161904	244584	42660	C	C
92	null	null	null	248376	42344	Y	C
93	-0.188451948	49497	76389	265124	42976	C	C
94	-0.227027832	110414	186231	268600	46136	C	C
95	0.500483993	317356	100245	296092	41080	C	C
96	-0.040400764	69894	76708	214564	41712	C	C
97	0.228816111	168102	99256	181700	41396	C	C
98	0.230133024	142652	83974	180120	41712	C	C
99	0.525113643	166575	49716	172220	43292	C	C
100	null	null	null	158316	42660	C	Y
101	0.703579823	499888	98922	150416	40132	C	C
102	0.314180688	244177	118447	142516	39816	C	C
103	-0.050313643	85965	96524	136828	41396	C	C
104	0.128203603	216883	161444	116604	41712	C	C
105	-0.374243708	66029	156307	113128	39500	C	C
106	1.451568364	1993611	70481	111548	37604	C	C
107	0.445737568	270261	96838	109336	38552	C	C
108	0.599478616	347226	87324	107124	39184	C	C
109	0.073275627	352814	298037	110916	39500	C	C
110	0.74751037	1167278	208768	112812	38552	C	C
111	-0.357816925	58805	134039	120396	38868	C	C
112	0.36386437	156924	67893	121028	37288	C	C
113	0.335281611	487187	225120	124820	39500	C	C
114	-0.306553663	27422	55546	122608	45188	C	C
115	-0.222144479	163541	272754	125136	42028	C	C
116	-0.243526761	94017	164715	123240	40132	C	C
117	-0.527832023	33625	113369	122924	38552	C	C
118	0.791815947	639240	103240	114392	41080	C	C
119	0.259796884	113338	62313	117236	41396	C	C
120	0.655415094	686528	151790	117868	41712	C	C
121	0.233884925	174558	101872	119448	39500	C	C
122	0.178138505	107594	71392	114708	40764	C	C
123	0.054464256	75791	66858	121028	42028	C	C
124	0.39695525	122023	48920	128612	44872	C	C
125	0.226449012	54287	32229	130824	43608	C	C
126	-0.412338673	96227	248677	130824	42028	C	C
127	0.078527378	222337	185560	143464	43608	C	C
128	0.243441252	162719	92896	139988	42976	C	C
129	-0.077125669	46132	55097	137144	42660	C	C
130	-0.572433681	11965	44704	142516	44872	C	C
131	0.330963353	35314	16481	142832	42660	C	C
132	0.047464422	519548	465759	140620	43608	C	C
133	-0.157336689	61367	88160	143464	42344	C	C
134	0.217880688	621223	376155	144412	42344	C	C
135	0.172533887	700808	471048	133352	42976	C	C
136	0.028108737	70206	65806	133668	38868	C	C
137	0.168378016	231904	157373	139356	44556	C	C
138	0.280904426	52771	27637	141884	43608	C	C
139	0.44206873	1300685	470006	143148	41712	C	C
140	0.099643478	653821	519775	142516	46768	C	C
141	0.179894189	536914	354822	144412	45188	C	C
142	0.118319486	675386	514319	135880	49612	C	C
143	-0.032202006	347413	374152	128296	46768	C	C
144	-0.445848039	36333	101426	121028	42344	C	C
145	0.075926647	73729	61903	121028	42976	C	C
146	-0.499155628	127082	401088	118816	44872	C	C
147	-0.13755689	275512	378179	115656	45504	C	C
148	-0.065293152	318801	370521	119448	41712	C	C
149	-0.899287496	36436	288947	113760	41712	C	C
150	-0.646203263	79111	350300	108388	36972	C	C
151	-0.193529379	280532	438038	112180	42028	C	C
152	-0.08420674	381195	462758	116288	44240	C	C
153	-0.175084919	125441	187726	150100	36340	C	C
154	-0.250163955	99073	176246	168744	37604	C	C
155	0.303302363	283598	141059	175696	39500	C	C
156	-0.358978211	24208	55327	188652	38868	C	C
157	0.107077797	334050	261056	205400	41080	C	C
158	null	null	null	null	null	U	U
159	-0.109212211	170236	218909	215196	39184	C	C
160	0.017246322	150849	144976	230048	40764	C	C
161	1.04813752	799905	71598	243952	42344	C	C
162	0.287620181	84378	43512	230364	38868	C	C
163	0.643275844	265190	60295	215512	40448	C	C
164	0.401841059	297687	118010	230364	39184	C	C
165	0.621761579	238033	56869	251536	42028	C	C
166	0.52742756	269626	80045	252168	41712	C	C
167	0.287375556	121697	62792	237632	43292	C	C
168	0.055427604	36739	32337	240160	42028	C	C
169	null	null	null	248060	45820	C	Y
170	0.388046228	172180	70459	237948	40764	C	C
171	0.079556705	111323	92689	238580	39184	C	C
172	-0.068385479	76892	90005	207296	40764	C	C
173	0.708152678	406607	79620	181700	39500	C	C
174	0.926225955	671416	79573	174748	37288	C	C
175	0.645076946	358261	81119	149152	38868	C	C
176	0.150363021	96393	68184	133984	39500	C	C
177	-0.036828749	139140	151454	126400	37920	C	C
178	0.491659933	637742	205582	130192	39816	C	C
179	0.323854426	354076	167974	140620	38236	C	C
180	-0.189628035	62865	97283	115024	38868	C	C
181	-0.020296855	79403	83202	108072	40132	C	C
182	-0.17031818	80651	119379	105544	39500	C	C
183	0.237191245	549514	318264	104596	39184	C	C
184	0.083111765	175037	144550	103648	39184	C	C
185	-0.776016739	16793	100264	105228	38236	C	C
186	0.709956361	461334	89962	101436	39184	C	C
187	-0.609090666	7751	31510	113760	39500	C	C
188	-0.155315598	175781	251355	115340	40132	C	C
189	-0.935793386	12484	107683	114708	41080	C	C
190	-0.161911216	179277	260277	111548	40764	C	C
191	-0.685595816	56005	271533	115024	36024	C	C
192	-0.222672707	69825	116596	115024	39184	C	C
193	-0.055078923	77823	88346	116604	42660	C	C
194	0.575114869	113063	30075	111548	42344	C	C
195	-0.107260981	289980	371218	113760	40764	C	C
196	-0.390414052	96031	235953	111864	42976	C	C
197	-0.139400184	129883	179041	111864	37288	C	C
198	-0.604550599	43251	173999	110600	38552	C	C
199	-0.274595701	39423	74190	112496	43292	C	C
200	0.578110304	35541	9389	114708	42028	C	C
201	0.780986047	326309	54031	117236	44240	C	C
202	-0.479752814	44808	135241	108704	45820	C	C
203	-0.402725093	86470	218570	117236	45504	C	C
204	-0.331233906	30546	65492	119764	42660	C	C
205	1.309074355	1663876	81667	119132	37604	C	C
206	-0.197828812	146994	231808	118500	38868	C	C
207	-0.327706642	73369	156034	125136	39184	C	C
208	0.215225819	390020	237608	128928	38868	C	C
209	0.130160276	256156	189821	130508	40448	C	C
210	0.577830531	1076582	284588	127664	39184	C	C
211	0.433453834	438471	161617	126400	41396	C	C
212	0.722855491	1770569	335164	125136	44556	C	C
213	-0.400186695	52173	131109	129560	47400	C	C
214	0.744407274	174438	31422	127348	44240	C	C
215	-0.292103637	247912	485737	123556	39184	C	C
216	-0.524888385	165952	555739	128296	41080	C	C
217	0.210269065	778333	479619	129244	46768	C	C
218	-0.258359596	273307	495462	123556	39500	C	C
219	0.862650472	734206	100732	115024	42976	C	C
220	-0.792340978	90618	561766	119448	45820	C	C
221	-0.465250102	309275	902807	115340	43924	C	C
222	-0.297052831	148092	293484	117236	42660	C	C
223	-0.50025906	107642	340597	118500	45188	C	C
224	-0.219695414	541896	898693	118184	41396	C	C
225	0.161319373	121898	84077	114392	37288	C	C
226	-0.737950186	98875	540800	116604	41396	C	C
227	-0.271705133	270110	504947	112496	43292	C	C
228	-0.218074698	266746	440730	111864	41396	C	C
229	0.933864357	780359	90872	194024	39500	C	C
230	0.28046929	179698	94205	189600	39184	C	C
231	0.652504526	201038	44748	196868	39184	C	C
232	0.058015776	88526	77456	204136	39816	C	C
233	-0.066945326	84806	98940	217092	42976	C	C
234	0.242096201	160983	92190	205400	40764	C	C
235	0.435817505	451527	165526	218672	40132	C	C
236	0.621921446	347272	82937	221200	41712	C	C
237	null	null	null	223728	39184	Y	C
238	null	null	null	200344	41396	Y	Y
239	-0.440974442	57679	159218	189600	39184	C	C
240	0.392478971	167972	68039	220568	38868	C	C
241	0.961761652	358357	39134	271444	42344	C	C
242	0.852402116	120221	16888	265124	40132	C	C
243	0.509573335	66611	20605	244584	41712	C	C
244	0.762714752	192742	33286	250272	43292	C	C
245	0.75312407	606372	107057	225624	42976	C	C
246	0.816149299	767242	117161	177592	42344	C	C
247	0.262389615	246607	134777	154840	37604	C	C
248	0.374227526	282253	119237	186440	39184	C	C
249	-0.412189322	55255	142745	204452	39816	C	C
250	0.209962431	80044	49359	178540	39816	C	C
251	0.73705347	945500	173224	148520	38868	C	C
252	-0.06128327	143562	165319	153576	36024	C	C
253	0.029738838	185482	173206	127032	38868	C	C
254	-0.551525884	41536	147894	127032	39184	C	C
255	0.351130584	211022	94015	135880	39184	C	C
256	-0.409491677	30272	77720	119132	39500	C	C
257	-0.126909325	159969	214262	106492	40132	C	C
258	-0.240079938	125176	217571	108072	41080	C	C
259	0.10973408	252081	195797	104596	38552	C	C
260	1.191993888	3092656	198764	101412	35995	C	C
261	-0.042586605	82492	90991	102700	39816	C	C
262	-0.019866094	23010	24087	103332	42028	C	C
263	-0.371534429	64747	152319	100488	39500	C	C
264	-0.083235429	133990	162296	103332	38868	C	C
265	0.216079343	291778	177408	103964	41080	C	C
266	0.52252707	910599	273401	103964	41712	C	C
267	-0.121135122	51090	67526	104596	39184	C	C
268	1.027740386	285581	26791	107124	39816	C	C
269	0.008311923	11236	11023	106176	40764	C	C
270	-0.158971328	50828	73295	106176	40764	C	C
271	-0.108720724	89893	115464	110600	40764	C	C
