1	-0.150606247	1407510	1990938	276816	105544	C	C
2	0.214649641	1533539	935503	224928	95568	C	C
3	-0.356175436	467605	1061829	263544	113444	C	C
4	-0.730053117	279895	1503309	298304	118184	C	C
5	-0.566454127	105984	390566	328008	116604	C	C
6	-0.279699462	246731	469811	324216	120080	C	C
7	-0.579812485	481849	1831148	287244	115024	C	C
8	-0.353232365	1253754	2827774	284084	123556	C	C
9	-0.026694202	2547986	2709513	281295	119070	C	C
10	-0.076088007	1621451	1931932	258804	117552	C	C
11	0.566264909	1184010	321433	261964	116920	C	C
12	-0.045093531	527868	585624	252168	113128	C	C
13	-0.170250082	1172401	1735107	253748	115340	C	C
14	-0.331518552	826424	1773052	264176	117552	C	C
15	-0.146400826	950607	1331686	262912	117552	C	C
16	-0.960379081	116192	1060609	245532	109968	C	C
17	0.182534863	647941	425599	256592	115340	C	C
18	-0.468380607	163263	480030	261332	115972	C	C
19	-0.334600207	699490	1511408	270812	119764	C	C
20	-0.495176196	155778	487172	266388	118184	C	C
21	-0.6511221	145617	652130	263544	112180	C	C
22	-0.562245859	100498	366778	249324	114076	C	C
23	0.342046722	385889	175556	261332	124504	C	C
24	-0.21641543	175086	288182	251536	122608	C	C
25	0.068965131	415245	354274	246796	110916	C	C
26	-0.218444148	900043	1488358	244584	111232	C	C
27	-0.630530617	226294	966504	244584	105860	C	C
28	0.212395777	2165125	1327661	241108	108388	C	C
29	-0.372022622	128549	302755	224992	101436	C	C
30	0.168664914	756110	512767	228152	97960	C	C
31	-0.107139095	124861	159796	228784	97328	C	C
32	-0.035480935	1131556	1227883	208876	89112	C	C
33	-0.065843113	692255	805581	207612	90060	C	C
34	-0.327257289	272476	578876	202872	83108	C	C
35	0.140623347	649342	469732	198448	87848	C	C
36	1.679404265	3951172	82665	175408	77216	C	C
37	0.219760729	133626	80562	186756	81528	C	C
38	-0.254086225	314704	564922	177592	79948	C	C
39	-0.553950963	79599	285009	180436	77104	C	C
40	0.559886021	1569229	432315	181384	73628	C	C
41	0.73723665	1398060	256029	176960	72680	C	C
42	0.394116441	823706	332396	174432	69520	C	C
43	0.45194111	352469	124503	170956	71100	C	C
44	-0.259932429	27583	50185	171588	71100	C	C
45	-0.101179652	264239	333562	183280	73944	C	C
46	1.791083859	2951660	47751	122544	48618	C	C
47	0.684523334	781158	161516	188652	68888	C	C
48	1.060324905	1444562	125722	187704	64464	C	C
49	-0.182195822	58964	89698	191496	64148	C	C
50	1.100084789	714076	56710	203188	73944	C	C
51	0.941810051	787246	90012	193392	64148	C	C
52	-0.065331043	118718	137990	200660	72996	C	C
53	1.403826289	3309706	130606	199872	58752	C	C
54	0.482652995	312329	102792	212036	66044	C	C
55	-0.136958854	68148	93414	207928	69836	C	C
56	0.870699815	226390	30490	197184	60988	C	C
57	0.644728614	994122	225274	197500	63516	C	C
58	-0.4258746	98628	262951	201608	57196	C	C
59	0.103688407	484530	381621	189600	59408	C	C
60	-0.378783428	111483	266681	179804	59092	C	C
61	-0.242456201	151195	264237	172220	58460	C	C
62	-0.429100808	81584	219132	168112	55300	C	C
63	0.288952122	148259	76220	160844	48664	C	C
64	-0.190015837	245319	379968	161792	52140	C	C
65	0.517544477	2007415	609667	149784	46452	C	C
66	0.112220286	586383	452857	143464	45820	C	C
