1.1.1.1	1.407065631	1067.761905	402.6103203	105	562	112115	226267	298.755722	193.5646492	453.0277778	328.5275311	108	563	48927	184961	331.6459362	266.6297928
1.1.1.2	-0.225698643	671.9555556	376.2115702	45	605	30238	227608	364.1978068	195.9820995	490.6444444	311.1504132	45	605	22079	188246	310.8034145	264.2181772
1.1.1.3	-0.407262729	685.5	374.8230088	60	565	41130	211775	267.1548552	194.5407039	504.3833333	298.0637168	60	565	30263	168406	390.7686055	249.2376472
1.1.1.4		918.5405405	354.4398074	37	623	33986	220816	226.8523266	182.4601256	282.7333333	323.3157895	45	627	12723	202719	181.5554277	260.9831842
1.1.1.5	-0.595922194	691.1111111	354.9362963	45	675	31100	239582	247.2609258	180.6047301	566.2	314.0414815	45	675	25479	211978	378.0839766	256.0668398
1.1.1.6	-0.302527106	878.5897436	351.8962963	39	675	34265	237530	272.1077952	164.9719381	657.6	314.6720351	45	683	29592	214921	440.83554	264.0509527
1.1.1.7		16203.48611	385.125	72	552	1166651	212589	14392.97033	200.7334124	20958.93846	327.3881932	65	559	1362331	183010	17221.02768	256.4080797
1.1.1.8	0.577905459	994.8607595	373.7657993	79	538	78594	201086	357.4601946	201.2695325	497.1704545	290.619403	88	536	43751	155772	315.4483181	231.7072843
1.1.1.9	-0.10337992	1175.302632	384.7368421	76	570	89323	219300	362.5188206	173.6478112	913.984375	338.0017606	64	568	58495	191985	274.9692308	244.8110618
1.1.1.10		1519.119048	375.3256579	42	608	63803	228198	491.1796394	186.4487879	2392.72549	305.0537815	51	595	122029	181507	1090.771953	265.1912146
1.1.1.11		1886.278689	399.295935	61	615	115063	245567	566.7553938	211.5385611	2303.253968	351.9885808	63	613	145105	215769	773.2228363	288.6942955
1.1.1.12	-0.227186543	1235.597222	362.1112957	72	602	88963	217991	429.6017102	187.7237117	1151.932203	264.0083333	59	600	67964	158405	521.0779201	248.2722194
1.1.1.13	-0.239756506	1130.022727	343.543956	44	546	49721	187575	390.5862429	178.9498745	985.8444444	300.9475588	45	553	44363	166424	598.8298573	265.7301976
1.1.1.14	-0.353040898	1653.283582	384.4403816	67	629	110770	241813	459.6341766	198.7838182	2202.15873	347.7109005	63	633	138736	220101	610.6377412	279.3572687
