1.1.1.1		309.2666667	227.683112	45	527	13917	119989	131.9020512	122.3794925	151.1777778	136.9867173	45	527	6803	72192	84.90263414	81.05152046
1.1.1.2		324.2888889	232.8122137	45	655	14593	152492	157.4630288	116.0332007	142.8888889	137.8335878	45	655	6430	90281	78.71247881	92.07553206
1.1.1.3		224.1016393	166.902439	305	451	68351	75273	119.757841	88.82546861	119.6809211	116.037694	304	451	36383	52333	73.6323113	79.59769074
1.1.1.4	1.176671234	264.7	160.9158879	60	642	15882	103308	112.4927109	92.42674508	148.7666667	117.3753894	60	642	8926	75355	79.09011035	76.82338578
1.1.1.5	-0.264308476	258.8	165.0073206	45	683	11646	112700	128.431668	105.1325383	171.6888889	108.9677892	45	683	7726	74425	86.07408236	72.1710723
1.1.1.6		355.18	149.8518519	50	621	17759	93058	101.3768593	81.22006814	121.8666667	126.0535168	45	654	5484	82439	77.30591468	85.45860388
1.1.1.7	-0.358603554	868.597561	144.2546125	82	542	71225	78186	331.6196344	85.2543499	1665.440476	125.7074074	84	540	139897	67882	623.9488179	88.31320285
1.1.1.8		213.4057971	142.9274194	276	372	58900	53169	115.355257	87.61835376	112.9637681	108.5121294	276	371	31178	40258	70.21167885	70.23005507
1.1.1.9		388.96875	154.1301483	64	607	24894	93557	137.6592224	85.26849462	120.0333333	108.595122	60	615	7202	66786	70.17216131	72.30300048
1.1.1.10	0.793129123	220.062069	148.2930693	145	505	31909	74888	115.8655119	83.08166835	133.6896552	101.2792079	145	505	19385	51146	71.99688856	72.64098115
1.1.1.11		358.075	145.7745267	80	581	28646	84695	118.7265529	85.61720297	304.828125	120.7787022	64	601	19509	72588	90.60759396	71.27868915
1.1.1.12		371.1136364	144.6375969	44	516	16329	74633	133.7023859	77.95823806	233.2888889	133.1773585	45	530	10498	70584	135.5555847	88.17023979
1.1.1.13	2.717383245	435.8205128	145.9404332	78	554	33994	80851	134.3098927	73.11129731	144.9555556	121.3123967	45	605	6523	73394	68.2778492	78.60094796
1.1.1.14		457.3061224	169.5611285	49	638	22408	108180	101.6802118	84.37092603	204.3555556	135.4748092	45	655	9196	88736	95.41794743	80.97206506
1.1.1.15	-0.944374847	824.5755396	182.1007463	139	536	114616	97606	299.6012933	86.02718418	2198.082759	150.2283019	145	530	318722	79621	747.0076905	88.41968294
1.1.1.16		403.4385965	157.1551155	57	606	22996	95236	153.5464976	76.29153545	122.2833333	138.3056911	60	615	7337	85058	72.47783378	78.30593048
1.1.1.17		358.137931	143.3242259	87	549	31158	78685	142.1470966	70.31677333	149.2386364	135.5535714	88	560	13133	75910	85.99246721	80.14478408
1.1.1.18		278.4492754	159.4629325	69	607	19213	96794	120.8086925	83.13147242	129.4057971	131.6721582	69	607	8929	79925	72.99321367	73.77471115
1.1.2.1	0.503925824	1718.69403	212.0148976	134	537	230305	113852	655.2528876	108.4221857	1953.70922	144.1966292	141	534	275473	77001	809.2411255	80.76384349
1.1.2.2	-1.523868451	355.9103448	206.3415094	145	530	51607	109361	201.947037	104.434589	414.6055046	120.2150538	109	558	45192	67080	146.73061	74.05183443
1.1.2.3	1.031150754	260.5185185	169.7472767	216	459	56272	77914	153.9863499	93.49275232	150.8604651	119.0065502	215	458	32435	54505	83.81213249	82.51604291
1.1.2.4		224.1847826	175.6173709	276	426	61875	74813	125.5284998	101.6148559	136.384058	120.7206573	276	426	37642	51427	86.76349016	88.24684966
1.1.2.5		477.7045455	160.9367284	44	648	21019	104287	164.0179563	100.1982788	557.9183673	134.0123648	49	647	27338	86706	199.2418115	85.49298715
1.1.2.6		399.8645833	148.9466192	96	562	38387	83708	141.486426	88.62623342	282.8860759	118.4356261	79	567	22348	67153	122.3507085	83.17667179
1.1.2.7	-0.803736816	293.4666667	174.1388889	60	612	17608	106573	127.7569915	103.5459955	230.6666667	125.5767974	60	612	13840	76853	112.8849956	81.72110421
1.1.2.8		212.6590909	151.3464052	88	612	18714	92624	112.5841994	88.64202962	117.4482759	106.8823529	87	612	10218	65412	67.00381849	72.82654127
1.1.2.9		315.9137931	151.4029605	58	608	18323	92053	77.25713548	87.37713436	282.1449275	131.5481833	69	633	19468	83270	183.3491383	97.00838533
1.1.2.10		386.5362319	150.390925	69	573	26671	86174	131.5608174	79.5955355	169.1666667	122.9322034	60	590	10150	72530	96.71920986	80.8547902
1.1.2.11		366.8829787	123.1735242	94	559	34487	68854	103.3973801	69.20770853	174.2018349	117.9240283	109	566	18988	66745	92.10542223	67.65190646
1.1.2.12		432.7101449	141.1628722	69	571	29857	80604	152.7753965	78.87916509	190.9666667	122.3932203	60	590	11458	72212	100.0841257	75.35564011
1.1.2.13		393.66	142.234676	50	571	19683	81216	168.3088364	78.98254649	194.6	131.8872305	45	603	8757	79528	110.1678316	84.8681382
1.1.2.14		251.5762712	160.9790419	59	668	14843	107534	93.71561804	79.3505799	153.2166667	131.2709581	60	668	9193	87689	78.758511	83.56989936
1.1.2.15		223.5502008	154.6032864	249	426	55664	65861	123.3748268	81.39404466	152.935743	135.96	249	425	38081	57783	84.97802626	78.99576042
1.1.2.16	1.291330208	348.7922078	143.7414105	77	553	26857	79489	117.4912362	75.19371032	189.3768116	146.4127807	69	579	13067	84773	104.1708604	77.9248824
1.1.2.17		401.4588235	153.712605	85	595	34124	91459	136.4585309	79.43064048	148.5294118	137.3022876	85	612	12625	84029	69.36036981	77.55682164
1.1.2.18	0.278930804	386.8965517	155.1477663	58	582	22440	90296	140.3586158	75.69357756	236.5777778	137.8710744	45	605	10646	83412	146.9915325	82.99303908
1.1.3.1	0.267697301	1182.293103	205.0657895	116	532	137146	109095	403.351413	107.4134264	1495.541667	150.9772727	120	528	179465	79716	535.1862899	87.34099977
1.1.3.2		237.0555556	172.9792627	216	434	51204	75073	133.7660917	85.83964277	195.1712963	131.6336406	216	434	42157	57129	143.5548137	84.11623444
1.1.3.3	0.028789292	283.7666667	166.4747967	60	615	17026	102382	142.3033575	96.9628322	190.1833333	129.1056911	60	615	11411	79400	140.7976671	91.32992217
1.1.3.4		445.9016393	174.6874003	61	627	27200	109529	122.5818836	82.23910689	184.9767442	130.8890578	43	658	7954	86125	73.20550506	86.93070032
1.1.3.5		413.8659794	164.1042017	97	595	40145	97642	123.823838	88.9957561	176.8023256	131.3164763	86	613	15205	80497	99.13448931	82.05107831
1.1.3.6		335.3896104	147.0743945	77	578	25825	85009	114.5934832	76.35137541	220.0086957	105.563327	115	529	25301	55843	87.70578243	67.86548645
1.1.3.7		281.8666667	155.6858054	45	627	12684	97615	94.43389222	86.78638925	149.7111111	127.2344498	45	627	6737	79776	66.21098339	79.74329364
1.1.3.8	0.32533554	215.8181818	153.8756757	44	555	9496	85401	127.3431786	95.18043956	175.8666667	137.5081081	45	555	7914	76317	110.5729724	89.35680793
1.1.3.9	1.729285424	401.308642	153.4322034	81	590	32506	90525	136.2676779	81.06112768	157.7424242	119.6749175	66	606	10411	72523	92.57663666	82.07262499
1.1.3.10	1.168469211	365.3292683	142.6056338	82	639	29957	91125	112.964926	82.80331561	183.6363636	133.7051482	88	641	16160	85705	88.05682331	92.69889249
1.1.3.11		303.9565217	135.6571936	92	563	27964	76375	117.2978291	76.63549904	170.55	119.0666667	60	615	10233	73226	80.60219703	77.85404592
1.1.3.12		256.0888889	144.3793103	45	522	11524	75366	111.11272	82.63137568	109.4888889	125.3295019	45	522	4927	65422	63.31811123	67.74667324
1.1.3.13		345.0222222	168.5215311	45	627	15526	105663	126.798263	99.11447202	132.6222222	127.3875598	45	627	5968	79872	66.17998653	81.33527617
