1	-4.285
2	
3	-1.000
4	1.585
5	
6	-0.585
7	-1.000
8	
9	
10	16.610
11	16.610
12	
13	-3.578
14	0.000
15	
16	
17	-2.807
18	
19	16.610
20	-0.415
21	-0.951
22	
23	16.610
24	
25	0.814
26	-4.907
27	-1.773
28	-2.000
29	-2.358
30	-2.051
31	0.229
32	0.097
33	-1.547
34	0.937
35	-2.193
36	
37	-2.356
38	-0.463
39	-6.210
40	-2.040
41	-0.531
42	0.180
43	-3.350
44	-4.459
45	-0.285
46	-3.129
47	-3.044
48	-0.375
49	-0.071
50	-3.807
51	-1.000
52	1.662
53	-0.718
54	1.329
55	-0.165
56	-1.605
57	-0.800
58	0.089
59	2.079
60	-0.047
61	-2.037
62	-3.883
63	-4.415
64	-2.494
65	-0.266
66	-0.784
67	-0.095
68	0.646
69	1.802
70	
71	-1.766
72	0.132
73	0.703
74	-4.115
75	-0.981
76	-2.516
77	-0.352
78	0.786
79	-0.164
80	-0.844
81	0.278
82	-1.337
83	-0.375
84	1.283
85	-1.940
86	-0.469
87	-5.728
88	-0.814
89	-0.537
90	-0.819
91	-2.213
92	-0.602
93	0.708
94	-1.095
95	-0.062
96	-1.904
97	-3.322
98	-4.322
99	-2.761
100	-0.347
101	1.231
102	-3.605
103	-0.455
104	-0.221
105	-0.576
106	1.349
107	-1.777
108	0.497
109	-3.982
110	-3.242
111	-2.885
112	-0.602
113	-0.318
114	0.099
115	-1.177
116	-0.464
117	0.016
118	-2.117
119	0.011
120	-0.714
121	
122	
123	
124	
125	-1.322
126	-0.585
127	1.000
128	
129	-5.585
130	-3.663
131	-3.248
132	
133	1.000
134	
135	
136	
137	
138	16.610
139	
140	
141	
142	-1.585
143	
144	
145	1.448
146	-1.073
147	-3.363
148	-0.627
149	0.298
150	-0.432
151	-0.923
152	0.600
153	-0.415
154	-0.183
155	-1.648
156	-2.379
157	-0.063
158	-0.180
159	-2.415
160	-1.480
161	0.109
162	-0.696
163	-3.200
164	-0.705
165	-0.139
166	-0.494
167	-2.471
168	-1.115
169	0.186
170	-2.555
171	0.486
172	-0.541
173	0.134
174	-0.170
175	0.381
176	-0.555
177	0.678
178	-2.115
179	-1.639
180	-0.322
181	-1.214
182	-1.858
183	2.278
184	-0.802
185	-0.119
186	0.622
187	-0.258
188	-0.893
189	0.893
190	-1.178
191	0.733
192	-1.170
193	-0.551
194	-0.655
195	-1.852
196	-0.772
197	-0.765
198	0.455
199	0.952
200	-2.010
201	-0.328
202	-1.943
203	-0.212
204	-0.263
205	-3.565
206	0.387
207	-1.585
208	-0.357
209	-1.464
210	
211	-0.593
212	-3.129
213	-1.274
214	-0.797
215	-0.200
216	0.330
217	-1.236
218	-4.087
219	-0.012
220	-2.755
221	-0.840
222	-1.345
223	-0.759
224	0.359
225	-0.190
226	-0.057
227	-2.874
228	0.202
229	-4.322
230	-2.478
231	-1.572
232	-0.102
233	0.918
234	-3.682
