1	0.402
2	16.610
3	
4	
5	
6	
7	-2.170
8	
9	-2.000
10	
11	
12	
13	1.133
14	
15	
16	
17	0.315
18	
19	
20	
21	0.574
22	
23	0.193
24	-0.737
25	5.806
26	-2.000
27	0.000
28	0.585
29	-2.916
30	-0.212
31	0.537
32	-0.344
33	0.706
34	1.207
35	0.903
36	-3.459
37	-0.297
38	0.138
39	4.070
40	-1.254
41	-1.239
42	0.713
43	-1.561
44	-0.652
45	-0.313
46	-1.170
47	-0.160
48	2.153
49	0.428
50	-1.290
51	2.306
52	1.415
53	-0.404
54	0.554
55	-0.071
56	-0.911
57	-0.019
58	-0.432
59	6.474
60	0.095
61	0.249
62	-0.500
63	-0.449
64	-0.170
65	-1.655
66	0.984
67	-0.604
68	0.165
69	6.046
70	2.364
71	-0.307
72	-0.497
73	0.675
74	0.919
75	0.058
76	-0.027
77	-1.373
78	6.181
79	0.357
80	-0.100
81	-0.412
82	-1.000
83	0.071
84	0.666
85	-0.023
86	0.115
87	-0.415
88	0.929
89	1.215
90	-0.054
91	-1.433
92	-0.847
93	-0.539
94	-2.268
95	-1.807
96	-0.801
97	-1.478
98	-0.485
99	2.264
100	-0.537
101	1.504
102	2.000
103	1.265
104	1.218
105	0.918
106	0.472
107	-0.842
108	0.462
109	-1.709
110	-2.021
111	-0.092
112	0.324
113	-0.705
114	0.405
115	0.397
116	0.086
117	-0.302
118	0.953
119	0.681
120	0.662
121	-1.807
122	0.585
123	
124	-3.170
125	
126	-2.322
127	-1.322
128	
129	
130	1.459
131	-2.000
132	
133	
134	
135	
136	
137	0.000
138	
139	
140	-0.737
141	0.000
142	0.000
143	
144	
145	5.110
146	0.243
147	-3.415
148	-1.263
149	1.772
150	0.130
151	2.868
152	4.719
153	2.955
154	2.009
155	0.737
156	-2.585
157	-0.082
158	1.174
159	-0.181
160	-4.852
161	0.126
162	1.032
163	2.098
164	-0.046
165	-0.353
166	-1.193
167	-0.462
168	0.000
169	-0.415
170	-1.280
171	1.472
172	-2.615
173	3.869
174	-1.170
175	-2.296
176	-0.559
177	4.555
178	-3.170
179	0.878
180	-0.263
181	-0.601
182	-0.201
183	6.187
184	-0.170
185	-0.617
186	-0.907
187	-2.155
188	-0.913
189	-0.678
190	0.337
191	0.000
192	-1.222
193	-0.949
194	-0.930
195	0.031
196	-0.162
197	-2.577
198	-1.762
199	-1.336
200	0.395
201	0.193
202	-0.263
203	-0.204
204	-0.885
205	-1.358
206	-0.631
207	-1.222
208	1.341
209	-1.070
210	-1.963
211	-1.795
212	-0.674
213	0.237
214	0.238
215	-3.524
216	-0.348
217	-0.490
218	-3.624
219	-1.480
