1322219_1		4.4594316186	6.5077946402	
1322219_2		5.7548875022	7.4676055501	
1322219_3		4.8579809951	6.5698556083	
1322220_1	-0.99	7.1996723448	7.7414669864	-0.23215444
1322220_2	0.581	6.7142455177	7.8641861447	1.4588642621
1322220_3	0.361	6.5077946402	7.4346282276	1.4450584626
1322221_1	-0.13	7.5156998383	8.3706874068	0.3318197174
1322221_2	0.259	7.3750394313	8.7245138531	0.6568217423
1322221_3	-0.04	7.6366246205	8.6183855023	0.3075549388
1322222_1	0.172	8	8.3487281542	0.495811763
1322222_2	-0.71	7.8826430494	8.3706874068	-0.361629317
1322222_3		7.4594316186	8.6438561898	
1322223_1		3.9068905956	6.2667865407	
1322223_2		5	7.1898245589	
1322223_3		4.5235619561	6.4918530963	
1322224_1		1.5849625007	5.6438561898	
1322224_2		2.3219280949	6.5999128422	
1322224_3		2	6.9657842847	
1322225_1	0.186	6.1292830169	7.1395513524	1.4880469701
1322225_2	0.363	6.4429434958	7.4512111118	1.4628182791
1322225_3	0.31	6.3575520046	7.2761244053	1.4941616484
1322226_1		4.8579809951	6.7548875022	
1322226_2		5.1292830169	7.0552824355	
1322226_3		5.1292830169	7.8201789624	
1322227_1		5.0874628413	6	
1322227_2		6.022367813	7.3750394313	
1322227_3		5.5235619561	7.4346282276	
1322228_1	-0.09	5.9772799235	6.672425342	1.4133496029
1322228_2		5.1292830169	6.7548875022	
1322228_3		5.6438561898	7.4838157773	
1005857_1	-0.38	10.56414949	10.294620749	-0.510807496
1005858_1	-1.64	8.7414669864	7.9600019321	-1.42588938
1005859_1	-0.04	6.4262647547	7.2094533656	1.1400953547
1005860_1	0.458	7.1395513524	8.0498485495	1.1378959378
1005861_1	-0.38	5.6438561898	6.2479275134	1.3735485948
1005862_1	1.547	11.772726949	13.517669388	1.5679486951
1005863_1	0.683	8.2526654325	9.2761244053	0.7071640615
1005864_1	-1.31	10.46454575	9.5058115539	-1.457717733
1005865_1	-2	13.597819789	11.799281622	-1.979375188
1005866_1	-1.04	8.9600019321	8.3353903547	-0.97389683
1005867_1	-0.74	9.0361736126	8.6546360285	-0.745604281
1005868_1		4.7548875022	6.5999128422	
1005869_1	-1.43	9.8376279332	8.8948177633	-1.556452141
1005870_1	-0.18	10.618385502	10.621136113	-0.305264586
