1005835_1		8.0874628413	8.7414669864	
1005835_2		7.6147098441	8.4304525517	
1005836_3		5.5849625007	6.9068905956	
1005857_1	-0.28	9.2597432637	9.2336196768	-0.33185588
1005858_1	-0.34	8.6969675262	8.6934869575	-0.417856227
1005859_1	0.19	9.1573469354	9.364134655	0.1366665723
1005860_1	2.567	9.4938554492	12.314866431	2.5839982567
1005861_1	0.298	11.299208018	11.904258283	0.3658926852
1005862_1	0.421	8.7073591321	9.6091787381	0.3627249932
1005863_1	0.286	9.6202198255	10.147204925	0.2501564817
1005864_1	-0.27	11.309476354	11.334273285	-0.225352929
1005865_1	-1.25	12.134747169	11.208843991	-1.174385982
1005866_1		8.2667865407	9.2167458582	
1005867_1	-0.86	10.022367813	9.4346282276	-0.903120428
1005868_1		8.7245138531	8.936637939	
1005869_1	-1.23	9.4408691676	8.479780264	-1.296684795
1005870_1	0.028	8.3309168781	8.9425145053	-0.055120962
1005871_1	-0.41	13.212040341	13.254142847	-0.185805034
1005872_1	0.309	9.8811139607	10.446049407	0.2831418388
1005873_1	0.053	14.341171311	14.986242037	0.4197244473
1005874_1	0.045	9.9307373376	10.234817431	0.0164514359
1005875_1	0.214	12.314016704	12.918676927	0.3751278883
1005876_1	0.356	9.56414949	10.172427509	0.3194509274
1005877_1	-0.1	9.2070143202	9.3487281542	-0.148015531
1005878_1		8.8392037881	9.0794847838	
1005879_1	0.704	8.9277779621	9.8470573461	0.6534887046
1005880_1		8.1947568544	8.7615512324	
1005881_1	-0.03	9.2737955992	9.5058115539	-0.082050256
1005882_1	0.111	8.1446582428	8.5660540382	0.011272922
1005883_1	-0.15	11.68474862	11.8583696	-0.067354279
1005884_1	-0.07	11.024447124	11.24198315	-0.034257712
1005885_1	-0.25	13.48154719	13.717569331	0.0067833152
1005886_1	0.162	8.6402449362	9.068778278	0.0904449375
1005887_1	-0	11.386401424	11.688687423	0.0583642705
1005888_1	0.276	8.4051414631	8.9454438364	0.1950843692
1005889_1	0.091	8.4178525149	8.7911628886	0.0060131038
1005890_1	0.121	9.3264294871	9.6934869575	0.0736561159
1005891_1	0.087	8.113742166	8.5077946402	-0.015327
1005892_1	-0.1	11.764871591	11.99859043	-0.003897661
1005893_1	-0.37	9.890264277	9.7565563225	-0.403874593
1005894_1	0.209	11.701739639	12.248817059	0.3098943167
1005895_1	-0.46	13.215077915	13.208843991	-0.234875889
1005896_1	-0.41	10.062046138	9.9068905956	-0.447283155
1005897_1		9.0848083878	8.7245138531	
1005898_1		8.4676055501	9.0361736126	
1005899_1	0.622	9.4655664048	10.378294856	0.587589098
1005900_1	0.214	12.748402528	13.400746045	0.4208483652
1005901_1	-0.38	8.7813597135	8.8672787397	-0.453210313
1005902_1	-1.4	11.427312844	10.192292814	-1.388909206
1005903_1	-0.44	10.567956075	10.367414751	-0.454713967
1005904_1	0.169	9.4241662888	9.8423503434	0.1252095464
1005905_1	-0.28	10.416797528	10.375039431	-0.293443192
1005906_1	0.11	9.6420516929	10.015415052	0.0721778458
1005907_1		8.3663222142	8.9744145898	
1005908_1		8.413627929	9.0901124197	
1005909_1	0.206	11.721526464	12.261213451	0.3079422341
