1005835_1		3	5.5849625007	
1005835_2		5.8073549221	6.5391588111	
1005836_3	0.955	9.0633950813	10.020979939	0.7760267341
1005857_1	-0.52	9.3531468255	6.8826430494	-0.500851258
1005858_1	1.722	8.7004397181	10.349834091	1.5409258698
1005859_1	1.961	8.8423503434	10.800090988	1.8182390578
1005860_1	-0.56	9.3793783671	8.7846348456	-0.740183521
1005861_1	-1.97	12.15924065	10.667998536	-1.65273483
1005862_1	-2.5	10.841564348	6.0874628413	-2.572699183
1005863_1	-0.87	9.7176764231	8.9772799235	-1.061901784
1005864_1	0.515	9.8887432489	10.421012856	0.4478717391
1005865_1	-1.06	13.956376157	13.783714466	-0.260913094
1005866_1	-0.46	8.6183855023	8.1395513524	-0.510483915
1005867_1	0.847	11.171802289	12.571989598	1.3008428862
1005868_1	0.672	9.497851837	10.078150808	0.5254712304
1005869_1	0.496	10.294620749	10.949097156	0.5610439871
1005870_1	-2.28	10.092757141	7.900866808	-2.457839282
1005871_1	-0.98	10.918117851	10.057991723	-0.961847881
1005872_1	-1.6	10.095397023	8.4998458871	-1.786709814
1005873_1	-1.5	12.194756854	11.182394353	-1.100172811
1005874_1	-2.03	11.898601387	10.172427509	-1.835489671
1005875_1	0.124	11.424691192	12.052568051	0.5443521699
1005876_1	1.077	10.915132449	12.488342278	1.4865126444
1005877_1	0.888	9.7414669864	10.666224003	0.8324149496
1005878_1	0.178	8.0389189893	8.4093909361	0.1713298037
1005879_1	-0.74	10.393390457	9.6671115421	-0.839971639
1005880_1	-0.97	9.1573469354	8.2761244053	-1.09080928
1005881_1	0.592	9.8719052377	10.574593527	0.5408389631
1005882_1	1.652	8.5812005819	10.080817528	1.4621596356
1005883_1	0.844	10.28771238	11.397674633	0.9787524211
1005884_1	0.262	9.5352753766	9.6311770557	0.0881935394
1005885_1	-0.49	10.800090988	10.569855608	-0.409272161
1005886_1	0.548	8.8105716347	9.1472049249	0.3740905096
1005887_1	0.667	9.100662339	9.8153832958	0.4777433666
1005888_1	-0.57	8.8008998999	7.971543554	-0.620923097
1005889_1	-0.09	9.5584207133	8.0714623626	-0.234143445
1005890_1	-0.96	9.4573808791	8.113742166	-1.097184781
1005891_1	-0.2	9.2691266791	7.1395513524	-0.205328897
1005892_1	-0.14	10.314016704	10.094077686	-0.198775515
1005893_1	-1.2	9.8041310212	8.5584207133	-1.387310752
1005894_1	-0.82	9.1032878084	8.3923174228	-0.942907013
1005895_1	-1.27	11.955286646	11.1382718	-0.906289689
1005896_1	-0.66	11.628901152	11.415213599	-0.309817029
1005897_1	-1.77	10.725366258	8.951284715	-1.910345503
1005898_1	-1.89	9.789533645	7.9128893362	-2.042003486
1005899_1	-0.24	10.889503963	10.898601387	-0.087513955
1005900_1	-0.97	10.074141463	9.0525680508	-1.142224693
1005901_1	1.074	8.9218409371	9.9143851322	0.8816013097
1005902_1	0.608	12.057991723	13.345405247	1.2046052802
1005903_1	4.196	10.654636029	15.397273532	4.8490745942
1005904_1	0.391	9.1292830169	9.4817994317	0.2020370496
1005905_1	-2.85	12.26385602	9.7176764231	-2.664731954
1005906_1	-1.66	10.324180547	8.7279204546	-1.845283461
1005907_1	-0.72	9.4346282276	7.577428828	-0.795514891
1005908_1	0.448	8.3880172853	9.0140204703	0.3300621602
1005909_1	4.532	10.600842114	15.668275609	5.2031311027
1005910_1	2.488	10.818582177	13.935901682	3.0290676737
1005911_1	2.274	11.91064273	14.993911367	3.0002944339
1005912_1	1.348	11.183635381	13.127349541	1.8507286403
1005913_1	0.081	12.129283017	12.864959915	0.6429191449
1005914_1	-1.18	11.14974712	10.182394353	-1.105640093
1005915_1	0.063	10.70994538	11.059344461	0.2109710428
1005916_1	-0.15	9.7780771295	9.5943246039	-0.306335661
1005917_1	2.874	7.3663222142	10.205793249	2.7392181197
1005918_1		6.7414669864	6.9886846868	
1005919_1	-0.04	10.057991723	10.033423002	-0.135878934
1005920_1	0.422	8.8392037881	9.1898245589	0.2406471666
1005921_1	-0.44	8.6366246205	8.3037807482	-0.513972266
1005922_1	-1.51	11.725792271	9.9600019321	-1.377655499
1005923_1	0.885	7.3923174228	8.4958550269	0.9534988087
1005924_1	1.059	9.8626373576	11.027214885	1.0687917862
1005925_1	-0.91	9.4429434958	8.5117526538	-1.086890354
1005926_1	-0.17	9.4676055501	9.2384047393	-0.363821465
1005927_1	0.307	8.6293566201	8.9307373376	0.1732249929
1005928_1	-0.34	9.9585527154	9.5924570373	-0.492787022
1005929_1	-1.34	10.906890596	9.7780771295	-1.361079567
1005930_1	-0.92	9.4325419004	8.4998458871	-1.089037199
1005931_1	0.084	10.257387843	10.522581531	0.0767698268
1005932_1	1.037	8.4178525149	9.4093909361	0.8764100641
1005933_1	3.327	8.7176764231	12.164906927	3.3353538527
1005934_1	-0.31	8.098032083	7.9829935747	-0.272539747
1005935_1	-0.49	10.677719642	10.414685236	-0.451426331
1005936_1	-0.07	9.4220647662	9.2288186905	-0.262204852
