MSMEG0001	0.79061335	0.11086827
MSMEG0002	0.9276293	0.61915946
MSMEG0003	1.264763	0.1018394
MSMEG0004	1.097372	0.24248648
MSMEG0005	1.8751107	0.003087932
MSMEG0006	2.9683154	4.20E-05
MSMEG0007	2.3919415	5.04E-04
MSMEG0009	0.62104416	0.14047742
MSMEG0011	1.1204009	0.59686226
MSMEG0012	2.2627313	2.96E-05
MSMEG0013	2.0254467	0.006207769
MSMEG0014	0.61540735	0.095737666
MSMEG0015	0.8430442	0.0280903
MSMEG0016	1.6733326	0.002910211
MSMEG0017	1.8133186	0.020085372
MSMEG0018	0.5552507	8.55E-04
MSMEG0019	0.47341314	0.002156656
MSMEG0020	1.9213734	0.005676949
MSMEG0021	0.9019185	0.51131016
MSMEG0022	1.8370205	7.02E-06
MSMEG0023		
MSMEG0024	1.3498462	0.02448404
MSMEG0025	0.71677023	0.065733
MSMEG0026	1.2200403	0.321431
MSMEG0027	1.7049203	0.04307939
MSMEG0028	1.3737246	0.07153567
MSMEG0029	1.0109267	0.951881
MSMEG0030	1.2299186	0.3340962
MSMEG0031	0.90061736	0.72826046
MSMEG0032	2.2953522	1.38E-04
MSMEG0033	0.7500322	0.2187392
MSMEG0034	0.972858	0.6996841
MSMEG0035	1.7612562	0.002953756
MSMEG0036	0.437169	0.006415395
MSMEG0038	0.71653384	0.13612556
MSMEG0039	1.4435774	9.93E-04
MSMEG0040	1.649589	3.01E-04
MSMEG0041	1.0944277	0.47374055
MSMEG0042	1.0624989	0.41021743
MSMEG0043	1.8595356	1.35E-04
MSMEG0044	1.249869	0.25183487
MSMEG0045	0.68286556	0.12373951
MSMEG0046	1.101913	0.37736335
MSMEG0047	0.9206538	0.4808553
MSMEG0048	1.3034735	0.024955349
MSMEG0049	0.48450914	0.005356057
MSMEG0050	0.30414894	2.89E-04
MSMEG0051	0.83930665	0.46137586
MSMEG0052		
MSMEG0053	0.69740564	0.04778243
MSMEG0054	0.68178195	9.02E-04
MSMEG0055	0.5542333	1.03E-05
MSMEG0056		
MSMEG0057	1.657176	2.49E-07
MSMEG0058	0.63530606	0.061716884
MSMEG0059	1.45299	0.06095124
MSMEG0060	1.0981566	0.57613
MSMEG0061	1.717186	0.008829725
MSMEG0062	0.7181137	0.17594472
MSMEG0063	0.9204661	0.28572902
MSMEG0064	1.2654489	0.09878106
MSMEG0065	1.5714649	0.003413668
MSMEG0066	2.9213963	1.17E-05
MSMEG0067	0.7188665	0.21459487
MSMEG0068	0.33124673	9.84E-05
MSMEG0069	0.6951785	0.019610481
MSMEG0070		
MSMEG0071		
MSMEG0072		
MSMEG0073		
MSMEG0074	0.37402907	9.78E-05
MSMEG0075	1.7858849	1.41E-04
MSMEG0076	0.7766831	0.36812925
MSMEG0077	1.6115481	0.01192223
MSMEG0078	1.0192341	0.68251896
MSMEG0079		
MSMEG0080	1.0025933	0.97040635
MSMEG0081	1.6017216	0.055259272
MSMEG0082	0.73937887	0.3052954
MSMEG0083	0.63235086	0.04165846
MSMEG0084	1.0699521	0.24862036
MSMEG0085	1.0146536	0.7872996
MSMEG0086	0.3833231	4.66E-04
MSMEG0087	0.9868292	0.9433589
MSMEG0088	1.4833056	1.45E-04
MSMEG0089	1.1375705	0.004271797
MSMEG0090	0.8165746	0.17834476
MSMEG0091	0.84024614	0.20606215
MSMEG0092	1.0233492	0.90116453
MSMEG0093	0.6213942	6.42E-05
MSMEG0094	1.080852	0.72972876
MSMEG0095	0.9456885	0.64410686
MSMEG0096	1.98347	0.001937035
MSMEG0097	0.6701372	0.0784965
