MSMEG0001	1.0792941	0.43354356
MSMEG0002	1.1971332	0.07480304
MSMEG0003	1.0752802	0.35087195
MSMEG0004	2.1739345	0.008780038
MSMEG0005	1.493085	1.93E-05
MSMEG0006	1.5984055	6.84E-05
MSMEG0007	1.4890018	7.26E-04
MSMEG0009	0.7805715	0.0661571
MSMEG0011	0.9907859	0.94445074
MSMEG0012	1.1663753	0.16051103
MSMEG0013	1.1433474	0.045052335
MSMEG0014	0.8321654	0.2677123
MSMEG0015	0.75594664	7.46E-04
MSMEG0016	1.1603459	0.001815358
MSMEG0017	0.7822809	0.012900393
MSMEG0018	0.91558105	0.529135
MSMEG0019	0.6162626	0.001533506
MSMEG0020	1.3158649	9.95E-04
MSMEG0021	1.0395063	0.72015476
MSMEG0022	1.4496664	0.018775402
MSMEG0023		
MSMEG0024	1.6202091	3.21E-04
MSMEG0025	0.8620744	0.12158169
MSMEG0026	0.8741836	0.13929193
MSMEG0027	1.1465294	0.39793935
MSMEG0028	1.1188592	0.07458341
MSMEG0029	1.0303893	0.6895855
MSMEG0030	1.2430848	0.15376695
MSMEG0031	0.7343932	1.51E-05
MSMEG0032	1.4013276	3.42E-06
MSMEG0033	0.9299689	0.45369807
MSMEG0034	1.2378429	9.92E-06
MSMEG0035	1.1868068	0.3093477
MSMEG0036	0.79750973	0.07040156
MSMEG0038	0.81309706	0.15878509
MSMEG0039	1.2323601	0.001141049
MSMEG0040	0.9053791	0.29563004
MSMEG0041	0.94171256	0.5604443
MSMEG0042	1.1523628	0.32650322
MSMEG0043	1.1819793	6.12E-04
MSMEG0044	1.1244618	0.008201129
MSMEG0045	0.8422014	0.003187057
MSMEG0046	1.1760788	0.029524831
MSMEG0047	1.1171827	0.34827024
MSMEG0048	0.9196086	0.466297
MSMEG0049	0.82360095	8.65E-05
MSMEG0050	0.59381276	0.001043925
MSMEG0051	1.0954823	0.3458065
MSMEG0052		
MSMEG0053	1.2528011	0.12995715
MSMEG0054	1.1313143	0.49656042
MSMEG0055	0.99828905	0.98422486
MSMEG0056		
MSMEG0057	1.3399639	3.54E-04
MSMEG0058	0.9800094	0.57869184
MSMEG0059	1.0771753	0.48636967
MSMEG0060	0.8360607	0.124003455
MSMEG0061	0.94126505	0.5747567
MSMEG0062	0.70043135	0.003993981
MSMEG0063	0.580224	7.89E-09
MSMEG0064	1.6159058	9.00E-05
MSMEG0065	1.1454524	0.039306257
MSMEG0066	1.7973477	0.013335578
MSMEG0067	0.8648613	0.29536512
MSMEG0068	0.5813743	1.00E-07
MSMEG0069	1.0394233	0.7482069
MSMEG0070		
MSMEG0071		
MSMEG0072		
MSMEG0073		
MSMEG0074	0.70391953	0.00766796
MSMEG0075	1.4183134	0.007261219
MSMEG0076	0.92943686	0.17013174
MSMEG0077	0.91681916	0.55393946
MSMEG0078	1.209592	0.001041064
MSMEG0079		
MSMEG0080	0.8384444	0.13178311
MSMEG0081	1.085756	0.48699358
MSMEG0082	1.184564	0.2878145
MSMEG0083	0.955584	0.6587921
MSMEG0084	1.2233657	0.015790977
MSMEG0085	1.3903503	0.019384326
MSMEG0086	0.6288178	2.34E-04
MSMEG0087	0.80639267	0.14548935
MSMEG0088	1.3157661	0.006230164
MSMEG0089	1.4100525	0.002733603
MSMEG0090	0.89989346	0.2074103
MSMEG0091	1.0613633	0.6903872
MSMEG0092	1.1324342	0.008886888
MSMEG0093	0.75300217	2.00E-05
MSMEG0094	0.9930431	0.78053117
MSMEG0095	0.92881536	0.16489026
MSMEG0096	1.4246453	1.14E-04
MSMEG0097	0.8582794	0.050558306
MSMEG0098	0.865812	0.003528417
MSMEG0099	0.7911269	0.005942422
MSMEG0100	0.9903317	0.93291515
MSMEG0101	0.9070952	0.42380434
MSMEG0102	1.1445408	0.36799604
MSMEG0103	0.8041962	0.03739568
MSMEG0104	1.0736421	0.33800173
MSMEG0105	1.2087942	0.001437086
MSMEG0106	1.0502291	0.077059925
MSMEG0107	1.0231168	0.8341184
MSMEG0108	1.2584543	8.86E-06
MSMEG0109	0.77022815	0.084747165
MSMEG0110	0.56334984	2.08E-04
MSMEG0111	0.98178643	0.9049201
MSMEG0112	0.9672399	0.7132394
MSMEG0113	0.7034313	2.22E-04
MSMEG0114	0.5882427	2.59E-07
MSMEG0115	0.91020155	0.27505863
MSMEG0116	1.3474112	0.010663421
MSMEG0117	1.1734701	3.70E-04
MSMEG0118	1.4807739	0.2800738
MSMEG0119	0.7633968	0.006035662
MSMEG0120	1.0995302	0.07683385
MSMEG0121	0.9319475	0.47725928
MSMEG0122	1.0285676	0.8075848
MSMEG0123	1.0385021	0.80712557
MSMEG0124	0.7300897	0.019201415
MSMEG0125	0.5687969	7.01E-04
MSMEG0126	1.3737205	8.30E-05
MSMEG0127	1.4513617	0.004187885
MSMEG0128	1.2111536	0.04277051
MSMEG0129	0.82692194	0.11836044
MSMEG0130	1.9198319	2.27E-04
MSMEG0131	1.0806432	0.26377976
MSMEG0132	1.1904743	0.26769236
MSMEG0133	1.1852921	0.2519943
MSMEG0134	1.3189704	0.012712881
MSMEG0135	1.0931418	0.42881128
MSMEG0136	1.1205058	0.13028625
MSMEG0137	1.0998265	0.4333383
MSMEG0138	0.8699755	0.14674804
MSMEG0139	1.1183401	0.23251462
MSMEG0140	1.4417789	0.006039988
MSMEG0141	0.83629054	0.005194822
MSMEG0142	0.6829278	8.32E-05
MSMEG0143	1.8079447	0.001565968
MSMEG0144	0.63672113	1.10E-04
MSMEG0145	1.0022224	0.9775334
MSMEG0146	0.95209885	0.67059624
MSMEG0147	0.96628255	0.7593106
MSMEG0148	0.77578455	0.06693369
MSMEG0149	0.67236656	1.65E-04
MSMEG0150	0.89671844	0.39384234
MSMEG0151	0.9725063	0.4293747
MSMEG0152	0.9050134	0.24989468
MSMEG0153	0.9264241	0.30363962
MSMEG0154	0.8052842	0.05916121
MSMEG0155	0.81091267	0.003166781
MSMEG0156	1.0154952	0.8399762
MSMEG0157	0.83338314	0.06086707
MSMEG0158	1.0305927	0.7201253
MSMEG0159	1.022772	0.78555036
MSMEG0160	0.8265617	0.26791304
MSMEG0161	1.2041785	0.10833666
MSMEG0162	1.1852208	0.003632107
MSMEG0163	1.18601	0.13365476
MSMEG0164	1.1004277	0.16323335
MSMEG0165	0.5888799	0.00260829
MSMEG0166	1.2444124	0.07758295
MSMEG0167	0.95622927	0.7318537
MSMEG0168	0.9040854	0.31356642
MSMEG0169	1.0725236	0.06711325
MSMEG0170	1.4114841	0.004547237
MSMEG0171	0.8338569	0.07006821
MSMEG0172	1.2771045	0.002007997
MSMEG0173	1.062694	0.39901942
MSMEG0174	0.7963817	0.025509506
MSMEG0175	1.0248189	0.72737837
MSMEG0176	0.7515548	2.27E-04
MSMEG0177	1.2348822	0.0377425
MSMEG0178	1.2606237	0.09518772
MSMEG0179	0.8070058	0.02359748
MSMEG0180	1.0452667	0.51155776
MSMEG0181	1.2678555	2.02E-06
MSMEG0182	0.8610409	0.3805334
MSMEG0183	1.055268	0.24278799
MSMEG0184		
MSMEG0185	1.1008383	0.57726884
MSMEG0186	0.93767756	0.5611527
MSMEG0187	0.8278734	0.30732235
MSMEG0188	1.0029558	0.9743113
MSMEG0189	1.0182697	0.6940012
MSMEG0190	1.0971662	0.3020581
MSMEG0191	0.7182366	0.008929925
MSMEG0192	0.90954465	0.1658606
MSMEG0193		
MSMEG0194		
MSMEG0195	1.0675092	0.30409154
MSMEG0196	0.9089029	0.27971438
MSMEG0197	0.8006701	0.026471123
MSMEG0198	1.237224	2.96E-04
MSMEG0199	1.1929426	2.17E-04
MSMEG0200	1.4325024	0.13037819
MSMEG0201	1.241057	8.30E-05
MSMEG0202	1.0025958	0.98446167
MSMEG0203	0.87787503	0.26945505
MSMEG0204	1.2771474	0.017997075
MSMEG0205	1.456988	5.60E-05
MSMEG0206	1.2814668	0.001491754
MSMEG0207	0.86523837	0.022500366
MSMEG0208	1.167375	0.2874645
MSMEG0209	1.3915957	0.006363477
MSMEG0210	1.3293363	4.25E-06
MSMEG0211	1.1314062	0.007139307
MSMEG0212	1.4590315	5.94E-04
MSMEG0213	1.2705493	0.008839203
MSMEG0214	0.83435726	0.046265695
MSMEG0215	0.9059587	0.5137058
MSMEG0216	1.0162929	0.73031783
MSMEG0217	1.2040571	0.14317702
MSMEG0218	0.8337569	0.1368537
MSMEG0219	0.9304932	0.3293794
MSMEG0220	0.9670355	0.7640481
MSMEG0221	0.52236485	9.31E-05
MSMEG0222	1.4194403	0.013536979
MSMEG0223	1.3737302	9.30E-04
MSMEG0224	1.374933	0.003855333
MSMEG0225	1.0367808	0.6512879
MSMEG0226	1.4942021	7.25E-04
MSMEG0228	1.0905982	0.38983804
MSMEG0229	1.0394044	0.53245854
MSMEG0230	0.85472655	0.01580261
MSMEG0231	0.9935646	0.83121276
MSMEG0232	0.9101202	0.29498434
MSMEG0233	1.0390757	0.21144946
MSMEG0234	1.3596072	0.010833959
MSMEG0235	1.6627346	0.00670601
MSMEG0236	0.8950918	0.41249985
MSMEG0237	1.3405905	0.003063256
MSMEG0238	0.73985976	8.44E-04
MSMEG0239	1.0796367	0.106491156
MSMEG0240	1.031323	0.6175234
MSMEG0241	1.424173	2.75E-06
MSMEG0242	1.8450829	6.31E-06
MSMEG0243	0.82442003	0.01420945
MSMEG0244	1.3922447	1.91E-04
MSMEG0245	1.0967532	0.16931686
MSMEG0246	0.9310035	0.6198605
MSMEG0247	1.1815922	0.058292795
MSMEG0248	1.0525515	0.20682465
MSMEG0249	1.1077839	0.29477143
MSMEG0250	0.6664041	0.02266764
MSMEG0251	0.859567	0.04509224
MSMEG0252	1.0159591	0.9081187
MSMEG0253	0.9769059	0.77647525
MSMEG0254	0.72752523	0.036749206
MSMEG0255	1.0292969	0.8310677
MSMEG0256	0.7263434	0.04851377
MSMEG0257	1.2455367	2.30E-04
MSMEG0258	0.9455998	0.45382258
MSMEG0259	1.2913322	0.034215767
MSMEG0260	1.0326973	0.7977514
MSMEG0261	1.0963491	0.15894215
MSMEG0262	0.7550295	0.11265214
MSMEG0263	1.0676228	0.49615455
MSMEG0264	1.0358355	0.7640578
MSMEG0265	1.8837339	5.05E-06
MSMEG0266	1.0171456	0.76265514
MSMEG0267	0.9033825	0.36525998
MSMEG0270	0.8731208	0.18194064
MSMEG0271	0.9555044	0.46735093
MSMEG0272		
MSMEG0273	0.8561731	0.17307913
