ID-1	-0.038021678	413	83	662	116
ID-2	-0.456034077	423	83	919	116
ID-3	0.516205638	718	79	923	112
ID-4	0.320202295	451	81	592	115
ID-5	-0.187223907	348	78	593	115
ID-6	0.126039704	225	79	320	109
ID-7	-0.086653556	286	81	426	114
ID-8	-0.150169595	315	79	474	113
ID-9	-0.236316955	330	79	548	118
ID-10	-0.16009267	548	79	1070	118
ID-11	0.126444456	454	78	690	116
ID-12	-0.032711358	282	80	420	117
ID-13	0.380840378	1686	81	1793	118
ID-14	0.192929662	1655	78	1962	119
ID-15	0.339984698	415	78	536	112
ID-16	0.08596513	1486	79	1920	107
ID-17	-0.18547365	651	75	1276	111
ID-18	0.027418341	420	86	649	124
ID-19	0.123523942	445	84	662	117
ID-20	0.486786111	790	80	1020	112
ID-21	-0.023537386	218	81	345	118
ID-22	0.546918739	963	80	1176	120
ID-23	0.351132005	486	81	645	114
ID-24	0.220537942	1450	79	1766	116
ID-25	-0.519724588	223	78	460	122
ID-26	-0.840494197	300	79	743	122
ID-27	0.031448786	167	81	258	128
ID-28	-0.042329014	209	79	340	120
ID-29	-0.171309179	290	79	452	125
ID-30	-0.442888323	315	79	596	117
ID-31	-0.037064264	240	78	380	113
ID-32	0.398159509	3639	80	3023	111
ID-33	0.36146442	1088	78	1379	117
ID-34	0.390186705	595	80	827	115
ID-35	0.058265487	456	82	714	114
ID-36	-0.317844029	165	79	319	115
ID-37	0.165008614	357	75	466	111
ID-38	-0.246129486	225	77	400	113
ID-39	-0.132430809	257	78	419	114
ID-40	-0.798939038	181	83	427	111
ID-41	-0.299747409	213	80	389	116
ID-42	-0.132401879	235	78	402	123
ID-43	-0.203122657	187	78	335	117
ID-44	-0.432330734	400	79	839	114
ID-45	-0.316352477	353	79	652	114
ID-46	-0.028130991	264	81	408	116
ID-47	-0.184664007	232	82	400	123
ID-48	-0.411351862	208	79	409	121
ID-49	0.378379311	209	82	247	123
ID-50	-2.442606892	153	79	803	123
ID-51	-1.431887375	195	78	592	120
ID-52	0.824580614	515	82	510	113
ID-53	-1.273167747	1758	80	4656	114
ID-54	-1.264342545	318	79	1078	108
ID-55	0.381462779	368	79	419	114
ID-56	0.16466389	430	78	616	111
ID-57	0.059383761	201	79	301	115
ID-58	0.31236412	275	81	360	118
ID-59	-0.028325621	189	79	305	121
ID-60	-0.988032781	203	75	515	113
ID-61	-2.006003142	151	80	660	112
ID-62	0.056383913	181	82	257	110
ID-63	-0.275494925	177	75	334	113
ID-64	0.410890803	434	83	541	119
ID-65	-0.181023668	637	81	1244	122
ID-66	-0.220050692	535	82	1089	129
ID-67	0.204272501	1993	83	2206	122
ID-68	0.056056361	2899	83	3123	121
ID-69	0.254001446	360	82	435	112
ID-70	0.319208448	257	77	332	113
ID-71	0.205970141	214	79	287	110
ID-72	-0.450212158	247	81	456	112
ID-73	-0.128471262	184	81	304	111
ID-74	0.438247857	653	80	887	112
ID-75	0.147683615	215	79	304	113
ID-76	-0.389795113	236	83	447	123
ID-77	-0.106408188	169	79	286	119
ID-78	0.243383639	1282	82	1613	121
ID-79	-0.138770945	258	82	422	118
ID-80	-0.234466959	389	76	713	114
ID-81	0.424718344	690	82	940	117
ID-82	-0.257011352	688	83	1403	123
ID-83	0.51872677	594	88	756	129
ID-84	-0.865031147	192	85	469	126
ID-85	0.055970925	186	79	289	128
ID-86	0.272835824	249	77	329	112
ID-87	0.757136193	705	79	795	112
ID-88	0.279242628	271	78	357	110
ID-89	-0.211423613	394	75	707	103
ID-90	0.447872801	418	78	499	108
ID-91	0.766291951	698	80	779	110
ID-92	-1.02075266	261	77	644	112
ID-93	0.125362928	228	80	330	116
ID-94	0.008520521	352	79	506	115
ID-95	-0.063400734	287	77	427	116
ID-96	0.841020148	662	80	703	116
ID-97	-1.835480424	190	83	674	118
ID-98	-0.620426913	402	83	961	118
ID-99	-1.284866301	208	81	573	120
ID-100	-1.469473351	183	87	588	128
ID-101	0.592455552	615	81	756	119
ID-102	0.394319252	452	81	580	127
ID-103	0.126691288	2472	79	2658	107
ID-104	-0.119601007	426	77	739	108
ID-105	0.286071621	466	78	639	111
ID-106	-0.676961636	201	78	442	108
ID-107	-0.823205702	192	76	459	106
ID-108	-0.14924904	337	76	537	111
ID-109	-0.976642095	308	74	854	113
ID-110	-0.559551595	259	76	482	111
ID-111	0.056653647	940	78	1466	112
ID-112	-0.184518905	265	80	430	114
ID-113	-1.239101784	266	78	814	117
ID-114	0.00574052	1247	79	1793	118
ID-115	-0.535967926	427	78	1012	120
ID-116	-0.862170813	271	78	611	118
ID-117	-0.6075672	236	82	485	125
ID-118	-0.464035221	166	76	354	115
ID-119	0.145837113	220	78	320	119
ID-120	0.170478305	465	79	681	108
ID-121	-0.121961154	248	75	406	107
ID-122	-0.794423499	426	77	1207	111
ID-123	0.166433021	2055	80	2290	109
ID-124	0.078505633	703	75	1171	111
ID-125	-0.074987294	397	77	646	108
ID-126	-0.259542975	335	75	589	109
ID-127	0.139578453	1034	79	1488	112
ID-128	0.143869414	382	78	535	106
ID-129	0.217467361	232	79	308	105
ID-130	-1.328419368	312	75	1128	115
ID-131	0.236991	374	79	482	124
ID-132	0.103674575	1638	82	2045	123
ID-133	-0.305007514	848	82	1658	122
ID-134	0.375153661	921	87	1245	125
ID-135	-0.426178858	277	87	478	124
ID-136	-0.293651963	324	80	547	117
ID-137	-0.193869479	738	80	1430	110
ID-138	-0.163327386	343	78	559	107
ID-139	-0.863280462	281	79	662	111
ID-140	0.094752526	2942	82	3079	112
ID-141	-0.29421388	321	80	532	113
ID-142	-0.707518416	283	82	569	112
ID-143	0.660583406	974	79	1110	109
ID-144	0.616721525	318	76	338	109
ID-145	0.230729525	321	78	395	111
ID-146	-0.08273752	451	80	780	115
ID-147	0.102813226	382	80	558	117
ID-148	0.032201707	1527	82	2033	129
ID-149	-0.582322386	302	83	599	128
ID-150	-0.311557491	369	81	687	121
ID-151	0.813830384	1019	85	1064	119
ID-152	0.404670595	422	85	520	119
ID-153	0.090594024	246	81	358	114
ID-154	0.850442376	422	77	370	112
ID-155	0.373075191	352	80	393	109
ID-156	0.377289909	277	81	343	111
ID-157	0.59431945	449	83	497	110
ID-158	0.532445367	405	80	430	112
ID-159	0.269325062	372	79	456	113
ID-160	0.091735388	371	79	530	110
ID-161	-0.527059461	243	78	466	111
ID-162	-0.896713546	219	78	509	112
ID-163	0.769215642	457	78	460	112
ID-164	-1.363433212	272	82	890	118
ID-165	0.224074262	280	85	391	131
ID-166	-1.732249644	279	85	1214	131
ID-167	0.352123894	513	87	699	135
ID-168	-0.1320867	8061	87	7509	134
ID-169	0.250251153	296	81	386	117
ID-170	0.269325062	373	80	463	120
ID-171	0.274289331	407	77	540	106
ID-172	-0.416007884	364	78	718	107
ID-173	0.656407876	243	75	238	107
ID-174	-1.129291075	285	78	817	104
ID-175	0.117791758	332	83	427	114
ID-176	1.431846265	537	78	346	112
ID-177	0.652987062	1655	81	1529	112
ID-178	0.765302134	364	83	332	109
ID-179	-0.040997459	529	79	945	108
ID-180	1.510623295	645	77	441	111
ID-181	-0.746576376	331	75	803	111
ID-182	0.377638689	575	82	804	125
ID-183	-0.003648476	334	80	480	126
ID-184	-0.193790939	187	86	335	132
ID-185	-2.153404828	184	88	774	136
ID-186	0.170725381	291	85	399	123
ID-187	0.424620138	459	78	575	118
ID-188	0.020192244	280	75	407	110
ID-189	0.660484622	559	75	635	110
ID-190	-0.478775411	436	77	994	109
ID-191	-0.155116991	267	76	419	104
ID-192	-0.006145332	254	81	391	114
ID-193	0.258463683	913	78	1308	112
ID-194	0.671156211	275	75	281	109
ID-195	0.951028145	395	80	318	110
ID-196	-0.6305436	266	80	505	110
ID-197	0.537369145	413	80	446	113
ID-198	-0.001841632	292	76	416	111
ID-199	0.312986017	442	80	594	127
ID-200	0.232433816	442	82	622	129
ID-201	0.011434684	411	89	640	132
ID-202	0.432720629	519	86	682	141
