1		741.5	0	892	509
2		793	0	1081	501
3	0.569	10204.5	4	2898.5	498
4	0.575	14962	0	3891	532
5	0.041	1484	1	1785	495.5
6	0.103	1408	0	1603	544
7	0.118	422.5	0	761	473
8	0.118	488	0	882.5	547
9	-0.160	2536	0	3819	473
10	-0.141	2603	0	3857	565.5
11		0	0	625	481
12		0	0	549.5	544.5
13		2	0	586.5	513
14		0	0	566	532
15		368	0	611	486.5
16		368	0	665	473
17	-0.001	4403	0	4538	615.5
18	-0.024	4658	0	5003	662
19	0.007	7894	12	7159	617
20	0.042	8015.5	25	6793	664
21		1361	0	1259.5	483
22		1286	0	1583	567
23	0.234	1097	0	1087.5	483
24	0.188	897.5	0	1022	477.5
25	0.138	2418	0	2147.5	489
26	0.219	2675	0	2089	567.5
27	-0.016	2064	0	2546	531
28	0.054	2293.5	12	2418.5	523
29	0.004	4721	0	4737	607
30	-0.005	4728	0	4809	585
31		134	20	608	526.5
32		122	0	653	530.5
33	-0.095	4230	0	5235	582
34	-0.110	4043.5	19	5109	515
35	0.544	9008	0	2806	537
36	0.573	9778	0	2879	588
37	0.225	4988	59	3304	657
38	0.228	4852	21.5	3272.5	695
39	0.176	981	30	1368	771
40	0.305	1016	57.5	1322	881
41		0	0	561	553
42		0	0	579	550
43	0.150	7072.5	3.5	4833	507.5
44	0.153	2125.5	0	1932	511
45	0.297	3391	0	2146.5	552
46	0.278	3698	0	2273	475
47	0.160	459.5	0	749	464
48	0.108	552	0	829	437
49		0	0	617	577.5
50		89.5	0	663.5	533.5
51	0.401	2474.5	0	1536.5	598.5
52	0.382	2226	29	1540	670
53	-0.037	276.5	0	921	656.5
54	-0.073	309	0	932	607
55	0.144	591	20	1022	649
56	0.191	549.5	0	959	639
57		0	0	601	595
58		45	40	841	846
59		2883.5	372	4461	1874
60		2618	563	4255	2415
61	0.409	978.5	0	814.5	463
62	0.486	943	0	771	489
63	0.841	10583	0	1824	456.5
64	0.883	8364	0	1452	450
65	0.090	623	0	965	501
66	0.092	597	0	963	521
67	-0.017	1864	0	2354	517
68	0.016	1912	0	2273	527.5
69	-0.046	4714	0	5176	569
70	-0.036	4680	12	5001	540
71		14	0	600	560.5
72		3	0	624	524
73	-0.007	812	0	1297	518
74	0.115	870	15	1337	722
75		1180.5	77	1689	905
76		1228.5	132.5	1886.5	1279
77		1879	114.5	2376.5	1041
78		1945	272	2312.5	1349
79		2679.5	920	4569	3568
80		2770	1004	4615	3797.5
81	0.063	624	0	1017	521
82	0.033	676	0	1085	505
83	0.237	2317	5	1809	536.5
84	0.244	2036	0	1576.5	469.5
85	-0.014	3473	0	3798	553
86	-0.028	3625	0	4030	544
87	-0.030	2473	4	3074.5	621
88	0.060	2499	24	2626	613
89		0	0	593	576
90		0	0	624	558
91	0.057	2002	0	2196	530
92	0.047	2164	10.5	2423.5	600
93		507	50	1001	669
94		624	89	1098	967
95		3409	368	3200	2044
96		3359	208	2894	1552.5
97		1357	136	1488	1169
98		1250	468.5	1097	1138
99		4130	803	5365	3314
100		4459.5	656	5426	3025.5
101		202	0	681.5	514
102		207	0	685	523
103	0.040	1132.5	36	1460	510
104	0.074	1025	0	1334.5	515
105	-0.148	1343	0	2376	576
106	-0.119	1415.5	42	2373	649
107		0	0	540	490
108		0	0	493	458.5
109		0	0	601	542
110		0	0	544.5	529
111		0	0	558.5	568
112		0	0	619	552
113		419	36.5	885	815
114		228	71	1097	902
115		14	14	743.5	625
116		0	0	617	574
117		0	0	574.5	608
118		0	0	675	670
119		58	34.5	1090.5	1095
120		66	80	954.5	934.5
121		161	0	643	593
122		251.5	0	702	548
123		0	0	590	495
124		0	0	542	470
125		0	0	587	520
126		0	0	545	481
127	0.122	1588	1	1673	529.5
128	0.114	1506	0	1625	518
129	0.295	638	0	898	605
130	0.233	548	0	912	623
131	0.364	2329	3.5	1528	569
132	0.409	2054.5	7.5	1363	600.5
133	-0.026	4826	168	5118	754.5
134	0.017	4469	197.5	4801	1131
135		1146	34	1513	930.5
136		872	9	1415.5	751
137		238.5	0	710	628
138		248.5	1	747	649
139		0	0	685	708
140		27	0	754	649
141	0.049	1351.5	3	1737	587
142	-0.003	1485	10	2033.5	614.5
143	0.216	870.5	333	889	594.5
144	0.320	541.5	0	727	495
145		308	0	691	502
146		424	0	773	569
147		157	0	751	512.5
148		196	0	889	579.5
149	0.062	986	0	1337	528
150	0.042	778.5	0	1236.5	574
151	-0.140	344	0	1035	608.5
152	-0.260	264.5	0	1058.5	629
153		0	0	618	605
154		176.5	66	1322	955.5
155		1904	200	2805	1196
156		1756	52	2659	926.5
157	0.076	1687	0	2057	705
158	0.068	1878	28	2232	726
159	-0.301	1161	0	2920.5	708.5
160	-0.321	1059	10	2753	655.5
161		1929	0	2294	564.5
162		2720	0	2296	545.5
163	0.078	746	0	1166	586
164	0.079	753	0	1097	512
165		0	0	549	479.5
166		0	0	493	447
167		0	0	536	489
168		0	0	526.5	553
169		0	0	557.5	532.5
170		0	0	592	541
171		0	0	551	556
172		0	0	656	583.5
173	0.228	1440	15	1422	620.5
174	0.220	1368	0	1352	569
175		28	0	582	569
176		0.5	0	673	585
177		0	0	676	677
178		0	0	681	665
179		236	0	921	636
180		200	0	834.5	653.5
181		1387.5	0	1248	542
182		1648	20	1119	628
183	0.116	441	0	871	568
184	0.127	468	0.5	827	513
185	0.210	766	28	985	567
186	0.266	852.5	0	989	562
187		138	0	684	541.5
188		162.5	0	625.5	582
189	0.252	2399	0	1910	633
190	0.217	2372	22	1913	561
191	0.155	3313.5	1	2701.5	569
192	0.130	3012	16	2611.5	557
193	0.231	1799	6	1657	652
194	0.250	2523.5	86	2033	733
195		71	0	702	628
196		17	0	653	630.5
197	0.185	2060	0	1933	651.5
198	0.270	2260.5	0	1912	755
199	0.216	1566	37	1602.5	717
200	0.137	1740	64	1849	681
201		888	0	758	593.5
202		1003.5	0	841	505
203	0.280	3938.5	6	2393	496.5
204	0.338	3913.5	0	2176	516
205	0.330	1125	0	1012.5	518
206	0.256	806	0	901	489
207	0.099	554	34	884.5	509
208	0.031	546	94	926	546
209	0.078	1012	0	1328.5	528
210	0.092	1128	0	1416	548.5
211		6859	0	20350.5	576
212		5834	0	19954.5	587
213		0	0	620	560
214		3	0	601	533
215		0	0	584	569
216		0	0	676	612
217	0.034	1779.5	0	2170.5	604.5
218	0.036	1757.5	19	2189	663.5
219	0.118	580.5	0	1033	629.5
220	0.114	601	0	1000.5	578
221		10	0	633	607.5
222		2	0	679	553
223		13	0	656	552.5
224		0	0	575	438
225		0	0	544	484.5
226		0	0	604	536
227		0	0	565	546
228		31	0	657.5	494
229		0	0	571.5	487
230		0	0	601	613
231	0.085	1888	0	2054	577
232	0.029	1675	0	2076	581
233		0	0	596.5	614
234		0	0	617	578
235		1025	0	2951	594
236		1803	0	3477.5	688
237	0.065	4094	0	3818.5	640
238	0.085	4074.5	36	3692	692
239		386	23	1177	808
240		204	0	960	772
241	-0.020	856	0	1409	561
242	-0.016	1034	14	1593	587
243	0.335	590	0	820.5	575.5
244	0.140	446	0	749.5	460
245		182	0	644	513.5
246		196	0	558	451
247	0.114	406	0	760	481.5
248	0.195	446	0	791	537
249	0.063	554	0	958	521
250	0.106	518	0	944	576
251		200	0	646	503.5
252		178	0	692	505
253	-0.146	2822.5	0	4171.5	585
254	-0.154	2262	0	3575	601
255		758	0	1040	572
256		567	0	1017	523
257	0.074	1755	0	1992	579.5
258	0.063	1511.5	0	1849	600
259		122	35.5	1209.5	929
260		72	1	937	760
261	0.412	4176	0	2077	579.5
262	0.333	4365.5	0	2455.5	601
263	0.256	3898.5	0	2543	559
264	0.234	3459	0	2343.5	479
265		18	0	575.5	528
266		0	0	600.5	525
267	0.076	821.5	0	1176	529
268	0.151	977	0	1170	519
269	0.198	1079.5	0	1219	572
270	0.101	1108	0	1364	530.5
271	-0.026	873	0	1409	532
272	-0.075	808.5	0	1496.5	588
273	-0.360	506	0	1726	637.5
274	-0.403	448	0	1638.5	581
275	0.136	881.5	0	1212.5	608
276	0.147	906.5	0	1207.5	601
277	-0.123	3654	74	4825	577
278	-0.155	3506.5	0	5060	580
279	-0.037	746	0	1475	710
280	0.003	664	10.5	1407	806
281		0	0	581	487
282		54	0	543	525
283	0.043	5617	0	4993	555.5
284	0.066	5123	0	4473.5	593
285		9	0	580.5	505
286		0	0	566.5	508.5
287		0	0	561	502.5
288		0	0	564	522.5
289		0	0	553	488.5
290		898	0	1176.5	556
291	0.033	1314.5	0	1682	521
292	0.049	1449	0	1797	561
293		0	0	679	561
294		6	0	601	557.5
295	-0.054	1848	0	2510	533
296	0.006	1867.5	0	2393	646.5
297	-0.082	1412	0	2205.5	577.5
298	-0.111	1740	0	2725	600
299	0.071	615.5	0	1113	633
300	0.088	560	0	1080	663
301		0	0	571	455
302		20	0	616.5	534
303		89	0	716.5	510
304		34	0	659	481
305		37	0	723	520.5
306		0	0	584.5	537
307		0	0	546	476.5
308		17	0	615	542
309		20	0	700.5	513
310		26	0	725	546.5
311		0	0	593	530
312		0	0	642	569
313		0	0	705	660
314		7	0	623	561
315		0	0	691	543
316		28.5	0	685.5	562.5
317		0	0	610	569
318		36.5	0	729	559
319		0	0	649	632
320		0	0	585	629
321		10	0	601	536.5
322		18.5	0	632.5	547
323		0	0	636	528
324		8	0	603.5	499.5
325		0	0	564	509
326		0	0	601	541.5
327		0	0	548	518
328		0	0	581	556.5
329		24	0	676.5	537
330		0	0	660.5	552.5
331		111	0	692	508
332		68	0	741	626
333		38	0	716.5	607
334		55	0.5	691.5	652
335		63	0	690	537
336		6	5.5	688.5	569
337		61	0	812	601
338		141	6	857	610
339		76	0	788	624
340		56	0	752	633
341		0	0	485	496.5
342		0	0	566.5	551
343		0	0	549	513
344		0	0	536	505
345		0	0	545	478
346		1	0	688.5	542
347		16	0	705	556.5
348		0	0	520.5	516.5
349		0	0	553	503
350		0	0	569	580
351		0	0	576	481.5
352		0	0	560.5	551.5
353		13.5	0	601	557
354		0	0	568	551
355		0	0	633	547
356		0	0	611	594.5
357		0	0	633	576
358		0	0	631	622
359		76	0	681	616
360		81.5	0	753	629
361		0	0	579.5	511
362		0	0	548	505
363		0	0	532	501
364		0	0	513	494
365		0	0	572	489
366		0	0	517	543.5
367		0	0	519	519
368		0	0	533.5	551.5
369		0	0	554	543
370		0	0	589	521.5
371		0	0	577	537
372		0	0	686	583
373		3.5	0	648	569.5
374		35.5	0	729	559.5
375		0	0	667	640
376		0	0	673	641
377		0	0	619	625
378		0	0	656	631.5
379		0	0	694.5	601
380		0	0	703	648
381		0	0	521	484
382		0	0	540.5	543.5
383		0	0	534	505
384		0	0	469	471
385		0	0	501.5	445.5
386		0	0	491	487
387		0	0	515	481
388		0	0	547	527.5
389		0	0	633	565.5
390		0	0	569	501
391		0	0	552.5	505
392		0	16	592	546
393		0	0	505	584.5
394		0	0	572.5	536
395		0	0	594	569
396		0	0	615	638
397		14.5	0	629	569
398		0	0	630	569
399		0	0	682	552
400		0	0	633	643
401	0.133	4167.5	0	3397	622
402	0.113	6009	10	4713	673
403	-0.000	3361	0	3735	679.5
404	0.022	3820.5	32.5	3921	672
405	0.271	4062	16	2677	694
406	0.219	3522	30	2686.5	744
