B0001	2.815387103	1.4933333	0.3758103	0.020464886	1.06	1.73	1.69
B0017	1	0	0	NaN	0	0	0
B0024	-1.069299997	-0.096666664	0.18823744	0.46759856	-0.22	-0.19	0.12
B0025	-1.225468431	-0.29333332	0.32316145	0.25652972	-0.02	-0.21	-0.65
B0026	-1.536875181	-0.62	0.38742742	0.109241985	-0.21	-0.67	-0.98
B0027	-1.350349915	-0.4333333	0.2902298	0.122622445	-0.1	-0.57	-0.63
B0033	2.531513188	1.34	0.18193409	0.006088591	1.45	1.13	1.44
B0034	2.037311526	1.0266666	0.60665756	0.099345915	0.5	0.89	1.69
B0035	-3.301984619	-1.7233334	1.5051357	0.18581668	-2.78	-2.39	0
B0042	1.125058485	0.17	0.46872166	0.5940473	-0.19	0.7	0
B0043	-1.369200145	-0.45333335	0.32807517	0.13906804	-0.3	-0.83	-0.23
B0044	-1.167427785	-0.22333331	0.51675266	0.5321772	0.08	0.07	-0.82
B0057	2.639015822	1.4	0.7956758	0.09290854	0.79	2.3	1.11
B0059	-2.118926287	-1.0833334	0.49013606	0.06195823	-1.07	-0.6	-1.58
B0069	2.969047141	1.57	1.5958697	0.23050001	3.39	0.91	0.41
B0070	1.737082892	0.7966666	1.7561985	0.51433897	-0.42	2.81	0
B0076	2.089754402	1.0633334	1.0165793	0.21172549	0.93	0.12	2.14
B0077	1.225468431	0.29333332	0.37634203	0.3095012	0.59	0.42	-0.13
B0078	1.353473555	0.4366667	0.260832	0.10119936	0.66	0.5	0.15
B0079	-1.025741095	-0.03666663	1.2322878	0.963582	0.41	0.91	-1.43
B0080	1.239707674	0.30999997	0.506853	0.40047395	-0.17	0.84	0.26
B0086	-1.427344221	-0.5133333	0.24006945	0.06579125	-0.57	-0.25	-0.72
B0087	-1.148698355	-0.2	0.31575307	0.38705266	-0.07	0.03	-0.56
B0088	1.15936378	0.21333332	0.50599736	0.5411921	-0.31	0.25	0.7
B0089	-1.414213562	-0.5	0.192873	0.046190504	-0.64	-0.58	-0.28
B0105	1.391524876	0.4766667	0.35697806	0.14685762	0.81	0.1	0.52
B0106	1.096824985	0.13333334	0.5822657	0.72996384	-0.07	-0.32	0.79
B0107	1.635804162	0.71000004	0.72020835	0.22985157	1.44	0.69	0
B0108	-1.433955248	-0.52	0.29546574	0.09286994	-0.85	-0.43	-0.28
B0114	1.391524876	0.4766667	0.45883912	0.21377522	0.79	0.69	-0.05
B0115	2.138600047	1.0966667	0.21221061	0.012252488	1.34	0.95	1
B0116	1.861759475	0.8966667	0.47721416	0.08285091	1.23	1.11	0.35
B0117	1.725084104	0.7866667	0.78500533	0.22474883	1.45	0.99	-0.08
B0123	1.112136099	0.15333335	0.49893218	0.6477344	-0.04	-0.22	0.72
B0124	3.301984619	1.7233334	1.6696208	0.21571815	0.82	0.7	3.65
B0125	1.385109468	0.47	0.51215225	0.2529008	1.05	0.28	0.08
B0126	1.447269264	0.53333336	0.10598742	0.012909698	0.63	0.55	0.42
B0132	1.745128535	0.8033333	0.7031596	0.18641882	0.48	0.32	1.61
B0133	2.109157308	1.0766667	2.0738692	0.4634411	3.47	-0.19	-0.05
B0134	1.170128232	0.22666664	0.18610033	0.16937177	0.4	0.25	0.03
B0135	-1.922966061	-0.9433333	1.585318	0.4110337	0.16	-0.23	-2.76
B0136	1	0	0	NaN	0	0	0
B0137	1.059463099	0.08333334	0.54601586	0.8162609	0.67	-0.01	-0.41
B0138	1	0	0	NaN	0	0	0
B0139	1	0	0	NaN	0	0	0
B0140	-3.116658319	-1.64	2.1023085	0.30919454	-4.01	-0.91	0
B0141	1	0	0	NaN	0	0	0
