B0222	-1.054578625	-0.07666666	0.20526406	0.5840127	-0.13	0.15	-0.25
B0223	1.693490625	0.76	1.5655988	0.48896134	0.81	2.3	-0.83
B0224	-1.042465762	-0.060000002	0.3819686	0.8110802	0.07	0.24	-0.49
B0225	1.617015267	0.6933333	1.0511581	0.37159836	1.86	0.4	-0.18
B0228	1.268684491	0.34333333	0.81983733	0.54362637	1.29	-0.13	-0.13
B0231	-1.353473499	-0.43666664	1.2793096	0.61430365	0.47	0.12	-1.9
B0239	-1.06437018	-0.089999996	0.13453624	0.3662391	-0.13	0.06	-0.2
B0240	1.35034998	0.43333337	0.48397657	0.2611012	0.03	0.3	0.97
B0241	6.996661037	2.8066666	1.75654	0.10952552	2.49	1.23	4.7
B0245	2.000000139	1.0000001	2.3382258	0.5360049	-0.81	3.64	0.17
B0246	3.317278183	1.73	0.44192758	0.021066573	1.49	1.46	2.24
B0247	-1.15135547	-0.20333332	0.2311565	0.26707888	-0.42	-0.23	0.04
B0248	1	0	0	NaN	0	0	0
B0249	-1.404444876	-0.49	1.2813665	0.57586485	0.49	-0.02	-1.94
B0250	-1.086734863	-0.12	0.41327956	0.6649386	0.22	-0.58	0
B0251	2.543238392	1.3466667	0.7214107	0.08380837	1.17	2.14	0.73
B0252	3.045473815	1.6066667	0.128582	0.002128136	1.7	1.66	1.46
B0253	2.276261964	1.1866666	1.4953706	0.30303717	2.04	2.06	-0.54
B0254	1.440596895	0.5266667	0.91221344	0.4226497	0	1.58	0
B0255	2.109157308	1.0766667	0.29365513	0.023910785	1.21	0.74	1.28
B0257	1.130269384	0.17666666	0.8181891	0.74433696	0.26	-0.68	0.95
B0258	3.963202545	1.9866667	1.9086733	0.21319567	3.24	2.93	-0.21
B0260	1	0	0	NaN	0	0	0
B0261	-1.101905116	-0.14	0.24248709	0.42264968	0	-0.42	0
B0262	1.430645916	0.51666665	1.0074886	0.46812594	1.68	-0.07	-0.06
B0263	1.790050142	0.84	1.8350204	0.5109718	2.67	0.85	-1
B0266	1.501772876	0.58666664	0.47857428	0.16771613	0.79	0.04	0.93
B0267	12.69920871	3.6666667	0.9464847	0.021497136	3.25	4.75	3
B0268	2	1	1	0.22540332	1	2	0
B0269	1.2397077	0.31	0.53693575	0.42264974	0.93	0	0
B0270	3.630076621	1.86	1.0578753	0.093024574	1.67	3	0.91
B0271	1	0	0	NaN	0	0	0
B0272	1.836128082	0.8766667	0.7454082	0.17855404	1.47	1.12	0.04
B0273	2.439637167	1.2866666	0.54921156	0.05570677	1.75	1.43	0.68
B0276	-1.040059951	-0.05666669	2.3060212	0.96991754	-0.37	2.39	-2.19
B0277	3.89061979	1.96	2.0391421	0.23785973	1.81	4.07	0
B0278	4.23785228	2.0833333	1.1785727	0.09216701	1.24	1.58	3.43
B0279	1.440596895	0.5266667	0.91221344	0.4226497	1.58	0	0
B0280	3.663781076	1.8733333	1.7482085	0.20458971	2.66	3.09	-0.13
B0281	4.407620464	2.14	1.7129798	0.16292493	2.73	3.48	0.21
B0282	2.560928013	1.3566667	1.3461922	0.22300933	1.82	2.41	-0.16
B0284	4.141059695	2.05	0.6385138	0.0308493	1.36	2.62	2.17
B0285	2.479415572	1.3100001	0.4680812	0.04002036	1.21	0.9	1.82
B0286	2.549121255	1.35	0.4417013	0.033880536	1.61	0.84	1.6
B0287	1.200248656	0.26333332	2.2408555	0.85754246	-0.82	-1.23	2.84
B0288	1.289370285	0.36666664	0.31085902	0.17777549	0.01	0.51	0.58
B0293	5.630774206	2.4933333	1.8558376	0.14543691	0.92	2.02	4.54
B0294	4.702191516	2.2333333	1.5992914	0.13673267	1.3	1.32	4.08
B0295	3.271608234	1.71	0.53702885	0.03133895	2.01	2.03	1.09
B0296	6.758330951	2.756667	1.1119502	0.050187305	3.79	1.58	2.9
B0297	1.526259156	0.60999995	1.547934	0.56533784	2.37	0	-0.54
B0300	1.677911553	0.74666667	0.872143	0.27634174	1.75	0.17	0.32
B0303	1.487957438	0.57333326	2.7116294	0.74931484	2.54	1.7	-2.52
B0304	2.286804921	1.1933333	1.7736497	0.36406562	3.11	0.86	-0.39
B0305	2.941733796	1.5566667	1.5187275	0.21783443	3.31	0.65	0.71
B0310	6.98051414	2.8033333	2.5196495	0.19380179	5.71	1.46	1.24
B0312	7.143676749	2.8366668	0.08082907	2.71E-04	2.85	2.91	2.75
B0313	11.82143689	3.5633335	1.5850027	0.060070395	1.98	3.56	5.15
B0314	3.845932121	1.9433333	0.85007846	0.05826401	1	2.18	2.65
B0315	2.356534332	1.2366667	1.9115527	0.3789723	3.39	-0.26	0.58
B0317	1.006955551	0.010000001	0.21656407	0.94353676	-0.02	0.24	-0.19
B0321	1.262835454	0.33666667	0.27790886	0.17076506	0.54	0.02	0.45
B0322	1.135504434	0.18333334	0.06429101	0.038631946	0.21	0.23	0.11
B0327	1.554732847	0.6366667	0.3329164	0.08031605	0.27	0.92	0.72
B0329	1.081724649	0.11333331	1.1531407	0.8804919	0.96	-1.2	0.58
B0330	2.060983993	1.0433333	0.66875505	0.11400387	1.81	0.74	0.58
B0331	-1.289370311	-0.36666667	0.43924177	0.28511113	-0.64	-0.6	0.14
B0332	3.182145935	1.67	1.4292655	0.18030496	3.31	1.01	0.69
B0340	1.362887642	0.44666663	0.33471382	0.14699847	0.07	0.71	0.56
B0347	1.424050196	0.51	0.51884484	0.23076719	0.93	0.67	-0.07
B0352	-1.533328274	-0.6166666	1.2955436	0.49636507	0.84	-1.05	-1.64
B0353	1.162045614	0.2166667	0.85594004	0.70388085	0.66	0.76	-0.77
B0356	1.598442336	0.6766667	0.15502688	0.017049996	0.52	0.68	0.83
B0357	1.41094981	0.49666667	0.13203534	0.022756454	0.47	0.64	0.38
B0358	1.183724494	0.24333334	1.1607039	0.7513076	1.58	-0.51	-0.34
B0359	1.519222629	0.6033333	1.2442802	0.48939076	2.04	-0.13	-0.1
B0362	1.0092848	0.013333331	0.21455379	0.9241084	-0.13	-0.09	0.26
B0363	16.22335168	4.02	1.3554336	0.035868645	3.88	5.44	2.74
B0364	7.193363953	2.8466666	1.6715362	0.09827977	0.92	3.91	3.71
B0365	1.823444893	0.8666666	1.0251017	0.2806858	1.9	0.85	-0.15
B0370	3.102289452	1.6333333	1.2096831	0.14429243	1.2	0.7	3
B0371	2.79593961	1.4833332	0.6321657	0.055546496	1.06	1.18	2.21
B0374	3.109465909	1.6366668	2.087255	0.3073361	2.09	3.46	-0.64
B0375	2.620786808	1.39	1.3551383	0.21761397	1.09	2.87	0.21
B0376	-1.887748669	-0.9166667	0.38734135	0.054681357	-0.47	-1.16	-1.12
B0383	2.688248675	1.4266666	0.8219692	0.095123276	1.55	0.55	2.18
B0384	1.420763733	0.50666666	0.4738495	0.20522267	0.76	-0.04	0.8
B0385	1.322560116	0.4033333	0.65531164	0.39805466	1.16	0.02	0.03
B0392	-1.356604299	-0.43999997	0.70192593	0.39103872	0.37	-0.87	-0.82
B0395	-1.39796995	-0.48333335	0.9879946	0.4860385	0.31	-0.17	-1.59
B0402	-1.39796995	-0.48333335	0.6971609	0.3527495	-0.84	0.32	-0.93
B0411	1.806670485	0.8533334	0.55374485	0.11636886	0.65	1.48	0.43
B0412	1.519222629	0.6033333	0.93007165	0.37794077	1.54	0.59	-0.32
B0413	1.613283586	0.69000006	0.9013878	0.31604898	1.44	0.94	-0.31
B0414	1.032875713	0.046666663	0.5131601	0.8893064	0.18	0.48	-0.52
B0415	-1.1407637	-0.18999998	0.9459915	0.76113385	-0.14	0.73	-1.16
B0419	1.094293701	0.13	1.1742657	0.865641	-0.95	-0.04	1.38
B0420	-1.006955543	-0.00999999	1.0445573	0.9882758	0.25	0.88	-1.16
B0421	1.018655819	0.02666668	0.9351114	0.9650951	0.01	0.97	-0.9
B0422	-1.069299997	-0.096666664	0.26159766	0.587687	-0.13	0.18	-0.34
B0423	-1.025741117	-0.03666666	0.51325756	0.9128383	0.03	0.44	-0.58
B0428	6.048873961	2.5966666	0.5000333	0.012136173	3.1	2.59	2.1
B0429	6.36429187	2.67	0.255147	0.00303012	2.93	2.66	2.42
B0430	7.498836666	2.9066668	0.24826051	0.00242283	3.11	2.98	2.63
B0431	8.938295865	3.1599998	0.28930953	0.002782368	2.95	3.49	3.04
B0432	12.81711804	3.68	1.4682984	0.04918343	2.13	5.05	3.86
B0437	-1.464085696	-0.55	0.48867166	0.19056356	-0.21	-0.33	-1.11
B0438	-1.896492084	-0.92333335	0.327465	0.039461672	-0.66	-0.82	-1.29
B0450	6.558350926	2.7133331	1.8586644	0.12723722	0.62	3.35	4.17
B0497	1.68958234	0.75666666	0.71164125	0.20687044	1.54	0.15	0.58
B0498	1	0	0	NaN	0	0	0
B0499	-1.143402484	-0.19333333	0.33486316	0.4226497	0	0	-0.58
B0509	2.543238392	1.3466667	0.7159841	0.08270377	1.39	0.61	2.04
B0511	1.259921056	0.33333334	0.57735026	0.4226497	0	1	0
B0512	1.53332838	0.6166667	0.4823208	0.15719944	0.91	0.06	0.88
B0513	2.948538435	1.56	1.2481586	0.16281347	1.89	0.18	2.61
B0514	1.200248681	0.26333335	0.8058743	0.628444	1.09	0.22	-0.52
B0515	-1.06437018	-0.089999996	1.0592923	0.8965016	-0.93	-0.44	1.1
B0520	1.307369214	0.38666663	2.0557804	0.77551985	1.87	1.25	-1.96
B0521	-1.773582758	-0.82666665	1.3418022	0.39767846	0.18	-0.31	-2.35
B0522	-1.337927555	-0.42	0.26514146	0.11113185	-0.65	-0.13	-0.48
B0523	1.228303161	0.29666668	0.23692474	0.1623506	0.15	0.57	0.17
B0527	1.277508881	0.35333332	0.62962955	0.43358418	0.91	0.48	-0.33
B0530	-1.032875739	-0.0466667	1.8376434	0.9689128	2.06	-1.32	-0.88
B0537	1.107008776	0.14666666	0.9645898	0.816924	0.37	0.98	-0.91
B0538	1.248330549	0.32	0.4769696	0.3651427	0.87	0.07	0.02
B0540	1.954319982	0.9666667	0.84719145	0.18676528	1.58	0	1.32
B0542	1.647182035	0.72	0.79924965	0.25905636	0.58	1.58	0
B0545	1.701334361	0.7666667	1.3345162	0.42456105	-0.44	0.54	2.2
B0546	1.035264919	0.049999993	1.3501482	0.95469064	1.6	-0.58	-0.87
B0551	-1.186462638	-0.24666667	0.4272392	0.42264974	0	-0.74	0
B0553	3.386981484	1.7600001	0.8921323	0.07601044	2.79	1.26	1.23
B0554	1.602139755	0.68	0.72332567	0.2450035	0.6	1.44	0
B0556	1.874709036	0.9066667	0.80208063	0.18935527	1.74	0.84	0.14
B0563	1.295342249	0.37333333	0.551936	0.36204857	1.01	0.08	0.03
B0564	1.143402484	0.19333333	0.33486316	0.4226497	0.58	0	0
B0572	-1.936341481	-0.9533334	2.2004848	0.53128856	0.66	-0.06	-3.46
B0573	1	0	0	NaN	0	0	0
B0574	-1.135504419	-0.18333332	2.7494786	0.9186058	1.81	0.96	-3.32
B0575	2.887858191	1.5299999	2.8665833	0.45284167	0.77	-0.88	4.7
B0576	1.295342249	0.37333333	0.22188586	0.10033631	0.34	0.61	0.17
B0581	1.011619443	0.016666671	0.38785735	0.9474441	0.46	-0.26	-0.15
B0582/B0016	5.578974665	2.48	1.8136429	0.14141437	3.41	3.64	0.39
B0583	1.658639092	0.73	4.607299	0.80949986	-1.95	-1.91	6.05
B0584	1.840375365	0.88000005	3.9929063	0.73940384	-1.99	-0.81	5.44
B0589	1.840375365	0.88000005	1.9744114	0.5208656	-0.51	0.01	3.14
B0590	1.981601272	0.9866667	0.5277626	0.08358694	1.34	0.38	1.24
B0591	3.038445469	1.6033334	2.7867246	0.42398763	-0.08	0.07	4.82
B0594	1.119871609	0.16333334	2.38716	0.91649365	-1.55	-0.85	2.89
B0598	1.205807828	0.27	0.7280797	0.5864709	-0.12	-0.18	1.11
B0599	2.094588294	1.0666667	0.14294522	0.005933105	1.1	0.91	1.19
B0602	1.781797333	0.83333325	1.0794597	0.3129742	2.07	0.35	0.08
B0603	3.109465909	1.6366668	1.4046115	0.1810488	2.91	1.87	0.13
B0610	1	0	1.2297968	1	0.4	0.98	-1.38
B0611	1.054578636	0.076666676	0.47003546	0.8041045	0.55	0.07	-0.39
B0612	1.674039234	0.74333334	1.1096996	0.36573714	2.02	0.01	0.2
B0619	2.244923993	1.1666666	1.4475611	0.2975031	0.7	2.79	0.01
B0620	-1.021012126	-0.03	0.17349352	0.79281586	-0.14	0.17	-0.12
B0621	1.042465761	0.06	0.47465777	0.84700644	-0.46	0.47	0.17
B0626	1.635804117	0.71	0.41388398	0.09706034	0.4	1.18	0.55
B0627	-1.086734847	-0.11999998	0.35341194	0.6160205	0.15	0.01	-0.52
B0628	1.424050196	0.51	0.08888194	0.009973108	0.41	0.54	0.58
B0629	-1.236846651	-0.30666664	0.41428652	0.32834193	-0.58	0.17	-0.51
B0630	-1.313424544	-0.39333332	0.8370384	0.5011897	0.35	-1.3	-0.23
B0635	-1.231144396	-0.29999998	1.209504	0.70933545	1.07	-0.75	-1.22
B0636	-2.178497262	-1.1233333	0.8397817	0.14644694	-1.02	-0.34	-2.01
B0637	-1.453972517	-0.54	0.3551056	0.11896647	-0.55	-0.18	-0.89
B0638	-1.781797395	-0.8333333	0.18147545	0.015442773	-0.86	-0.64	-1
B0639	-1.265756594	-0.34	0.6345865	0.45137498	-0.65	0.39	-0.76
B0644	-1.101905116	-0.14	0.2424871	0.4226497	0	0	-0.42
B0645	1.307369277	0.3866667	1.5118972	0.7010924	1.67	0.77	-1.28
B0646	1.331759341	0.4133334	0.7637626	0.44752848	1.08	0.58	-0.42
B0649	-1.076737563	-0.10666666	0.245017	0.52951354	0.14	-0.35	-0.11
B0652	3.49025707	1.8033333	1.0020146	0.089337856	1.94	2.73	0.74
B0653	5.169411323	2.37	1.1632283	0.07176281	1.26	2.27	3.58
B0654	4.297010195	2.1033332	1.0583162	0.075017676	1	2.2	3.11
B0655	2.560928013	1.3566667	1.1617372	0.18045257	0.43	0.98	2.66
B0662	1.071773463	0.1	0.34394768	0.66454786	-0.16	0.49	-0.03
B0663	2.250117125	1.1700001	1.0804167	0.20152794	2.13	1.38	0
B0671	1.62075576	0.6966667	1.2922977	0.44901276	0.94	-0.7	1.85
B0674	1.666321406	0.7366667	0.9839885	0.32417798	-0.05	1.84	0.42
B0675	1.143402492	0.19333334	0.5629684	0.6122981	-0.4	0.72	0.26
B0679	1.647182	0.71999997	0.3874274	0.08446627	0.57	0.43	1.16
B0680	1.025741117	0.03666666	0.56888777	0.921306	-0.62	0.35	0.38
B0681	2.198724278	1.1366667	1.5976336	0.3430477	1.41	2.58	-0.58
B0682	1.815038248	0.85999995	0.99859905	0.27430686	1.58	-0.28	1.28
B0683	1.028113829	0.040000003	0.3377869	0.85647	0.24	-0.35	0.23
B0688	1.879045498	0.91	0.65337586	0.1373148	0.71	1.64	0.38
B0689	1.481097545	0.56666666	0.9814955	0.42264974	0	1.7	0
B0690	1.197478705	0.26	2.522142	0.87473917	0.38	2.72	-2.32
B0691	1	0	0	NaN	0	0	0
B0692	-1.609560349	-0.68666667	0.6473278	0.20756334	-0.01	-1.3	-0.75
B0693	2.056227653	1.04	0.8863971	0.17919175	1.76	0.05	1.31
B0694	-1.006955543	-0.00999999	2.1199293	0.9942228	1.95	0.28	-2.26
B0697	1.018655792	0.026666641	2.2062259	0.98519814	2.35	-0.23	-2.04
B0698	-3.663781076	-1.8733333	1.4145082	0.14877208	-1.49	-0.69	-3.44
B0699	1.827662837	0.86999995	0.93016124	0.24666148	1.55	-0.19	1.25
B0700	8.397733469	3.07	1.0376898	0.036037464	3.91	1.91	3.39
B0701	1	0	0	NaN	0	0	0
B0702	2.356534169	1.2366666	0.67678165	0.0870014	1.94	1.18	0.59
B0707	1.427344221	0.5133333	0.7166822	0.34054217	1.2	0.57	-0.23
B0716	1.909683296	0.9333334	0.6321656	0.12490598	1.38	1.21	0.21
B0717	2.828427125	1.5	2.596016	0.4223444	4.49	-0.18	0.19
B0718	1.259921056	0.33333334	0.57735026	0.4226497	0	1	0
B0719	1	0	0	NaN	0	0	0
B0725	3.990768522	1.9966666	1.2473304	0.10919003	2.93	2.48	0.58
B0730	1.337927555	0.42	2.1695852	0.7693027	2.92	-0.69	-0.97
B0731	1	0	0	NaN	0	0	0
B0732	1.639588038	0.71333337	0.89046806	0.2996656	0.98	-0.28	1.44
B0734	1.883391913	0.91333324	0.6686055	0.14164345	0.37	0.71	1.66
B0739	-1.443929196	-0.53	0.4592385	0.18364872	0	-0.81	-0.78
B0752	1.02101212	0.029999992	0.73573095	0.95012224	0.34	0.56	-0.81
B0761	-1.341022385	-0.42333332	0.170098	0.049828038	-0.59	-0.25	-0.43
B0769	1.15936378	0.21333332	0.25794056	0.28836158	0	0.5	0.14
B0778	-1.125058485	-0.17	1.3001153	0.8418701	-0.15	1.12	-1.48
B0779	-1.280463989	-0.35666668	1.3122627	0.6841596	0.84	-0.15	-1.76
B0787	1.112136076	0.15333332	0.86431086	0.78767776	1.15	-0.39	-0.3
B0788	1.170128272	0.22666669	0.99946654	0.73237467	0	-0.64	1.32
B0796	-1.112136076	-0.15333332	0.3910669	0.5671152	-0.26	0.28	-0.48
B0797	-1.109569472	-0.15	0.3984972	0.58133644	0.07	0.09	-0.61
B0798	1.183724502	0.24333335	1.0087782	0.7166773	1.32	0.09	-0.68
B0806	1.900878999	0.9266667	0.8035131	0.18384129	1.77	0.84	0.17
B0808	3.332642813	1.7366667	1.6517061	0.21017893	3.49	1.51	0.21
B0815	1.00463167	0.00666666	0.8297188	0.99015987	0.95	-0.61	-0.32
B0816	-1.191957966	-0.25333336	1.1485788	0.7392147	0.78	-0.05	-1.49
B0824	-1.009284803	-0.013333336	0.34122327	0.9521977	-0.19	0.38	-0.23
B0825	1.222640278	0.29	0.5597321	0.46421707	0.9	0.17	-0.2
B0833	1.487957438	0.57333326	2.6039267	0.73963594	3.58	-0.91	-0.95
B0855	5.181368529	2.3733332	1.0614299	0.06066804	1.16	3.13	2.83
B0860	-1.107008799	-0.14666669	0.90472835	0.8052563	-0.04	0.7	-1.1
B0861	-1.401203649	-0.48666665	0.7350057	0.37013942	-0.29	0.13	-1.3
B0862	-1.526259156	-0.60999995	0.60621774	0.22348106	-0.26	-0.26	-1.31
B0863	1.236846676	0.30666667	0.62516665	0.48501188	0.29	0.94	-0.31
B0865	-1.15936378	-0.21333332	0.49571496	0.5337278	0	0.14	-0.78
B0868	1.191957941	0.25333333	0.6501026	0.56927896	0.99	0.01	-0.24
B0869	1.225468431	0.29333332	0.465761	0.38924223	-0.24	0.5	0.62
B0877	-1.430645916	-0.51666665	0.3808324	0.1432017	-0.08	-0.69	-0.78
B0878	1.477679437	0.56333333	1.2438784	0.5149502	-0.35	1.98	0.06
B0879	-1.417484864	-0.50333333	0.6021074	0.28461725	-0.99	0.17	-0.69
B0889	-1.135504434	-0.18333334	0.4273562	0.53488266	-0.44	-0.42	0.31
B0895	1.274560627	0.35	1.4141783	0.70991707	1.08	1.25	-1.28
B0896	1.140763724	0.19000001	1.2520384	0.81727105	0.39	1.33	-1.15
B0897	1.46747237	0.55333334	1.4255292	0.57065076	-0.56	2.16	0.06
B0898	-1.004631673	-0.006666665	0.20840666	0.96085197	-0.05	-0.19	0.22
B0900	1.214194859	0.27999997	1.704934	0.8028104	2.1	0.02	-1.28
B0901	2.821899484	1.4966666	1.2983195	0.1839587	2.32	0	2.17
B0905	2.224272274	1.1533334	1.5109711	0.31708783	2.89	0.43	0.14
B0906	1.313424571	0.39333335	2.2621303	0.791715	2.96	-0.47	-1.31
B0907	-1.025741126	-0.036666673	0.3203644	0.86118144	-0.3	-0.13	0.32
B0908	1.049716676	0.06999999	0.52564245	0.8390273	-0.47	0.58	0.1
B0909	8.301277081	3.0533333	2.3812673	0.15649699	5.73	2.26	1.17
B0914	1.06437018	0.089999996	0.31432468	0.6690789	-0.05	0.45	-0.13
B0915	5.241573615	2.39	3.879343	0.39768037	6.82	0.75	-0.4
B0916	1.46747237	0.55333334	1.7230594	0.63398457	2.48	0.02	-0.84
B0917	1.443929226	0.53000003	0.81798536	0.3783891	1.08	0.92	-0.41
B0918	1.430645866	0.5166666	0.7585732	0.35943305	1.06	0.84	-0.35
B0923	1.245449651	0.3166667	0.43316665	0.33295134	-0.06	0.79	0.22
B0924	-1.225468431	-0.29333332	0.4852147	0.4049434	-0.77	-0.31	0.2
B0925	1.447269204	0.5333333	0.45632592	0.18023065	0.03	0.65	0.92
B0926	-1.262835454	-0.33666667	0.84239733	0.56036645	-0.14	0.39	-1.26
B0932	1.21139274	0.27666667	0.5163655	0.45136482	-0.28	0.74	0.37
B0933	-1.292352831	-0.37	0.72339475	0.46913037	-1	0.42	-0.53
