B0001	1.7572669	0.81333333	0.7900844	0.21652284	1.61	0.03	0.8
B0017	-2.193649909	-1.1333333	0.5253888	0.06475452	-0.83	-0.83	-1.74
B0024	-1.059463096	-0.083333336	0.63010585	0.8401078	-0.72	-0.07	0.54
B0025	-1.292352831	-0.37	0.62505996	0.41304335	-0.36	0.25	-1
B0026	-1.853176188	-0.89000005	0.84017855	0.20797312	-0.91	-0.04	-1.72
B0027	-1.662475811	-0.73333335	0.70514774	0.21345256	-1.02	0.07	-1.25
B0033	-1.203025047	-0.26666668	0.6450064	0.5482604	-0.91	0.38	-0.27
B0034	-1.214194884	-0.28	0.4179713	0.36570796	-0.14	0.05	-0.75
B0035	1.191957941	0.25333333	0.829538	0.64967656	0	-0.42	1.18
B0042	1.501772876	0.58666664	0.3265476	0.08960917	0.93	0.28	0.55
B0043	1.870382543	0.90333337	0.48055524	0.0827882	0.41	0.93	1.37
B0044	-1.122462051	-0.16666667	0.18556221	0.26005054	0.01	-0.15	-0.36
B0057	1.013959466	0.01999998	1.2952605	0.9810922	1.3	0.05	-1.29
B0059	-2.632925317	-1.3966666	0.39170566	0.025230752	-1.48	-0.97	-1.74
B0069	1.277508881	0.35333332	0.34268546	0.2160398	0.27	0.73	0.06
B0070	6.24773473	2.6433332	0.5651843	0.014899231	2	3.06	2.87
B0076	2.114036081	1.08	0.9396276	0.18476054	2.16	0.63	0.45
B0077	1.217003536	0.28333336	0.5153963	0.4415021	0.54	0.62	-0.31
B0078	1.316462704	0.39666665	0.36018512	0.19669741	0.41	0.75	0.03
B0079	1.16473357	0.21999998	0.69476616	0.63842	-0.36	0.99	0.03
B0080	-1.53332838	-0.6166667	0.75048876	0.29065648	-0.88	0.23	-1.2
B0086	-1.594753395	-0.67333335	0.86742914	0.3109854	-1	0.31	-1.33
B0087	-1.16473357	-0.21999998	0.56044626	0.5667075	-0.82	0.29	-0.13
B0088	1.00231316	0.00333333	0.38175038	0.9893065	0.29	0.15	-0.43
B0089	-1.68958234	-0.75666666	0.7419119	0.21935026	-0.64	-0.08	-1.55
B0105	1.328685786	0.40999997	0.5678908	0.33758864	0.01	0.16	1.06
B0106	1.222640278	0.29	0.18520258	0.11330601	0.3	0.1	0.47
B0107	5.451550078	2.4466665	2.9747996	0.29032323	5.87	0.49	0.98
B0108	1.643380667	0.7166667	0.66463023	0.20276813	1.13	-0.05	1.07
B0114	-1.307369277	-0.3866667	1.1819193	0.62806755	0.88	-0.58	-1.46
B0115	1.081724671	0.11333334	0.45763886	0.70975137	0.62	-0.01	-0.27
B0116	1.143402484	0.19333333	0.40253365	0.49298066	0.65	-0.11	0.04
B0117	-1.594753395	-0.67333335	1.0620892	0.38671193	0.53	-1.48	-1.07
B0123	-1.391524876	-0.4766667	0.2557994	0.084066965	-0.72	-0.21	-0.5
B0124	1.565546815	0.64666665	2.8614917	0.7332496	3.92	-1.38	-0.6
B0125	1.084226877	0.116666675	0.78398556	0.8206966	-0.59	-0.02	0.96
B0126	1.670175839	0.74	0.79504716	0.24825624	0.49	0.1	1.63
B0132	1.052144846	0.07333333	0.6757465	0.868247	0.83	-0.47	-0.14
B0133	1.372367323	0.45666668	0.09451631	0.013980133	0.35	0.53	0.49
B0134	1.040059938	0.056666672	0.6119913	0.8873183	0.41	0.41	-0.65
B0135	-1.685683086	-0.75333333	2.3745809	0.6378289	1.1	0.07	-3.43
B0136	4.935968884	2.3033333	0.34961888	0.007592535	2.17	2.04	2.7
B0137	-1.836128082	-0.8766667	1.5795674	0.43783778	-0.14	0.2	-2.69
B0138	1.259921056	0.33333334	0.57735026	0.4226497	0	1	0
B0139	-1.337927555	-0.42	2.2827835	0.780176	-0.83	2.04	-2.47
B0140	-4.834388114	-2.2733333	1.5404328	0.1249936	-1.78	-1.04	-4
B0141	1.440596895	0.5266667	0.91221344	0.4226497	0	1.58	0
B0142	-1.433955248	-0.52	1.0063796	0.46525148	-1.04	0.64	-1.16
B0143	-1.547564929	-0.62999994	0.54064775	0.1810351	-0.82	-0.02	-1.05
B0149	1.222640278	0.29	0.14177446	0.07125671	0.45	0.18	0.24
B0150	1.635804162	0.71000004	0.83	0.27662656	1.54	0.71	-0.12
B0151	1.639588038	0.71333337	0.4578573	0.114264496	1.04	0.91	0.19
B0152	1.737082892	0.7966666	0.8663332	0.2522226	1.55	0.99	-0.15
B0158	1.091768267	0.12666667	0.5739628	0.73907644	0.01	0.75	-0.38
B0159	1.025741126	0.036666673	0.53078556	0.9156958	0.07	0.55	-0.51
