1	1.488	30.7271	CTRL001	32521	1058	-	0	0
2	0.568	3.7013	CHIP3617	1059	286	-	0	1
3	0.000	1.0000	CHIP3657	-55	17	XY	0	2
4	0.482	3.0329	CHIP3689	929	306	-	0	3
5	-1.132	0.0739	CHIP3626	-62	433	X	0	4
6	-0.525	0.2984	CHIP3658	-40	107	X	0	5
7	0.555	3.5887	CHIP4194	1241	346	-	0	6
8	0.457	2.8672	CHIP4234	347	121	-	0	7
9	-0.136	0.7303	CHIP4266	94	129	-	0	8
10	-0.850	0.1414	CHIP4203	470	3323	-	0	9
11	0.105	1.2744	CHIP4235	2517	1975	-	0	10
12	0.725	5.3082	CHIP4275	1560	294	-	0	11
13	0.549	3.5382	CHIP3603	36109	10205	-	0	12
14	0.162	1.4537	CHIP3596	752	517	-	0	13
15	-0.433	0.3687	CHIP3541	128	348	-	0	14
16	0.246	1.7623	CHIP3613	6430	3648	-	0	15
17	0.096	1.2463	CHIP3566	1150	922	-	0	16
18	-0.011	0.9749	CHIP3527	110	112	-	0	17
19	0.000	1.0000	CHIP4078	-47	-8	XYA	0	18
20	0.394	2.4764	CHIP3616	622	251	-	0	19
21	-1.179	0.0662	CHIP3625	83	1250	-	0	20
22	0.303	2.0108	CHIP3665	57	29	-	0	21
23	0.279	1.9000	CHIP3697	181	95	-	0	22
24	0.431	2.6976	CHIP3634	3392	1257	A	0	23
25	0.401	2.5149	CHIP3674	893	355	A	0	24
26	-0.089	0.8152	CHIP4210	632	775	-	0	25
27	0.240	1.7371	CHIP4242	9414	5419	-	0	26
28	-0.729	0.1867	CHIP4274	418	2239	-	0	27
29	-0.261	0.5482	CHIP4211	791	1442	-	0	28
30	-0.137	0.7300	CHIP4243	3186	4365	-	0	29
31	-0.691	0.2037	CHIP4283	733	3599	-	0	30
32	-0.246	0.5677	CHIP3524	289	509	-	0	31
33	0.368	2.3324	CHIP3604	474	203	-	0	32
34	0.017	1.0409	CHIP3549	147	142	-	0	33
35	0.355	2.2646	CHIP3534	219	97	-	0	34
36	-0.026	0.9423	CHIP3590	50	54	-	0	35
37	0.068	1.1702	CHIP3535	509	435	-	0	36
38	0.383	2.4129	CHIP4086	240	99	-	0	37
39	0.729	5.3532	CHIP3640	127	24	-	0	38
40	0.000	1.0000	CHIP3633	6	16	XY	0	39
41	-0.764	0.1720	CHIP3673	853	4960	-	0	40
42	0.177	1.5040	CHIP3705	157	105	-	0	41
43	0.219	1.6541	CHIP3642	349	211	-	0	42
44	0.233	1.7095	CHIP3682	905	529	-	0	43
45	0.418	2.6209	CHIP4218	504	192	-	0	44
46	0.389	2.4514	CHIP4250	1333	544	-	0	45
47	0.444	2.7818	CHIP4282	258	93	-	0	46
48	-0.085	0.8218	CHIP4219	124	150	-	0	47
49	-1.049	0.0893	CHIP4251	54	607	-	0	48
50	-0.632	0.2333	CHIP4204	396	1697	-	0	49
51	-0.442	0.3613	CHIP3556	-18	89	X	0	50
52	0.220	1.6580	CHIP3612	1862	1123	-	0	51
53	-0.043	0.9063	CHIP3565	142	157	-	0	52
54	-0.508	0.3103	CHIP3550	20	103	X	0	53
55	-0.165	0.6835	CHIP3606	275	403	-	0	54
56	-0.338	0.4591	CHIP3543	-75	70	X	0	55
57	-1.033	0.0927	CHIP4007	14	345	X	0	56
58	-1.199	0.0632	CHIP3696	13	507	X	0	57
59	0.254	1.7930	CHIP3641	969	540	-	0	58
60	0.272	1.8709	CHIP3681	819	438	-	0	59
61	0.367	2.3294	CHIP3618	439	189	-	0	60
62	0.215	1.6414	CHIP3650	577	352	-	0	61
63	-0.319	0.4800	CHIP3690	2185	4551	-	0	62
64	-0.404	0.3949	CHIP4226	24	81	X	0	63
65	0.506	3.2027	CHIP4258	61	12	Y	0	64
66	0.343	2.2049	CHIP4195	292	133	-	0	65
67	-0.566	0.2719	CHIP4227	333	1226	-	0	66
68	0.487	3.0681	CHIP4267	343	112	-	0	67
69	0.392	2.4682	CHIP4212	200	81	-	0	68
70	-0.289	0.5136	CHIP3564	55	107	-	0	69
71	0.188	1.5400	CHIP3533	652	423	-	0	70
72	-0.035	0.9223	CHIP3597	132	144	-	0	71
73	0.000	1.0000	CHIP3558	7	17	XY	0	72
74	0.000	1.0000	CHIP3614	-2	8	XY	0	73
75	0.218	1.6516	CHIP3567	337	204	-	0	74
76	-0.001	0.9983	CHIP4015	10	32	X	0	75
