1	1.777	59.7852	CTRL001	94125	1574	-	152	0
2	0.383	2.4149	CHIP3617	804	333	-	152	1
3	-0.013	0.9712	CHIP3657	68	70	-	152	2
4	0.339	2.1830	CHIP3689	155	71	-	152	3
5	0.767	5.8460	CHIP3626	177	30	-	152	4
6	0.237	1.7251	CHIP3658	430	249	-	152	5
7	-0.402	0.3967	CHIP4194	240	605	-	152	6
8	-0.612	0.2443	CHIP4234	38	157	-	152	7
9	0.031	1.0732	CHIP4266	35	32	-	152	8
10	0.533	3.4102	CHIP4203	686	201	-	152	9
11	-0.130	0.7416	CHIP4235	937	1264	-	152	10
12	-0.581	0.2622	CHIP4275	95	361	-	152	11
13	-0.546	0.2844	CHIP3603	3652	12841	-	152	12
14	-0.192	0.6420	CHIP3596	286	445	-	152	13
15	0.115	1.3039	CHIP3541	98	75	-	152	14
16	-0.409	0.3899	CHIP3613	1176	3016	-	152	15
17	-0.186	0.6514	CHIP3566	305	468	-	152	16
18	-0.080	0.8320	CHIP3527	39	46	-	152	17
19	-0.410	0.3887	CHIP4078	-13	42	X	152	18
20	1.731	53.7959	CHIP4023	1384	26	-	153	0
21	-0.200	0.6310	CHIP4071	17	27	-	153	1
22	-0.321	0.4772	CHIP4096	23	49	-	153	2
23	-0.144	0.7175	CHIP4128	64	90	-	153	3
24	-0.023	0.9491	CHIP4168	117	123	A	153	4
25	0.397	2.4954	CHIP4183	403	161	-	153	5
26	0.707	5.0904	CHIP3736	93	18	-	153	6
27	0.050	1.1216	CHIP3776	367	327	-	153	7
28	0.186	1.5335	CHIP3713	76	49	-	153	8
29	-0.752	0.1772	CHIP3745	12	92	X	153	9
30	0.488	3.0777	CHIP3785	239	78	-	153	10
31	-0.439	0.3642	CHIP3984	38	103	-	153	11
32	0.256	1.8019	CHIP3921	227	126	-	153	12
33	-0.097	0.7992	CHIP3961	125	157	-	153	13
34	-0.014	0.9673	CHIP3993	650	672	-	153	14
35	-0.384	0.4126	CHIP3930	25	60	-	153	15
36	-0.405	0.3938	CHIP3970	1091	2772	-	153	16
37	0.348	2.2294	CHIP3810	179	80	-	153	17
38	0.056	1.1376	CHIP3842	172	151	-	153	18
39	0.216	1.6427	CHIP3874	156	95	-	154	0
40	1.983	96.1249	CHIP3811	7303	76	-	154	1
41	0.311	2.0482	CHIP3843	172	84	-	154	2
42	-0.235	0.5818	CHIP3875	119	204	-	154	3
43	-0.315	0.4843	CHIP4339	43	89	A	154	4
44	-0.179	0.6628	CHIP4379	117	176	-	154	5
45	-0.060	0.8710	CHIP4348	81	93	-	154	6
46	-0.178	0.6645	CHIP4309	537	809	-	154	7
47	-0.186	0.6522	CHIP4365	1304	1999	-	154	8
48	-0.233	0.5846	CHIP4334	212	363	-	154	9
49	-0.246	0.5673	CHIP4399	102	179	-	154	10
50	0.113	1.2985	CHIP4431	104	80	-	154	11
51	-0.200	0.6306	CHIP4471	47	75	-	154	12
52	-0.323	0.4757	CHIP4504	77	162	-	154	13
53	-0.068	0.8543	CHIP4536	96	112	-	154	14
54	-0.208	0.6196	CHIP4489	56	90	-	154	15
55	0.623	4.1991	CHIP0034	72	8	Y	154	16
56	-0.149	0.7093	CHIP0074	318	448	-	154	17
57	-0.318	0.4809	CHIP0019	250	520	A	154	18
58	-0.247	0.5662	CHIP0051	395	698	-	155	0
59	-0.139	0.7259	CHIP0004	593	817	-	155	1
60	-0.301	0.5001	CHIP0036	340	680	-	155	2
61	-0.273	0.5330	CHIP4587	53	99	B	155	3
62	0.035	1.0843	CHIP4627	51	47	A	155	4
63	0.154	1.4240	CHIP4588	42	30	-	155	5
64	-0.317	0.4817	CHIP4636	131	271	-	155	6
65	-0.570	0.2690	CHIP4597	35	131	-	155	7
66	0.178	1.5058	CHIP4582	768	510	-	155	8
67	-0.295	0.5075	CHIP4674	28	55	-	155	9
68	0.000	1.0000	CHIP4730	5	4	XY	155	10
69	-0.014	0.9689	CHIP4683	47	49	-	155	11
70	0.283	1.9180	CHIP3354	324	169	-	155	12
71	0.000	1.0000	CHIP4684	6	2	XY	155	13
72	0.341	2.1936	CHIP4724	38	10	Y	155	14
73	0.000	1.0000	CHIP4930	0	-10	XY	155	15
74	0.006	1.0142	CHIP4962	45	45	-	155	16
75	-0.151	0.7068	CHIP4923	-13	23	X	155	17
76	0.000	1.0000	CHIP4955	-17	-1	XY	155	18
77	0.512	3.2521	CHIP4924	188	58	-	156	0
78	-0.177	0.6655	CHIP4956	-13	25	X	156	1
79	0.000	1.0000	CHIP5042	6	11	XY	156	2
80	0.000	1.0000	CHIP5081	-3	-9	XYAB	156	3
81	-0.003	0.9930	CHIP5019	17	17	Y	156	4
82	0.000	1.0000	CHIP5050	-27	-27	XY	156	5
83	0.115	1.3042	CHIP5087	74	56	-	156	6
84	0.000	1.0000	CHIP5151	8	-3	XY	156	7
85	0.000	1.0000	CHIP5264	-9	-0	XY	156	8
86	0.000	1.0000	CHIP5206	-2	12	XYB	156	9
87	0.000	1.0000	CHIP5235	-13	-1	XY	156	10
88	-0.116	0.7660	CHIP5273	-16	21	X	156	11
89	0.180	1.5145	CHIP5213	26	6	Y	156	12
90	0.117	1.3089	CHIP5243	23	-16	Y	156	13
91	0.178	1.5061	CHIP5361	26	-14	Y	156	14
92	-0.049	0.8928	CHIP5309	10	18	X	156	15
93	-0.379	0.4179	CHIP5338	34	80	-	156	16
94	0.352	2.2511	CHIP5287	65	29	-	156	17
95	-0.285	0.5190	CHIP5317	31	60	-	156	18
96	0.000	1.0000	CHIP5355	16	-9	XY	157	0
97	0.000	1.0000	CHIP5399	-34	-3	XY	157	1
98	0.122	1.3249	CHIP5430	23	-3	YAB	157	2
99	0.079	1.1990	CHIP5400	21	6	Y	157	3
100	0.293	1.9634	CHIP5431	44	23	-	157	4
101	-0.390	0.4074	CHIP0121	30	73	-	157	5
102	-0.210	0.6161	CHIP0153	1642	2664	-	157	6
103	-0.013	0.9702	CHIP0266	90	92	-	157	7
104	-1.892	0.0128	CHIP0203	35	2713	-	157	8
105	0.706	5.0819	CHIP0267	2584	509	-	157	9
106	-0.631	0.2341	CHIP0212	3105	13264	-	157	10
107	-0.566	0.2714	CHIP0252	119	438	-	157	11
108	-0.713	0.1936	CHIP0284	7	84	X	157	12
109	-0.590	0.2570	CHIP0310	23	88	-	157	13
110	-2.118	0.0076	CHIP0350	243	31934	-	157	14
111	0.126	1.3381	CHIP0382	1732	1294	-	157	15
112	0.071	1.1783	CHIP0351	156	133	-	157	16
113	-0.063	0.8659	CHIP0383	114	132	-	157	17
114	0.168	1.4739	CHIP0328	140	95	-	157	18
115	0.575	3.7580	CHIP0424	239	64	-	158	0
116	0.183	1.5250	CHIP0464	694	455	-	158	1
117	-0.101	0.7925	CHIP0585	678	855	AB	158	2
118	-0.476	0.3342	CHIP0625	423	1266	-	158	3
119	1.437	27.3834	CHIP0657	3107	113	-	158	4
120	0.012	1.0284	CHIP0602	632	614	A	158	5
121	0.183	1.5249	CHIP0491	1338	877	-	158	6
122	-0.224	0.5971	CHIP0555	74	124	-	158	7
123	-0.765	0.1719	CHIP0508	20	113	-	158	8
124	-0.235	0.5822	CHIP0556	121	208	-	158	9
125	-0.274	0.5317	CHIP0509	84	157	-	158	10
126	0.002	1.0050	CHIP0541	82	82	-	158	11
127	-0.157	0.6965	CHIP0678	5752	8259	-	158	12
128	-0.232	0.5860	CHIP0726	122	208	-	158	13
129	-0.065	0.8614	CHIP0758	118	137	-	158	14
130	-0.264	0.5441	CHIP0703	1258	2312	-	158	15
131	0.269	1.8576	CHIP0743	116	63	-	158	16
132	-0.393	0.4049	CHIP0688	810	2001	-	158	17
133	0.292	1.9596	CHIP0839	477	243	-	158	18
134	-0.633	0.2326	CHIP0776	8	70	X	159	0
135	0.279	1.9022	CHIP0808	1436	755	-	159	1
136	-0.639	0.2298	CHIP0865	95	412	-	159	2
137	-0.285	0.5185	CHIP0897	425	819	AB	159	3
138	0.026	1.0610	CHIP0929	658	620	AB	159	4
139	0.281	1.9107	CHIP1042	263	138	A	159	5
140	0.474	2.9778	CHIP0987	1449	487	-	159	6
141	-0.273	0.5331	CHIP1035	667	1251	-	159	7
142	0.000	1.0000	CHIP0981	-4	9	XY	159	8
143	0.036	1.0858	CHIP0998	60	56	-	159	9
144	0.126	1.3372	CHIP1046	120	90	-	159	10
145	-0.263	0.5455	CHIP1155	68	124	-	159	11
146	0.123	1.3264	CHIP1187	83	62	-	159	12
147	-0.216	0.6075	CHIP1228	37	61	-	159	13
148	0.591	3.8977	CHIP1260	343	88	-	159	14
149	0.254	1.7947	CHIP1300	67	37	-	159	15
150	-0.066	0.8589	CHIP1237	62	72	-	159	16
151	-0.391	0.4069	CHIP1307	273	671	-	159	17
152	0.412	2.5820	CHIP1340	146	56	-	159	18
153	0.172	1.4846	CHIP1380	103	70	-	160	0
154	-0.029	0.9360	CHIP1317	116	123	-	160	1
155	-0.404	0.3948	CHIP1349	190	480	-	160	2
156	-0.493	0.3210	CHIP1389	693	2157	AB	160	3
157	-0.050	0.8916	CHIP1501	168	188	AB	160	4
158	-0.166	0.6828	CHIP1438	208	304	-	160	5
159	-0.302	0.4992	CHIP1470	39	77	-	160	6
160	-0.797	0.1596	CHIP1415	221	1386	-	160	7
161	-0.163	0.6869	CHIP1455	115	168	-	160	8
162	-0.035	0.9236	CHIP1495	41	44	-	160	9
163	0.183	1.5229	CHIP1535	378	248	-	160	10
164	-0.254	0.5570	CHIP1567	41	73	-	160	11
165	0.929	8.4902	CHIP1599	1138	134	-	160	12
166	0.264	1.8361	CHIP1544	98	53	-	160	13
167	-0.213	0.6123	CHIP1513	85	139	-	160	14
168	0.291	1.9528	CHIP1553	471	241	-	160	15
169	-0.387	0.4098	CHIP1632	41	99	-	160	16
170	-0.560	0.2752	CHIP1672	49	176	-	160	17
