1	1.517	32.8622	CTRL001	53342	1623	A	76	0
2	0.629	4.2593	CHIP3617	1127	265	-	76	1
3	0.319	2.0822	CHIP3657	113	54	-	76	2
4	-0.125	0.7506	CHIP3689	114	152	-	76	3
5	-0.534	0.2926	CHIP3626	62	212	-	76	4
6	-0.061	0.8688	CHIP3658	132	152	-	76	5
7	0.312	2.0498	CHIP4194	766	374	-	76	6
8	0.211	1.6240	CHIP4234	187	115	-	76	7
9	0.076	1.1919	CHIP4266	87	73	-	76	8
10	-0.547	0.2841	CHIP4203	246	867	-	76	9
11	0.080	1.2025	CHIP4235	1200	998	A	76	10
12	0.428	2.6807	CHIP4275	322	120	A	76	11
13	0.455	2.8513	CHIP3603	9853	3456	-	76	12
14	0.223	1.6703	CHIP3596	522	313	-	76	13
15	-0.448	0.3567	CHIP3541	36	102	-	76	14
16	0.248	1.7708	CHIP3613	2183	1233	-	76	15
17	0.092	1.2355	CHIP3566	526	426	-	76	16
18	-0.404	0.3944	CHIP3527	0	48	X	76	17
19	-0.213	0.6128	CHIP4078	31	51	-	76	18
20	-1.385	0.0412	CHIP4023	61	1484	-	77	0
21	0.244	1.7542	CHIP4071	79	45	-	77	1
22	-0.265	0.5438	CHIP4096	38	69	-	77	2
23	-0.107	0.7808	CHIP4128	84	108	-	77	3
24	0.292	1.9580	CHIP4168	196	100	-	77	4
25	-0.336	0.4617	CHIP4183	171	370	-	77	5
26	-0.340	0.4568	CHIP3736	57	125	-	77	6
27	-0.022	0.9499	CHIP3776	353	371	-	77	7
28	-0.330	0.4674	CHIP3713	49	105	-	77	8
29	0.018	1.0428	CHIP3745	60	57	-	77	9
30	-0.516	0.3048	CHIP3785	96	315	B	77	10
31	0.139	1.3787	CHIP3984	140	101	-	77	11
32	-0.319	0.4803	CHIP3921	159	331	-	77	12
33	0.059	1.1449	CHIP3961	167	145	-	77	13
34	0.042	1.1023	CHIP3993	658	597	-	77	14
35	0.300	1.9940	CHIP3930	110	55	-	77	15
36	0.277	1.8923	CHIP3970	2335	1234	-	77	16
37	-0.254	0.5577	CHIP3810	105	188	-	77	17
38	-0.092	0.8100	CHIP3842	149	184	-	77	18
39	-0.124	0.7517	CHIP3874	147	196	-	78	0
40	-1.851	0.0141	CHIP3811	94	6672	-	78	1
41	-0.258	0.5526	CHIP3843	101	183	-	78	2
42	0.090	1.2317	CHIP3875	281	228	-	78	3
43	0.304	2.0116	CHIP4339	98	49	-	78	4
44	0.044	1.1056	CHIP4379	231	209	-	78	5
45	0.015	1.0350	CHIP4348	192	185	-	78	6
46	0.072	1.1791	CHIP4309	738	626	-	78	7
47	0.210	1.6223	CHIP4365	1735	1069	-	78	8
48	0.250	1.7790	CHIP4334	468	263	-	78	9
49	0.246	1.7604	CHIP4399	287	163	A	78	10
50	-0.031	0.9305	CHIP4431	91	98	-	78	11
51	-0.110	0.7758	CHIP4471	81	104	-	78	12
52	-0.036	0.9202	CHIP4504	160	174	-	78	13
53	0.091	1.2317	CHIP4536	145	118	-	78	14
54	0.240	1.7377	CHIP4489	138	79	-	78	15
55	-0.346	0.4507	CHIP0034	39	87	-	78	16
56	0.109	1.2866	CHIP0074	399	310	-	78	17
57	0.318	2.0800	CHIP0019	600	288	-	78	18
58	0.075	1.1881	CHIP0051	655	551	-	79	0
59	-0.034	0.9250	CHIP0004	667	721	-	79	1
60	0.046	1.1127	CHIP0036	473	425	-	79	2
61	0.017	1.0394	CHIP4587	99	95	-	79	3
62	0.243	1.7513	CHIP4627	99	56	-	79	4
63	0.105	1.2742	CHIP4588	49	39	-	79	5
64	0.292	1.9588	CHIP4636	465	237	-	79	6
65	0.047	1.1152	CHIP4597	39	35	-	79	7
66	-0.284	0.5195	CHIP4582	496	954	-	79	8
67	-0.065	0.8609	CHIP4674	33	39	-	79	9
68	0.394	2.4782	CHIP4730	30	12	AB	79	10
69	0.260	1.8201	CHIP4683	55	30	-	79	11
70	-0.283	0.5209	CHIP3354	281	539	-	79	12
71	0.047	1.1145	CHIP4684	2	17	X	79	13
72	0.128	1.3433	CHIP4724	27	20	AB	79	14
73	0.166	1.4661	CHIP4930	-9	13	X	79	15
74	-0.198	0.6345	CHIP4962	66	104	-	79	16
75	0.000	1.0000	CHIP4923	-2	-2	XY	79	17
76	0.000	1.0000	CHIP4955	-15	-4	XY	79	18
77	-0.401	0.3973	CHIP4924	92	231	-	80	0
78	-0.034	0.9248	CHIP4956	24	26	-	80	1
79	0.154	1.4254	CHIP5042	60	42	-	80	2
80	0.335	2.1624	CHIP5081	22	8	YA	80	3
81	0.000	1.0000	CHIP5019	-20	6	XY	80	4
82	-0.011	0.9754	CHIP5050	-33	19	X	80	5
83	-0.122	0.7553	CHIP5087	122	161	-	80	6
84	0.767	5.8503	CHIP5151	59	1	Y	80	7
85	0.000	1.0000	CHIP5264	-13	9	XY	80	8
86	0.017	1.0399	CHIP5206	1	18	XA	80	9
87	0.617	4.1434	CHIP5235	42	-1	Y	80	10
88	0.439	2.7462	CHIP5273	68	25	-	80	11
89	0.000	1.0000	CHIP5213	-53	1	XY	80	12
90	0.000	1.0000	CHIP5243	13	10	XY	80	13
91	-0.119	0.7609	CHIP5361	-34	25	X	80	14
92	-0.524	0.2989	CHIP5309	8	64	X	80	15
93	0.224	1.6768	CHIP5338	135	80	-	80	16
94	-0.473	0.3366	CHIP5287	11	56	X	80	17
95	0.055	1.1342	CHIP5317	90	80	-	80	18
96	0.267	1.8495	CHIP5355	-2	10	X	81	0
97	0.385	2.4289	CHIP5399	25	8	Y	81	1
98	0.000	1.0000	CHIP5430	-21	-0	XY	81	2
99	-0.050	0.8910	CHIP5400	-14	21	X	81	3
100	-0.520	0.3021	CHIP5431	-11	63	X	81	4
101	0.062	1.1523	CHIP0121	89	77	-	81	5
102	0.227	1.6881	CHIP0153	2652	1571	-	81	6
103	0.114	1.3010	CHIP0266	98	76	-	81	7
104	1.531	33.9419	CHIP0203	2468	73	A	81	8
105	-0.751	0.1775	CHIP0267	454	2556	A	81	9
106	0.621	4.1755	CHIP0212	14509	3475	-	81	10
107	0.455	2.8480	CHIP0252	498	175	B	81	11
108	0.724	5.2987	CHIP0284	100	19	-	81	12
109	0.255	1.7981	CHIP0310	101	56	-	81	13
110	2.092	123.5615	CHIP0350	23863	193	-	81	14
111	-0.095	0.8029	CHIP0382	1316	1639	-	81	15
112	-0.086	0.8202	CHIP0351	112	137	-	81	16
113	-0.012	0.9736	CHIP0383	148	152	-	81	17
114	-0.301	0.4999	CHIP0328	103	206	-	81	18
115	-0.513	0.3068	CHIP0424	119	386	-	82	0
116	-0.287	0.5158	CHIP0464	469	910	-	82	1
117	-0.010	0.9768	CHIP0585	764	782	-	82	2
118	0.401	2.5177	CHIP0625	1141	453	-	82	3
119	-1.703	0.0198	CHIP0657	75	3772	-	82	4
120	-0.041	0.9091	CHIP0602	633	696	-	82	5
121	-0.285	0.5184	CHIP0491	758	1462	-	82	6
122	0.099	1.2566	CHIP0555	123	98	-	82	7
123	1.352	22.4669	CHIP0508	306	14	A	82	8
124	0.097	1.2497	CHIP0556	502	402	-	82	9
125	0.312	2.0522	CHIP0509	157	76	-	82	10
126	-0.080	0.8320	CHIP0541	102	123	-	82	11
127	0.094	1.2403	CHIP0678	7227	5827	-	82	12
128	0.088	1.2251	CHIP0726	202	165	-	82	13
129	-0.094	0.8051	CHIP0758	117	146	-	82	14
130	0.314	2.0591	CHIP0703	1987	965	-	82	15
131	0.131	1.3514	CHIP0743	166	123	-	82	16
132	0.621	4.1754	CHIP0688	2887	691	-	82	17
133	-0.270	0.5376	CHIP0839	237	441	-	82	18
134	0.038	1.0926	CHIP0776	102	93	-	83	0
135	-0.291	0.5112	CHIP0808	768	1503	-	83	1
136	0.653	4.4951	CHIP0865	514	114	-	83	2
137	0.189	1.5470	CHIP0897	587	379	-	83	3
138	-0.044	0.9027	CHIP0929	586	649	-	83	4
139	-0.078	0.8361	CHIP1042	195	233	-	83	5
140	-0.493	0.3210	CHIP0987	494	1538	-	83	6
141	0.224	1.6748	CHIP1035	1399	835	AB	83	7
142	-0.049	0.8942	CHIP0981	49	55	-	83	8
143	-0.107	0.7820	CHIP0998	105	134	-	83	9
144	-0.097	0.7995	CHIP1046	87	109	-	83	10
145	0.236	1.7235	CHIP1155	94	55	-	83	11
146	0.175	1.4957	CHIP1187	106	71	-	83	12
147	0.142	1.3875	CHIP1228	70	51	-	83	13
148	-0.691	0.2035	CHIP1260	77	380	-	83	14
149	-0.483	0.3285	CHIP1300	17	58	X	83	15
150	0.015	1.0344	CHIP1237	90	87	-	83	16
151	0.426	2.6684	CHIP1307	638	239	-	83	17
152	-0.807	0.1560	CHIP1340	30	191	-	83	18
153	-0.172	0.6725	CHIP1380	137	204	-	84	0
154	0.023	1.0551	CHIP1317	254	241	-	84	1
155	0.355	2.2642	CHIP1349	554	245	-	84	2
156	0.430	2.6916	CHIP1389	2021	751	-	84	3
157	0.076	1.1908	CHIP1501	249	209	-	84	4
158	0.092	1.2351	CHIP1438	348	282	-	84	5
159	0.360	2.2927	CHIP1470	163	71	B	84	6
160	0.693	4.9354	CHIP1415	1808	366	A	84	7
161	0.172	1.4851	CHIP1455	226	152	-	84	8
162	0.613	4.1049	CHIP1495	106	26	-	84	9
163	0.029	1.0693	CHIP1535	357	334	-	84	10
164	0.255	1.7987	CHIP1567	121	67	-	84	11
165	-0.820	0.1514	CHIP1599	150	993	-	84	12
166	-0.070	0.8504	CHIP1544	93	109	-	84	13
167	0.121	1.3218	CHIP1513	96	73	-	84	14
168	-0.298	0.5032	CHIP1553	242	481	-	84	15
169	0.045	1.1104	CHIP1632	111	100	-	84	16
170	0.332	2.1500	CHIP1672	175	81	-	84	17
171	0.361	2.2956	CHIP1617	593	258	-	84	18
172	0.093	1.2377	CHIP1649	491	397	-	85	0
173	0.030	1.0711	CHIP1681	181	169	-	85	1
174	0.249	1.7740	CHIP1618	170	96	-	85	2
175	0.311	2.0442	CHIP1768	1410	690	-	85	3
176	-0.086	0.8206	CHIP1705	328	399	-	85	4
177	0.157	1.4348	CHIP1753	292	203	-	85	5
178	0.338	2.1756	CHIP1785	190	87	A	85	6
179	-0.017	0.9606	CHIP1722	350	364	AB	85	7
180	-0.245	0.5692	CHIP1754	278	488	-	85	8
181	0.141	1.3848	CHIP1801	1009	729	-	85	9
182	-0.032	0.9290	CHIP1833	212	228	-	85	10
183	0.445	2.7844	CHIP1865	245	88	-	85	11
184	-0.071	0.8487	CHIP1802	130	153	-	85	12
185	0.167	1.4689	CHIP1834	175	119	-	85	13
186	-0.064	0.8625	CHIP1866	102	118	-	85	14
187	-0.015	0.9670	CHIP1977	376	389	-	85	15
188	-0.309	0.4906	CHIP1922	28	56	-	85	16
189	0.167	1.4687	CHIP1954	338	230	-	85	17
190	0.064	1.1580	CHIP1899	62	54	-	85	18
191	0.165	1.4628	CHIP1931	267	182	-	86	0
192	-0.211	0.6148	CHIP1963	111	180	-	86	1
193	-0.332	0.4656	CHIP2050	196	422	-	86	2
194	-0.281	0.5234	CHIP2082	-2	36	X	86	3
195	0.343	2.2006	CHIP2019	106	48	-	86	4
196	-0.174	0.6694	CHIP2051	507	758	-	86	5
197	0.308	2.0329	CHIP2084	596	293	AB	86	6
198	-0.148	0.7118	CHIP2140	243	342	AB	86	7
199	0.150	1.4125	CHIP2171	472	334	-	86	8
200	0.210	1.6224	CHIP2204	307	189	-	86	9
201	0.147	1.4032	CHIP2236	320	228	-	86	10
202	0.191	1.5511	CHIP2189	520	335	-	86	11
203	0.381	2.4051	CHIP2221	85	35	-	86	12
204	0.639	4.3511	CHIP2253	44	4	YA	86	13
205	0.130	1.3492	CHIP2356	101	75	-	86	14
206	0.593	3.9182	CHIP2293	40	10	-	86	15
207	0.173	1.4891	CHIP2333	1229	826	-	86	16
208	0.322	2.1003	CHIP2365	64	30	-	86	17
209	-0.038	0.9162	CHIP2310	318	347	-	86	18
210	0.023	1.0536	CHIP2350	639	607	-	87	0
211	-0.063	0.8654	CHIP2474	300	347	-	87	1
212	0.042	1.1014	CHIP2514	1068	969	-	87	2
213	0.556	3.5937	CHIP2554	846	235	-	87	3
214	0.023	1.0551	CHIP2499	496	470	-	87	4
215	0.131	1.3506	CHIP2531	182	135	A	87	5
216	-0.165	0.6841	CHIP2484	581	850	AB	87	6
217	0.427	2.6720	CHIP2451	459	172	B	87	7
218	-0.221	0.6016	CHIP2396	838	1393	-	87	8
