1	1950	29200	1659.882935	3.287234	313.132935	7.813171	258.297821	9400	4.636795	0.864925	1	1	212.446771	1	5081.989258	4.12766	1685.147705	9.582953	235.071487	9400	4.636795	0.826712	1	1	530.315553	1	1	1656.595701	5077.861598	0.0000623943678576133	0.00020713987896547	0.301218520399031	-0.577661500013395
2	2190	29210	4244.691406	44.042553	1127.498657	44.039551	245.79509	9400	6.742571	0.835077	0.972534	0.999008	96.383622	1	3812.691406	3.797872	1296.470459	8.53403	241.615494	9400	6.742571	0.855079	1	1	446.763302	1	1	4200.648853	3808.893534	0.00015821411924257	0.000155375196900969	1.01827139980013	38.2817114948859
3	2440	29200	1641.308472	2.595745	284.668457	5.926647	261.360504	9400	4.636795	0.866378	1	1	276.93712	1	1224.755371	0	298.432281	0	267.737549	9400	4.636795	0.822315	1	1	3.402823E+38	1	1	1638.712727	1224.755371	0.0000617208197749576	0.0000499611252522462	1.23537689480248	3.2792126245117
4	2680	29210	1647.595703	7.255319	256.251526	12.33226	260.994873	9400	6.742571	0.858914	0.999054	0.999832	133.600466	1	1288.755371	0	235.894806	0	262.938995	9400	6.742571	0.854392	1	1	3.402823E+38	1	1	1640.340384	1288.755371	0.0000617821241895126	0.0000525718604993454	1.17519379384113	4.29371257295641
5	2920	29210	5138.797852	44.712765	2972.723145	38.678333	232.758148	9400	9.536672	0.930808	0.882721	0.999161	132.859858	1	1980.882935	0	446.221588	0	264.026276	9400	9.536672	0.854561	1	1	3.402823E+38	1	1	5094.085087	1980.882935	0.00019186468890653	0.0000808056390434659	2.37439727199391	0.801563793554591
6	3170	29200	1755.457397	8.074468	288.474701	13.371643	263.422791	9400	4.121371	0.828446	0.997284	0.999786	131.282101	1	1400.340454	0	299.531769	0	264.628387	9400	4.121371	0.835205	1	1	3.402823E+38	1	1	1747.382929	1400.340454	0.0000658137970503762	0.0000571237215811984	1.15212726392179	4.89476055298949
7	3430	29210	1669.074463	0.829787	325.888824	2.788757	257.557373	9400	14.456996	0.921583	1	1	598.501149	1	1433.744629	0	285.324524	0	259.894928	9400	14.456996	0.895344	1	1	3.402823E+38	1	1	1668.244676	1433.744629	0.0000628331172947121	0.0000584863693479604	1.07432070062156	9.66886801200256
8	3670	29200	1783.755371	7.957447	305.419952	12.282442	259.404572	9400	8.718602	0.854084	0.998825	0.999924	145.228071	1	1256.670166	0	215.434219	0	261.725616	9400	8.718602	0.848723	1	1	3.402823E+38	1	1	1775.797924	1256.670166	0.0000668840253804582	0.0000512630171305344	1.30472276358894	2.60590878688579
9	3920	29200	3995.436279	73.106384	927.56543	63.321922	215.871674	9400	13.436078	0.813388	0.976944	0.998016	63.097204	1	5018.82959	3.468085	1415.64209	8.24843	216.166367	9400	13.436078	0.77315	1	1	608.458754	1	1	3922.329895	5015.361505	0.000147731455647152	0.000204590329032	0.722084256602594	-2.12874248533661
10	4160	29200	22668.830078	123.085106	6804.465332	88.227425	122.052879	9400	8.718602	0.932254	0.871399	0.996857	256.936323	1	2531.063721	1.287234	519.449768	3.803288	247.344238	9400	8.718602	0.823672	1	1	665.49366	1	1	22545.744972	2529.776487	0.000849167666291622	0.000103196510029589	8.22864713204104	0.328876480681816
11	4410	29210	1569.48938	2.638298	275.363342	6.971294	264.868866	9400	14.456996	0.838955	1	1	225.136006	1	1386.563843	0	253.074371	0	270.575836	9400	14.456996	0.796663	1	1	3.402823E+38	1	1	1566.851082	1386.563843	0.0000590142077088533	0.0000565617358948972	1.04335920344654	16.3302823022821
12	4660	29210	2589.702148	33.042553	562.629395	38.418442	254.698975	9400	19.066172	0.911833	0.981293	0.999023	67.407787	1	2019.106323	0	426.924042	0	258.174561	9400	19.066172	0.894328	1	1	3.402823E+38	1	1	2556.659595	2019.106323	0.0000962945630975814	0.00008236487570464	1.16912169506445	4.43606305971954
13	4900	29210	2770.989258	15.787234	602.153992	23.859297	240.823746	9400	14.456996	0.942889	0.99556	0.999573	116.138765	1	2214.053223	0	436.165619	0	253.571701	9400	14.456996	0.92183	1	1	3.402823E+38	1	1	2755.202024	2214.053223	0.00010377250677623	0.0000903172935662451	1.14897715242227	4.99126254364201
14	5150	29200	5644.755371	53.11702	1426.12085	54.060272	150.544571	9400	18.304161	0.802397	0.967606	0.998352	104.415963	1	1678.52124	0	269.582092	0	264.989014	9400	18.304161	0.864372	1	1	3.402823E+38	1	1	5591.638351	1678.52124	0.00021060463937485	0.0000684714775667603	3.0758010029725	0.616917544485838
15	5380	29200	2194.489258	23.617022	369.423157	26.893301	251.808151	9400	4.636795	0.824919	0.988998	0.999435	81.599847	1	4996.489258	0	1570.771118	0	176.97937	9400	4.636795	0.651313	1	1	3.402823E+38	1	1	2170.872236	4996.489258	0.0000817641871116165	0.000203820478400205	0.401157860845911	-0.75886466208272
16	5630	29200	1716.97876	1.808511	309.324432	4.828848	260.750854	9400	8.718602	0.851909	1	1	355.566924	1	3569.702148	0	1017.17041	0	219.671997	9400	8.718602	0.906516	1	1	3.402823E+38	1	1	1715.170249	3569.702148	0.0000646005319161094	0.000145617925303583	0.443630355132658	-0.852827542108385
17	1960	29450	3656.606445	31.223404	910.502563	34.54377	239.099289	9400	13.029446	0.862677	0.974747	0.998886	105.854296	1	1852.085083	0	349.278656	0	263.060028	9400	13.029446	0.855875	1	1	3.402823E+38	1	1	3625.383041	1852.085083	0.000136547187070665	0.0000755516219814804	1.80733627537654	1.17114537516282
18	2190	29450	1659.212769	4.755319	255.408875	9.209259	260.506592	9400	2.494791	0.890969	1	1	180.16789	1	1407.670166	0	246.167847	0	262.454315	9400	2.494791	0.856855	1	1	3.402823E+38	1	1	1654.45745	1407.670166	0.0000623138323235748	0.0000574227206041591	1.08517728989423	8.47955182997918
19	2440	29440	2149.861816	43.234043	457.85791	44.583721	255.945679	9400	9.069817	0.879363	0.990417	0.998764	48.22078	1	1855.925537	0.670213	381.004639	2.315856	260.262085	9400	9.069817	0.873825	1	1	801.399376	1	1	2106.627773	1855.255324	0.0000793444701856236	0.0000756809447927382	1.04840750076414	14.6628467930408
