1	1650	29200	1834.829834	2.659575	338.50177	6.679375	258.913269	9400	9.705779	0.871013	1	1	274.700839	1	5358.840332	13.978724	1974.469849	23.070242	227.50209	9400	9.705779	0.839095	1	1	232.283664	1	1	1832.170259	5344.861608	0.0000670633710698023	0.000172967446858949	0.387722500896315	-0.731580468487456
2	1900	29210	5990.148926	30.989361	2341.696045	33.684334	181.42009	9400	16.460453	0.857961	0.972794	0.999496	177.831895	1	4768.915039	5.425532	1981.776611	10.403152	257.310059	9400	16.460453	0.8564	1	1	458.410569	1	1	5959.159565	4763.489507	0.000218124558680415	0.00015415340538134	1.41498371794528	1.99686311883279
3	2150	29190	1629.202148	4.702127	312.380402	8.69783	261.603973	9400	4.536688	0.831324	1	1	187.311331	1	1426.308472	0	289.687012	0	261.238678	9400	4.536688	0.849038	1	1	3.402823E+38	1	1	1624.500021	1426.308472	0.0000594619671267268	0.0000461574036764338	1.28824332372676	2.73668855954427
4	2390	29200	1791.648926	1.329787	281.056061	3.968663	257.557373	9400	6.726322	0.878441	1	1	451.448998	1	1436.297852	0	248.508194	0	259.77243	9400	6.726322	0.871131	1	1	3.402823E+38	1	1	1790.319139	1436.297852	0.0000655314844034513	0.0000464806744514371	1.40986517895558	2.0179304877984
5	2650	29200	5900.882813	34.148937	2175.010498	40.30341	202.637573	9400	14.084289	0.863089	0.968445	0.999222	146.411504	1	2235.627686	0.93617	478.498322	2.556074	255.572296	9400	14.084289	0.886878	1	1	874.633267	1	1	5866.733876	2234.691516	0.000214741478834346	0.0000723178473809933	2.96941193095835	0.636870775802727
6	2890	29200	1843.393677	21.095745	285.368591	26.016153	265.948242	9400	9.86539	0.830589	0.993591	0.999405	70.855735	1	1463.159546	0	269.208771	0	252.817398	9400	9.86539	0.892913	1	1	3.402823E+38	1	1	1822.297932	1463.159546	0.0000667020118971647	0.000047349957693969	1.40870267146322	2.02278816253078
7	3140	29200	1655.723389	4.670213	271.688019	9.343376	266.546021	9400	14.084289	0.837115	1	1	177.208255	1	1610.819092	0	308.368866	0	259.77243	9400	14.084289	0.838009	1	1	3.402823E+38	1	1	1651.053176	1610.819092	0.0000604338986806267	0.0000521284340230369	1.15932695491906	4.68850741762777
8	3380	29200	1681.404297	4.042553	288.656982	8.393436	264.026276	9400	9.86539	0.837252	1	1	200.323707	1	1461.265991	0	258.841125	0	263.785065	9400	9.86539	0.864312	1	1	3.402823E+38	1	1	1677.361744	1461.265991	0.0000613968775574163	0.0000472886795173092	1.29834197495286	2.6548407316169
9	3620	29200	3417.670166	30.776596	810.039124	32.475353	231.111252	9400	6.803283	0.886334	0.982056	0.99942	105.238891	1	6174.893555	2.62766	2271.024658	6.665565	226.801422	9400	6.803283	0.881491	1	1	926.38705	1	1	3386.89357	6172.265895	0.000123971284406073	0.000199743445479443	0.620652578153467	-1.45318806923219
10	3880	29210	18486.925781	115.319145	6795.1875	83.350693	126.911324	9400	23.981483	0.918977	0.852234	0.996887	221.796906	1	2576.712646	1.180851	665.133362	3.874268	248.243439	9400	23.981483	0.900037	1	1	665.08377	1	1	18371.606636	2575.531795	0.000672460360562217	0.000083347931444738	8.06811097655226	0.331979859380795
11	4110	29190	1751.861694	9.563829	335.096039	14.577607	261.116821	9400	4.536688	0.852029	0.998276	0.999908	120.174846	1	1436.52124	0	233.449203	0	265.1091	9400	4.536688	0.83293	1	1	3.402823E+38	1	1	1742.297865	1436.52124	0.0000637737500980902	0.0000464879036099922	1.37183536244432	2.192466311644
12	4360	29190	1884.319092	4.223404	336.147766	8.972064	257.18634	9400	8.463025	0.850606	1	1	210.020692	1	2338.744629	0.851064	447.661835	3.072449	264.508087	9400	8.463025	0.816231	1	1	761.198734	1	1	1880.095688	2337.893565	0.0000688175971374499	0.0000756576148502621	0.909592474910164	-7.31487285304167
13	4600	29190	2109.255371	11.117022	383.02652	18.194206	259.894928	9400	4.536688	0.839624	0.999542	0.999985	115.930057	1	2540.010742	0.12766	663.608093	0.721916	245.79509	9400	4.536688	0.823496	1	1	3518.431411	1	1	2098.138349	2539.883082	0.0000767986653879907	0.0000821942875670017	0.934355265569853	-10.2085722174785
14	4840	29200	2380.265869	7.808511	417.150879	15.60416	259.894928	9400	6.726322	0.860815	1	1	152.540465	1	1899.329834	0.234043	387.184296	1.1679	250.03215	9400	6.726322	0.868794	1	1	1626.278006	1	1	2372.457358	1899.095791	0.0000868396304138657	0.0000614574846649325	1.41300332884298	2.00495277682747
15	5100	29200	15469.052734	64.276596	5906.45459	67.042023	128.407379	9400	14.084289	0.928635	0.876221	0.998352	230.736665	1	2611.436279	0.829787	692.575134	2.968068	249.394791	9400	14.084289	0.881866	1	1	879.843922	1	1	15404.776138	2610.606492	0.000563864746365763	0.0000844829993350574	6.67429838906986	0.365147918435293
