1	0.98448	33317	28564	18694.23	1027	2080	5654.16	32290	27537	65535	55484	21035.27	1646	2686	5957.2	63889	53838	1.978600186	1.955114936	0.984480118	0.967253422	0.984480118	-0.984480118
2	-1.513	12901	12679	2914.69	954	983	386.26	11947	11725	5591	5877	1858.16	1405	1509	648.21	4186	4472	0.350380849	0.381407249	-1.513004173	-1.390595829	-1.513004173	1.513004173
3	-2.88096	5295	5634	2229.56	912	932	324.41	4383	4722	2137	2720	1216.91	1542	1592	646.47	595	1178	0.135751768	0.249470563	-2.880957105	-2.003058502	-2.880957105	2.880957105
4	-1.44118	12117	11756	3910.22	924	942	323.08	11193	10832	5599	5517	2055.57	1477	1524	626.23	4122	4040	0.36826588	0.372968981	-1.441180356	-1.422872446	-1.441180356	1.441180356
5	-2.02301	9705	10417	3301.15	922	953	354.67	8783	9495	3583	4140	3102.24	1422	1535	578.71	2161	2718	0.246043493	0.286255924	-2.023014732	-1.804622544	-2.023014732	2.023014732
6	-1.78287	7180	7258	2258.35	1017	1024	380.99	6163	6241	3453	3558	1292.81	1662	1771	818.56	1791	1896	0.290605225	0.303797468	-1.782867454	-1.718818247	-1.782867454	1.782867454
7	-1.2786	17545	15937	5767	1014	1060	445.28	16531	14923	8568	8256	2589.1	1754	1795	684.41	6814	6502	0.412195269	0.435703277	-1.278600147	-1.198582131	-1.278600147	1.278600147
8	-2.11096	10777	11060	2077.48	1105	1151	381.16	9672	9955	4030	4326	1481.89	1791	1862	763.89	2239	2535	0.231492969	0.254645907	-2.110959716	-1.973435569	-2.110959716	2.110959716
9	-2.29115	9289	9042	3107.21	1174	1202	358	8115	7868	3478	3904	1559.09	1820	1906	791.2	1658	2084	0.204313001	0.264870361	-2.291147088	-1.91664168	-2.291147088	2.291147088
10	-1.36805	11766	11736	3015.51	1103	1122	351.23	10663	10633	6018	6125	1846.94	1887	1960	725.1	4131	4238	0.387414424	0.398570488	-1.368050427	-1.327093204	-1.368050427	1.368050427
11	-2.00986	65535	58935	17376.83	1072	1132	369.88	64463	57863	17999	17145	5734.79	1993	2041	778.17	16006	15152	0.248297473	0.26185991	-2.009858516	-1.933132888	-2.009858516	2.009858516
12	-0.72128	12022	11372	3449.72	1075	1090	348.21	10947	10297	8834	8528	2317.92	2194	2210	806.49	6640	6334	0.606558875	0.615130621	-0.72128041	-0.701035301	-0.72128041	0.72128041
13	-0.0250383	65535	57846	18314.53	1137	1186	540.89	64398	56709	65535	56767	19396.89	2245	2308	740.26	63290	54522	0.982794497	0.961434693	-0.025038316	-0.056739232	-0.025038316	0.025038316
14	-1.52697	17599	16943	4416.81	1069	1088	346.65	16530	15874	7865	7702	2376.67	2129	2212	812.67	5736	5573	0.347005445	0.351077233	-1.526969795	-1.510139652	-1.526969795	1.526969795
15	-1.6273	2104	2114	700.82	1032	1060	339.3	1072	1082	2107	2178	808.42	1760	1805	732.75	347	418	0.32369403	0.386321627	-1.627297338	-1.372125652	-1.627297338	1.627297338
16	-0.076286	65535	61077	12584.25	996	1030	339.11	64539	60081	62561	53553	18552.5	1346	1461	644.14	61215	52207	0.948496258	0.868943593	-0.076286013	-0.202665567	-0.076286013	0.076286013
17	-1.91475	29255	26437	9556.9	1097	1128	397.79	28158	25340	8694	8138	3168.69	1226	1295	582.5	7468	6912	0.2652177	0.272770324	-1.914751034	-1.874241402	-1.914751034	1.914751034
18	-3.01412	6238	6632	2852.52	1003	1035	353.1	5235	5629	1908	2077	954.75	1260	1294	578.42	648	817	0.123782235	0.145141233	-3.014123819	-2.784470665	-3.014123819	3.014123819
19	-2.64669	2946	2987	1076.27	1036	1077	390.94	1910	1951	1527	1609	748.5	1222	1289	681.46	305	387	0.159685864	0.198359815	-2.64669149	-2.333808306	-2.64669149	2.64669149
20	-0.748476	17152	23158	20552.64	2010	4823	8295.15	15142	21148	11059	18021	18353.03	2046	5576	11332.12	9013	15975	0.595231806	0.755390581	-0.748476478	-0.404705301	-0.748476478	0.748476478
21	-2.28786	11961	11908	4320.04	998	2284	6625.31	10963	10910	3768	4136	2000.68	1523	2606	5981.76	2245	2613	0.204779714	0.239505041	-2.287855292	-2.061872072	-2.287855292	2.287855292
22	-2.21509	2242	2310	660.62	863	903	332.11	1379	1447	1696	1783	768.85	1399	1482	622.34	297	384	0.215373459	0.265376641	-2.215087621	-1.913886706	-2.215087621	2.215087621
23	-2.06517	9042	9105	2270.77	869	924	431.63	8173	8236	3385	3543	1390.77	1432	1559	820.25	1953	2111	0.238957543	0.256313745	-2.065173785	-1.964017251	-2.065173785	2.065173785
24	-1.41739	7247	7352	2473.53	906	955	365.89	6341	6446	3847	4049	1588.62	1473	1538	650.55	2374	2576	0.374388898	0.399627676	-1.417390442	-1.323271595	-1.417390442	1.417390442
25	-1.69226	5986	6095	1363.43	1019	1078	460.09	4967	5076	3215	3346	1158.92	1678	1796	822.3	1537	1668	0.309442319	0.328605201	-1.692257582	-1.60557278	-1.692257582	1.692257582
26	-2.02804	3489	3546	1046.91	1099	1161	526.17	2390	2447	2368	2415	868.12	1782	1844	691.91	586	633	0.245188285	0.258684103	-2.028038048	-1.950736697	-2.028038048	2.028038048
27	-2.06733	28986	28332	5904.54	1111	1177	378.12	27875	27221	8534	8563	2353.76	1883	1950	727.04	6651	6680	0.238600897	0.245398773	-2.067328629	-2.026800059	-2.067328629	2.067328629
28	-2.39454	13956	13874	2622.06	1100	1155	371.62	12856	12774	4219	4276	1081.57	1774	1882	722.36	2445	2502	0.190183572	0.195866604	-2.394535464	-2.352056661	-2.394535464	2.394535464
29	-2.41475	6121	5948	1771.68	1098	1146	379	5023	4850	2810	2944	1044.01	1868	1984	724.31	942	1076	0.187537328	0.22185567	-2.41475031	-2.172306669	-2.41475031	2.41475031
30	-1.5633	5638	5999	2016.35	1078	1119	360.36	4560	4921	3573	3581	999.01	2030	2079	726.76	1543	1551	0.338377193	0.315179841	-1.563295762	-1.66575283	-1.563295762	1.563295762
31	-2.61501	15098	14268	3738.79	1075	1124	345.97	14023	13193	4459	4412	1482.65	2170	2271	769.45	2289	2242	0.163231833	0.169938604	-2.615005656	-2.556914478	-2.615005656	2.615005656
32	-1.86338	12685	12635	2464.73	1107	1141	364.09	11578	11528	5303	5321	1276.49	2121	2214	733.33	3182	3200	0.274831577	0.27758501	-1.863380321	-1.84899843	-1.863380321	1.863380321
33	-2.15036	17229	17345	3272.75	1154	4751	14391.24	16075	16191	5753	5944	1684.55	2132	5747	14257.56	3621	3812	0.22525661	0.235439442	-2.150358656	-2.086572069	-2.150358656	2.150358656
34	-1.44591	9244	9450	1973.73	1199	7043	17849.85	8045	8251	4497	5238	3889.14	1544	7360	17967.58	2953	3694	0.367060286	0.447703309	-1.445911064	-1.159385115	-1.445911064	1.445911064
35	-2.08659	5208	5458	1495.47	1071	1118	350.17	4137	4387	2328	2416	930.62	1354	1382	595.58	974	1062	0.235436307	0.242078869	-2.08659128	-2.04645094	-2.08659128	2.08659128
36	-1.14253	65535	63874	7239.49	1064	1079	348.75	64471	62810	30470	27774	9154.53	1267	1321	638.06	29203	26507	0.452963348	0.422018787	-1.142533778	-1.244620871	-1.142533778	1.142533778
