1	0.324061689	65535	61007	14170.82	912	945	414.14	64623	60095	53238	47193	18132.37	1616	1638	555.97	51622	45577	0.798817758	0.758415842	-0.324061689	-0.398938996	-0.324061689
2	-1.082924387	6873	6467	2572.07	805	891	404.91	6068	5662	14404	13864	4242.97	1550	1655	634.9	12854	12314	2.118325643	2.174849876	1.082924387	1.120915819	1.082924387
3	-1.117132634	1610	1714	749.46	806	852	385.56	804	908	3326	3698	1627.51	1582	1661	549.57	1744	2116	2.169154229	2.330396476	1.117132634	1.220575425	1.117132634
4	-1.15033362	6533	6152	2365.34	783	850	368.15	5750	5369	14393	13546	4223.55	1630	1657	584.26	12763	11916	2.219652174	2.219407711	1.15033362	1.150174719	1.15033362
5	-1.257505869	1565	1740	773.38	846	895	399.12	719	894	3356	3811	1776.42	1637	1754	640.33	1719	2174	2.390820584	2.431767338	1.257505869	1.282005204	1.257505869
6	-0.435232675	2530	2585	921.56	792	849	389.27	1738	1793	3944	4133	1419.61	1594	1632	550.57	2350	2539	1.352128884	1.416062465	0.435232675	0.501884907	0.435232675
7	-1.134037146	11748	11314	3602.92	876	902	371.02	10872	10438	25372	24381	7007.64	1511	1594	567.51	23861	22870	2.194720383	2.191032765	1.134037146	1.131611059	1.134037146
8	-0.652601886	6278	6028	2232.16	785	857	386.96	5493	5243	10148	9833	2939.97	1513	1612	646.77	8635	8320	1.572000728	1.586877742	0.652601886	0.666190983	0.652601886
9	-1.475898335	2402	2434	1215.55	731	796	360.01	1671	1703	6223	6272	2284.3	1575	1648	575.25	4648	4697	2.781567923	2.758073987	1.475898335	1.463661159	1.475898335
10	-1.411589209	4696	4299	1831.42	769	780	339.7	3927	3530	11955	10879	3864.66	1508	1594	519	10447	9371	2.660300484	2.654674221	1.411589209	1.408534826	1.411589209
11	-0.379242043	43475	38942	14281.53	792	810	361.02	42683	38150	57057	49996	16206.09	1541	1584	581.45	55516	48455	1.300658342	1.270117955	0.379242043	0.344962486	0.379242043
12	-1.688653307	7194	6856	2187.64	699	762	360.28	6495	6157	22541	21029	5469.8	1604	1608	569.24	20937	19425	3.223556582	3.15494559	1.688653307	1.657615125	1.688653307
13	0.018639672	65535	54217	21512.52	722	796	395.26	64813	53495	65535	59164	15226.7	1554	1581	581.55	63981	57610	0.987163069	1.076923077	-0.018639672	0.106915204	-0.018639672
14	-1.341223061	8349	8262	1722.42	803	853	376.14	7546	7459	20763	19934	4298.17	1644	1679	587.02	19119	18290	2.533660217	2.452071323	1.341223061	1.294000943	1.341223061
15	-0.538117637	1389	1387	518.69	763	809	360.28	626	624	2407	2462	820.6	1498	1549	539.17	909	964	1.452076677	1.544871795	0.538117637	0.627487117	0.538117637
16	0.018154677	65535	59242	16210.66	761	792	367.07	64774	58481	65535	62863	9243.56	1571	1653	563.8	63964	61292	0.987494983	1.048066894	-0.018154677	0.067730801	-0.018154677
17	-0.821015617	14079	13255	3994.85	700	745	387.44	13379	12555	25242	23430	6275.05	1606	1711	919.11	23636	21824	1.766649226	1.738271605	0.821015617	0.797653521	0.821015617
18	-0.82848425	1580	1777	969.98	786	811	346.61	794	991	2995	3387	1280.92	1585	1627	554.01	1410	1802	1.77581864	1.818365288	0.82848425	0.862642049	0.82848425
19	-1.146572354	1270	1335	515.05	751	774	346.29	519	584	2666	2767	1084.04	1517	1549	500.98	1149	1250	2.213872832	2.140410959	1.146572354	1.097887821	1.146572354
20	1.098607597	1597	1673	620	931	970	401.34	666	742	1932	2264	1108.82	1621	1658	568.88	311	643	0.466966967	0.866576819	-1.098607597	-0.206600449	-1.098607597
21	-1.64142299	1311	1478	705.12	860	926	428.12	451	618	3009	3367	1510.97	1602	1641	615.04	1407	1765	3.119733925	2.855987055	1.64142299	1.51398944	1.64142299
22	-0.028569152	1410	1421	581.95	810	876	377.58	600	611	2150	2170	697.06	1538	1613	557.58	612	632	1.02	1.034369885	0.028569152	0.048752178	0.028569152
23	-0.363391262	4724	4572	1775.03	821	862	394.92	3903	3751	6584	6416	1903.46	1563	1650	586.61	5021	4853	1.286446323	1.293788323	0.363391262	0.371601597	0.363391262
24	-1.322042002	3375	3282	1218.26	842	892	396.17	2533	2440	7960	7616	2513.11	1627	1701	544.46	6333	5989	2.500197394	2.454508197	1.322042002	1.295433985	1.322042002
25	-0.777039298	2900	2907	924.26	784	839	384.39	2116	2123	5199	5173	1564.03	1573	1669	597.5	3626	3600	1.713610586	1.695713613	0.777039298	0.761892535	0.777039298
26	-0.227790164	1827	1865	629.82	798	817	347.99	1029	1067	2762	2886	916.27	1557	1631	583.82	1205	1329	1.171039845	1.245548266	0.227790164	0.316780928	0.227790164
27	-0.443502902	15086	14173	4527.73	771	822	407.96	14315	13402	21166	20185	5636.58	1699	1714	626.7	19467	18486	1.3599022	1.379346366	0.443502902	0.463984776	0.443502902
28	-0.077778508	6857	6596	2285.74	755	800	337.83	6102	5841	8112	7791	2233.18	1672	1752	625.75	6440	6119	1.055391675	1.04759459	0.077778508	0.067080514	0.077778508
29	1.028781231	2938	3060	1079.71	761	796	357.52	2177	2299	2657	2842	883.46	1590	1639	558.28	1067	1252	0.490124024	0.544584602	-1.028781231	-0.876771904	-1.028781231
30	-0.746664421	1933	2061	990.81	747	804	391.16	1186	1314	3535	3511	1328.55	1545	1594	560.48	1990	1966	1.677908938	1.496194825	0.746664421	0.581298046	0.746664421
31	-0.03186278	8923	8539	2454.57	773	796	340.77	8150	7766	9856	9977	3310.8	1524	1587	574.08	8332	8453	1.022331288	1.088462529	0.03186278	0.122291743	0.03186278
32	-0.400994165	7770	7573	2951.12	776	812	482	6994	6797	10889	10378	3374.3	1654	1735	694.32	9235	8724	1.320417501	1.28350743	0.400994165	0.360091647	0.400994165
33	-0.472139685	9258	8550	3271.88	781	796	364.87	8477	7769	13405	12749	4246.6	1646	1659	608.26	11759	11103	1.387165271	1.42914146	0.472139685	0.515148725	0.472139685
