1	0.214845	55943	47667	20863.23	1079	1148	370.13	54864	46588	65535	63656	8230.09	1861	1879	673.74	63674	61795	1.160578886	1.326414527	0.214844588	0.407531713	0.214844588	-0.214844588
2	-1.36114	15781	14891	3588.32	1105	1146	385.83	14676	13786	7482	7437	2051.76	1769	1852	832.72	5713	5668	0.389275007	0.411141738	-1.361138375	-1.282292257	-1.361138375	1.361138375
3	-1.09228	4536	4740	1889.36	1050	1086	356.57	3486	3690	3286	4125	5778.35	1651	1802	653.89	1635	2474	0.469018933	0.670460705	-1.092281934	-0.576775316	-1.092281934	1.092281934
4	-1.64543	14361	14128	3308.64	1059	1088	409.38	13302	13069	6073	6459	2151.01	1821	1876	818.09	4252	4638	0.31965118	0.354885607	-1.645429674	-1.49457403	-1.645429674	1.645429674
5	-1.70967	6653	8036	2791.94	1086	1134	422.43	5567	6950	3425	3491	1308.33	1723	1793	721.06	1702	1768	0.305730196	0.254388489	-1.709669046	-1.974894703	-1.709669046	1.709669046
6	-1.94844	6698	6420	2833.54	1229	1237	387.17	5469	5191	3096	3462	3892.09	1679	1669	615.09	1417	1783	0.259096727	0.343479098	-1.948437304	-1.541705785	-1.948437304	1.948437304
7	-1.38212	22818	20771	7837.84	1184	1316	1414.51	21634	19587	9895	9528	3672.75	1595	1747	997.75	8300	7933	0.383655357	0.405013529	-1.382117194	-1.303957993	-1.382117194	1.382117194
8	-1.93148	12149	11929	2576.67	1129	1148	353.41	11020	10800	4521	4735	1723.49	1632	1704	714.88	2889	3103	0.26215971	0.287314815	-1.931482115	-1.79929571	-1.931482115	1.931482115
9	-1.54561	8855	8850	3155.97	1224	1243	388.1	7631	7626	4291	4263	1485.55	1677	1742	757.64	2614	2586	0.342550124	0.339103068	-1.545612985	-1.560204256	-1.545612985	1.545612985
10	-1.44305	10964	10289	4466.47	1222	1227	362.12	9742	9067	5270	5209	2022.74	1687	1736	710.3	3583	3522	0.367788955	0.388441601	-1.44304994	-1.364230376	-1.44304994	1.44304994
