86	-0.951595368	893	974	419.53	696	902	414.92	197	278	2049	2056	706.19	1668	1703	610.56	381	388	1.934010152	1.395683453	0.951595368	0.480971769	0.951595368
87	-1.451379346	782	814	387.8	881	863	397.68	-98	-66	1533	1670	847.55	1802	1797	605.1	-268	-131	2.734693878	1.984848485	1.451379346	0.989028882	1.451379346
88	-1.752072487	852	821	325.94	833	900	396.76	19	-11	1860	2280	1482.71	1796	1813	545.88	64	484	3.368421053	-44	1.752072487	null	1.752072487
89	-2.248525274	1142	1243	751.62	888	924	402.52	254	355	2894	3353	2546.8	1687	1740	569.8	1207	1666	4.751968504	4.692957746	2.248525274	2.230497471	2.248525274
90	-1.889090686	1289	1501	1183.4	816	860	363.03	473	685	3489	4243	2645.28	1737	1725	549.24	1752	2506	3.704016913	3.658394161	1.889090686	1.871210521	1.889090686
91	-1.746494086	976	1096	582.63	810	845	395.71	166	286	2318	2640	1436.61	1761	1770	600.46	557	879	3.355421687	3.073426573	1.746494086	1.619848018	1.746494086
92	-1.511713519	1020	2012	5535.76	818	865	373.93	202	1194	2217	2754	2980.85	1641	1716	604.62	576	1113	2.851485149	0.932160804	1.511713519	-0.101349244	1.511713519
93	-1.708477037	962	1000	451.22	783	784	373.91	179	217	2183	2379	999.22	1598	1615	524.93	585	781	3.268156425	3.599078341	1.708477037	1.847627506	1.708477037
94	-2.298233666	1037	1189	505.63	816	837	390.65	221	373	2686	3306	2279.59	1599	1681	764.24	1087	1707	4.918552036	4.576407507	2.298233666	2.194215523	2.298233666
95	-1.659972489	1087	1157	554.24	706	753	364.29	381	451	2647	2802	1023.36	1443	1513	568.87	1204	1359	3.160104987	3.013303769	1.659972489	1.591346118	1.659972489
96	-1.313522857	1038	1086	420.35	797	825	356.01	241	289	2142	2221	853.63	1543	1620	577.46	599	678	2.485477178	2.346020761	1.313522857	1.230215781	1.313522857
97	-1.92145289	959	1421	3981.18	775	838	385.12	184	646	2366	2976	2845.54	1669	1721	573.47	697	1307	3.788043478	2.023219814	1.92145289	1.016653071	1.92145289
98	-0.70160742	969	1031	480.97	779	838	363.69	190	252	2025	2252	1159.87	1716	1773	573.39	309	536	1.626315789	2.126984127	0.70160742	1.088809267	0.70160742
99	-1.78350818	1063	1136	449.35	880	911	408.56	183	256	2321	2432	791.51	1691	1736	583.44	630	741	3.442622951	2.89453125	1.78350818	1.533329732	1.78350818
100	-3.093314318	1114	1433	2047.74	839	883	404.7	275	594	3922	4744	5532.96	1575	1593	539.91	2347	3169	8.534545455	5.335016835	3.093314318	2.415492824	3.093314318
101	-1.472036059	2397	2602	1064.24	843	886	390.22	1554	1759	5944	6353	4882.94	1633	1662	593.1	4311	4720	2.774131274	2.683342808	1.472036059	1.424031377	1.472036059
102	-0.146624808	58409	51760	16816.81	817	883	377.57	57592	50943	65535	57970	18211.41	1782	1820	585.22	63753	56188	1.106976663	1.102958208	0.146624808	0.141378127	0.146624808
103	-1.25273859	2735	2815	1157.98	860	903	405.79	1875	1955	6121	6051	2389.64	1653	1737	678.43	4468	4398	2.382933333	2.249616368	1.25273859	1.169678997	1.25273859
104	-1.188758243	28817	24026	11365	802	870	443.14	28015	23224	65535	59257	15989.41	1673	1766	703.35	63862	57584	2.279564519	2.479503961	1.188758243	1.31005153	1.188758243
105	-0.727485372	4681	5168	1524.42	864	906	370.56	3817	4304	8069	7811	2199.2	1749	1818	627.65	6320	6062	1.655750589	1.408457249	0.727485372	0.494115774	0.727485372
106	0.017622944	65535	62177	10482.19	878	922	380.74	64657	61299	65535	63237	9084.32	1663	1816	590.94	63872	61574	0.98785901	1.004486207	-0.017622944	0.006457754	-0.017622944
107	-0.340940799	4838	4624	1369.53	888	934	374.94	3950	3736	6777	6737	1585.77	1774	1812	597.08	5003	4963	1.266582278	1.328426124	0.340940799	0.409718	0.340940799
108	-1.712202882	2663	2968	2074.8	859	914	401.09	1804	2109	7583	8188	6354.82	1672	1747	590.8	5911	6516	3.276607539	3.089615932	1.712202882	1.627427509	1.712202882
109	-2.180870508	1945	2001	830.82	807	849	401.95	1138	1194	6768	6878	2117.29	1608	1684	652.81	5160	5270	4.53427065	4.413735343	2.180870508	2.142000125	2.180870508
110	-0.142174196	58643	41903	26650.58	835	877	439.17	57808	41068	65535	58533	16109.88	1740	1779	597.89	63795	56793	1.10356698	1.382901529	0.142174196	0.467698432	0.142174196
111	-0.683390174	24393	21880	7923.32	802	837	367.4	23591	21078	39600	36919	10087.24	1715	1739	540.27	37885	35204	1.605909033	1.670177436	0.683390174	0.74000138	0.683390174
112	-0.366343351	5708	5200	2028.23	744	766	374.8	4964	4456	8017	8386	5161.67	1618	1641	516.51	6399	6768	1.289081386	1.518850987	0.366343351	0.602980336	0.366343351
113	-1.096133089	3919	3714	1418.55	806	815	394.99	3113	2908	8138	7934	2540.06	1483	1535	508.32	6655	6451	2.137809187	2.218363136	1.096133089	1.149495548	1.096133089
114	-1.431142574	2390	2578	1158.02	742	770	337.84	1648	1836	5979	6446	3093.55	1535	1597	567.16	4444	4911	2.696601942	2.674836601	1.431142574	1.419450764	1.431142574
115	-1.458681972	4274	4368	1203.94	774	824	400.43	3500	3594	11219	11831	3593.4	1599	1678	604.21	9620	10232	2.748571429	2.846967168	1.458681972	1.509425855	1.458681972
116	-0.777106208	6605	6684	2107.11	849	867	398.43	5756	5835	11527	12207	6541.99	1663	1750	588.13	9864	10544	1.713690063	1.807026564	0.777106208	0.853617714	0.777106208
117	-0.068000599	32800	28925	10876.47	850	898	381.65	31950	28075	35158	32536	10718.93	1666	1768	580.87	33492	30870	1.048262911	1.099554764	0.068000599	0.13691946	0.068000599
118	0.017471115	65535	53553	22307.6	818	853	384.27	64717	52735	65535	60596	14285.99	1597	1688	604.35	63938	58999	0.987962977	1.118782592	-0.017471115	0.161929711	-0.017471115
119	0.509151299	13732	12696	4331.2	832	866	372.08	12900	11864	10706	10570	3709.78	1642	1689	633.14	9064	8928	0.702635659	0.752528658	-0.509151299	-0.410181571	-0.509151299
