1	-0.086186148		CTRL_LT2_gDNA_Cy3	1750	2440	120	2984	3132	750	41	42	9	100	100	0	3683	4230	1219	94	95	13	100	100	0	0.82	0.747	0.784	0.755	1.089	0.725	0.936	120	800	6531	7225	-0.287	2942	3589	3090	4135	375989	507603	324.5	302.846	0
2	0.13893394	valS	STM4475	1980	2440	110	11543	11540	1769	42	45	27	100	100	0	8447	8352	1104	94	96	22	100	100	0	1.377	1.392	1.397	1.389	0.988	1.388	0.983	80	650	19852	19755	0.461	11500	8352	11497	8258	923255	668237	416.241	374.381	0
3	0.795741021	STM1548.s	STM1548.s	2220	2440	110	756	791	141	40	41	8	100	100	0	207	210	28	93	94	14	100	100	0	6.248	6.437	6.49	6.563	1.124	6.636	0.874	80	656	829	866	2.643	715	114	750	116	63329	16769	87.444	7.857	0
4	-0.023191663	STM1741	STM1741	2450	2440	100	216	236	70	41	42	9	100	100	0	278	286	58	94	95	13	100	100	0	0.948	1.011	1.006	0.999	1.185	1.027	0.882	80	554	357	386	-0.077	174	183	194	192	18874	22906	20.3	14	0
5		yshA	STM4016	2680	2430	150	42	43	9	40	42	9	19	5	0	92	92	13	93	95	13	14	1	0	-1.814	-2.72	0.641	0.629	2.617	45.17	0	156	1024	0	1	Error	1	-1	2	-1	6784	14484	0.1	-0.231	-50
6	-0.075204004	yfeZ	STM2448	2930	2440	110	102	130	65	41	42	9	96	96	0	166	197	73	94	96	22	92	78	0	0.841	0.861	0.856	0.828	1.697	0.857	0.819	80	656	132	190	-0.25	60	72	88	102	10409	15811	9.2	4.571	0
7	0.200303183	yhjG	STM3610	3160	2430	110	514	529	101	42	43	9	100	100	0	391	389	60	94	95	22	100	100	0	1.586	1.649	1.667	1.651	1.094	1.66	0.91	80	656	768	781	0.665	471	297	486	295	42326	31156	51	13.333	0
8	-0.250263684	bglX	STM2166	3390	2430	110	1963	1898	329	42	43	10	100	100	0	3514	3464	497	95	96	22	100	100	0	0.562	0.551	0.554	0.549	0.995	0.536	0.976	80	650	5339	5223	-0.832	1920	3419	1855	3368	151921	277189	177.091	152.714	0
9	1.242093984	STM2314	STM2314	3620	2430	110	12460	12023	2942	45	80	247	100	100	0	807	758	185	96	109	131	97	93	0	17.462	18.104	18.045	18.576	1.063	17.732	0.977	80	656	13124	12638	4.126	12414	710	11977	661	961830	60671	48.235	4.944	0
10	-0.296708622	speD	STM0165	3860	2440	100	4927	4808	1734	43	44	10	100	100	0	9773	9336	2867	94	95	14	100	100	0	0.505	0.516	0.514	0.504	1.042	0.525	0.981	80	560	14563	14007	-0.987	4884	9679	4765	9242	384721	746946	454.818	628.571	0
11	0.266936911	STM2585	STM2585	4090	2440	110	239	309	169	42	42	9	100	100	0	200	214	74	94	94	13	100	97	0	1.849	2.227	2.287	2.26	1.254	2.267	0.9	80	656	302	385	0.887	196	106	266	119	24743	17178	28	8.769	0
12	0.316389751	STM1366	STM1366	4330	2440	120	418	518	406	43	68	131	80	65	0	278	336	207	97	121	148	60	27	0	2.072	1.989	1.978	2.066	1.365	1.567	0.812	120	782	554	712	1.051	374	180	474	238	62163	40322	3.42	1.447	0
13	0.961516011	srfA	STM1593	4560	2440	120	4494	3941	1565	44	70	132	100	100	0	582	522	157	96	122	149	91	75	0	9.152	9.139	9.198	8.833	1.15	9.646	0.582	120	766	4935	4322	3.194	4449	486	3896	426	472908	62796	29.245	2.683	0
14	0.459995256	mtlD	STM3686	4790	2450	110	1818	1761	680	43	45	12	100	100	0	708	687	206	93	94	13	100	100	0	2.884	2.89	2.915	2.838	1.065	2.982	0.971	80	650	2389	2311	1.528	1774	615	1717	594	140969	55003	138.615	43.462	0
15	0.41564098	lrhA	STM2330	5040	2440	100	727	725	153	43	43	9	100	100	0	358	359	59	95	95	13	100	100	0	2.604	2.587	2.567	2.597	1.08	2.593	0.93	80	546	945	944	1.381	683	262	681	263	58043	28716	71.6	19.308	0
16	0.161667412	stbB	STM0339	5260	2430	150	51	53	13	43	44	9	46	19	0	100	102	17	95	96	12	32	16	0	1.451	1.295	0.725	0.805	3.14	0.39	0.031	156	998	12	16	0.537	7	5	9	7	8288	16095	0.9	0.5	-50
17	-0.364516253	cpxP	STM4060	5500	2450	110	503	589	306	56	63	25	100	100	0	1144	1467	791	109	114	26	100	100	0	0.432	0.393	0.401	0.395	1.088	0.385	0.969	80	638	1482	1890	-1.21	447	1035	533	1357	47135	117367	20.444	51.52	0
18	0.071513805	STM2239	STM2239	5730	2430	150	77	78	27	52	58	20	51	24	0	127	131	30	106	109	23	48	22	0	1.179	1.02	0.847	0.874	2.478	0.88	0.436	156	1075	45	50	0.237	24	21	25	25	12206	20451	0.955	0.955	-50
19	-0.173925197	cadC	STM2557	5980	2440	110	1342	1352	174	43	44	9	100	100	0	2033	2006	255	94	95	13	100	100	0	0.67	0.684	0.676	0.684	1.019	0.675	0.972	80	656	3236	3220	-0.578	1298	1938	1308	1912	108192	160571	137.3	140	0
20	0.022840611	yjgN	STM4474	1750	2680	110	164	162	31	41	41	9	100	100	0	208	208	26	92	93	13	100	100	0	1.054	1.037	1.067	1.029	1.284	1.061	0.806	80	656	238	236	0.076	122	116	120	116	12990	16693	12.7	8.462	0
21	-0.488116639	STM2575	STM2575	1990	2680	100	74	79	23	41	41	9	88	76	0	193	187	38	93	93	13	100	96	0	0.325	0.393	0.415	0.369	1.853	0.395	0.552	80	560	131	131	-1.624	32	99	37	94	6349	15011	3.9	6.923	0
22	-0.015472687	STM3980	STM3980	2220	2690	80	71	71	16	39	41	8	92	80	0	123	123	21	91	92	13	84	55	0	0.965	0.965	0.995	0.92	2.399	0.777	0.211	52	340	63	63	-0.051	31	32	31	32	3707	6422	3.444	2.308	0
23	0.002597981	STM0699	STM0699	2460	2660	90	108	110	23	40	41	8	100	100	0	159	160	24	92	92	12	100	98	0	1.006	1.018	1.049	1.024	1.578	0.995	0.556	52	420	134	137	0.009	67	67	69	68	5719	8345	8	5.417	0
24	0.35545152	STM3783	STM3783	2680	2670	150	45	49	16	40	41	8	38	24	0	94	98	21	92	93	13	26	10	0	2.267	1.36	0.739	0.814	2.563	0.38	0.048	156	1078	6	14	1.181	4	2	8	6	7701	15429	0.889	0.385	-50
25	0.034227261	STM1785	STM1785	2920	2680	100	106	108	35	41	42	9	98	95	0	153	155	26	93	93	13	98	93	0	1.082	1.076	1.08	1.042	1.615	1.118	0.614	80	560	123	127	0.113	64	59	66	61	8673	12431	6.9	4.538	0
26	-0.068542129	yoaE	STM1828	3150	2670	90	197	196	54	42	43	10	100	100	0	276	275	65	95	95	14	100	96	0	0.854	0.854	0.871	0.88	1.347	0.866	0.836	52	420	334	332	-0.228	154	180	153	179	10210	14319	14.545	12.214	0
27	-0.343901798	hycD	STM2850	3380	2670	150	43	45	11	42	43	9	19	7	0	94	94	14	92	94	18	10	0	0	0.453	1.36	0.605	0.62	3.43	0.1	0.002	156	1100	2	4	-1.141	0	2	2	2	7087	14672	0.2	0	-50
28	0.078456818	yacF	STM0139	3620	2680	120	3035	3336	1997	44	65	170	99	95	0	2589	2584	1391	93	111	166	95	90	0	1.198	1.322	1.306	1.367	1.195	1.356	0.978	120	775	5487	5781	0.261	2991	2496	3291	2490	400424	310146	19.19	14.811	0
29	0.384532615	sseD	STM1401	3860	2690	100	166	173	59	41	42	9	100	100	0	143	151	33	92	92	13	93	81	0	2.424	2.235	2.201	2.494	1.661	2.187	0.723	80	536	175	189	1.278	124	51	131	58	13842	12120	13.7	4.308	0
30	-0.199282922	yiaB	STM3659	4090	2690	80	62	61	18	40	42	9	73	57	0	127	133	30	92	92	12	82	69	0	0.632	0.512	0.598	0.578	2.552	0.37	0.276	52	340	55	60	-0.662	21	34	20	40	3230	6915	2	3.25	0
31	0.064083436	hycE	STM2849	4330	2680	100	204	217	57	42	42	9	100	100	0	231	234	37	91	92	12	100	100	0	1.159	1.22	1.243	1.2	1.248	1.272	0.845	80	560	300	316	0.213	161	139	174	142	17382	18726	18.3	11.25	0
